 ID, Campaign ID, Audience ID, Clicks, Conversions, Metrics Date
121460569,249371086,1584409659,1061.0,56.0,2024-01-31 00:00:00 UTC
1787300824,391290753,1126979805,758.0,28.0,2024-01-31 00:00:00 UTC
1943231695,1017841391,631797859,2854.0,407.0,2024-02-01 00:00:00 UTC
494431894,1430930351,1323046246,2569.0,330.0,2024-02-01 00:00:00 UTC
1948805534,104647731,1659676686,2141.0,229.0,2024-02-01 00:00:00 UTC
982883790,249371086,1584409659,954.0,45.0,2024-02-01 00:00:00 UTC
1502917575,391290753,1126979805,681.0,23.0,2024-02-01 00:00:00 UTC
1022265600,1017841391,631797859,2335.0,272.0,2024-02-02 00:00:00 UTC
528792726,1430930351,1323046246,2101.0,220.0,2024-02-02 00:00:00 UTC
1552959850,104647731,1659676686,1751.0,153.0,2024-02-02 00:00:00 UTC
1204318063,249371086,1584409659,779.0,30.0,2024-02-02 00:00:00 UTC
53879465,391290753,1126979805,556.0,15.0,2024-02-02 00:00:00 UTC
1407313599,1017841391,631797859,2017.0,203.0,2024-02-03 00:00:00 UTC
999506303,1430930351,1323046246,1815.0,164.0,2024-02-03 00:00:00 UTC
574433325,104647731,1659676686,1513.0,114.0,2024-02-03 00:00:00 UTC
958719989,249371086,1584409659,672.0,22.0,2024-02-03 00:00:00 UTC
679252680,391290753,1126979805,480.0,11.0,2024-02-03 00:00:00 UTC
754010377,1017841391,631797859,2154.0,232.0,2024-02-04 00:00:00 UTC
358281809,1430930351,1323046246,1938.0,187.0,2024-02-04 00:00:00 UTC
429884795,104647731,1659676686,1615.0,130.0,2024-02-04 00:00:00 UTC
127502465,249371086,1584409659,716.0,25.0,2024-02-04 00:00:00 UTC
1147021724,391290753,1126979805,511.0,13.0,2024-02-04 00:00:00 UTC
1640603691,1017841391,631797859,2656.0,352.0,2024-02-05 00:00:00 UTC
132754232,1430930351,1323046246,2390.0,285.0,2024-02-05 00:00:00 UTC
1380154617,104647731,1659676686,1992.0,198.0,2024-02-05 00:00:00 UTC
803098930,249371086,1584409659,882.0,38.0,2024-02-05 00:00:00 UTC
947419515,391290753,1126979805,630.0,19.0,2024-02-05 00:00:00 UTC
1417769943,1017841391,631797859,3159.0,499.0,2024-02-06 00:00:00 UTC
954092678,1430930351,1323046246,2843.0,404.0,2024-02-06 00:00:00 UTC
1802923291,104647731,1659676686,2369.0,280.0,2024-02-06 00:00:00 UTC
155477718,249371086,1584409659,1048.0,54.0,2024-02-06 00:00:00 UTC
140269232,391290753,1126979805,748.0,28.0,2024-02-06 00:00:00 UTC
1396666369,1017841391,631797859,3297.0,543.0,2024-02-07 00:00:00 UTC
1551577284,1430930351,1323046246,2967.0,440.0,2024-02-07 00:00:00 UTC
1773546387,104647731,1659676686,2472.0,305.0,2024-02-07 00:00:00 UTC
881286771,249371086,1584409659,1092.0,59.0,2024-02-07 00:00:00 UTC
1317037939,391290753,1126979805,780.0,30.0,2024-02-07 00:00:00 UTC
653469996,1017841391,631797859,2977.0,443.0,2024-02-08 00:00:00 UTC
749825757,1430930351,1323046246,2680.0,359.0,2024-02-08 00:00:00 UTC
1956301467,104647731,1659676686,2233.0,249.0,2024-02-08 00:00:00 UTC
1452853330,249371086,1584409659,985.0,48.0,2024-02-08 00:00:00 UTC
446890998,391290753,1126979805,703.0,24.0,2024-02-08 00:00:00 UTC
1874463225,1017841391,631797859,2453.0,301.0,2024-02-09 00:00:00 UTC
388645742,1430930351,1323046246,2208.0,243.0,2024-02-09 00:00:00 UTC
1302298724,104647731,1659676686,1840.0,169.0,2024-02-09 00:00:00 UTC
1599213128,249371086,1584409659,810.0,32.0,2024-02-09 00:00:00 UTC
680182554,391290753,1126979805,578.0,16.0,2024-02-09 00:00:00 UTC
1104683372,1017841391,631797859,2132.0,227.0,2024-02-10 00:00:00 UTC
1803758534,1430930351,1323046246,1919.0,184.0,2024-02-10 00:00:00 UTC
2056570961,104647731,1659676686,1599.0,127.0,2024-02-10 00:00:00 UTC
1259234975,249371086,1584409659,703.0,24.0,2024-02-10 00:00:00 UTC
1687513119,391290753,1126979805,502.0,12.0,2024-02-10 00:00:00 UTC
1156228309,1017841391,631797859,2268.0,257.0,2024-02-11 00:00:00 UTC
2027551320,1430930351,1323046246,2042.0,208.0,2024-02-11 00:00:00 UTC
2083004685,104647731,1659676686,1701.0,144.0,2024-02-11 00:00:00 UTC
448463863,249371086,1584409659,747.0,27.0,2024-02-11 00:00:00 UTC
172004672,391290753,1126979805,533.0,14.0,2024-02-11 00:00:00 UTC
576465092,1017841391,631797859,2773.0,384.0,2024-02-12 00:00:00 UTC
1681291923,1430930351,1323046246,2496.0,311.0,2024-02-12 00:00:00 UTC
507252866,104647731,1659676686,2080.0,216.0,2024-02-12 00:00:00 UTC
825452026,249371086,1584409659,912.0,41.0,2024-02-12 00:00:00 UTC
1578492804,391290753,1126979805,651.0,21.0,2024-02-12 00:00:00 UTC
1250878172,1017841391,631797859,3278.0,537.0,2024-02-13 00:00:00 UTC
1243810783,1430930351,1323046246,2950.0,435.0,2024-02-13 00:00:00 UTC
391802392,104647731,1659676686,2459.0,302.0,2024-02-13 00:00:00 UTC
1334051692,249371086,1584409659,1076.0,57.0,2024-02-13 00:00:00 UTC
750102804,391290753,1126979805,768.0,29.0,2024-02-13 00:00:00 UTC
1030069418,1017841391,631797859,3415.0,583.0,2024-02-14 00:00:00 UTC
543370015,1430930351,1323046246,3074.0,472.0,2024-02-14 00:00:00 UTC
1234323437,104647731,1659676686,2561.0,328.0,2024-02-14 00:00:00 UTC
1663402107,249371086,1584409659,1120.0,62.0,2024-02-14 00:00:00 UTC
466529841,391290753,1126979805,800.0,32.0,2024-02-14 00:00:00 UTC
1856333388,1017841391,631797859,3092.0,478.0,2024-02-15 00:00:00 UTC
387377261,1430930351,1323046246,2783.0,387.0,2024-02-15 00:00:00 UTC
564764145,104647731,1659676686,2319.0,269.0,2024-02-15 00:00:00 UTC
394532843,249371086,1584409659,1012.0,51.0,2024-02-15 00:00:00 UTC
1115552526,391290753,1126979805,723.0,26.0,2024-02-15 00:00:00 UTC
1567897863,1017841391,631797859,2564.0,328.0,2024-02-16 00:00:00 UTC
332855605,1430930351,1323046246,2307.0,266.0,2024-02-16 00:00:00 UTC
300367808,104647731,1659676686,1923.0,184.0,2024-02-16 00:00:00 UTC
176548733,249371086,1584409659,838.0,35.0,2024-02-16 00:00:00 UTC
529459418,391290753,1126979805,598.0,17.0,2024-02-16 00:00:00 UTC
1726335920,1017841391,631797859,2239.0,250.0,2024-02-17 00:00:00 UTC
401520930,1430930351,1323046246,2015.0,203.0,2024-02-17 00:00:00 UTC
281748278,104647731,1659676686,1679.0,141.0,2024-02-17 00:00:00 UTC
1767754183,249371086,1584409659,730.0,26.0,2024-02-17 00:00:00 UTC
1341933642,391290753,1126979805,522.0,13.0,2024-02-17 00:00:00 UTC
1963504159,1017841391,631797859,2375.0,282.0,2024-02-18 00:00:00 UTC
1088159280,1430930351,1323046246,2137.0,228.0,2024-02-18 00:00:00 UTC
726709891,104647731,1659676686,1781.0,158.0,2024-02-18 00:00:00 UTC
460017768,249371086,1584409659,774.0,29.0,2024-02-18 00:00:00 UTC
1059607997,391290753,1126979805,552.0,15.0,2024-02-18 00:00:00 UTC
632061568,1017841391,631797859,2881.0,415.0,2024-02-19 00:00:00 UTC
1947348155,1430930351,1323046246,2593.0,336.0,2024-02-19 00:00:00 UTC
1410953439,104647731,1659676686,2161.0,233.0,2024-02-19 00:00:00 UTC
278724910,249371086,1584409659,937.0,43.0,2024-02-19 00:00:00 UTC
126855465,391290753,1126979805,669.0,22.0,2024-02-19 00:00:00 UTC
1885668971,1017841391,631797859,3388.0,574.0,2024-02-20 00:00:00 UTC
986109050,1430930351,1323046246,3049.0,465.0,2024-02-20 00:00:00 UTC
1951712755,104647731,1659676686,2541.0,322.0,2024-02-20 00:00:00 UTC
979224018,249371086,1584409659,1101.0,60.0,2024-02-20 00:00:00 UTC
1937825995,391290753,1126979805,786.0,30.0,2024-02-20 00:00:00 UTC
239080785,1017841391,631797859,3525.0,621.0,2024-02-21 00:00:00 UTC
1420599866,1430930351,1323046246,3172.0,503.0,2024-02-21 00:00:00 UTC
1076921463,104647731,1659676686,2644.0,349.0,2024-02-21 00:00:00 UTC
1193471391,249371086,1584409659,1144.0,65.0,2024-02-21 00:00:00 UTC
2144259937,391290753,1126979805,817.0,33.0,2024-02-21 00:00:00 UTC
255528958,1017841391,631797859,3198.0,511.0,2024-02-22 00:00:00 UTC
1478296980,1430930351,1323046246,2878.0,414.0,2024-02-22 00:00:00 UTC
283399170,104647731,1659676686,2399.0,287.0,2024-02-22 00:00:00 UTC
661941312,249371086,1584409659,1036.0,53.0,2024-02-22 00:00:00 UTC
2057546249,391290753,1126979805,740.0,27.0,2024-02-22 00:00:00 UTC
1677829164,1017841391,631797859,2664.0,355.0,2024-02-23 00:00:00 UTC
1018394765,1430930351,1323046246,2398.0,287.0,2024-02-23 00:00:00 UTC
429565211,104647731,1659676686,1998.0,199.0,2024-02-23 00:00:00 UTC
593483959,249371086,1584409659,862.0,37.0,2024-02-23 00:00:00 UTC
1325014996,391290753,1126979805,615.0,18.0,2024-02-23 00:00:00 UTC
302376356,1017841391,631797859,2336.0,272.0,2024-02-24 00:00:00 UTC
857574163,1430930351,1323046246,2102.0,221.0,2024-02-24 00:00:00 UTC
194783912,104647731,1659676686,1752.0,153.0,2024-02-24 00:00:00 UTC
1504593436,249371086,1584409659,754.0,28.0,2024-02-24 00:00:00 UTC
1877229092,391290753,1126979805,539.0,14.0,2024-02-24 00:00:00 UTC
174419505,1017841391,631797859,2471.0,305.0,2024-02-25 00:00:00 UTC
1264438101,1430930351,1323046246,2224.0,247.0,2024-02-25 00:00:00 UTC
1957661370,104647731,1659676686,1853.0,171.0,2024-02-25 00:00:00 UTC
195750271,249371086,1584409659,797.0,31.0,2024-02-25 00:00:00 UTC
1804422206,391290753,1126979805,569.0,16.0,2024-02-25 00:00:00 UTC
1816816441,1017841391,631797859,2979.0,443.0,2024-02-26 00:00:00 UTC
648027423,1430930351,1323046246,2681.0,359.0,2024-02-26 00:00:00 UTC
960718567,104647731,1659676686,2234.0,249.0,2024-02-26 00:00:00 UTC
1824588700,249371086,1584409659,959.0,46.0,2024-02-26 00:00:00 UTC
872759502,391290753,1126979805,685.0,23.0,2024-02-26 00:00:00 UTC
2094082990,1017841391,631797859,3488.0,608.0,2024-02-27 00:00:00 UTC
623323003,1430930351,1323046246,3139.0,492.0,2024-02-27 00:00:00 UTC
1885328327,104647731,1659676686,2616.0,342.0,2024-02-27 00:00:00 UTC
1325649265,249371086,1584409659,1122.0,62.0,2024-02-27 00:00:00 UTC
1088123774,391290753,1126979805,801.0,32.0,2024-02-27 00:00:00 UTC
1795746059,1017841391,631797859,3624.0,656.0,2024-02-28 00:00:00 UTC
757440793,1430930351,1323046246,3261.0,531.0,2024-02-28 00:00:00 UTC
786928487,104647731,1659676686,2718.0,369.0,2024-02-28 00:00:00 UTC
1436080128,249371086,1584409659,1164.0,67.0,2024-02-28 00:00:00 UTC
1361800633,391290753,1126979805,831.0,34.0,2024-02-28 00:00:00 UTC
1067102900,1017841391,631797859,3293.0,542.0,2024-02-29 00:00:00 UTC
1717608815,1430930351,1323046246,2964.0,439.0,2024-02-29 00:00:00 UTC
724630435,104647731,1659676686,2470.0,305.0,2024-02-29 00:00:00 UTC
586909308,249371086,1584409659,1056.0,55.0,2024-02-29 00:00:00 UTC
839815927,391290753,1126979805,754.0,28.0,2024-02-29 00:00:00 UTC
464564036,1017841391,631797859,2754.0,379.0,2024-03-01 00:00:00 UTC
2086339686,1430930351,1323046246,2478.0,307.0,2024-03-01 00:00:00 UTC
128509706,104647731,1659676686,2065.0,213.0,2024-03-01 00:00:00 UTC
1754130092,249371086,1584409659,882.0,38.0,2024-03-01 00:00:00 UTC
1240913164,391290753,1126979805,630.0,19.0,2024-03-01 00:00:00 UTC
1797936072,1017841391,631797859,2421.0,293.0,2024-03-02 00:00:00 UTC
822796966,1430930351,1323046246,2179.0,237.0,2024-03-02 00:00:00 UTC
48747849,104647731,1659676686,1816.0,164.0,2024-03-02 00:00:00 UTC
1161057096,249371086,1584409659,774.0,29.0,2024-03-02 00:00:00 UTC
201672716,391290753,1126979805,553.0,15.0,2024-03-02 00:00:00 UTC
1519095500,1017841391,631797859,2556.0,326.0,2024-03-03 00:00:00 UTC
1800828396,1430930351,1323046246,2300.0,264.0,2024-03-03 00:00:00 UTC
1170535986,104647731,1659676686,1917.0,183.0,2024-03-03 00:00:00 UTC
1896875489,249371086,1584409659,816.0,33.0,2024-03-03 00:00:00 UTC
352057981,391290753,1126979805,583.0,16.0,2024-03-03 00:00:00 UTC
1033566427,1017841391,631797859,3065.0,469.0,2024-03-04 00:00:00 UTC
1791492499,1430930351,1323046246,2759.0,380.0,2024-03-04 00:00:00 UTC
1217312848,104647731,1659676686,2299.0,264.0,2024-03-04 00:00:00 UTC
599489336,249371086,1584409659,977.0,47.0,2024-03-04 00:00:00 UTC
287630425,391290753,1126979805,698.0,24.0,2024-03-04 00:00:00 UTC
1263212883,1017841391,631797859,3576.0,639.0,2024-03-05 00:00:00 UTC
1061723921,1430930351,1323046246,3218.0,517.0,2024-03-05 00:00:00 UTC
1908035528,104647731,1659676686,2682.0,359.0,2024-03-05 00:00:00 UTC
1532808253,249371086,1584409659,1138.0,64.0,2024-03-05 00:00:00 UTC
226817675,391290753,1126979805,813.0,33.0,2024-03-05 00:00:00 UTC
1178801850,1017841391,631797859,3711.0,688.0,2024-03-06 00:00:00 UTC
1603328364,1430930351,1323046246,3339.0,557.0,2024-03-06 00:00:00 UTC
485597398,104647731,1659676686,2783.0,387.0,2024-03-06 00:00:00 UTC
524867897,249371086,1584409659,1179.0,69.0,2024-03-06 00:00:00 UTC
1782968662,391290753,1126979805,842.0,35.0,2024-03-06 00:00:00 UTC
1615268737,1017841391,631797859,3376.0,570.0,2024-03-07 00:00:00 UTC
1793486269,1430930351,1323046246,3038.0,461.0,2024-03-07 00:00:00 UTC
509160740,104647731,1659676686,2532.0,320.0,2024-03-07 00:00:00 UTC
1413995243,249371086,1584409659,1071.0,57.0,2024-03-07 00:00:00 UTC
1337645962,391290753,1126979805,765.0,29.0,2024-03-07 00:00:00 UTC
1949398429,1017841391,631797859,2831.0,400.0,2024-03-08 00:00:00 UTC
885176006,1430930351,1323046246,2548.0,324.0,2024-03-08 00:00:00 UTC
15302913,104647731,1659676686,2123.0,225.0,2024-03-08 00:00:00 UTC
240071271,249371086,1584409659,897.0,40.0,2024-03-08 00:00:00 UTC
1752979296,391290753,1126979805,641.0,20.0,2024-03-08 00:00:00 UTC
1625690836,1017841391,631797859,2494.0,311.0,2024-03-09 00:00:00 UTC
391366197,1430930351,1323046246,2245.0,252.0,2024-03-09 00:00:00 UTC
363803402,104647731,1659676686,1871.0,175.0,2024-03-09 00:00:00 UTC
1883359047,249371086,1584409659,789.0,31.0,2024-03-09 00:00:00 UTC
1163030731,391290753,1126979805,564.0,15.0,2024-03-09 00:00:00 UTC
1920966180,1017841391,631797859,2628.0,345.0,2024-03-10 00:00:00 UTC
390300100,1430930351,1323046246,2365.0,279.0,2024-03-10 00:00:00 UTC
1233365360,104647731,1659676686,1971.0,194.0,2024-03-10 00:00:00 UTC
1738277107,249371086,1584409659,830.0,34.0,2024-03-10 00:00:00 UTC
801751475,391290753,1126979805,593.0,17.0,2024-03-10 00:00:00 UTC
442091112,1017841391,631797859,3139.0,492.0,2024-03-11 00:00:00 UTC
2059604426,1430930351,1323046246,2825.0,399.0,2024-03-11 00:00:00 UTC
1613240255,104647731,1659676686,2354.0,277.0,2024-03-11 00:00:00 UTC
