 ID, Division ID, Purchase Order ID, Type, Model, Capacity, Status, Purchase Date, Last Maintenance At, Next Maintenance At
2033286939,560843408,264043427,Locomotive,L-3598,4660.806588673592,Maintenance,2020-07-17 08:56:58.672369 UTC,2024-12-13 07:42:18.672371 UTC,2025-02-03 23:47:12.672375 UTC
1825875162,560843408,329004808,Freight Car,F-2973,74.80038622038744,Maintenance,2023-09-13 12:23:34.672523 UTC,2025-01-19 09:14:34.672525 UTC,2025-03-09 10:47:51.672526 UTC
1384490576,560843408,156232486,Passenger Car,P-7046,99.3565415860471,Active,2020-05-14 15:50:01.672677 UTC,2025-01-11 20:57:14.672678 UTC,2025-03-28 22:57:28.67268 UTC
792463019,560843408,1488160914,Locomotive,L-8974,4529.139657388347,Retired,2023-07-21 11:49:06.672838 UTC,2025-01-22 22:22:14.67284 UTC,2025-03-22 10:45:21.672841 UTC
1400196938,560843408,1993610314,Freight Car,F-3074,96.22305906486886,Active,2020-09-08 03:57:00.673012 UTC,2024-11-11 03:11:33.673014 UTC,2025-03-26 12:10:03.673017 UTC
1915378164,560843408,293140461,Freight Car,F-6472,85.90416133348451,Maintenance,2023-10-09 09:10:16.673186 UTC,2024-12-23 17:28:45.673188 UTC,2025-03-19 02:17:52.673189 UTC
147998247,560843408,1233382250,Freight Car,F-5986,91.64015478710637,Active,2021-07-28 18:17:02.673346 UTC,2024-11-20 05:06:15.673348 UTC,2025-02-15 05:08:59.673349 UTC
539430673,560843408,1352254896,Freight Car,F-5594,79.60110608596688,Active,2025-01-11 12:50:23.673495 UTC,2024-12-01 02:42:00.673499 UTC,2025-04-15 05:46:02.673501 UTC
896405078,560843408,307031092,Locomotive,L-4950,5386.621975536457,Active,2020-02-18 22:56:05.67365 UTC,2024-11-16 01:54:22.673652 UTC,2025-03-26 15:04:34.673653 UTC
1527455239,795226445,794488155,Passenger Car,P-8783,66.65312504378898,Maintenance,2024-08-22 01:28:47.699894 UTC,2024-11-30 17:29:12.699896 UTC,2025-04-09 10:51:00.699901 UTC
2127466984,795226445,271852868,Passenger Car,P-6467,85.9464340719013,Active,2022-08-07 11:11:04.70015 UTC,2025-01-01 21:21:36.700151 UTC,2025-04-17 20:05:31.700153 UTC
884823629,795226445,1752277816,Passenger Car,P-1166,88.94461001191317,Active,2021-09-28 07:27:58.700337 UTC,2024-11-18 13:47:06.700339 UTC,2025-02-11 15:29:45.700343 UTC
1123440235,795226445,264043427,Freight Car,F-5416,85.12596732756234,Active,2021-02-11 21:19:51.700546 UTC,2024-12-23 22:25:00.700547 UTC,2025-02-11 15:39:51.700549 UTC
287031294,795226445,1352254896,Passenger Car,P-2127,90.86389359170751,Active,2022-01-21 02:53:44.700786 UTC,2025-01-07 09:20:30.700788 UTC,2025-03-01 14:27:45.700792 UTC
714252641,795226445,1338395860,Passenger Car,P-1039,74.59113118242792,Maintenance,2022-07-13 16:38:24.70099 UTC,2025-01-19 21:16:19.700992 UTC,2025-03-21 01:27:10.700993 UTC
528043439,795226445,638123753,Passenger Car,P-9674,82.7160845880246,Active,2024-08-16 08:01:12.701215 UTC,2024-12-18 12:26:22.701217 UTC,2025-02-02 04:55:15.701224 UTC
1078803500,795226445,1148527325,Locomotive,L-1384,4043.5016177255125,Active,2022-08-07 22:33:10.701438 UTC,2025-01-12 09:24:42.701439 UTC,2025-04-04 09:28:14.701445 UTC
949260108,795226445,1237024476,Locomotive,L-2412,5423.362948007511,Maintenance,2020-12-24 10:16:03.701661 UTC,2024-11-23 20:14:23.701662 UTC,2025-04-04 00:51:53.701666 UTC
410791608,795226445,1038264622,Locomotive,L-2651,4821.665017467425,Active,2024-06-17 02:20:44.701864 UTC,2024-11-03 23:19:19.701866 UTC,2025-02-27 18:00:38.701867 UTC
415731934,795226445,859235362,Freight Car,F-9396,79.78714455870872,Active,2021-06-09 11:40:30.702044 UTC,2024-12-17 10:45:55.702045 UTC,2025-03-24 07:43:47.702047 UTC
1862463574,795226445,2028514110,Passenger Car,P-6183,72.8963331808097,Active,2024-07-17 18:12:12.702265 UTC,2025-01-17 11:13:37.702267 UTC,2025-04-19 07:39:23.702268 UTC
269291548,795226445,676857344,Passenger Car,P-4611,54.74827535648492,Retired,2020-05-16 07:03:20.702427 UTC,2024-11-07 06:05:35.702428 UTC,2025-03-23 22:01:10.70243 UTC
705890297,795226445,271852868,Locomotive,L-4579,5055.432848924371,Maintenance,2022-04-02 09:43:00.702624 UTC,2024-11-12 01:43:47.702626 UTC,2025-03-28 09:15:16.702629 UTC
1244151092,795226445,781279378,Passenger Car,P-2600,89.68267592564159,Active,2021-03-06 05:57:00.702821 UTC,2025-01-04 23:04:06.702825 UTC,2025-03-02 23:59:26.702826 UTC
1351166399,795226445,77912486,Locomotive,L-5479,5176.704916480157,Active,2020-06-26 19:45:42.702995 UTC,2025-01-04 02:10:39.702998 UTC,2025-04-11 07:59:37.703 UTC
224509629,795226445,721723765,Freight Car,F-3807,97.79460232246686,Active,2020-10-31 11:44:34.703181 UTC,2024-11-20 05:53:53.703183 UTC,2025-02-23 18:28:13.703184 UTC
314503093,1657038269,77912486,Passenger Car,P-8669,93.81283418667087,Maintenance,2024-06-19 18:26:12.726971 UTC,2025-01-11 14:46:25.726973 UTC,2025-04-09 02:14:47.726974 UTC
1325016854,1657038269,760939936,Locomotive,L-9995,4858.456075853612,Active,2023-06-01 09:04:43.727158 UTC,2024-12-05 05:46:04.727159 UTC,2025-02-11 11:12:59.727161 UTC
1488768942,1657038269,77912486,Locomotive,L-9140,5656.773582836113,Active,2021-12-16 02:13:55.727318 UTC,2024-12-20 01:18:06.72732 UTC,2025-03-28 11:34:38.727321 UTC
754901102,1657038269,1038264622,Passenger Car,P-9321,91.70843668536894,Active,2023-01-04 09:11:44.727468 UTC,2024-12-17 21:17:21.727469 UTC,2025-03-03 06:51:48.727471 UTC
843391210,1657038269,307031092,Locomotive,L-4861,4057.6889865747976,Active,2022-11-18 07:22:58.727613 UTC,2024-11-15 22:03:42.727615 UTC,2025-02-04 22:55:05.727616 UTC
186079541,1657038269,1858617180,Passenger Car,P-7095,89.02453996197028,Maintenance,2021-12-02 10:57:32.727759 UTC,2024-11-04 04:44:34.727761 UTC,2025-03-15 21:15:31.727762 UTC
1574937376,1657038269,1331705627,Freight Car,F-7736,75.91118116686403,Maintenance,2023-01-10 08:14:43.727902 UTC,2024-11-05 19:57:06.727903 UTC,2025-02-24 01:46:17.727904 UTC
319634689,1657038269,559126413,Passenger Car,P-5359,65.06693525118843,Active,2023-02-01 20:37:24.728063 UTC,2024-12-30 13:26:30.728064 UTC,2025-02-19 11:55:00.728066 UTC
1716706381,1657038269,2083782179,Freight Car,F-9761,98.42844269503271,Active,2024-07-26 00:53:53.728224 UTC,2024-12-24 09:23:13.728226 UTC,2025-03-05 15:27:34.728227 UTC
1503518412,1657038269,364941466,Passenger Car,P-3642,76.74050196154451,Active,2024-03-03 15:05:11.728378 UTC,2024-12-05 08:05:15.72838 UTC,2025-02-25 17:04:18.728381 UTC
7954657,1657038269,1085526526,Passenger Car,P-3580,61.57563599611543,Active,2023-10-18 03:07:08.728544 UTC,2024-11-27 00:32:49.728546 UTC,2025-04-24 01:31:45.728547 UTC
665853970,1657038269,871046199,Passenger Car,P-5716,76.51750082331083,Active,2022-05-29 13:45:36.728704 UTC,2024-12-16 01:12:18.728706 UTC,2025-03-06 23:44:31.728707 UTC
1793717177,1657038269,979595765,Freight Car,F-4081,89.16807600944037,Active,2020-12-20 06:37:10.728858 UTC,2024-11-06 04:25:57.728859 UTC,2025-02-10 17:02:28.728861 UTC
1370146588,1657038269,364941466,Locomotive,L-7846,5830.199437616139,Active,2024-12-20 09:20:00.728999 UTC,2024-11-22 15:43:36.729 UTC,2025-03-23 05:10:43.729001 UTC
760039906,1657038269,156232486,Locomotive,L-6749,4133.593715394331,Active,2021-06-19 19:42:57.729181 UTC,2024-11-16 10:50:42.729182 UTC,2025-03-11 01:31:55.729184 UTC
603172214,1657038269,823052342,Locomotive,L-4072,5975.313339433184,Active,2020-03-31 19:47:02.729347 UTC,2024-12-20 09:05:52.729349 UTC,2025-03-26 06:32:19.72935 UTC
1713217906,1657038269,1901117773,Passenger Car,P-9354,70.80772381944318,Maintenance,2023-05-29 11:42:33.729497 UTC,2024-12-07 12:55:06.729499 UTC,2025-04-18 11:01:08.7295 UTC
536296043,1657038269,1700162388,Passenger Car,P-6147,81.16503341975029,Retired,2021-10-23 00:23:39.72965 UTC,2024-11-30 13:24:24.729652 UTC,2025-02-22 10:03:29.729654 UTC
562117109,36317215,781279378,Freight Car,F-6537,89.06056349388126,Active,2021-09-08 05:01:07.749898 UTC,2025-01-22 04:29:10.7499 UTC,2025-03-04 18:37:41.749901 UTC
175740973,36317215,167778567,Locomotive,L-7402,4752.070228951723,Active,2024-11-08 15:50:27.75006 UTC,2024-12-18 08:41:52.750061 UTC,2025-03-12 07:52:30.750063 UTC
1002821466,36317215,846536133,Locomotive,L-2471,5586.375894637115,Active,2024-10-22 00:02:12.750204 UTC,2024-10-29 20:07:18.750205 UTC,2025-02-22 09:03:11.750207 UTC
35128498,36317215,1901117773,Locomotive,L-4655,5947.856234752643,Maintenance,2023-06-15 20:09:47.750345 UTC,2024-12-04 15:53:56.750346 UTC,2025-04-17 17:42:35.750348 UTC
1962529649,36317215,2083782179,Passenger Car,P-2455,56.56615489922517,Active,2022-08-22 13:28:25.750481 UTC,2024-12-06 13:31:35.750483 UTC,2025-04-06 16:13:42.750484 UTC
545816177,36317215,1993610314,Passenger Car,P-4020,69.83981434771547,Active,2020-07-04 16:23:55.750629 UTC,2025-01-01 09:52:59.750631 UTC,2025-03-07 05:56:25.750632 UTC
449370438,36317215,116412071,Locomotive,L-7426,4783.792235433093,Active,2022-08-07 12:51:53.750778 UTC,2024-11-07 05:34:04.750779 UTC,2025-03-31 18:07:34.750781 UTC
1383692235,36317215,823052342,Locomotive,L-4090,5226.249578478899,Retired,2020-12-09 22:15:39.75091 UTC,2024-12-15 10:55:30.750912 UTC,2025-02-06 04:45:37.750913 UTC
1545182047,36317215,1331705627,Freight Car,F-7390,73.37229615558238,Active,2023-07-20 22:10:19.751046 UTC,2024-12-18 03:44:36.751048 UTC,2025-02-27 23:56:10.751049 UTC
88641022,36317215,1148527325,Passenger Car,P-8868,66.96098003916882,Active,2022-11-30 00:09:32.751194 UTC,2024-11-07 22:05:58.751196 UTC,2025-03-18 21:27:26.751197 UTC
1031931138,36317215,392045862,Passenger Car,P-5845,93.11247712718925,Maintenance,2022-08-22 21:11:32.751339 UTC,2024-12-20 09:48:44.751341 UTC,2025-03-16 16:19:28.751342 UTC
1536707065,36317215,1507607695,Locomotive,L-1079,4843.315113689322,Active,2022-09-08 18:24:51.751481 UTC,2024-10-31 15:17:15.751483 UTC,2025-04-09 01:27:03.751484 UTC
1800426896,36317215,2083782179,Passenger Car,P-9170,65.70460043093306,Maintenance,2023-06-24 06:57:53.75162 UTC,2024-12-08 08:00:08.751622 UTC,2025-03-01 22:55:32.751623 UTC
1643787255,36317215,812686863,Freight Car,F-5038,88.2390026839733,Active,2024-04-18 03:50:22.751769 UTC,2024-11-11 13:30:33.751771 UTC,2025-04-16 10:03:07.751772 UTC
288817788,36317215,2083782179,Locomotive,L-6380,4700.7181891290475,Active,2021-01-26 00:24:36.751893 UTC,2024-12-10 20:27:03.751894 UTC,2025-02-17 04:42:01.751896 UTC
686526108,1944267253,116412071,Passenger Car,P-6617,88.43271731179868,Active,2024-12-01 03:42:48.77118 UTC,2024-12-17 19:29:07.771182 UTC,2025-02-15 12:51:17.771183 UTC
632269153,1944267253,307031092,Passenger Car,P-2005,90.16096256278574,Maintenance,2023-03-20 17:18:47.77137 UTC,2024-12-11 12:44:29.771372 UTC,2025-02-25 12:41:42.771373 UTC
2143204375,1944267253,264043427,Locomotive,L-1332,4189.636230224311,Active,2023-11-26 21:20:37.771537 UTC,2025-01-17 18:24:11.771539 UTC,2025-01-24 23:58:52.77154 UTC
1931724911,1944267253,1237024476,Passenger Car,P-8151,81.60891240485218,Active,2022-04-16 11:34:45.771677 UTC,2024-12-25 00:45:47.771679 UTC,2025-03-15 00:33:09.77168 UTC
2053946366,1944267253,156232486,Passenger Car,P-2408,61.13760119302713,Active,2024-01-08 05:24:24.771843 UTC,2024-12-20 12:18:25.771849 UTC,2025-01-29 05:02:46.77185 UTC
913370274,1944267253,329004808,Freight Car,F-5340,93.99522106529564,Maintenance,2021-01-11 11:17:40.772007 UTC,2024-12-04 01:44:43.772008 UTC,2025-03-25 11:02:32.77201 UTC
1424299605,1944267253,156232486,Passenger Car,P-7628,66.80467036148974,Active,2022-09-18 04:14:10.772163 UTC,2025-01-15 04:05:38.772164 UTC,2025-03-19 01:02:08.772166 UTC
1983516945,1944267253,2028514110,Passenger Car,P-6943,88.23216080910623,Active,2024-10-11 07:26:26.772333 UTC,2024-11-07 03:08:18.772334 UTC,2025-02-21 15:17:09.772336 UTC
2052451622,1944267253,859235362,Locomotive,L-4281,5428.406092375043,Maintenance,2023-12-10 00:33:28.772475 UTC,2024-11-16 20:09:15.772477 UTC,2025-01-27 23:51:46.772478 UTC
920341588,1944267253,1352254896,Locomotive,L-2005,4218.129254329473,Active,2021-07-24 13:47:29.772646 UTC,2024-11-28 17:49:01.772647 UTC,2025-02-08 15:25:54.772649 UTC
1899496798,1944267253,1993610314,Passenger Car,P-2326,87.92813953956404,Active,2020-10-10 22:36:14.772795 UTC,2024-11-08 06:52:15.772797 UTC,2025-04-01 04:37:33.772798 UTC
1778296463,1944267253,1237024476,Freight Car,F-4063,71.56341473846125,Active,2021-07-21 11:02:09.772966 UTC,2025-01-06 13:48:21.772967 UTC,2025-03-21 03:30:37.772968 UTC
246829157,1944267253,2080821165,Passenger Car,P-1420,82.19125264793546,Active,2024-09-23 13:05:51.773126 UTC,2024-12-11 10:35:55.773128 UTC,2025-03-03 04:32:09.773129 UTC
1852700218,1944267253,888054589,Locomotive,L-9310,5339.583547588703,Active,2021-02-14 02:11:08.773267 UTC,2024-12-26 06:44:18.773269 UTC,2025-04-19 22:24:22.77327 UTC
1926438766,1944267253,846536133,Locomotive,L-3489,4628.887142221605,Active,2022-12-09 20:40:11.77343 UTC,2024-10-31 02:09:41.773431 UTC,2025-02-01 02:04:12.773433 UTC
