 ID, Employee ID, Purchase Order Date, Outgoing Amount, Ingoing Amount, Is Outgoing, Is Ingoing, Status
77912486,374742912,2023-06-01 00:00:00 UTC,,800.0,TRUE,FALSE,COMPLETED
661429842,1050508733,2023-01-01 00:00:00 UTC,,800.0,TRUE,FALSE,APPROVED
307031092,1837155942,2023-01-01 00:00:00 UTC,,800.0,FALSE,TRUE,APPROVED
1901117773,1837155942,2023-06-01 00:00:00 UTC,2000.0,,TRUE,FALSE,COMPLETED
979595765,1837155942,2023-01-01 00:00:00 UTC,2000.0,800.0,FALSE,TRUE,APPROVED
867953636,81801061,2023-06-01 00:00:00 UTC,1000.0,,TRUE,FALSE,APPROVED
800212437,81801061,2023-06-01 00:00:00 UTC,,,FALSE,TRUE,APPROVED
60350704,517880878,2023-01-01 00:00:00 UTC,2000.0,800.0,FALSE,TRUE,PENDING
1700162388,517880878,2023-01-01 00:00:00 UTC,1000.0,,TRUE,FALSE,PENDING
1507607695,517880878,2023-06-01 00:00:00 UTC,2000.0,800.0,FALSE,TRUE,COMPLETED
888054589,1608037409,2023-01-01 00:00:00 UTC,1000.0,800.0,FALSE,TRUE,PENDING
721723765,1608037409,2023-01-01 00:00:00 UTC,2000.0,800.0,TRUE,FALSE,COMPLETED
1338395860,1439420165,2023-06-01 00:00:00 UTC,,800.0,FALSE,TRUE,PENDING
794488155,1439420165,2023-06-01 00:00:00 UTC,2000.0,800.0,TRUE,FALSE,APPROVED
392045862,1180861141,2023-06-01 00:00:00 UTC,1000.0,800.0,TRUE,FALSE,COMPLETED
638123753,1398229709,2023-01-01 00:00:00 UTC,1000.0,1500.0,FALSE,TRUE,APPROVED
846536133,1398229709,2023-06-01 00:00:00 UTC,2000.0,1500.0,TRUE,FALSE,PENDING
760939936,1398229709,2023-06-01 00:00:00 UTC,2000.0,1500.0,FALSE,TRUE,APPROVED
1096492087,951775129,2023-01-01 00:00:00 UTC,2000.0,,FALSE,TRUE,PENDING
1148527325,951775129,2023-06-01 00:00:00 UTC,2000.0,800.0,FALSE,TRUE,COMPLETED
1352254896,840859815,2023-06-01 00:00:00 UTC,1000.0,800.0,FALSE,TRUE,COMPLETED
1331705627,1224300936,2023-06-01 00:00:00 UTC,,1500.0,FALSE,TRUE,COMPLETED
871046199,1224300936,2023-06-01 00:00:00 UTC,1000.0,800.0,TRUE,FALSE,PENDING
2099955003,1224300936,2023-06-01 00:00:00 UTC,2000.0,800.0,TRUE,FALSE,PENDING
676857344,1029413620,2023-06-01 00:00:00 UTC,1000.0,,TRUE,FALSE,APPROVED
167778567,1029413620,2023-01-01 00:00:00 UTC,,,TRUE,FALSE,COMPLETED
1237024476,1029413620,2023-06-01 00:00:00 UTC,,800.0,FALSE,TRUE,PENDING
2083782179,126591564,2023-01-01 00:00:00 UTC,1000.0,1500.0,TRUE,FALSE,APPROVED
1561032529,1157138452,2023-01-01 00:00:00 UTC,2000.0,800.0,TRUE,FALSE,COMPLETED
364941466,1157138452,2023-06-01 00:00:00 UTC,1000.0,1500.0,FALSE,TRUE,APPROVED
1488160914,895334175,2023-06-01 00:00:00 UTC,1000.0,,FALSE,TRUE,PENDING
859235362,895334175,2023-06-01 00:00:00 UTC,,800.0,FALSE,TRUE,PENDING
156232486,1816148921,2023-06-01 00:00:00 UTC,2000.0,800.0,FALSE,TRUE,APPROVED
1409154452,1826904509,2023-01-01 00:00:00 UTC,2000.0,1500.0,TRUE,FALSE,COMPLETED
1993610314,1826904509,2023-06-01 00:00:00 UTC,2000.0,,FALSE,TRUE,APPROVED
559126413,1826904509,2023-01-01 00:00:00 UTC,2000.0,1500.0,TRUE,FALSE,PENDING
1277203754,725827073,2024-01-01 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
581792947,536395996,2024-01-01 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
662353572,567093117,2024-01-03 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1928226603,536395996,2024-01-05 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
363456532,567093117,2024-01-06 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1464283268,536395996,2024-01-08 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
105232847,536395996,2024-01-09 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
865618368,567093117,2024-01-10 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
2069564641,725827073,2024-01-11 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1966589334,536395996,2024-01-11 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
13727450,567093117,2024-01-13 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
47726950,567093117,2024-01-14 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1908696701,567093117,2024-01-14 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1524321626,725827073,2024-01-16 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1550704789,567093117,2024-01-18 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
186847111,725827073,2024-01-19 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
437873593,725827073,2024-01-19 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1517023381,567093117,2024-01-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
567389748,725827073,2024-01-22 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
404676600,536395996,2024-01-22 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1036667734,567093117,2024-01-23 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
717860521,536395996,2024-01-23 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1430739793,725827073,2024-01-24 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
883275959,567093117,2024-01-25 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
228102334,536395996,2024-01-27 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
403453955,567093117,2024-01-28 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
266794940,725827073,2024-01-28 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1388794944,536395996,2024-01-29 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1332602549,725827073,2024-01-30 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
541236932,725827073,2024-01-30 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1837141473,536395996,2024-01-30 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
288758903,567093117,2024-02-02 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
59107648,567093117,2024-02-02 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1846268882,536395996,2024-02-03 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1439785245,725827073,2024-02-04 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2057793267,567093117,2024-02-06 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1202351024,725827073,2024-02-06 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
517184581,536395996,2024-02-06 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1338763592,536395996,2024-02-07 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
939290460,536395996,2024-02-08 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
325992915,536395996,2024-02-12 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
560208885,567093117,2024-02-13 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
784852549,725827073,2024-02-13 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
692350793,536395996,2024-02-13 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1399992753,567093117,2024-02-14 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
414868062,536395996,2024-02-14 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1088240920,536395996,2024-02-15 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1287357482,725827073,2024-02-17 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
504813851,536395996,2024-02-17 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
765936321,725827073,2024-02-18 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
185984084,536395996,2024-02-19 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
193557939,567093117,2024-02-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
2057935118,536395996,2024-02-21 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
394184224,725827073,2024-02-22 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1305751168,567093117,2024-02-23 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
970133448,536395996,2024-02-24 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1381369619,725827073,2024-02-25 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
621991231,567093117,2024-02-26 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
617005816,536395996,2024-02-26 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
105076775,567093117,2024-02-27 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1614321751,536395996,2024-02-27 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
34698687,725827073,2024-02-28 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1862783570,536395996,2024-02-28 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1240741562,567093117,2024-03-01 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1899393296,536395996,2024-03-01 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1679321923,567093117,2024-03-02 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
663943207,725827073,2024-03-03 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
580454727,567093117,2024-03-06 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
617785912,567093117,2024-03-07 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1448366839,536395996,2024-03-07 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1371483722,536395996,2024-03-07 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
22562606,567093117,2024-03-08 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1632928602,725827073,2024-03-09 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
679888308,567093117,2024-03-10 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
189978861,725827073,2024-03-11 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1004901890,536395996,2024-03-11 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
765394117,536395996,2024-03-12 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1839384085,536395996,2024-03-13 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1724014933,567093117,2024-03-14 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
564083235,536395996,2024-03-14 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
590104686,567093117,2024-03-15 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
701658831,536395996,2024-03-16 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
226398145,567093117,2024-03-18 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1019911199,725827073,2024-03-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1055413280,536395996,2024-03-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1776047123,567093117,2024-03-22 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1279025399,725827073,2024-03-25 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
755313235,536395996,2024-03-25 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
747544883,536395996,2024-03-28 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1938346167,567093117,2024-03-29 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
707268350,536395996,2024-03-30 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1271260759,567093117,2024-04-01 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1170004378,567093117,2024-04-01 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1620575978,725827073,2024-04-02 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1539456671,536395996,2024-04-02 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
354024321,567093117,2024-04-06 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1023342128,567093117,2024-04-07 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1019329422,725827073,2024-04-08 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
724407241,567093117,2024-04-10 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1396658058,725827073,2024-04-10 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1152544526,567093117,2024-04-11 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
72082577,567093117,2024-04-14 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2021197714,725827073,2024-04-14 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1492291472,536395996,2024-04-14 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1536176900,567093117,2024-04-15 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
251691849,725827073,2024-04-16 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
456783589,567093117,2024-04-17 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
996142722,725827073,2024-04-17 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
956687483,536395996,2024-04-17 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
162068313,567093117,2024-04-18 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1704013107,567093117,2024-04-18 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1899746477,567093117,2024-04-18 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
64611484,725827073,2024-04-18 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1431608448,567093117,2024-04-19 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
805107252,567093117,2024-04-20 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
2119858035,725827073,2024-04-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
574250057,536395996,2024-04-20 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
626904036,725827073,2024-04-21 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
255926272,536395996,2024-04-21 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
629335326,567093117,2024-04-24 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
364361807,536395996,2024-04-24 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
632092586,567093117,2024-04-27 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1184059204,725827073,2024-04-27 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
276340166,536395996,2024-04-27 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1706505100,567093117,2024-04-30 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1246412553,567093117,2024-05-01 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
904893365,725827073,2024-05-01 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1865817765,567093117,2024-05-02 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1044072631,567093117,2024-05-03 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
608631455,567093117,2024-05-03 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1647966614,567093117,2024-05-04 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1013449113,567093117,2024-05-04 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2121209102,567093117,2024-05-04 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
2080887176,725827073,2024-05-04 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1715584922,725827073,2024-05-05 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1909260732,567093117,2024-05-06 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
252145328,725827073,2024-05-10 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
893615825,536395996,2024-05-10 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1028606177,536395996,2024-05-10 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1260671774,567093117,2024-05-12 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
864837531,725827073,2024-05-12 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1418938422,536395996,2024-05-12 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1623428189,567093117,2024-05-13 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
361890324,536395996,2024-05-13 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1812075319,536395996,2024-05-14 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1752676505,725827073,2024-05-15 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
2038401610,536395996,2024-05-15 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
203430784,567093117,2024-05-17 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
166298151,536395996,2024-05-17 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1071866496,536395996,2024-05-17 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
148615526,725827073,2024-05-18 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1068348560,567093117,2024-05-19 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1230624674,536395996,2024-05-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
695602728,567093117,2024-05-21 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1894436101,536395996,2024-05-21 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2046559640,725827073,2024-05-23 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
55997040,567093117,2024-05-24 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1022460884,536395996,2024-05-24 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1334734088,567093117,2024-05-25 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
54445356,567093117,2024-05-26 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1060930183,567093117,2024-05-27 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1633283184,536395996,2024-05-28 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
558633630,536395996,2024-05-30 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1194096356,567093117,2024-05-31 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
58665805,725827073,2024-06-01 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1130515856,725827073,2024-06-01 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1988452964,567093117,2024-06-02 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
781469136,536395996,2024-06-02 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
845460955,725827073,2024-06-03 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1206558154,725827073,2024-06-03 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
972824790,725827073,2024-06-05 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1923235236,536395996,2024-06-05 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
251344438,725827073,2024-06-07 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
361304478,536395996,2024-06-08 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2111620946,536395996,2024-06-12 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1224222640,725827073,2024-06-16 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1627377840,536395996,2024-06-16 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1056432342,567093117,2024-06-17 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1424505079,567093117,2024-06-18 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1426823144,567093117,2024-06-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
366906313,567093117,2024-06-20 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1331494557,725827073,2024-06-20 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1960945773,567093117,2024-06-21 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
428066674,725827073,2024-06-21 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1123610550,567093117,2024-06-22 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
970139763,567093117,2024-06-23 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
791401789,536395996,2024-06-23 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
243446120,567093117,2024-06-24 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
26621188,567093117,2024-06-24 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
678414747,536395996,2024-06-24 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1529838190,725827073,2024-06-25 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1305128407,536395996,2024-06-25 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
881067573,567093117,2024-06-26 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1850116370,536395996,2024-06-26 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1420807413,536395996,2024-06-28 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1205431376,725827073,2024-06-29 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1625606216,725827073,2024-07-01 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2048773549,725827073,2024-07-05 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1322730288,536395996,2024-07-05 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
314171173,536395996,2024-07-05 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
31900701,536395996,2024-07-05 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1617245364,536395996,2024-07-10 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1649367784,536395996,2024-07-10 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1337504161,725827073,2024-07-11 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1029900185,725827073,2024-07-12 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1558169548,536395996,2024-07-12 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1444470707,725827073,2024-07-13 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2097792128,567093117,2024-07-14 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
152541831,536395996,2024-07-14 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
518162745,536395996,2024-07-14 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1236443210,536395996,2024-07-14 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
822808258,567093117,2024-07-15 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1893326284,725827073,2024-07-15 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1832253261,567093117,2024-07-17 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
346842933,725827073,2024-07-17 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
87752861,725827073,2024-07-17 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
1717996223,536395996,2024-07-17 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
680286579,567093117,2024-07-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
2078652207,725827073,2024-07-20 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
102699319,567093117,2024-07-22 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
742471773,567093117,2024-07-23 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
422643821,725827073,2024-07-23 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
911212123,567093117,2024-07-24 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
825048036,725827073,2024-07-25 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2022075705,725827073,2024-07-27 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1204353214,725827073,2024-07-27 00:00:00 UTC,600.0,,TRUE,FALSE,APPROVED
291347091,725827073,2024-07-28 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
1192551756,567093117,2024-07-29 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1082479607,536395996,2024-07-30 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2095480829,725827073,2024-08-01 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
2030646628,536395996,2024-08-03 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
446768447,725827073,2024-08-04 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
160218119,536395996,2024-08-04 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1563028088,536395996,2024-08-08 00:00:00 UTC,120.0,,TRUE,FALSE,APPROVED
1094239075,536395996,2024-08-12 00:00:00 UTC,1200.0,,TRUE,FALSE,APPROVED
