 ID, Factory ID, Clothing Line ID, Invoice ID, Quantity, Defect Rate, Batch Date
1790835676,1037678530,1215597412,632110200,938,1.8820884741765655e-2,2024-01-31 00:00:00 UTC
1297703815,1735089979,1710825820,614871577,961,1.881455004690141e-2,2024-01-31 00:00:00 UTC
700791873,304530343,581862776,1352949089,961,1.879103526920175e-2,2024-01-31 00:00:00 UTC
1683171437,1037678530,1710825820,,907,1.8753875796284066e-2,2024-02-01 00:00:00 UTC
283225062,1735089979,1215597412,,953,1.873996082699943e-2,2024-02-01 00:00:00 UTC
1970447154,304530343,1710825820,,1055,1.8794669106078438e-2,2024-02-01 00:00:00 UTC
1794815926,1037678530,1710825820,,985,1.874389029797433e-2,2024-02-02 00:00:00 UTC
67762972,1735089979,581862776,,928,1.8751229012591554e-2,2024-02-02 00:00:00 UTC
655567169,304530343,1710825820,,1085,1.8690582250482195e-2,2024-02-02 00:00:00 UTC
755866605,1037678530,1215597412,859619679,890,1.871532284062565e-2,2024-02-03 00:00:00 UTC
667166231,1735089979,1710825820,1873782896,1015,1.870507747349605e-2,2024-02-03 00:00:00 UTC
1375272074,304530343,1710825820,972297886,1097,1.868039667333817e-2,2024-02-03 00:00:00 UTC
256393339,1037678530,581862776,,978,1.8623355513629678e-2,2024-02-04 00:00:00 UTC
636878342,1735089979,581862776,,923,1.8604302765008306e-2,2024-02-04 00:00:00 UTC
1955009230,304530343,1215597412,,1022,1.8660169544884097e-2,2024-02-04 00:00:00 UTC
1002244216,1037678530,1215597412,,1062,1.8598503413839458e-2,2024-02-05 00:00:00 UTC
658065917,1735089979,1710825820,,892,1.8586274657672895e-2,2024-02-05 00:00:00 UTC
149918195,304530343,581862776,,964,1.8626887292021745e-2,2024-02-05 00:00:00 UTC
1815614398,1037678530,1215597412,898269554,1075,1.859505937562114e-2,2024-02-06 00:00:00 UTC
430547373,1735089979,581862776,1707798728,969,1.854159123402177e-2,2024-02-06 00:00:00 UTC
897422079,304530343,581862776,653690684,1100,1.8563919926858827e-2,2024-02-06 00:00:00 UTC
608758402,1037678530,1710825820,,1031,1.854643779256217e-2,2024-02-07 00:00:00 UTC
532802531,1735089979,1710825820,,1074,1.854507495960985e-2,2024-02-07 00:00:00 UTC
471400522,304530343,581862776,,999,1.8521616540379766e-2,2024-02-07 00:00:00 UTC
1340509897,1037678530,1710825820,,960,1.848784250943712e-2,2024-02-08 00:00:00 UTC
334885204,1735089979,1710825820,,942,1.845654356342586e-2,2024-02-08 00:00:00 UTC
1704893350,304530343,1710825820,,991,1.844834937059294e-2,2024-02-08 00:00:00 UTC
2001923669,1037678530,1710825820,1851204,908,1.8452793626855094e-2,2024-02-09 00:00:00 UTC
1032444928,1735089979,1710825820,509420612,1041,1.842806663717107e-2,2024-02-09 00:00:00 UTC
1417464800,304530343,1215597412,1671226526,1106,1.843961086438222e-2,2024-02-09 00:00:00 UTC
670361410,1037678530,1710825820,,894,1.8425569190265344e-2,2024-02-10 00:00:00 UTC
733493585,1735089979,581862776,,1047,1.8417465597101085e-2,2024-02-10 00:00:00 UTC
74105671,304530343,1215597412,,1064,1.8416006708565913e-2,2024-02-10 00:00:00 UTC
575059068,1037678530,581862776,,937,1.835379738975802e-2,2024-02-11 00:00:00 UTC
858913816,1735089979,1710825820,,1022,1.8377721427156875e-2,2024-02-11 00:00:00 UTC
469234140,304530343,1710825820,,1119,1.8333035617278188e-2,2024-02-11 00:00:00 UTC
1335090341,1037678530,1215597412,167615303,1021,1.8307792577888202e-2,2024-02-12 00:00:00 UTC
462950693,1735089979,1215597412,477465864,1043,1.833204652463259e-2,2024-02-12 00:00:00 UTC
1556434063,304530343,1710825820,903742027,1079,1.8355876865223896e-2,2024-02-12 00:00:00 UTC
727122484,1037678530,1710825820,,948,1.8314664545347133e-2,2024-02-13 00:00:00 UTC
61748953,1735089979,581862776,,1037,1.8288935284074374e-2,2024-02-13 00:00:00 UTC
340245054,304530343,1710825820,,1137,1.828440231250705e-2,2024-02-13 00:00:00 UTC
813689421,1037678530,581862776,,958,1.8221753127696323e-2,2024-02-14 00:00:00 UTC
1873071842,1735089979,1710825820,,914,1.821271522479543e-2,2024-02-14 00:00:00 UTC
1198067328,304530343,1710825820,,1064,1.822456875320932e-2,2024-02-14 00:00:00 UTC
1065576865,1037678530,1215597412,89867258,937,1.8196933033614113e-2,2024-02-15 00:00:00 UTC
1713365487,1735089979,1710825820,264646719,913,1.8217356860097175e-2,2024-02-15 00:00:00 UTC
1505997355,304530343,1710825820,325006248,1046,1.819380242132031e-2,2024-02-15 00:00:00 UTC
246826993,1037678530,1215597412,,987,1.8168073207890222e-2,2024-02-16 00:00:00 UTC
490993548,1735089979,1710825820,,1060,1.8165115456213365e-2,2024-02-16 00:00:00 UTC
1818386806,304530343,1710825820,,1021,1.819025791012879e-2,2024-02-16 00:00:00 UTC
233498461,1037678530,581862776,,1002,1.810249418991897e-2,2024-02-17 00:00:00 UTC
2074152413,1735089979,581862776,,1067,1.810249590913469e-2,2024-02-17 00:00:00 UTC
1077799334,304530343,1215597412,,1100,1.814306898432566e-2,2024-02-17 00:00:00 UTC
916712382,1037678530,581862776,1369740330,1034,1.808170724030749e-2,2024-02-18 00:00:00 UTC
1061512347,1735089979,1710825820,1499507408,940,1.8084879741708238e-2,2024-02-18 00:00:00 UTC
1926724502,304530343,1710825820,515706078,1126,1.8059805326046972e-2,2024-02-18 00:00:00 UTC
309104807,1037678530,1710825820,,961,1.8066508585295075e-2,2024-02-19 00:00:00 UTC
983576653,1735089979,1710825820,,1064,1.8030437828848833e-2,2024-02-19 00:00:00 UTC
634990615,304530343,581862776,,1072,1.8026382912332734e-2,2024-02-19 00:00:00 UTC
1755204805,1037678530,581862776,,983,1.8030700064621236e-2,2024-02-20 00:00:00 UTC
1606922427,1735089979,1215597412,,918,1.798970971199511e-2,2024-02-20 00:00:00 UTC
1251881122,304530343,1710825820,,996,1.7971243697730004e-2,2024-02-20 00:00:00 UTC
1323204196,1037678530,581862776,898250433,974,1.796564508175257e-2,2024-02-21 00:00:00 UTC
2025499223,1735089979,1710825820,2084387304,960,1.793907075067037e-2,2024-02-21 00:00:00 UTC
593490857,304530343,1215597412,1234212002,960,1.794118047067331e-2,2024-02-21 00:00:00 UTC
406329250,1037678530,581862776,,997,1.7949767251279287e-2,2024-02-22 00:00:00 UTC
735393273,1735089979,1710825820,,969,1.79120666054339e-2,2024-02-22 00:00:00 UTC
1435840364,304530343,581862776,,1035,1.7903085364256617e-2,2024-02-22 00:00:00 UTC
20181871,1037678530,1215597412,,978,1.784571261053502e-2,2024-02-23 00:00:00 UTC
232643898,1735089979,1215597412,,1063,1.7854810444187266e-2,2024-02-23 00:00:00 UTC
444297327,304530343,581862776,,971,1.7881523976539512e-2,2024-02-23 00:00:00 UTC
1951879382,1037678530,1215597412,772816900,968,1.7810378700621472e-2,2024-02-24 00:00:00 UTC
1777862606,1735089979,1215597412,1713282914,1070,1.7864857184773483e-2,2024-02-24 00:00:00 UTC
325439567,304530343,1710825820,1244290642,1116,1.7846031458192108e-2,2024-02-24 00:00:00 UTC
427884606,1037678530,1710825820,,1014,1.7825062579912853e-2,2024-02-25 00:00:00 UTC
1570180363,1735089979,1710825820,,949,1.7808433341138095e-2,2024-02-25 00:00:00 UTC
795992794,304530343,1215597412,,977,1.7765053663087064e-2,2024-02-25 00:00:00 UTC
104988630,1037678530,581862776,,1075,1.777865749300804e-2,2024-02-26 00:00:00 UTC
1509945755,1735089979,1710825820,,885,1.777044370881353e-2,2024-02-26 00:00:00 UTC
1178935321,304530343,1215597412,,1152,1.779309255554675e-2,2024-02-26 00:00:00 UTC
715645070,1037678530,581862776,1957169393,996,1.7706187182146893e-2,2024-02-27 00:00:00 UTC
478926468,1735089979,1710825820,994205018,1023,1.7751948434295006e-2,2024-02-27 00:00:00 UTC
1551467725,304530343,1215597412,1259431444,1051,1.771292899826873e-2,2024-02-27 00:00:00 UTC
135285855,1037678530,581862776,,955,1.765805426491086e-2,2024-02-28 00:00:00 UTC
1434551161,1735089979,1710825820,,975,1.7661530878219228e-2,2024-02-28 00:00:00 UTC
1428161521,304530343,1215597412,,1082,1.7690439049834188e-2,2024-02-28 00:00:00 UTC
279980453,1037678530,1215597412,,956,1.7628872768535666e-2,2024-02-29 00:00:00 UTC
1643617420,1735089979,581862776,,1051,1.766977806758369e-2,2024-02-29 00:00:00 UTC
1749715556,304530343,1710825820,,959,1.7668088962959363e-2,2024-02-29 00:00:00 UTC
634065236,1037678530,1710825820,2114378058,945,1.7587171208262184e-2,2024-03-01 00:00:00 UTC
1379929533,1735089979,1215597412,408136273,893,1.7627252468757983e-2,2024-03-01 00:00:00 UTC
1002642803,304530343,1710825820,909017073,1053,1.7565028573859474e-2,2024-03-01 00:00:00 UTC
2040437026,1037678530,1215597412,,1052,1.7570028718089305e-2,2024-03-02 00:00:00 UTC
224904745,1735089979,1710825820,,1008,1.7583327366429903e-2,2024-03-02 00:00:00 UTC
1037849065,304530343,581862776,,976,1.7540238363894654e-2,2024-03-02 00:00:00 UTC
604730947,1037678530,1215597412,,1017,1.7514663328686557e-2,2024-03-03 00:00:00 UTC
447181345,1735089979,581862776,,1010,1.7549753263020093e-2,2024-03-03 00:00:00 UTC
1948886375,304530343,1215597412,,991,1.752585691829547e-2,2024-03-03 00:00:00 UTC
1902632174,1037678530,581862776,702385349,882,1.7457508085130816e-2,2024-03-04 00:00:00 UTC
1183030142,1735089979,1710825820,838474052,949,1.745285142977468e-2,2024-03-04 00:00:00 UTC
546630548,304530343,581862776,1854529409,985,1.746023659044641e-2,2024-03-04 00:00:00 UTC
2115432514,1037678530,581862776,,885,1.7444429704734445e-2,2024-03-05 00:00:00 UTC
84303560,1735089979,1215597412,,931,1.7409347162824173e-2,2024-03-05 00:00:00 UTC
870834622,304530343,581862776,,966,1.745819857528175e-2,2024-03-05 00:00:00 UTC
1818385150,1037678530,1710825820,,931,1.7430020015718896e-2,2024-03-06 00:00:00 UTC
729126657,1735089979,581862776,,981,1.7418108082350822e-2,2024-03-06 00:00:00 UTC
884877805,304530343,581862776,,1035,1.7368943702270167e-2,2024-03-06 00:00:00 UTC
8142462,1037678530,1215597412,1196055604,912,1.7391690702238352e-2,2024-03-07 00:00:00 UTC
48643115,1735089979,1215597412,1205180671,927,1.7377944078539275e-2,2024-03-07 00:00:00 UTC
1184265986,304530343,581862776,1362163138,1106,1.734822074891515e-2,2024-03-07 00:00:00 UTC
1222568036,1037678530,1710825820,,998,1.7291974293882323e-2,2024-03-08 00:00:00 UTC
1020435107,1735089979,1215597412,,929,1.7316420187050104e-2,2024-03-08 00:00:00 UTC
1406657220,304530343,1215597412,,1032,1.7304845511752383e-2,2024-03-08 00:00:00 UTC
730075952,1037678530,1710825820,,1050,1.7314331774157008e-2,2024-03-09 00:00:00 UTC
1036847808,1735089979,1710825820,,1003,1.7292369089772722e-2,2024-03-09 00:00:00 UTC
388823476,304530343,1710825820,,1128,1.7288154066895038e-2,2024-03-09 00:00:00 UTC
459807347,1037678530,1215597412,1128592724,1069,1.7214436649620114e-2,2024-03-10 00:00:00 UTC
1827466035,1735089979,1710825820,901928345,921,1.7213575539835047e-2,2024-03-10 00:00:00 UTC
912618505,304530343,1215597412,1840530164,1073,1.727097183154534e-2,2024-03-10 00:00:00 UTC
207489271,1037678530,581862776,,909,1.7193348160756943e-2,2024-03-11 00:00:00 UTC
1254770033,1735089979,1215597412,,958,1.7166998394413255e-2,2024-03-11 00:00:00 UTC
2118889134,304530343,581862776,,1030,1.7220993075790027e-2,2024-03-11 00:00:00 UTC
81965047,1037678530,581862776,,1034,1.7162133559312346e-2,2024-03-12 00:00:00 UTC
845466684,1735089979,1710825820,,938,1.7178717969348875e-2,2024-03-12 00:00:00 UTC
974070638,304530343,1710825820,,1177,1.7191132423138123e-2,2024-03-12 00:00:00 UTC
1978659702,1037678530,1710825820,39724897,992,1.7144168288154082e-2,2024-03-13 00:00:00 UTC
206961569,1735089979,1710825820,1436139537,896,1.7107519210214087e-2,2024-03-13 00:00:00 UTC
511970640,304530343,1215597412,1235336261,1151,1.7142362382960796e-2,2024-03-13 00:00:00 UTC
1523475962,1037678530,1215597412,,930,1.7099359953385553e-2,2024-03-14 00:00:00 UTC
1466392684,1735089979,1215597412,,894,1.704870691288281e-2,2024-03-14 00:00:00 UTC
1216660890,304530343,1215597412,,1099,1.710169348937546e-2,2024-03-14 00:00:00 UTC
2010228711,1037678530,1710825820,,991,1.702330020054736e-2,2024-03-15 00:00:00 UTC
456453781,1735089979,1710825820,,1053,1.7011611973047625e-2,2024-03-15 00:00:00 UTC
1159236934,304530343,1215597412,,996,1.7018983568116472e-2,2024-03-15 00:00:00 UTC
922893236,1037678530,1710825820,1139356454,957,1.696963442814402e-2,2024-03-16 00:00:00 UTC
942026388,1735089979,1710825820,68904934,1007,1.7007000773948594e-2,2024-03-16 00:00:00 UTC
2143276957,304530343,1710825820,458828780,1048,1.697547176646001e-2,2024-03-16 00:00:00 UTC
1779598334,1037678530,1215597412,,881,1.6944995600989516e-2,2024-03-17 00:00:00 UTC
1053318444,1735089979,581862776,,984,1.6993527728163205e-2,2024-03-17 00:00:00 UTC
1074974707,304530343,581862776,,1000,1.695060551262186e-2,2024-03-17 00:00:00 UTC
1813614593,1037678530,1710825820,,976,1.694306216646023e-2,2024-03-18 00:00:00 UTC
129650132,1735089979,1215597412,,872,1.689772279555053e-2,2024-03-18 00:00:00 UTC
1263415041,304530343,1215597412,,1140,1.6904352193402562e-2,2024-03-18 00:00:00 UTC
1194449192,1037678530,581862776,813772435,891,1.6902976270092154e-2,2024-03-19 00:00:00 UTC
1629278468,1735089979,1710825820,1586256382,1053,1.68949184446865e-2,2024-03-19 00:00:00 UTC
1721983248,304530343,1215597412,1072587910,988,1.6905331589914658e-2,2024-03-19 00:00:00 UTC
834519265,1037678530,1710825820,,958,1.686813965885333e-2,2024-03-20 00:00:00 UTC
2131401682,1735089979,581862776,,949,1.6868739960630395e-2,2024-03-20 00:00:00 UTC
1278834340,304530343,1710825820,,1099,1.6852227466172466e-2,2024-03-20 00:00:00 UTC
240790094,1037678530,1215597412,,961,1.6787223811818984e-2,2024-03-21 00:00:00 UTC
1292925622,1735089979,1710825820,,880,1.678628925663814e-2,2024-03-21 00:00:00 UTC
1324399400,304530343,581862776,,1083,1.683176605929088e-2,2024-03-21 00:00:00 UTC
2099359947,1037678530,1215597412,261983354,945,1.6726600261419342e-2,2024-03-22 00:00:00 UTC
1696937186,1735089979,1215597412,944624988,884,1.6754661592720762e-2,2024-03-22 00:00:00 UTC
1700646986,304530343,1215597412,2059441630,1037,1.674875922869966e-2,2024-03-22 00:00:00 UTC
197855663,1037678530,1710825820,,1028,1.6706581094776896e-2,2024-03-23 00:00:00 UTC
597600403,1735089979,1710825820,,1036,1.6706519776572993e-2,2024-03-23 00:00:00 UTC
1608841866,304530343,1215597412,,1092,1.674151050254164e-2,2024-03-23 00:00:00 UTC
1909149493,1037678530,581862776,,952,1.670030483698777e-2,2024-03-24 00:00:00 UTC
2135218029,1735089979,581862776,,971,1.665650544140976e-2,2024-03-24 00:00:00 UTC
1584575527,304530343,1710825820,,1043,1.6678083653760164e-2,2024-03-24 00:00:00 UTC
2002053295,1037678530,581862776,8423155,985,1.6671376801037946e-2,2024-03-25 00:00:00 UTC
565845937,1735089979,1215597412,1517718594,909,1.664519478250153e-2,2024-03-25 00:00:00 UTC
849884597,304530343,1215597412,760145265,1066,1.6617920983028812e-2,2024-03-25 00:00:00 UTC
1154872850,1037678530,1710825820,,1052,1.66297494836378e-2,2024-03-26 00:00:00 UTC
2143400409,1735089979,581862776,,968,1.657676315596885e-2,2024-03-26 00:00:00 UTC
1018960170,304530343,1215597412,,1122,1.657804561708391e-2,2024-03-26 00:00:00 UTC
57530455,1037678530,581862776,,1025,1.6545197271508046e-2,2024-03-27 00:00:00 UTC
1662256635,1735089979,1215597412,,893,1.658324820685474e-2,2024-03-27 00:00:00 UTC
581723961,304530343,1215597412,,1019,1.65421807527615e-2,2024-03-27 00:00:00 UTC
2072430074,1037678530,1710825820,1758323509,971,1.6505203644564034e-2,2024-03-28 00:00:00 UTC
128969497,1735089979,581862776,817216695,979,1.652538718013655e-2,2024-03-28 00:00:00 UTC
1024803605,304530343,1710825820,582816580,1053,1.650294703499587e-2,2024-03-28 00:00:00 UTC
571028126,1037678530,1215597412,,883,1.64916949584195e-2,2024-03-29 00:00:00 UTC
691520859,1735089979,1710825820,,968,1.6452377762795973e-2,2024-03-29 00:00:00 UTC
1207671738,304530343,1710825820,,1095,1.6503265702340918e-2,2024-03-29 00:00:00 UTC
1294457633,1037678530,1215597412,,901,1.6434884372059793e-2,2024-03-30 00:00:00 UTC
286809540,1735089979,581862776,,961,1.6433860932091288e-2,2024-03-30 00:00:00 UTC
771473709,304530343,1710825820,,1194,1.6420873710525717e-2,2024-03-30 00:00:00 UTC
670482594,1037678530,1215597412,514463226,877,1.6393389024537554e-2,2024-03-31 00:00:00 UTC
2048411887,1735089979,1215597412,83107264,1030,1.6377903443949304e-2,2024-03-31 00:00:00 UTC
837511913,304530343,1710825820,1590763797,989,1.6394315080751436e-2,2024-03-31 00:00:00 UTC
1803879203,1037678530,581862776,,946,1.6379711175729148e-2,2024-04-01 00:00:00 UTC
190074725,1735089979,1710825820,,1032,1.63883878256719e-2,2024-04-01 00:00:00 UTC
983071384,304530343,1215597412,,1170,1.6327861936669033e-2,2024-04-01 00:00:00 UTC
927674436,1037678530,581862776,,972,1.6330039968079652e-2,2024-04-02 00:00:00 UTC
631709302,1735089979,581862776,,982,1.6293388516458545e-2,2024-04-02 00:00:00 UTC
1082964703,304530343,1215597412,,1010,1.6293345875983384e-2,2024-04-02 00:00:00 UTC
1069603122,1037678530,1215597412,957127731,1005,1.6267152751036063e-2,2024-04-03 00:00:00 UTC
672026952,1735089979,581862776,893816067,951,1.6250204833572507e-2,2024-04-03 00:00:00 UTC
594308977,304530343,1215597412,208672633,1053,1.6249249115943238e-2,2024-04-03 00:00:00 UTC
784950673,1037678530,1710825820,,989,1.6260724727321364e-2,2024-04-04 00:00:00 UTC
438613329,1735089979,1215597412,,915,1.6221710479307924e-2,2024-04-04 00:00:00 UTC
1921751572,304530343,1710825820,,1092,1.6250421838598834e-2,2024-04-04 00:00:00 UTC
1241939131,1037678530,581862776,,1014,1.6199326544975332e-2,2024-04-05 00:00:00 UTC
1333101502,1735089979,1215597412,,879,1.6231661621624087e-2,2024-04-05 00:00:00 UTC
1241446595,304530343,1710825820,,1147,1.6212464026330666e-2,2024-04-05 00:00:00 UTC
451018220,1037678530,1215597412,2011448985,990,1.6128677802229128e-2,2024-04-06 00:00:00 UTC
1771874325,1735089979,1215597412,654430296,979,1.6135249481474188e-2,2024-04-06 00:00:00 UTC
987929619,304530343,1215597412,797001294,1078,1.6178715295557953e-2,2024-04-06 00:00:00 UTC
1455182493,1037678530,1215597412,,932,1.6095401458794657e-2,2024-04-07 00:00:00 UTC
1179402973,1735089979,1215597412,,995,1.6150483749024124e-2,2024-04-07 00:00:00 UTC
1049294897,304530343,1710825820,,1004,1.6131128406600064e-2,2024-04-07 00:00:00 UTC
