 ID, Property ID, Employee ID, Date, Type, Cost, Status, Notes
904845497,1353451729,1713323831,2024-01-09 00:00:00 UTC,Routine,7294.115451176027,Complete,
2074495149,615452332,1603047022,2024-01-10 00:00:00 UTC,Upgrade,141846.6184420031,Complete,
2078430316,879154230,688556124,2024-01-10 00:00:00 UTC,Routine,9478.975786918028,Complete,
973807232,1166306845,941970734,2024-01-10 00:00:00 UTC,Routine,8996.158531039313,Complete,
1066072364,1623776947,1804524147,2024-01-10 00:00:00 UTC,Upgrade,194730.44700200576,Complete,
1132972276,1875906281,1198792597,2024-01-10 00:00:00 UTC,Emergency,19667.167094359535,Complete,
1212838422,1070809456,649089865,2024-01-11 00:00:00 UTC,Emergency,26804.18729630708,Complete,
2128702776,1443097112,1849139299,2024-01-11 00:00:00 UTC,Routine,13975.812162671384,Complete,
1311470094,1624024901,654366233,2024-01-11 00:00:00 UTC,Routine,5787.616845385916,Complete,
559655572,77656458,1912398070,2024-01-11 00:00:00 UTC,Routine,8866.19649200255,Complete,
865923571,42766663,103882752,2024-01-11 00:00:00 UTC,Routine,6435.897014134098,Complete,
702507237,765188855,225739171,2024-01-11 00:00:00 UTC,Routine,10532.616175944773,Complete,
1400886121,2032224666,161270912,2024-01-11 00:00:00 UTC,Routine,10104.667185722266,Complete,
1981833957,1483109205,947726634,2024-01-12 00:00:00 UTC,Routine,8478.445006272726,Complete,
629580011,608434868,2017955231,2024-01-12 00:00:00 UTC,Routine,5272.384358386968,Complete,
670177555,879154230,688556124,2024-01-12 00:00:00 UTC,Routine,9551.829572511446,Complete,
1630982637,2075184670,1784784633,2024-01-12 00:00:00 UTC,Routine,11142.422282312067,Complete,
1574644628,1668361787,177339824,2024-01-12 00:00:00 UTC,Emergency,46608.20569674337,Complete,
2013066024,354933190,1941826224,2024-01-12 00:00:00 UTC,Routine,8485.524765884358,Complete,
632652995,335299672,1092953317,2024-01-12 00:00:00 UTC,Routine,6282.786029458506,Complete,
594579777,1134549243,225668339,2024-01-13 00:00:00 UTC,Upgrade,128857.63511619435,Complete,
981377230,1159321799,424268236,2024-01-13 00:00:00 UTC,Upgrade,62872.057915377954,Complete,
1943265414,457838340,309610654,2024-01-13 00:00:00 UTC,Upgrade,50039.66620796741,Complete,
2046788858,2008765909,1557564197,2024-01-13 00:00:00 UTC,Routine,9629.772839534944,Complete,
475365604,779232560,175964728,2024-01-13 00:00:00 UTC,Routine,7625.262003095439,Complete,
1652506102,742199276,1729232648,2024-01-13 00:00:00 UTC,Upgrade,110956.28198873738,Complete,
2135224991,1534278208,1592242439,2024-01-13 00:00:00 UTC,Routine,11720.281730757988,Complete,
212513853,64425207,1383413044,2024-01-14 00:00:00 UTC,Routine,8210.681010781642,Complete,
1682677250,1838349159,1787666744,2024-01-14 00:00:00 UTC,Upgrade,108704.8859472979,Complete,
41965272,1450948801,1266790955,2024-01-15 00:00:00 UTC,Emergency,40484.02417770024,Complete,
1904929399,1166306845,941970734,2024-01-15 00:00:00 UTC,Routine,11967.078054548208,Complete,
1567461870,704360868,1864433686,2024-01-15 00:00:00 UTC,Routine,9876.255213579918,Complete,
691830717,1523937773,941140533,2024-01-15 00:00:00 UTC,Routine,8894.155849856936,Complete,
563389148,1534278208,1592242439,2024-01-16 00:00:00 UTC,Routine,9732.913810755104,Complete,
1664985814,1199302143,2071478215,2024-01-16 00:00:00 UTC,Routine,10375.220598219481,Complete,
1311540214,1483109205,947726634,2024-01-17 00:00:00 UTC,Routine,11006.457900057469,Complete,
1934367643,1810721202,1599136460,2024-01-17 00:00:00 UTC,Upgrade,130129.37869694171,Complete,
741190570,1624024901,654366233,2024-01-17 00:00:00 UTC,Upgrade,77879.7781425706,Complete,
1972614159,1459582813,1127226267,2024-01-17 00:00:00 UTC,Upgrade,159225.03754143647,Complete,
478952540,42766663,103882752,2024-01-17 00:00:00 UTC,Routine,10495.658769093185,Complete,
1235036040,1094516661,1622295312,2024-01-17 00:00:00 UTC,Routine,6877.234765197887,Complete,
112740701,1959898617,1823426312,2024-01-18 00:00:00 UTC,Routine,14326.463221730095,Complete,
762442097,742199276,1729232648,2024-01-18 00:00:00 UTC,Upgrade,143410.01041875657,Complete,
1089518680,765188855,225739171,2024-01-18 00:00:00 UTC,Upgrade,84254.0766480327,Complete,
2132272632,1029899189,1380889005,2024-01-19 00:00:00 UTC,Upgrade,176993.21114104145,Complete,
403887454,1266772891,51947598,2024-01-19 00:00:00 UTC,Routine,8259.023071317257,Complete,
1365175958,913065737,1093998655,2024-01-20 00:00:00 UTC,Routine,12758.734338715276,Complete,
1900182853,1607305882,1553156891,2024-01-20 00:00:00 UTC,Routine,10262.550557911005,Complete,
1634101050,1379362490,2080335517,2024-01-20 00:00:00 UTC,Routine,6173.913304099578,Complete,
1310324776,42766663,103882752,2024-01-20 00:00:00 UTC,Routine,5607.738030435653,Complete,
1133698776,820399212,1559358387,2024-01-20 00:00:00 UTC,Upgrade,93555.17266189883,Complete,
944529936,1699530303,1338356889,2024-01-20 00:00:00 UTC,Upgrade,174937.03476866617,Complete,
1150904321,823624442,1805183817,2024-01-20 00:00:00 UTC,Upgrade,61484.10887160756,Complete,
1155296936,1214206002,1482980174,2024-01-20 00:00:00 UTC,Emergency,15091.64731379692,Complete,
741759357,1134549243,225668339,2024-01-21 00:00:00 UTC,Upgrade,55182.511328760986,Complete,
682741786,1590213420,295825571,2024-01-21 00:00:00 UTC,Emergency,30276.33365071695,Complete,
1228797832,1776603351,1209399128,2024-01-21 00:00:00 UTC,Upgrade,136000.81108746256,Complete,
815140295,423983562,1534226044,2024-01-21 00:00:00 UTC,Routine,11252.77932588759,Complete,
559756378,521929384,1226395916,2024-01-21 00:00:00 UTC,Routine,8123.602391947359,Complete,
493419982,765188855,225739171,2024-01-21 00:00:00 UTC,Routine,9331.172992139931,Complete,
320487534,1668361787,177339824,2024-01-22 00:00:00 UTC,Routine,6287.685278385552,Complete,
1360462665,128004263,2057299292,2024-01-22 00:00:00 UTC,Routine,5672.699228058922,Complete,
996485387,1927196692,1915517390,2024-01-22 00:00:00 UTC,Upgrade,59910.85712819388,Complete,
1748310140,765188855,225739171,2024-01-22 00:00:00 UTC,Routine,12257.8859717632,Complete,
1351827204,2055425873,1818921851,2024-01-23 00:00:00 UTC,Upgrade,196971.61823533397,Complete,
1073487083,1776603351,1209399128,2024-01-23 00:00:00 UTC,Routine,10096.035601192878,Complete,
634175345,1927196692,1915517390,2024-01-23 00:00:00 UTC,Upgrade,108640.55160470109,Complete,
580356549,822875228,996251990,2024-01-24 00:00:00 UTC,Upgrade,183200.33804515007,Complete,
790274023,2008765909,1557564197,2024-01-24 00:00:00 UTC,Emergency,22872.784957991746,Complete,
1077129895,64425207,1383413044,2024-01-24 00:00:00 UTC,Routine,9667.700502556341,Complete,
1016196023,423983562,1534226044,2024-01-24 00:00:00 UTC,Routine,5384.3852804920925,Complete,
1600030036,1924416294,365115938,2024-01-24 00:00:00 UTC,Upgrade,63417.80123911415,Complete,
1345307107,1029899189,1380889005,2024-01-25 00:00:00 UTC,Upgrade,166346.5047764314,Complete,
2119212938,1776603351,1209399128,2024-01-25 00:00:00 UTC,Routine,12798.766891087456,Complete,
950349999,1442135924,890989298,2024-01-25 00:00:00 UTC,Routine,13155.889923895524,Complete,
197654110,1214206002,1482980174,2024-01-25 00:00:00 UTC,Routine,7053.5747269974,Complete,
1874939721,105582575,1951865848,2024-01-25 00:00:00 UTC,Upgrade,85567.17503133214,Complete,
1931161541,1523937773,941140533,2024-01-25 00:00:00 UTC,Routine,6030.19683459583,Complete,
180785606,2016018149,1617141562,2024-01-25 00:00:00 UTC,Routine,5654.209296128796,Complete,
1808679227,1776603351,1209399128,2024-01-26 00:00:00 UTC,Routine,6839.522320646674,Complete,
811170606,1624024901,654366233,2024-01-26 00:00:00 UTC,Upgrade,85317.06897541773,Complete,
481558192,1459582813,1127226267,2024-01-26 00:00:00 UTC,Routine,10872.494897323095,Complete,
129492157,1534278208,1592242439,2024-01-26 00:00:00 UTC,Routine,12687.740505217194,Complete,
684776138,615452332,1603047022,2024-01-27 00:00:00 UTC,Routine,9426.34451512426,Complete,
1997541979,1776603351,1209399128,2024-01-27 00:00:00 UTC,Routine,5826.354135248485,Complete,
215542255,314701443,697314616,2024-01-27 00:00:00 UTC,Emergency,16458.067439708364,Complete,
213362444,521929384,1226395916,2024-01-27 00:00:00 UTC,Routine,11016.909703689818,Complete,
1007117560,826150851,236621541,2024-01-27 00:00:00 UTC,Routine,6413.133817693793,Complete,
5214084,410714000,1430042804,2024-01-28 00:00:00 UTC,Routine,13650.27646087218,Complete,
2065519307,1624024901,654366233,2024-01-28 00:00:00 UTC,Routine,13189.689384453784,Complete,
1447821613,887154724,1679213592,2024-01-28 00:00:00 UTC,Routine,7297.487368505001,Complete,
966849841,1323346024,161682229,2024-01-28 00:00:00 UTC,Routine,13538.097335731169,Complete,
468211513,1875906281,1198792597,2024-01-28 00:00:00 UTC,Routine,10995.99983574047,Complete,
1496993575,1106969053,200622750,2024-01-29 00:00:00 UTC,Routine,6098.02538297399,Complete,
581414874,1137588923,817308870,2024-01-29 00:00:00 UTC,Upgrade,150376.67730647756,Complete,
1328909594,1607305882,1553156891,2024-01-29 00:00:00 UTC,Upgrade,152344.86190639818,Complete,
508461296,1232613023,192011285,2024-01-29 00:00:00 UTC,Upgrade,78607.58014423869,Complete,
695151476,1323346024,161682229,2024-01-29 00:00:00 UTC,Routine,13909.284816655643,Complete,
916327260,1516452081,89798660,2024-01-29 00:00:00 UTC,Upgrade,143960.42088248147,Complete,
1929619359,1134549243,225668339,2024-01-30 00:00:00 UTC,Routine,13107.264492682194,Complete,
525334308,1483109205,947726634,2024-01-30 00:00:00 UTC,Routine,14867.485428495362,Complete,
1815232476,1872067282,1240153872,2024-01-30 00:00:00 UTC,Routine,8341.482825526393,Complete,
915891890,1137588923,817308870,2024-01-30 00:00:00 UTC,Emergency,39533.87105813014,Complete,
1660386542,112887504,149531138,2024-01-30 00:00:00 UTC,Routine,7777.647634737741,Complete,
306206248,1607305882,1553156891,2024-01-30 00:00:00 UTC,Routine,10728.304955347057,Complete,
508520355,1927196692,1915517390,2024-01-30 00:00:00 UTC,Upgrade,196838.91159554257,Complete,
2081742974,1094516661,1622295312,2024-01-30 00:00:00 UTC,Routine,10534.922497671683,Complete,
79075008,2016018149,1617141562,2024-01-30 00:00:00 UTC,Routine,11343.544600684727,Complete,
1293466316,1868001379,1770856928,2024-01-31 00:00:00 UTC,Routine,5082.506740743403,Complete,
455740236,2008765909,1557564197,2024-01-31 00:00:00 UTC,Routine,11545.982786336368,Complete,
1212598137,1776603351,1209399128,2024-01-31 00:00:00 UTC,Upgrade,186565.23299144264,Complete,
1538374101,366405784,96558295,2024-01-31 00:00:00 UTC,Routine,8246.600728951855,Complete,
1068799340,1232613023,192011285,2024-01-31 00:00:00 UTC,Upgrade,95925.30598355427,Complete,
2016009131,1924416294,365115938,2024-01-31 00:00:00 UTC,Upgrade,149614.06635560835,Complete,
1215046774,105582575,1951865848,2024-01-31 00:00:00 UTC,Emergency,36460.696015395486,Complete,
520233668,1134549243,225668339,2024-02-01 00:00:00 UTC,Upgrade,117746.46838157502,Complete,
770288876,33371365,1740133908,2024-02-01 00:00:00 UTC,Routine,7266.902073891773,Complete,
60957792,1776603351,1209399128,2024-02-01 00:00:00 UTC,Routine,13515.753390831089,Complete,
999335802,1624024901,654366233,2024-02-01 00:00:00 UTC,Routine,5087.0345643889095,Complete,
291484484,1070809456,649089865,2024-02-02 00:00:00 UTC,Emergency,47989.60611188904,Complete,
1316901941,310744900,1894793978,2024-02-02 00:00:00 UTC,Routine,11019.281721115969,Complete,
733637398,463030369,1568866139,2024-02-02 00:00:00 UTC,Routine,7608.318206009744,Complete,
1879511940,1937494949,121420801,2024-02-02 00:00:00 UTC,Routine,9171.648440934623,Complete,
252765246,335299672,1092953317,2024-02-02 00:00:00 UTC,Routine,14304.663805431444,Complete,
1075633428,1159321799,424268236,2024-02-03 00:00:00 UTC,Emergency,16336.607604073872,Complete,
456833765,913065737,1093998655,2024-02-03 00:00:00 UTC,Emergency,45361.67963253766,Complete,
961877008,887154724,1679213592,2024-02-03 00:00:00 UTC,Emergency,33398.7028580173,Complete,
708880966,335299672,1092953317,2024-02-03 00:00:00 UTC,Upgrade,87193.95487802158,Complete,
1853567427,879154230,688556124,2024-02-04 00:00:00 UTC,Routine,11836.531223789809,Complete,
1103049767,149370333,571644863,2024-02-04 00:00:00 UTC,Routine,12871.866993476604,Complete,
316543368,2109411173,834610213,2024-02-04 00:00:00 UTC,Routine,9210.599547553924,Complete,
1776135408,1623776947,1804524147,2024-02-04 00:00:00 UTC,Upgrade,50707.586669388154,Complete,
53122281,1714793362,1090237964,2024-02-04 00:00:00 UTC,Routine,10315.308582741032,Complete,
1356840398,496934808,1656536255,2024-02-05 00:00:00 UTC,Upgrade,107338.67666220207,Complete,
109090348,1483109205,947726634,2024-02-05 00:00:00 UTC,Upgrade,90159.39247667513,Complete,
781408933,46673752,2070026282,2024-02-05 00:00:00 UTC,Emergency,37387.84455204662,Complete,
1419275677,2109411173,834610213,2024-02-05 00:00:00 UTC,Routine,11975.369094445483,Complete,
12651611,463030369,1568866139,2024-02-05 00:00:00 UTC,Routine,6104.1482227376255,Complete,
1788667480,1699530303,1338356889,2024-02-05 00:00:00 UTC,Routine,11977.40823928625,Complete,
190822073,1924416294,365115938,2024-02-05 00:00:00 UTC,Routine,13803.582071244162,Complete,
1645698881,1182914442,635525985,2024-02-05 00:00:00 UTC,Emergency,15272.061945205307,Complete,
364551686,2109411173,834610213,2024-02-06 00:00:00 UTC,Routine,8900.656610430293,Complete,
1325503467,463030369,1568866139,2024-02-06 00:00:00 UTC,Routine,14876.926109824164,Complete,
1031313287,42766663,103882752,2024-02-06 00:00:00 UTC,Upgrade,160913.69262741687,Complete,
389169003,1134549243,225668339,2024-02-07 00:00:00 UTC,Routine,7996.437343984633,Complete,
1837785031,112887504,149531138,2024-02-07 00:00:00 UTC,Upgrade,106326.36384564677,Complete,
572972131,1776603351,1209399128,2024-02-07 00:00:00 UTC,Routine,12918.912321013779,Complete,
1549325886,2129512070,2025811115,2024-02-07 00:00:00 UTC,Routine,5128.975169249667,Complete,
1833360114,521929384,1226395916,2024-02-07 00:00:00 UTC,Upgrade,110473.6115087267,Complete,
694053942,1159321799,424268236,2024-02-08 00:00:00 UTC,Routine,9194.589519729247,Complete,
1729906010,615452332,1603047022,2024-02-08 00:00:00 UTC,Upgrade,174867.08288942568,Complete,
586015152,1959898617,1823426312,2024-02-08 00:00:00 UTC,Upgrade,111365.86062680915,Complete,
139957,2109411173,834610213,2024-02-08 00:00:00 UTC,Upgrade,144490.97696305017,Complete,
1638662395,1353451729,1713323831,2024-02-08 00:00:00 UTC,Routine,12567.303298251316,Complete,
1017440772,939141017,609849881,2024-02-08 00:00:00 UTC,Routine,13074.609054902969,Complete,
434764406,1094516661,1622295312,2024-02-08 00:00:00 UTC,Upgrade,88831.11163431624,Complete,
1496374519,823624442,1805183817,2024-02-08 00:00:00 UTC,Upgrade,141057.74145920348,Complete,
137562736,1523937773,941140533,2024-02-08 00:00:00 UTC,Routine,9681.085036856404,Complete,
1334368937,608434868,2017955231,2024-02-09 00:00:00 UTC,Upgrade,182497.28240609603,Complete,
221992827,615452332,1603047022,2024-02-09 00:00:00 UTC,Upgrade,89894.1910857761,Complete,
1665713285,742199276,1729232648,2024-02-09 00:00:00 UTC,Upgrade,154910.8376352286,Complete,
1758574938,1927196692,1915517390,2024-02-09 00:00:00 UTC,Emergency,26369.11088243572,Complete,
282650795,2016018149,1617141562,2024-02-09 00:00:00 UTC,Emergency,41860.30705225664,Complete,
1036535934,818565810,1312868521,2024-02-10 00:00:00 UTC,Routine,9850.967908615978,Complete,
2109672184,1810721202,1599136460,2024-02-10 00:00:00 UTC,Routine,9084.128195690295,Complete,
1222732014,1166306845,941970734,2024-02-10 00:00:00 UTC,Routine,5195.861886808711,Complete,
1840984272,1776603351,1209399128,2024-02-10 00:00:00 UTC,Routine,9628.716783469246,Complete,
487883199,1094516661,1622295312,2024-02-10 00:00:00 UTC,Upgrade,113629.97615066332,Complete,
962052193,1924416294,365115938,2024-02-10 00:00:00 UTC,Routine,14390.694798195142,Complete,
44905837,2107576594,791505677,2024-02-10 00:00:00 UTC,Routine,13087.226901131062,Complete,
885540913,1838349159,1787666744,2024-02-11 00:00:00 UTC,Routine,5872.5798019465865,Complete,
1752408166,314701443,697314616,2024-02-11 00:00:00 UTC,Routine,7199.889405285128,Complete,
59732070,2107576594,791505677,2024-02-11 00:00:00 UTC,Upgrade,92592.82838086477,Complete,
1854606700,410714000,1430042804,2024-02-12 00:00:00 UTC,Routine,9947.491548301416,Complete,
1526722437,939141017,609849881,2024-02-12 00:00:00 UTC,Routine,6434.878781656121,Complete,
167680761,704360868,1864433686,2024-02-12 00:00:00 UTC,Routine,5457.455836819742,Complete,
1725087057,161280375,415991586,2024-02-13 00:00:00 UTC,Routine,13459.624023103395,Complete,
1326511631,1623776947,1804524147,2024-02-13 00:00:00 UTC,Routine,14290.879511450099,Complete,
604854657,1070809456,649089865,2024-02-14 00:00:00 UTC,Routine,13248.149970859626,Complete,
1403716624,1959898617,1823426312,2024-02-14 00:00:00 UTC,Upgrade,52461.34871092875,Complete,
119383711,112887504,149531138,2024-02-14 00:00:00 UTC,Routine,10389.480960987969,Complete,
707124587,1624024901,654366233,2024-02-14 00:00:00 UTC,Routine,13609.32173158463,Complete,
658096979,314701443,697314616,2024-02-14 00:00:00 UTC,Routine,9536.268555852786,Complete,
1568236651,42766663,103882752,2024-02-14 00:00:00 UTC,Routine,9769.903959789395,Complete,
756104627,704360868,1864433686,2024-02-14 00:00:00 UTC,Routine,8753.168459013164,Complete,
816379186,1523937773,941140533,2024-02-14 00:00:00 UTC,Routine,11233.489324937114,Complete,
922382244,161280375,415991586,2024-02-15 00:00:00 UTC,Routine,9391.388180595153,Complete,
1080877315,2092643025,939534776,2024-02-15 00:00:00 UTC,Routine,7026.021025075543,Complete,
567345455,149370333,571644863,2024-02-16 00:00:00 UTC,Routine,14972.348623801132,Complete,
517382359,2055425873,1818921851,2024-02-16 00:00:00 UTC,Routine,14278.846146888818,Complete,
230880857,42766663,103882752,2024-02-16 00:00:00 UTC,Emergency,20754.038208836722,Complete,
1063480864,1937494949,121420801,2024-02-16 00:00:00 UTC,Upgrade,160872.1869921019,Complete,
1783486392,1714793362,1090237964,2024-02-17 00:00:00 UTC,Upgrade,60922.2594555622,Complete,
2016134123,1516452081,89798660,2024-02-17 00:00:00 UTC,Routine,13152.5488219937,Complete,
572234556,1483109205,947726634,2024-02-18 00:00:00 UTC,Upgrade,127347.43310098865,Complete,
1240025115,423983562,1534226044,2024-02-18 00:00:00 UTC,Routine,9300.276789700301,Complete,
1066479590,939141017,609849881,2024-02-18 00:00:00 UTC,Routine,12832.085783014541,Complete,
1183927410,1029899189,1380889005,2024-02-19 00:00:00 UTC,Upgrade,176294.5666283528,Complete,
1341506307,2008765909,1557564197,2024-02-19 00:00:00 UTC,Upgrade,130988.04809529569,Complete,
852568816,913065737,1093998655,2024-02-19 00:00:00 UTC,Routine,13770.301357816848,Complete,
737477209,1590213420,295825571,2024-02-20 00:00:00 UTC,Routine,12855.239065961756,Complete,
1518854549,1450948801,1266790955,2024-02-20 00:00:00 UTC,Routine,7347.891972372254,Complete,
976419395,1266772891,51947598,2024-02-20 00:00:00 UTC,Upgrade,102406.11928265104,Complete,
842626376,1776603351,1209399128,2024-02-20 00:00:00 UTC,Routine,7735.769790669334,Complete,
7549350,913637729,1412600520,2024-02-20 00:00:00 UTC,Emergency,31451.737479045863,Complete,
678413588,1590213420,295825571,2024-02-21 00:00:00 UTC,Routine,10845.979506793381,Complete,
1402539973,457838340,309610654,2024-02-21 00:00:00 UTC,Routine,11383.201272175742,Complete,
1529218525,33371365,1740133908,2024-02-21 00:00:00 UTC,Routine,6851.822547751841,Complete,
874770965,463030369,1568866139,2024-02-21 00:00:00 UTC,Routine,7437.980772012424,Complete,
231318399,1623776947,1804524147,2024-02-21 00:00:00 UTC,Routine,5624.89054117052,Complete,
592304133,965713986,1553346977,2024-02-21 00:00:00 UTC,Routine,6746.4182433697515,Complete,
1939453726,826150851,236621541,2024-02-21 00:00:00 UTC,Routine,6730.139540705561,Complete,
729156205,1868001379,1770856928,2024-02-22 00:00:00 UTC,Routine,12601.77103038964,Complete,
177381619,1810721202,1599136460,2024-02-22 00:00:00 UTC,Emergency,38749.40400724125,Complete,
1326617260,1776603351,1209399128,2024-02-22 00:00:00 UTC,Routine,8383.973911473666,Complete,
526625893,1443097112,1849139299,2024-02-22 00:00:00 UTC,Upgrade,65539.34392603238,Complete,
147183033,608434868,2017955231,2024-02-23 00:00:00 UTC,Upgrade,104496.93849102783,Complete,
1173033774,822875228,996251990,2024-02-23 00:00:00 UTC,Routine,12584.239533365142,Complete,
1697924178,1927196692,1915517390,2024-02-23 00:00:00 UTC,Routine,12107.482479168517,Complete,
965702292,1924416294,365115938,2024-02-23 00:00:00 UTC,Routine,13050.162995622795,Complete,
676119404,1776603351,1209399128,2024-02-24 00:00:00 UTC,Upgrade,70987.48629534963,Complete,
1522226470,1924416294,365115938,2024-02-24 00:00:00 UTC,Emergency,34743.92514508623,Complete,
802336515,1590213420,295825571,2024-02-25 00:00:00 UTC,Upgrade,124111.24599596795,Complete,
1826295731,1483109205,947726634,2024-02-25 00:00:00 UTC,Routine,12413.804724464193,Complete,
1394557428,887818226,1315236587,2024-02-25 00:00:00 UTC,Emergency,17263.533418775703,Complete,
1883205053,1668361787,177339824,2024-02-25 00:00:00 UTC,Routine,5460.66271008832,Complete,
2112854005,1624024901,654366233,2024-02-25 00:00:00 UTC,Upgrade,122340.78880334465,Complete,
1767878860,1353451729,1713323831,2024-02-25 00:00:00 UTC,Upgrade,72802.63768494959,Complete,
1879348391,1442135924,890989298,2024-02-25 00:00:00 UTC,Routine,13976.903641684185,Complete,
1198196441,823624442,1805183817,2024-02-25 00:00:00 UTC,Routine,12715.888884290076,Complete,
1321414020,1607305882,1553156891,2024-02-26 00:00:00 UTC,Routine,8207.924214937419,Complete,
1653105655,1937494949,121420801,2024-02-26 00:00:00 UTC,Upgrade,190391.27872837087,Complete,
1398392029,1714793362,1090237964,2024-02-26 00:00:00 UTC,Emergency,16964.44696207781,Complete,
455057824,1186133843,911489426,2024-02-27 00:00:00 UTC,Routine,9205.962603115811,Complete,
1569351053,1266772891,51947598,2024-02-27 00:00:00 UTC,Upgrade,80648.72555036872,Complete,
1240150347,1668361787,177339824,2024-02-27 00:00:00 UTC,Routine,8774.042234618604,Complete,
1393397918,1353451729,1713323831,2024-02-27 00:00:00 UTC,Routine,14556.31433838227,Complete,
473347262,826150851,236621541,2024-02-27 00:00:00 UTC,Routine,6512.056165721371,Complete,
1081043850,410714000,1430042804,2024-02-28 00:00:00 UTC,Routine,13065.705606083347,Complete,
1564616064,457838340,309610654,2024-02-28 00:00:00 UTC,Routine,7971.95085802413,Complete,
6653521,128004263,2057299292,2024-02-28 00:00:00 UTC,Upgrade,119730.97718968066,Complete,
381055364,430458603,944764588,2024-02-28 00:00:00 UTC,Routine,10792.771749435118,Complete,
1193000382,496934808,1656536255,2024-02-29 00:00:00 UTC,Upgrade,106699.12160800038,Complete,
1292530298,965713986,1553346977,2024-02-29 00:00:00 UTC,Upgrade,143432.43515075409,Complete,
