 Asset Risk Zone ID, Grid Asset ID, Wildfire Risk Zone ID
2071280278,1634301659,637968170
1910592368,1634301659,1598010549
1620987825,42805701,479073424
664832168,42805701,637968170
1868756526,969557680,1481955402
496494986,277626940,727810962
1653278190,1136184396,1862917188
1873281048,1136184396,1990372797
1888688195,774803964,1915279803
848642107,774803964,37980819
1425446492,1381228066,173632525
1203481290,1084648957,1970361909
2063307926,1084648957,1060082346
1630491302,2077447140,1994113071
967818719,615268147,511959368
244691599,615268147,2056214
1256027289,762267843,173632525
1746262426,648611134,1465743437
1814200106,1922327904,759823023
975070861,357762665,1879596746
2135885354,191085798,188919379
1119033381,928338807,598600784
758034530,1734771260,742280425
16524324,1734771260,175003227
1449931721,4780184,1970361909
1795253877,4780184,635585454
232062048,919304075,1283797753
1533876256,919304075,1275158752
1702055014,1091557551,1284561077
735867084,1084618584,827008
1863261547,27318986,1873385567
807801940,1128282446,1636106756
720147369,1128282446,935417378
858523629,1433806105,263376024
2006190703,1426237174,1681577102
964874250,1426237174,618512253
601282551,1184082325,598600784
186615948,839820144,1862917188
1383352615,839820144,188919379
2076219320,558432651,1794524776
255824380,851740554,1724693904
1329613647,851740554,1347082408
335256103,864362624,1304200290
2080341924,1469853313,1862917188
1006541417,51610914,727810962
1750735949,51610914,1326674232
1863924954,72824529,313130844
2062342031,72824529,552552685
1281476635,1895344870,963094406
551050407,1895344870,1304200290
1755163448,819574396,76948495
1519572977,819574396,772746900
532510771,595349243,1169376507
218618120,595349243,817463730
1625088574,505178565,1284561077
191757041,827774912,1724693904
637582039,827774912,173632525
1829261053,350506755,1636106756
2100909735,350506755,1326674232
1677315899,933174471,1465743437
828295815,933174471,37980819
890498513,345999407,353716578
1584695727,345999407,1283797753
778921322,1712638585,1671661748
1722126969,509873158,827008
1285557375,1625944917,935417378
1475653734,907641990,1337586988
1439880417,512250627,806314342
1556901941,512250627,1326674232
728652506,802307626,1970361909
2074969978,2018752535,565327313
316242938,970983888,263376024
650100846,970983888,1862917188
1300011602,245284085,1472834168
1953282064,245284085,1577224700
309880578,1611308251,727810962
1787721528,1611308251,211890547
673076653,554410439,1970361909
88592957,554410439,188919379
1757879976,1073654851,436127220
2072654610,124427040,552552685
2097782225,338894256,529778382
256261887,338894256,405117798
1144268590,321811682,1283797753
1600259140,321811682,1174525940
1509182418,334079007,511959368
92858674,1581610583,801234382
1286657205,1863695125,1337586988
769912317,1863695125,373484124
237513481,961403576,221894587
1501067367,961403576,175003227
1900522253,1867270764,1963028758
767943622,1983540423,910475741
1059711540,1983540423,1724693904
709121557,279829393,1944383128
143332369,279829393,817463730
1996226178,1353187387,1337586988
1731560179,675148233,263376024
1716399439,938461466,1963028758
1104081043,938461466,904034557
1790680890,640888034,1187818812
379131419,640888034,1671661748
405474484,1496244007,405117798
898515163,1404252512,188919379
2089468141,1481204381,1124378270
1983299292,1067445168,496614622
323964479,836751020,759823023
1024263971,836751020,1326674232
206699803,1782762760,1326674232
454381230,1937543861,1075152568
1666054868,1937543861,1283797753
1698395882,151308472,552552685
899799599,1269382035,1326674232
1509681571,1269382035,1075152568
709844454,1918972677,1003771516
1430249591,2034451054,1472834168
1594303296,2034451054,2090627901
902115697,614633311,1326674232
1312190880,614633311,1969802211
459029561,1664255168,1980467414
179914768,1664255168,173632525
1064596194,1303600843,1676771378
749253437,525475944,1577224700
987504111,567659246,84641229
1584150847,1541916638,1980467414
1391607326,573106416,1283797753
1340846766,1016686292,1647627640
1422259029,1016686292,1636106756
1624369038,2033569249,1631008572
935545610,2033569249,2074433609
552016105,418898946,405117798
848163091,177906279,315198447
1211757507,177906279,2029756788
800189037,171588954,2056214
1880677122,1636760739,263376024
1395863085,1929420826,1598010549
973806102,1929420826,76948495
424047889,1261286522,2090627901
2052232903,1261286522,1944383128
278134857,1608187270,618512253
359355147,1062742923,405117798
477728315,925677852,498397985
671311911,1631580684,1187818812
850001207,1952124482,14237712
1399662046,957530617,221894587
77406165,599002151,2045274480
1863767841,2051037567,827008
1890632005,1491438554,910475741
1602120635,1491438554,1867097137
203245503,1395706152,935417378
1642292272,1395706152,2045274480
1164516461,6685241,1337586988
1769318677,1923979150,1109035131
1337096369,1923979150,479073424
442091631,1484592069,1169376507
2058639950,2048518015,742280425
757811435,2048518015,1077302149
1137496780,1850765755,759823023
150500389,1850765755,1255186319
521021800,466882261,1019935206
1142085087,466882261,772746900
369567265,120714055,2143445617
568498791,120714055,1905389029
1149373050,1496645327,907230787
709004685,1652574080,188919379
1476447731,228952791,511959368
556881318,102828835,1944383128
1874666629,102828835,742280425
1253472022,1741933600,635585454
529764826,1741933600,1304200290
1929272579,2050760332,1944383128
151738686,2050760332,479073424
1891485888,235521188,1117287121
1760385040,87553337,1911559646
2063169522,528748957,314470894
177890368,1680073879,1513055602
998255923,931007180,1003771516
2139841682,931007180,84641229
1032283782,980281333,1915279803
806818382,2042619925,935417378
1864374176,588908435,353716578
991527536,1824286220,1703940779
1257022036,600548615,1010778029
1013849849,600548615,759823023
1895892990,1407009663,405117798
1330762918,133385223,373848299
1091197619,133385223,1075152568
610217595,1850630812,1867097137
907806109,1850630812,2056214
996013637,531427830,1284561077
1512962602,69247287,1465743437
1530628534,69247287,1174525940
1058423967,502563562,14237712
1976905187,1228034865,1879596746
121254942,1228034865,1600667715
534973129,409858343,14237712
865305471,409858343,1465743437
1089209543,121499427,1476832241
1344191292,121499427,221894587
223711286,1127367350,907230787
2089122820,1127367350,76948495
2100076885,359622380,2090627901
2139891191,198065752,373848299
37234518,878384811,1948331661
492640988,878384811,1990372797
894104313,675847723,1994113071
709198127,675847723,1284561077
1143740338,1171966240,963094406
534771987,1171966240,373848299
2022968576,1048143901,1666511157
1005521653,1821078483,565327313
610225831,1821078483,498397985
529303245,1107546876,1010778029
1696567388,1107546876,963094406
926377158,1611660868,1472834168
495221664,874771567,1412546885
170131998,874771567,1873385567
1107415168,237344995,1187818812
2110761494,469232547,306341021
1307710304,958429355,1879596746
1205744708,1107067568,1915279803
2025274820,1323183394,1671661748
144292992,1323183394,14237712
751109791,936646439,1867097137
1381235903,436309761,529778382
1997349090,2098984987,1412546885
947314549,2098984987,263376024
541528103,1680478267,175003227
917531655,1680478267,635585454
1840212805,462392933,373848299
353085323,47678780,353716578
276191327,128757429,1124378270
840568138,128757429,1577224700
148614394,471842156,1075152568
1122342381,391441382,1476832241
1173783113,37774281,598600784
1868142185,37774281,963094406
380969122,316151018,314470894
163310581,494481194,1187818812
1307932290,1684274064,2029756788
1401327267,419206286,1577224700
2056510913,419206286,1003771516
245729318,1912233727,1666511157
1064222196,72975605,37980819
1286459215,72975605,1598010549
1177395352,979122132,1948331661
78236607,538075146,1346176018
2138604358,859693285,1724693904
1374797512,2052993656,552552685
1005938154,293315252,2090627901
1127940134,293315252,511959368
1533731088,543565335,1465743437
2139416718,543565335,935417378
1631046068,668025557,618512253
325499543,668025557,806314342
1369631850,31109579,1019935206
1901757153,31109579,1970361909
737568653,618878260,1671661748
687930571,1647805132,300910015
559213321,2096634718,980969112
566582075,2096634718,498397985
603056326,1780891678,1010778029
304048164,2060094233,1304200290
1097653416,2060094233,1283797753
1246121377,1765656766,37980819
1570208001,1765656766,2045274480
1575444811,819720234,1948331661
1811817091,819720234,1465743437
1922852929,512264267,684998795
1616366574,1739247946,1481168318
830097800,722642048,300910015
693190345,722642048,1980467414
1040802342,2118530994,76948495
1318262674,2118530994,37980819
292944276,1531141904,1513055602
1551425713,1531141904,1326674232
463062461,1862788514,188919379
461191253,1862788514,2074433609
1099033873,1195977310,1994113071
1316444959,1195977310,263376024
1068079442,743335688,565327313
315193970,1327167560,315198447
1065375660,1252520555,511959368
444369978,1252520555,1060082346
79301892,2123548157,1980467414
156625528,1518109984,373484124
1297205478,1412576725,1994113071
2037166784,578478737,1023504926
1191718133,402711722,1337586988
353657872,402711722,1472834168
1082854402,1776001856,173632525
1094329460,177133287,1117287121
1853016041,1710635454,1772136650
1291702854,1710635454,806314342
313555730,1133923107,1060082346
1521581640,1133923107,2074433609
548477852,125588628,1724693904
768452493,125588628,211890547
1843224746,2111035828,1115922852
602849262,2111035828,405117798
1812897305,949274942,635585454
740365056,1158919758,14237712
65244766,679554910,2029756788
2037334222,1622124015,1703940779
446991734,1029884231,1862917188
986228981,1484003563,436127220
594688376,1713947109,1014794231
1833733950,1527934363,22020352
884138774,1527934363,211890547
380957371,481342742,637968170
131532296,789357129,1867097137
1887075382,1853519488,1681577102
1650484310,712405819,1862917188
2136674956,762672202,1363050355
440528594,762672202,1169376507
785781397,1042318905,653245996
966635262,2072979224,2056214
241179028,2072979224,313130844
1882307651,551575412,1911559646
1053697752,551575412,980969112
764522331,1242060909,1724693904
500975996,1973372727,1879596746
1051649948,1973372727,980969112
95986539,1504202451,373848299
132533976,902396590,928505475
1509360946,902396590,1948331661
234314418,932345605,313130844
1356525479,932345605,1911559646
1703977352,531966183,1465743437
1199685228,531966183,37980819
380320722,520546570,313130844
81335263,1972281969,2056214
2106991252,733555726,314470894
299225293,733555726,436127220
1052930791,1617165130,1873385567
55879421,1617165130,1023504926
257959073,551108588,306341021
663123785,551108588,373848299
686434902,2113744436,221894587
567113090,1298254398,2135122512
1305361138,786921252,1724693904
1926205275,396932322,188919379
952359120,434700718,2074433609
1152907780,434700718,14237712
44157285,268767385,373848299
2062594540,268767385,1326674232
730334978,1855627152,2145716959
966438028,1380993399,1372440534
638064940,1380993399,188919379
1751192335,1822756112,907230787
1793629178,734494768,405117798
1126892900,366122910,2135122512
2068246959,366122910,37980819
1102759681,1882795529,1283797753
1641849763,1882795529,552552685
412910921,409183708,2143445617
684692729,409183708,498397985
1409931803,1189021730,1577224700
1000025173,1927309806,635585454
1193326075,1927309806,935417378
96969727,1584816926,845878042
294293073,1986893654,1372440534
673576954,1986893654,1513055602
2023257433,225065982,817463730
1495764408,225065982,1915279803
1635824120,1448725726,188919379
729753682,1686828712,314470894
638763769,1755673371,1879596746
809400594,1755673371,479073424
1907695604,1863577758,801234382
556966791,624313004,76948495
309776144,1000940290,1117287121
192548662,93085205,479073424
1765180034,1426200665,635585454
748592102,1426200665,1944383128
363824906,1496493643,1014794231
938313589,922060652,315198447
711411697,1068338322,1075152568
143899304,1044021536,263376024
116013293,1044021536,1666511157
1744557548,781688364,1472834168
2030363613,1816063390,1577224700
1389514920,1816063390,1337586988
655450648,691146382,22020352
654827725,691146382,1794524776
1175211770,2108401858,1275158752
1439218366,1386758787,1019935206
598373964,933608226,1283797753
1729326506,933608226,479073424
1386841121,1374453975,1867097137
1336224494,1619565709,1109035131
1189927463,1619565709,1513055602
697118886,551049405,221894587
1717749571,1781107534,684998795
888712293,1608743906,1636106756
168878661,1582890848,1915279803
234220590,1085388723,1187818812
118721686,79277122,175003227
1903680489,79277122,1600667715
625543880,441736565,373848299
1576234655,2139665538,1109035131
1883547488,715670926,1326674232
231612536,715670926,498397985
2069268002,680009341,1671661748
498528563,1411828638,1969802211
1620237653,1411828638,1465743437
1634576848,1896107854,1337586988
1738957254,1530060984,1724693904
2030619059,1220590412,1862917188
245126070,672176248,759823023
175331724,1679701975,2029756788
769026831,2102867413,1284561077
860940451,2102867413,2029756788
1434177527,1018949097,618512253
1094622563,507852741,1963028758
1012677130,494111499,263376024
681527223,494111499,1822879430
770098995,817960692,552552685
321040589,817960692,1577224700
932941595,301180800,904034557
706653154,301180800,511959368
1787778427,567370799,2074433609
428549515,567370799,742280425
592588412,1887615689,1911559646
913092677,1887615689,1019935206
2046419973,560688943,827008
1033538091,696312090,1019935206
1772070751,918045464,1577224700
1473217123,918045464,1077302149
1384102745,1274780138,2056214
1109548111,1612266312,801234382
579303043,1612266312,598600784
1276866914,697563807,637968170
1567446666,697563807,801234382
1522602359,1437881459,552552685
187506950,1437881459,653245996
1601973201,1889833024,1925976300
2045444201,551473132,315198447
2017639668,1292284560,772746900
687776171,1661954158,635585454
53181119,1661954158,1010778029
539324005,606798313,496614622
925188202,606798313,635585454
1707489917,590246188,313130844
462181378,590246188,1337586988
172615627,1700039446,2074433609
1004254742,1522871520,496614622
138685812,1522871520,479073424
1752308395,143973640,1174525940
42414038,974197187,1465743437
472722112,1978552582,1412546885
413460399,1978552582,221894587
2086283549,616108468,1631008572
904465849,616108468,1794524776
633364727,1080063418,314470894
1949266711,1080063418,1879596746
1646383939,2046795964,1023504926
1662345106,149798522,1915279803
1178518520,10160783,1577224700
838943402,10160783,1363050355
213472361,1339840032,827008
1462593442,2140426175,76948495
2105017046,2140426175,496614622
256155922,431048408,1023504926
994441995,431048408,1948331661
796775904,1661508547,1023504926
797448981,6548187,759823023
683066479,1404859082,1077302149
1702052047,1404859082,1676771378
1980221435,567839499,1363050355
1448174477,1936701759,1600667715
1673498355,1936701759,175003227
1683870108,12593687,1346176018
1902517292,2053977304,1326674232
1434413943,2053977304,806314342
1495324859,795100992,37980819
1112954388,349552201,1019935206
1869671577,349552201,1970361909
823529926,751599782,188919379
532593976,751599782,1283797753
132268866,1726131680,1598010549
1091013074,1416695535,1472834168
1013778898,922803543,1647627640
640863437,337731748,300910015
371034710,337731748,22020352
2101051583,1457674153,1925976300
1839126518,1457674153,742280425
913664746,272082873,1513055602
679118702,153673770,1703940779
1675499955,153673770,653245996
1355626123,1258926781,405117798
875368868,876214120,1600667715
1042435610,1277559536,1283797753
1752216245,1277559536,1481168318
1788968961,1003584974,1117287121
1267640098,1003584974,963094406
1445580143,959732628,635585454
2035637447,959732628,263376024
2110133137,789985069,1676771378
2077555018,1167719941,2045274480
237662172,1167719941,1481955402
1996122069,798159274,1481955402
396660842,798159274,1980467414
1031537797,1509551291,806314342
244954094,1873761092,353716578
16961482,1873761092,373848299
2036742482,1019938794,1963028758
535562872,1019938794,529778382
282755034,1183329143,1472834168
871580438,1183329143,1911559646
752211037,255261300,221894587
1446206965,402641475,1681577102
1320423288,402641475,1169376507
2080199049,1164380900,511959368
349106027,1164380900,1476832241
604910782,351956332,552552685
112159567,351956332,306341021
1583418775,420757121,1647627640
1572879539,420757121,1304200290
191630067,1876100783,817463730
1146640053,32434142,637968170
1845899673,555034283,1075152568
1217517035,555034283,845878042
1817481589,995053748,1911559646
112839046,995053748,907230787
347985512,38510304,635585454
1511163191,2128379318,498397985
2102959905,2128379318,1577224700
626006142,1836406361,1905389029
8902498,1572138230,684998795
1073977656,206158523,1911559646
794439697,131688580,963094406
1699851997,131688580,742280425
2024630719,850773974,2145716959
668334592,1652252271,2056214
205172583,1652252271,963094406
1258516040,841315401,1772136650
223578827,841315401,772746900
168383462,144727679,2143445617
134579185,500699291,963094406
1773832930,500699291,2145716959
1878071904,1694265847,1676771378
157034977,113587832,1598010549
33757403,920017846,1372440534
1477279527,920017846,263376024
154271021,1470214095,1631008572
975513746,1352182869,1326674232
1282228722,196972218,1481955402
1552656843,605573982,1169376507
572160096,1903843739,2135122512
1459756074,1903843739,1969802211
252667411,135014022,84641229
1881995869,1106417883,2143445617
13414862,382015365,211890547
1424286049,382015365,1905389029
1648295610,466663350,1010778029
2053958021,232358580,772746900
1209408480,1774621462,552552685
2088765661,1617302217,1703940779
2029210453,288054389,1304200290
2078406004,425973297,637968170
466806228,1539065449,496614622
311279917,1787232683,175003227
535111981,1302384760,211890547
1561402824,1302384760,598600784
750686266,472600231,1577224700
548278054,1161527461,1598010549
1783496439,1161527461,928505475
1193932571,402161880,436127220
1746322941,54914469,845878042
116649365,54914469,635585454
1968161705,368797782,1003771516
878526447,813814387,1513055602
1351918330,381335568,1990372797
338735727,426859538,565327313
1892106332,426859538,1481955402
446061028,1894762051,1284561077
2022414973,1024281537,1124378270
1690935126,1024281537,529778382
649934248,1783032050,1598010549
1207800287,1783032050,1363050355
1001909403,1630186017,963094406
2003137939,1630186017,1631008572
1032604561,1117883619,1944383128
262831093,1972811253,173632525
1292831646,258228349,2145716959
1717065053,258228349,1671661748
151327094,2100305134,1003771516
288513970,2100305134,963094406
85380621,359711747,1115922852
2099615034,359711747,637968170
521721967,1287522756,436127220
1697389558,1287522756,1077302149
52387571,106198935,1109035131
1608757266,106198935,963094406
1896369014,1419516794,801234382
629932113,1419516794,529778382
1550304632,1455329934,1772136650
1414220768,189044034,759823023
1724041874,189044034,806314342
1618551124,481708732,300910015
829194708,1377275224,1283797753
1425427736,1506123794,1969802211
1039197430,774264897,84641229
251297852,1335328943,1304200290
1098786442,1335328943,980969112
1841576,948618330,980969112
749943077,948618330,1130360910
590811838,1874428939,496614622
334335858,330889326,1676771378
787888414,330889326,496614622
1445246265,1711541170,188919379
1336928505,1711541170,37980819
648359504,1782803994,1481168318
168411665,1782803994,314470894
1850055137,1196945170,1472834168
17854508,615039932,907230787
1855262963,1550048498,221894587
1691205318,1550048498,1275158752
762992231,999272159,511959368
1464223896,999272159,1911559646
1320627033,1862612181,1130360910
856463716,30713795,845878042
1121911290,30713795,1481955402
1921571656,1974365736,211890547
179333707,1974365736,1676771378
1281518731,631789474,1060082346
1878146660,226253899,373484124
83434075,226253899,37980819
1128383794,282623560,1060082346
262410659,107220190,1476832241
949192315,1482039386,314470894
1250107781,1482039386,1969802211
2048734934,1231061622,314470894
1868224814,28743508,2143445617
695457614,1221914365,1822879430
1793784859,588463073,935417378
2060621482,588463073,1905389029
187625500,499841092,759823023
1053573385,499841092,727810962
742261279,1837729936,1014794231
1147251128,1837729936,963094406
1245246932,830064002,653245996
1085963759,543302686,806314342
202677357,543302686,1911559646
463665489,1526124077,263376024
109018677,1526124077,2029756788
989170887,1636477388,1187818812
1573385105,1914460324,684998795
1501400457,1914460324,263376024
610717404,633628341,1794524776
1140986106,2085587553,353716578
880112796,1826202240,935417378
13856335,227483305,2029756788
2004139524,227483305,76948495
1727186651,126150585,37980819
352811619,126150585,2090627901
545168553,548340609,1275158752
1549080866,1648819109,211890547
1975923183,1388048762,1647627640
904063108,1324939374,1822879430
1886081138,1324939374,637968170
1757348793,2018083338,1666511157
919329629,1234547355,1681577102
1531713522,1234547355,635585454
1351493451,1076290987,1304200290
105874903,1076290987,1873385567
628168098,8502306,1905389029
1064875291,1611213762,1347082408
960778915,1611213762,1873385567
178492631,550835372,511959368
493001379,550835372,405117798
1084533354,1413441074,1598010549
1957438928,481198253,221894587
2090365881,583332712,479073424
943883406,2083044288,727810962
1550305677,179352380,2045274480
1137739176,179352380,1990372797
1319390975,1150100790,175003227
1666445465,1150100790,1326674232
736194305,1797542825,1117287121
1268737915,2064151932,211890547
939051978,2064151932,353716578
951968565,308630883,1513055602
459965184,1283092035,1115922852
1022518222,316352008,963094406
1981332499,1168234823,1284561077
683536801,1002322329,1600667715
284370236,417730944,637968170
859584488,2112188434,1169376507
574815070,2049157504,76948495
2095425670,1627133052,1117287121
1152024211,1627133052,1703940779
527888198,1859555394,300910015
1141275569,1859555394,565327313
1119872191,5818711,84641229
17713834,2108678487,1944383128
821580463,2108678487,1772136650
936714736,589973366,684998795
1580823017,589973366,598600784
1179722398,700261874,759823023
1166332742,1912131949,727810962
74587227,1826640016,175003227
1547195690,1274750554,1115922852
1678833380,1274750554,884859615
486028054,908292576,1647627640
1281705388,28937789,1014794231
1967065195,309181250,1283797753
483390731,309181250,1666511157
706846328,1399496484,22020352
835997398,1399496484,1631008572
1957141063,456490772,22020352
1667937405,456490772,884859615
1312495701,879899354,1911559646
1935965775,1038432156,1014794231
1069521217,1803096157,904034557
1216187200,787230656,1772136650
635706147,787230656,759823023
1093810750,1512785895,1476832241
1310801700,1183955872,1481168318
1745850118,323875067,373848299
1739126321,323875067,907230787
1401043618,974230916,1980467414
1655580449,974230916,1174525940
330113366,318075718,1075152568
589014291,318075718,817463730
1416407505,1661779441,300910015
608980929,1661779441,1060082346
812934239,69613680,1326674232
2098359472,69613680,498397985
1297896299,1301930799,1023504926
1346927564,1301930799,1862917188
1570352947,1203158189,1794524776
536050838,1722080609,552552685
849589062,1341183903,373848299
1880121407,1341183903,2145716959
1060382207,305117703,175003227
1182375206,305117703,1275158752
1389970439,1241108933,1990372797
92950164,1786442742,479073424
530265258,1786442742,314470894
289066565,112662911,1363050355
543622149,872281404,1969802211
709118098,872281404,2135122512
820821416,842903443,1879596746
781717447,969572940,2074433609
1326373493,969572940,598600784
32018012,780680950,405117798
926462756,1077160720,637968170
1625021644,1077160720,1636106756
77822618,863734043,221894587
593762444,863734043,1481168318
538921662,1068918209,1481168318
607504675,522195502,1283797753
647142644,1269906263,353716578
1490386102,1269906263,1275158752
999595032,365371977,552552685
323119008,1241896119,263376024
896003553,1241896119,801234382
1903767210,494890859,1346176018
961781783,1341862876,772746900
145232996,1341862876,436127220
1200833296,1703732156,2145716959
1433137748,671832311,306341021
928162434,671832311,552552685
2016643089,1021282051,511959368
555860038,1021282051,1481955402
444167749,1627385903,2056214
25700903,1627385903,1577224700
977396042,322838640,1481168318
1469185085,1905899217,37980819
910713932,1905899217,1862917188
2117968632,1552230475,511959368
1621202226,972482646,1337586988
1753867052,972482646,353716578
1793908076,202596935,1724693904
444647952,202596935,1075152568
1308901180,1460166092,1980467414
1943155041,1034183122,1822879430
887603339,1970392359,1003771516
1207537340,1970392359,313130844
1767925026,198253352,1647627640
558999771,198253352,1472834168
977164403,1344861289,1077302149
1055229445,645960820,1647627640
71039908,645960820,1925976300
598189939,1314997083,1879596746
672369564,2074747393,552552685
41392726,450900413,306341021
263173366,197565608,313130844
150599077,1222698823,1647627640
1654947459,490021380,1577224700
245417928,490021380,300910015
37974033,1104935773,479073424
2060550308,1678052949,1681577102
216027485,1678052949,2045274480
197039735,1854803976,727810962
606558551,1570783006,1647627640
763605171,5130263,353716578
552112783,1438759561,2045274480
328189750,1438759561,1115922852
805047261,883249199,1915279803
1478379884,2016669959,552552685
1540600278,375538987,552552685
1081395392,375538987,2029756788
1726327998,1224740382,1481955402
673013853,721089134,1969802211
1596305900,729742153,300910015
919748529,813880145,1794524776
238160601,813880145,1075152568
1013788238,978328943,1169376507
1251047550,978328943,37980819
1283678742,1829908455,598600784
468967196,1829908455,1014794231
787585710,377775600,1472834168
1392897617,377775600,1911559646
790205886,2120460430,907230787
606096173,755779534,1905389029
1636508032,2101009473,1187818812
2047503353,2101009473,2045274480
112736062,416862160,817463730
216516960,416862160,1724693904
1855278127,99389125,373848299
110277311,99389125,635585454
1739005860,1013836715,1075152568
527209623,1013836715,1023504926
617465328,364769909,37980819
742143258,1668732835,727810962
1461791611,93764350,1347082408
1310997311,677036901,637968170
787427099,677036901,817463730
599270191,904241964,1117287121
209407557,438990715,1600667715
1790189587,347278301,1014794231
1271553484,347278301,1363050355
1850933830,1163841541,1990372797
1099132835,1474876119,1109035131
1435357620,1474876119,1944383128
4964111,2122060177,1577224700
1920487608,2122060177,935417378
594089142,604764104,1117287121
683575528,604764104,315198447
1871087522,676750876,1794524776
239907693,1685108309,565327313
1882003264,1823131550,1014794231
2081332177,1823131550,1326674232
726160989,1920911023,1600667715
1147700040,451931651,1255186319
2140551725,451931651,1130360910
1672311988,1251028949,315198447
1987624929,749202943,772746900
1625541067,749202943,1363050355
1244965664,38732796,84641229
1474489729,38732796,653245996
903178213,1928457946,479073424
784945574,370404026,263376024
1901655925,1967359274,598600784
2122850728,1967359274,37980819
1513571741,1850148401,84641229
1169521364,1850148401,1255186319
613534409,1406711819,1023504926
733486205,1615820549,1077302149
1264489588,1615820549,1703940779
1548011297,1320979618,1275158752
2108550495,1148036300,845878042
1202189368,1148036300,1019935206
1983694465,1239780249,1600667715
1913803959,1239780249,1577224700
1848777596,749566947,353716578
2056334510,749566947,76948495
1528492415,457216318,1676771378
1686967400,457216318,1948331661
1992480256,444133962,1513055602
1904308161,444133962,2090627901
1566600096,1344257060,845878042
845019781,675069587,910475741
1995705608,1763715821,1598010549
2064024347,1763715821,1117287121
1014895834,829198972,1873385567
1442325165,829198972,1014794231
876257582,1040788890,1969802211
647165725,1040788890,1970361909
1304162738,223595628,1337586988
1894301230,591989942,1023504926
1414765445,591989942,1169376507
1394834926,478489270,300910015
1828876295,478489270,1014794231
601225345,1936260899,1476832241
913391694,77441435,1124378270
1955102742,77441435,1994113071
1860194311,1988930225,14237712
837983059,1988930225,637968170
1498676348,1060008273,2029756788
2144859569,1549024984,498397985
833682090,613240866,980969112
1218380898,1861456472,14237712
1477232253,1861456472,529778382
