 Wildfire Risk Zone ID, Boundary, Current Risk, Vegetation Density, Last Assessment, Service Region ID
1703940779,"POLYGON(37 -120, 36 -120, 36 -121, 37 -120)",Low,0.4172341888846659,2023-10-15 00:00:00 UTC,260124265
1867097137,"POLYGON(36 -117, 35 -116, 35 -118, 36 -117)",Low,0.823502294222896,2023-02-12 00:00:00 UTC,1718136323
907230787,"POLYGON(36 -114, 35 -114, 35 -115, 36 -114)",Low,0.7654926877073075,2023-03-15 00:00:00 UTC,1718136323
928505475,"POLYGON(35 -116, 34 -115, 34 -117, 35 -116)",Low,0.46201189422535216,2023-11-04 00:00:00 UTC,1718136323
373484124,"POLYGON(36 -115, 35 -115, 35 -116, 36 -115)",Low,0.5922690060658796,2023-02-03 00:00:00 UTC,1718136323
935417378,"POLYGON(35 -115, 34 -115, 34 -116, 35 -115)",Low,0.7429881395523683,2023-03-22 00:00:00 UTC,1718136323
1372440534,"POLYGON(36 -115, 35 -115, 35 -116, 36 -115)",Low,0.656276840339675,2023-11-28 00:00:00 UTC,1718136323
618512253,"POLYGON(35 -115, 34 -115, 34 -116, 35 -115)",Low,0.6464081380626027,2023-11-08 00:00:00 UTC,1718136323
1873385567,"POLYGON(34 -115, 33 -115, 33 -116, 34 -115)",Low,0.7457913199727688,2023-01-05 00:00:00 UTC,1718136323
1671661748,"POLYGON(34 -118, 34 -118, 34 -119, 34 -118)",Low,0.8864783259680384,2023-01-05 00:00:00 UTC,1836033096
498397985,"POLYGON(34 -118, 34 -118, 34 -119, 34 -118)",Medium,0.7944813235162163,2023-06-14 00:00:00 UTC,1836033096
1990372797,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Low,0.4000284595704069,2023-03-03 00:00:00 UTC,1836033096
1077302149,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Low,0.3418557656969,2023-03-24 00:00:00 UTC,1836033096
1283797753,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Low,0.5902906583435694,2023-09-08 00:00:00 UTC,1836033096
1465743437,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Low,0.8743159154116733,2023-04-14 00:00:00 UTC,1836033096
436127220,"POLYGON(34 -118, 34 -118, 34 -119, 34 -118)",Low,0.6058118590422278,2023-06-20 00:00:00 UTC,1836033096
1255186319,"POLYGON(34 -119, 34 -118, 34 -119, 34 -119)",Low,0.533584161588275,2023-07-26 00:00:00 UTC,1836033096
1023504926,"POLYGON(33 -117, 33 -117, 33 -117, 33 -117)",Low,0.860158930283252,2023-11-14 00:00:00 UTC,818992127
1003771516,"POLYGON(33 -117, 32 -117, 32 -117, 33 -117)",Low,0.35333055079644504,2023-07-24 00:00:00 UTC,818992127
14237712,"POLYGON(33 -117, 33 -117, 33 -117, 33 -117)",Low,0.7536747167850971,2023-10-27 00:00:00 UTC,818992127
1412546885,"POLYGON(33 -117, 33 -117, 33 -117, 33 -117)",Low,0.32167328107487586,2023-11-25 00:00:00 UTC,818992127
1600667715,"POLYGON(39 -121, 39 -121, 39 -121, 39 -121)",Low,0.8463265665469275,2023-05-06 00:00:00 UTC,51366844
263376024,"POLYGON(38 -121, 38 -121, 38 -121, 38 -121)",Medium,0.790269297396484,2023-07-12 00:00:00 UTC,51366844
1010778029,"POLYGON(39 -122, 38 -121, 38 -122, 39 -122)",Low,0.5089863522179039,2023-06-05 00:00:00 UTC,51366844
1472834168,"POLYGON(39 -122, 38 -121, 38 -122, 39 -122)",Low,0.46106979940931314,2023-02-14 00:00:00 UTC,51366844
1284561077,"POLYGON(39 -122, 38 -122, 38 -122, 39 -122)",Low,0.5924180409406202,2023-08-08 00:00:00 UTC,51366844
884859615,"POLYGON(39 -121, 38 -121, 38 -122, 39 -121)",Low,0.4886084050614765,2023-02-20 00:00:00 UTC,51366844
1577224700,"POLYGON(39 -121, 39 -121, 39 -122, 39 -121)",Low,0.6681094728661807,2023-12-07 00:00:00 UTC,51366844
1109035131,"POLYGON(39 -121, 39 -121, 39 -121, 39 -121)",Low,0.3475064737342619,2023-08-25 00:00:00 UTC,51366844
637968170,"POLYGON(38 -119, 37 -118, 37 -119, 38 -119)",Low,0.762510396230019,2023-01-19 00:00:00 UTC,1630314289
1275158752,"POLYGON(39 -119, 38 -118, 38 -119, 39 -119)",Low,0.4735938549545988,2023-10-04 00:00:00 UTC,1630314289
1724693904,"POLYGON(38 -119, 37 -119, 37 -120, 38 -119)",Low,0.5047742849483496,2023-01-23 00:00:00 UTC,1630314289
315198447,"POLYGON(39 -118, 38 -118, 38 -119, 39 -118)",Low,0.5172278296999009,2023-04-19 00:00:00 UTC,1630314289
1014794231,"POLYGON(38 -118, 37 -118, 37 -119, 38 -118)",Low,0.38386046714997046,2023-07-26 00:00:00 UTC,1630314289
1481168318,"POLYGON(38 -119, 37 -119, 37 -119, 38 -119)",Low,0.8267424536710537,2023-11-18 00:00:00 UTC,1630314289
1794524776,"POLYGON(36 -116, 35 -116, 35 -117, 36 -116)",Low,0.6622294843490388,2023-05-23 00:00:00 UTC,761677488
529778382,"POLYGON(37 -117, 36 -117, 36 -118, 37 -117)",Low,0.4829724157699805,2023-04-17 00:00:00 UTC,761677488
173632525,"POLYGON(38 -123, 38 -122, 38 -123, 38 -123)",Low,0.525766852886338,2023-02-09 00:00:00 UTC,214004214
1636106756,"POLYGON(38 -123, 37 -122, 37 -123, 38 -123)",Low,0.6445712124509473,2023-10-21 00:00:00 UTC,214004214
963094406,"POLYGON(38 -122, 37 -122, 37 -123, 38 -122)",Low,0.7676092771519396,2023-01-21 00:00:00 UTC,214004214
373848299,"POLYGON(38 -123, 38 -123, 38 -123, 38 -123)",Low,0.6988996134139236,2023-02-02 00:00:00 UTC,214004214
2090627901,"POLYGON(38 -122, 38 -122, 38 -122, 38 -122)",Low,0.6193618584949917,2023-03-22 00:00:00 UTC,214004214
405117798,"POLYGON(39 -122, 38 -122, 38 -123, 39 -122)",Low,0.6190067218595371,2023-10-28 00:00:00 UTC,214004214
1117287121,"POLYGON(41 -124, 40 -124, 40 -124, 41 -124)",Low,0.5422107807021855,2023-03-17 00:00:00 UTC,423484200
2074433609,"POLYGON(41 -124, 41 -124, 41 -124, 41 -124)",Low,0.31246642397945223,2023-10-13 00:00:00 UTC,423484200
2056214,"POLYGON(41 -125, 40 -124, 40 -125, 41 -125)",Low,0.6464030370485842,2023-08-14 00:00:00 UTC,423484200
1905389029,"POLYGON(41 -124, 41 -124, 41 -124, 41 -124)",Low,0.48505137427156664,2023-08-13 00:00:00 UTC,423484200
684998795,"POLYGON(42 -124, 41 -123, 41 -124, 42 -124)",Low,0.3775847172718271,2023-04-24 00:00:00 UTC,423484200
598600784,"POLYGON(38 -118, 38 -118, 38 -119, 38 -118)",Low,0.5253372767817768,2023-03-22 00:00:00 UTC,1394865275
1130360910,"POLYGON(38 -118, 38 -118, 38 -118, 38 -118)",Low,0.8194037481993005,2023-04-02 00:00:00 UTC,1394865275
1304200290,"POLYGON(38 -118, 37 -118, 37 -119, 38 -118)",Low,0.7495018649129296,2023-10-24 00:00:00 UTC,1394865275
1631008572,"POLYGON(38 -119, 37 -118, 37 -119, 38 -119)",Low,0.6403683192993433,2023-09-27 00:00:00 UTC,1394865275
565327313,"POLYGON(34 -116, 33 -116, 33 -117, 34 -116)",Medium,0.6066783467886089,2023-09-05 00:00:00 UTC,1512447573
1326674232,"POLYGON(33 -116, 33 -115, 33 -116, 33 -116)",Low,0.5502512635139315,2023-10-05 00:00:00 UTC,1512447573
827008,"POLYGON(33 -116, 33 -115, 33 -116, 33 -116)",Low,0.34983726791066594,2023-04-17 00:00:00 UTC,1512447573
1598010549,"POLYGON(33 -117, 32 -116, 32 -117, 33 -117)",Medium,0.6406945982395793,2023-07-10 00:00:00 UTC,1512447573
806314342,"POLYGON(35 -120, 34 -120, 34 -120, 35 -120)",Low,0.7890924563073749,2023-01-08 00:00:00 UTC,461352512
2029756788,"POLYGON(34 -119, 34 -119, 34 -119, 34 -119)",Low,0.5136062167187045,2023-07-05 00:00:00 UTC,461352512
1476832241,"POLYGON(35 -119, 34 -119, 34 -119, 35 -119)",Low,0.3811635502996531,2023-11-26 00:00:00 UTC,461352512
1481955402,"POLYGON(35 -120, 34 -120, 34 -120, 35 -120)",Medium,0.7329274704306477,2023-06-09 00:00:00 UTC,461352512
1911559646,"POLYGON(42 -120, 41 -120, 41 -121, 42 -120)",Low,0.3927686601271727,2023-04-14 00:00:00 UTC,1436469002
2135122512,"POLYGON(42 -121, 41 -121, 41 -122, 42 -121)",Low,0.6692211761776545,2023-08-18 00:00:00 UTC,1436469002
904034557,"POLYGON(41 -120, 40 -119, 40 -120, 41 -120)",Low,0.7561321941144561,2023-06-01 00:00:00 UTC,1436469002
211890547,"POLYGON(43 -120, 42 -120, 42 -120, 43 -120)",Low,0.43317782113105396,2023-04-05 00:00:00 UTC,1436469002
2145716959,"POLYGON(43 -121, 42 -120, 42 -121, 43 -121)",Low,0.6485544089219988,2023-03-13 00:00:00 UTC,1436469002
1174525940,"POLYGON(42 -120, 41 -120, 41 -121, 42 -120)",Low,0.6524198308063891,2023-01-03 00:00:00 UTC,1436469002
1969802211,"POLYGON(42 -120, 41 -120, 41 -121, 42 -120)",Low,0.8038767435822112,2023-11-12 00:00:00 UTC,1436469002
1337586988,"POLYGON(36 -120, 36 -119, 36 -120, 36 -120)",Low,0.7209854028016968,2023-06-13 00:00:00 UTC,1365544761
1948331661,"POLYGON(37 -120, 37 -119, 37 -120, 37 -120)",Low,0.8762253500623662,2023-02-10 00:00:00 UTC,1365544761
1666511157,"POLYGON(34 -116, 33 -115, 33 -117, 34 -116)",Medium,0.7181852955937538,2023-08-26 00:00:00 UTC,2091729486
1124378270,"POLYGON(39 -124, 39 -124, 39 -124, 39 -124)",Low,0.36090795035760537,2023-11-01 00:00:00 UTC,1797280080
1994113071,"POLYGON(40 -124, 39 -124, 39 -124, 40 -124)",Low,0.6907877540391805,2023-09-01 00:00:00 UTC,1797280080
84641229,"POLYGON(40 -124, 39 -124, 39 -124, 40 -124)",Low,0.7135993767327686,2023-04-12 00:00:00 UTC,1797280080
1963028758,"POLYGON(40 -124, 39 -123, 39 -124, 40 -124)",Low,0.6612178871890046,2023-12-08 00:00:00 UTC,1797280080
759823023,"POLYGON(40 -119, 39 -119, 39 -120, 40 -119)",Low,0.6710797686914693,2023-06-28 00:00:00 UTC,477398779
188919379,"POLYGON(40 -120, 40 -119, 40 -120, 40 -120)",Low,0.6800488212187641,2023-06-19 00:00:00 UTC,477398779
1347082408,"POLYGON(40 -120, 40 -120, 40 -121, 40 -120)",Low,0.4012290553586079,2023-08-18 00:00:00 UTC,477398779
221894587,"POLYGON(40 -120, 39 -120, 39 -121, 40 -120)",Low,0.553614199294265,2023-05-20 00:00:00 UTC,477398779
1970361909,"POLYGON(39 -121, 39 -120, 39 -121, 39 -121)",Low,0.6602046076251771,2023-03-08 00:00:00 UTC,477398779
801234382,"POLYGON(40 -120, 39 -120, 39 -121, 40 -120)",Low,0.38668901539461764,2023-04-10 00:00:00 UTC,477398779
1925976300,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Low,0.4370447975426579,2023-02-09 00:00:00 UTC,137138004
353716578,"POLYGON(35 -119, 34 -118, 34 -119, 35 -119)",Low,0.4219729716937819,2023-04-09 00:00:00 UTC,137138004
1822879430,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Medium,0.7920316650083815,2023-06-17 00:00:00 UTC,137138004
76948495,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Low,0.6333011866976163,2023-09-14 00:00:00 UTC,137138004
817463730,"POLYGON(34 -118, 34 -118, 34 -119, 34 -118)",Low,0.3690844062551986,2023-07-14 00:00:00 UTC,137138004
980969112,"POLYGON(35 -118, 34 -118, 34 -119, 35 -118)",Low,0.5548921479333433,2023-02-05 00:00:00 UTC,137138004
300910015,"POLYGON(34 -118, 34 -118, 34 -118, 34 -118)",Low,0.7095757119817341,2023-01-18 00:00:00 UTC,137138004
1681577102,"POLYGON(34 -118, 33 -118, 33 -118, 34 -118)",Low,0.7558712382192481,2023-01-04 00:00:00 UTC,137138004
1346176018,"POLYGON(34 -116, 33 -115, 33 -116, 34 -116)",Medium,0.8964469403525104,2023-09-18 00:00:00 UTC,357155689
1169376507,"POLYGON(37 -122, 37 -122, 37 -122, 37 -122)",Low,0.5793729337460299,2023-09-15 00:00:00 UTC,916626025
552552685,"POLYGON(37 -122, 37 -122, 37 -122, 37 -122)",Low,0.33432824061121574,2023-04-07 00:00:00 UTC,916626025
511959368,"POLYGON(37 -122, 37 -122, 37 -122, 37 -122)",Low,0.7223255006656001,2023-03-07 00:00:00 UTC,916626025
1060082346,"POLYGON(37 -122, 37 -122, 37 -122, 37 -122)",Low,0.463163481385848,2023-11-11 00:00:00 UTC,916626025
1862917188,"POLYGON(37 -122, 37 -122, 37 -122, 37 -122)",Low,0.6477701404917708,2023-10-12 00:00:00 UTC,916626025
1772136650,"POLYGON(37 -122, 36 -122, 36 -122, 37 -122)",Low,0.6486828613264004,2023-09-19 00:00:00 UTC,916626025
1647627640,"POLYGON(37 -118, 36 -118, 36 -119, 37 -118)",Low,0.6340872221330712,2023-07-02 00:00:00 UTC,1520298558
175003227,"POLYGON(37 -118, 37 -118, 37 -119, 37 -118)",Low,0.550767115605983,2023-06-07 00:00:00 UTC,1520298558
1115922852,"POLYGON(38 -119, 37 -118, 37 -119, 38 -119)",Low,0.36459030252299274,2023-11-03 00:00:00 UTC,1520298558
772746900,"POLYGON(38 -119, 37 -119, 37 -119, 38 -119)",Medium,0.8024732507407542,2023-07-14 00:00:00 UTC,1520298558
1075152568,"POLYGON(38 -118, 37 -118, 37 -118, 38 -118)",Low,0.8489662803303775,2023-10-10 00:00:00 UTC,1520298558
1915279803,"POLYGON(38 -119, 37 -118, 37 -119, 38 -119)",Low,0.564857055588754,2023-04-20 00:00:00 UTC,1520298558
2045274480,"POLYGON(38 -118, 37 -118, 37 -119, 38 -118)",Low,0.5489727486836089,2023-08-08 00:00:00 UTC,1520298558
1513055602,"POLYGON(37 -118, 37 -118, 37 -119, 37 -118)",Medium,0.8716999407271577,2023-09-10 00:00:00 UTC,1520298558
910475741,"POLYGON(36 -121, 35 -120, 35 -121, 36 -121)",Medium,0.8744195395216403,2023-06-20 00:00:00 UTC,1162688041
22020352,"POLYGON(36 -121, 36 -121, 36 -121, 36 -121)",Low,0.5849817107469151,2023-08-11 00:00:00 UTC,1162688041
313130844,"POLYGON(35 -116, 34 -115, 34 -116, 35 -116)",Low,0.8702223187958338,2023-02-07 00:00:00 UTC,960230121
653245996,"POLYGON(35 -116, 34 -116, 34 -117, 35 -116)",Medium,0.7295210525716506,2023-06-04 00:00:00 UTC,960230121
