 ID, Company Name, Contact ID, Employee ID, Title, Value, Stage, Type, Probability, Created At, Closed At, Expected Close Date, Fiscal Quarter, Source, Next Step, Competitor, Lost Reason, Industry, Size, Region
1088793642,Cyber Co,540252803,1180861141,Cyber Co - New Logo (FY2026),41538.66292430115,Negotiation,New Logo,0.8751882977768713,2024-09-25 23:00:35.151673 UTC,,2025-01-16 23:00:35.151673 UTC,FY2026-Q1,Partner,Final Approval,,,Technology,Mid-Market,APAC
1089669541,Make Pte,540252803,1050508733,Make Pte - New Logo (FY2026),96429.70009442364,Solution Validation,New Logo,0.43842054868738595,2024-11-22 23:00:35.151917 UTC,,2025-03-13 23:00:35.151917 UTC,FY2026-Q1,Partner,ROI Analysis,Major Competitor,,Manufacturing,Mid-Market,APAC
476941716,Market Corp,1012286360,1029413620,Market Corp - New Logo (FY2026),20241.52610058942,Discovery,New Logo,0.2942343056116231,2024-12-21 23:00:35.152155 UTC,,2025-02-20 23:00:35.152155 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Major Competitor,,Retail,SMB,NA
1841089058,Machine Pte,1012286360,122346013,Machine Pte - New Logo (FY2026),244532.03572067927,Negotiation,New Logo,0.9080224253178676,2024-09-06 23:00:35.1524 UTC,,2025-02-05 23:00:35.1524 UTC,FY2026-Q1,Inbound,Final Approval,,,Manufacturing,Enterprise,APAC
678411276,Digital Ltd,1012286360,943289491,Digital Ltd - New Logo (FY2026),107808.32330388526,Prospecting,New Logo,0.1994505274370106,2025-01-15 23:00:35.152612 UTC,,2025-05-27 23:00:35.152612 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Major Competitor,,Technology,Mid-Market,APAC
868116117,Digital Pte,1573298481,943289491,Digital Pte - Referral (FY2026),95300.85540455335,Prospecting,Referral,0.13929945767053195,2024-12-28 23:00:35.152849 UTC,,2025-06-21 23:00:35.152849 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Major Competitor,,Technology,Enterprise,APAC
2102523452,Build Corp,593024918,1816148921,Build Corp - Referral (FY2026),53755.42706717519,Closed Won,Referral,0.9192795129843859,2024-08-22 23:00:35.153098 UTC,2024-08-31 23:00:35.153098 UTC,2025-01-12 23:00:35.153098 UTC,FY2026-Q1,Outbound,,,,Manufacturing,Mid-Market,NA
1594964628,Trade Ltd,1509418865,81801061,Trade Ltd - New Logo (FY2026),15082.29065898505,Solution Validation,New Logo,0.5908942221836218,2024-10-28 23:00:35.153349 UTC,,2025-02-13 23:00:35.153349 UTC,FY2026-Q1,Partner,ROI Analysis,Regional Player,,Financial,SMB,EMEA
1698218989,Construct GmbH,1509418865,374742912,Construct GmbH - New Logo (FY2026),10141.845793471675,Prospecting,New Logo,0.1222574260944077,2025-01-05 23:00:35.153595 UTC,,2025-03-23 23:00:35.153595 UTC,FY2026-Q1,Inbound,Schedule Discovery Call,Regional Player,,Manufacturing,SMB,EMEA
1717448965,Finance Pte,1521775574,517880878,Finance Pte - New Logo (FY2026),11001.220204152758,Discovery,New Logo,0.24193613385390414,2024-12-10 23:00:35.15386 UTC,,2025-02-11 23:00:35.15386 UTC,FY2026-Q1,Outbound,Technical Deep Dive,,,Financial,SMB,APAC
2064795466,Construct SRL,1521775574,1029413620,Construct SRL - New Logo (FY2026),270474.231036962,Prospecting,New Logo,0.19675767437730873,2025-01-13 23:00:35.154106 UTC,,2025-06-15 23:00:35.154106 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Regional Player,,Manufacturing,Enterprise,LATAM
1815597463,Tech Ltd,1787424737,81801061,Tech Ltd - New Logo (FY2026),10863.814334658358,Discovery,New Logo,0.2657132773637402,2024-12-17 23:00:35.154363 UTC,,2025-03-17 23:00:35.154363 UTC,FY2026-Q1,Inbound,Technical Deep Dive,,,Technology,SMB,EMEA
1309843587,Digital LLC,1787424737,126591564,Digital LLC - Referral (FY2026),241515.9632736688,Prospecting,Referral,0.14649305739969595,2024-12-31 23:00:35.154587 UTC,,2025-06-01 23:00:35.154587 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Regional Player,,Technology,Enterprise,NA
1706715319,Data Inc,1787424737,943289491,Data Inc - New Logo (FY2026),151749.44505046637,Closed Lost,New Logo,0.0,2024-07-29 23:00:35.154829 UTC,2024-08-13 23:00:35.154829 UTC,2025-01-18 23:00:35.154829 UTC,FY2026-Q1,Outbound,,,Budget,Technology,Enterprise,NA
301587946,Shop SA,1806473092,1826904509,Shop SA - Referral (FY2026),82949.796776302,Proposal,Referral,0.7364065762725387,2024-10-09 23:00:35.155059 UTC,,2025-01-27 23:00:35.155059 UTC,FY2026-Q1,Event,Contract Review,,,Retail,Mid-Market,EMEA
1841081007,Software Ltd,1806473092,951775129,Software Ltd - New Logo (FY2026),7990.564160501019,Solution Validation,New Logo,0.5944982495176704,2024-11-01 23:00:35.155305 UTC,,2025-02-17 23:00:35.155305 UTC,FY2026-Q1,Inbound,ROI Analysis,Major Competitor,,Technology,SMB,EMEA
537519877,Software Ltd,1806473092,1224300936,Software Ltd - New Logo (FY2026),96809.05844343854,Prospecting,New Logo,9.085027855293902e-2,2024-12-28 23:00:35.155541 UTC,,2025-05-22 23:00:35.155541 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Regional Player,,Technology,Mid-Market,LATAM
1636396240,Tech Inc,2040076048,81801061,Tech Inc - New Logo (FY2026),18766.312129273014,Discovery,New Logo,0.3225532082849715,2024-12-12 23:00:35.155791 UTC,,2025-02-16 23:00:35.155791 UTC,FY2026-Q1,Partner,Technical Deep Dive,Major Competitor,,Technology,SMB,NA
240560756,Invest LLC,2040076048,1826904509,Invest LLC - New Logo (FY2026),353288.01759888267,Prospecting,New Logo,0.18857203206575196,2024-12-29 23:00:35.156095 UTC,,2025-07-15 23:00:35.156095 UTC,FY2026-Q3,Outbound,Schedule Discovery Call,Major Competitor,,Financial,Enterprise,NA
999249084,Cyber Corp,684209866,643793315,Cyber Corp - New Logo (FY2025),57429.74885917866,Closed Lost,New Logo,1.9479188624595148e-2,2024-08-20 23:00:35.156364 UTC,2024-08-23 23:00:35.156364 UTC,2024-12-28 23:00:35.156364 UTC,FY2025-Q4,Outbound,,Major Competitor,Budget,Technology,Mid-Market,NA
969588553,Tech Ltd,684209866,1224300936,Tech Ltd - New Logo (FY2026),23895.635350944372,Solution Validation,New Logo,0.41283712071127643,2024-10-28 23:00:35.156682 UTC,,2025-02-18 23:00:35.156682 UTC,FY2026-Q1,Event,ROI Analysis,,,Technology,SMB,APAC
874626241,Capital SA,883091077,126591564,Capital SA - New Logo (FY2026),224712.43322175718,Prospecting,New Logo,5.557157445535468e-2,2025-01-05 23:00:35.156947 UTC,,2025-07-31 23:00:35.156947 UTC,FY2026-Q3,Outbound,Schedule Discovery Call,Regional Player,,Financial,Enterprise,EMEA
1292044804,Digital LLC,883091077,1997519883,Digital LLC - Referral (FY2026),45928.640934398194,Proposal,Referral,0.7953197862042629,2024-10-03 23:00:35.1572 UTC,,2025-01-29 23:00:35.1572 UTC,FY2026-Q1,Outbound,Contract Review,,,Technology,Mid-Market,NA
1498638802,Bio Inc,1294517306,1816148921,Bio Inc - Referral (FY2026),6379.223851233401,Prospecting,Referral,0.13705773669236296,2025-01-12 23:00:35.157444 UTC,,2025-04-25 23:00:35.157444 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,,,Healthcare,SMB,NA
627120999,Medical Pte,419300217,1507141089,Medical Pte - New Logo (FY2026),44071.417202297656,Discovery,New Logo,0.21628113241490785,2024-11-28 23:00:35.157709 UTC,,2025-04-11 23:00:35.157709 UTC,FY2026-Q2,Partner,Technical Deep Dive,Major Competitor,,Healthcare,Mid-Market,APAC
1977710227,Finance SA,419300217,1997519883,Finance SA - New Logo (FY2026),471093.53915057256,Proposal,New Logo,0.6582654342843273,2024-10-15 23:00:35.157963 UTC,,2025-03-22 23:00:35.157963 UTC,FY2026-Q1,Inbound,Contract Review,,,Financial,Enterprise,EMEA
1985315278,Build GmbH,419300217,126591564,Build GmbH - Referral (FY2026),23304.093123351828,Solution Validation,Referral,0.5281565633526208,2024-10-26 23:00:35.158193 UTC,,2025-02-08 23:00:35.158193 UTC,FY2026-Q1,Partner,ROI Analysis,,,Manufacturing,SMB,EMEA
545543389,Cyber SA,1478151713,126591564,Cyber SA - New Logo (FY2026),6887.767512847433,Solution Validation,New Logo,0.4671013359722104,2024-11-25 23:00:35.158431 UTC,,2025-02-21 23:00:35.158431 UTC,FY2026-Q1,Inbound,ROI Analysis,Major Competitor,,Technology,SMB,EMEA
1383749196,Digital LLC,1277368293,1180861141,Digital LLC - New Logo (FY2026),44090.1194377652,Solution Validation,New Logo,0.4270109771470841,2024-11-08 23:00:35.158674 UTC,,2025-03-14 23:00:35.158674 UTC,FY2026-Q1,Outbound,ROI Analysis,Major Competitor,,Technology,Mid-Market,NA
684580738,Finance Ltd,1277368293,1224300936,Finance Ltd - Referral (FY2026),317962.1945579328,Solution Validation,Referral,0.5869149918531735,2024-11-08 23:00:35.158916 UTC,,2025-04-14 23:00:35.158916 UTC,FY2026-Q2,Event,ROI Analysis,Major Competitor,,Financial,Enterprise,EMEA
945077884,Bio Ltd,1818169234,2138075717,Bio Ltd - Referral (FY2026),80675.78749555387,Discovery,Referral,0.19849560855058115,2024-11-29 23:00:35.159155 UTC,,2025-03-10 23:00:35.159155 UTC,FY2026-Q1,Event,Technical Deep Dive,Major Competitor,,Healthcare,Mid-Market,EMEA
1663062810,Data LLC,1335733729,951775129,Data LLC - New Logo (FY2026),7741.4864127556175,Discovery,New Logo,0.3332968683383911,2024-12-24 23:00:35.159397 UTC,,2025-03-17 23:00:35.159397 UTC,FY2026-Q1,Inbound,Technical Deep Dive,Major Competitor,,Technology,SMB,NA
1666550636,Shop Co,1793880323,1224300936,Shop Co - New Logo (FY2026),448737.3981008189,Proposal,New Logo,0.6957636141679817,2024-10-02 23:00:35.159633 UTC,,2025-03-10 23:00:35.159633 UTC,FY2026-Q1,Outbound,Contract Review,,,Retail,Enterprise,APAC
617447763,Health SRL,2084304502,1608037409,Health SRL - New Logo (FY2026),71532.42410733836,Discovery,New Logo,0.28797822365126235,2024-11-25 23:00:35.15987 UTC,,2025-04-19 23:00:35.15987 UTC,FY2026-Q2,Event,Technical Deep Dive,,,Healthcare,Mid-Market,LATAM
121626748,Tech GmbH,1048273363,840859815,Tech GmbH - New Logo (FY2026),23952.052375932384,Discovery,New Logo,0.15916554403961286,2024-12-08 23:00:35.160108 UTC,,2025-02-08 23:00:35.160108 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Major Competitor,,Technology,SMB,EMEA
2131291559,Industrial SA,1048273363,1224300936,Industrial SA - New Logo (FY2026),229235.60816918878,Solution Validation,New Logo,0.5551285885074349,2024-11-16 23:00:35.160344 UTC,,2025-04-24 23:00:35.160344 UTC,FY2026-Q2,Outbound,ROI Analysis,Major Competitor,,Manufacturing,Enterprise,EMEA
658547258,Make GmbH,1924098329,81801061,Make GmbH - New Logo (FY2026),269294.5478022794,Prospecting,New Logo,0.11116344775544094,2025-01-03 23:00:35.160583 UTC,,2025-06-13 23:00:35.160583 UTC,FY2026-Q2,Event,Schedule Discovery Call,,,Manufacturing,Enterprise,EMEA
989697746,Software SA,1924098329,519770588,Software SA - New Logo (FY2026),24199.132987705496,Prospecting,New Logo,0.15835997457381393,2025-01-07 23:00:35.160815 UTC,,2025-04-24 23:00:35.160815 UTC,FY2026-Q2,Partner,Schedule Discovery Call,Major Competitor,,Technology,SMB,EMEA
2006440601,Retail Corp,208318822,1050508733,Retail Corp - Referral (FY2025),39685.24702655025,Closed Lost,Referral,8.345721646320522e-2,2024-07-31 23:00:35.161036 UTC,2024-08-30 23:00:35.161036 UTC,2024-11-10 23:00:35.161036 UTC,FY2025-Q4,Inbound,,Regional Player,Budget,Retail,Mid-Market,NA
1599674801,Software Corp,208318822,1608037409,Software Corp - Referral (FY2026),246561.81145542627,Proposal,Referral,0.7048868422453816,2024-10-20 23:00:35.161273 UTC,,2025-04-25 23:00:35.161273 UTC,FY2026-Q2,Outbound,Contract Review,,,Technology,Enterprise,NA
983925389,Data LLC,342292,1608037409,Data LLC - New Logo (FY2026),10546.356358474346,Prospecting,New Logo,3.865227317497669e-2,2025-01-11 23:00:35.161523 UTC,,2025-04-15 23:00:35.161523 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Regional Player,,Technology,SMB,NA
1256001435,Bio GmbH,342292,742365891,Bio GmbH - New Logo (FY2026),42414.88644118364,Solution Validation,New Logo,0.5249068520344857,2024-11-25 23:00:35.161752 UTC,,2025-03-08 23:00:35.161752 UTC,FY2026-Q1,Partner,ROI Analysis,Major Competitor,,Healthcare,Mid-Market,EMEA
53937805,Market LLC,682107692,943289491,Market LLC - New Logo (FY2026),153179.5806496556,Closed Won,New Logo,0.945219273136579,2024-08-24 23:00:35.181343 UTC,2024-08-30 23:00:35.181343 UTC,2025-03-18 23:00:35.181343 UTC,FY2026-Q1,Inbound,,,,Retail,Enterprise,NA
1167043691,Software Ltd,1207987890,1029413620,Software Ltd - New Logo (FY2026),18928.373425794874,Solution Validation,New Logo,0.43830627473204326,2024-11-15 23:00:35.185518 UTC,,2025-02-24 23:00:35.185518 UTC,FY2026-Q1,Outbound,ROI Analysis,Major Competitor,,Technology,SMB,APAC
177909682,Finance LLC,1207987890,1398229709,Finance LLC - New Logo (FY2026),24004.318069012163,Solution Validation,New Logo,0.5650656763444248,2024-11-25 23:00:35.18578 UTC,,2025-02-05 23:00:35.18578 UTC,FY2026-Q1,Event,ROI Analysis,Major Competitor,,Financial,SMB,NA
1724662330,Capital Ltd,1355666109,895334175,Capital Ltd - New Logo (FY2026),26009.383382463886,Discovery,New Logo,0.33931071323723844,2024-11-30 23:00:35.188569 UTC,,2025-03-22 23:00:35.188569 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Major Competitor,,Financial,SMB,LATAM
2081886936,Digital SA,1355666109,951775129,Digital SA - New Logo (FY2025),12980.267664699959,Closed Won,New Logo,1.0,2024-08-21 23:00:35.188823 UTC,2024-08-29 23:00:35.188823 UTC,2024-12-14 23:00:35.188823 UTC,FY2025-Q4,Outbound,,,,Technology,SMB,EMEA
642909448,Retail LLC,1608524243,742365891,Retail LLC - New Logo (FY2026),89641.93479166724,Discovery,New Logo,0.2861827839818709,2024-12-19 23:00:35.192744 UTC,,2025-04-30 23:00:35.192744 UTC,FY2026-Q2,Partner,Technical Deep Dive,Major Competitor,,Retail,Mid-Market,NA
201417715,Health Ltd,2050633185,951775129,Health Ltd - New Logo (FY2026),74050.59404113304,Proposal,New Logo,0.6879958714235913,2024-09-28 23:00:35.195996 UTC,,2025-02-19 23:00:35.195996 UTC,FY2026-Q1,Outbound,Contract Review,,,Healthcare,Mid-Market,APAC
1592943866,Invest Inc,1515566712,1029413620,Invest Inc - New Logo (FY2026),60142.21351114077,Prospecting,New Logo,1.6628994048851792e-2,2025-01-01 23:00:35.198334 UTC,,2025-04-24 23:00:35.198334 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Regional Player,,Financial,Mid-Market,NA
65468018,Digital GmbH,375771347,122346013,Digital GmbH - New Logo (FY2026),10935.17564897475,Solution Validation,New Logo,0.5813264812959235,2024-11-17 23:00:35.198612 UTC,,2025-02-22 23:00:35.198612 UTC,FY2026-Q1,Inbound,ROI Analysis,,,Technology,SMB,EMEA
1823284580,Bio SA,375771347,1826904509,Bio SA - Referral (FY2026),56872.300038684,Prospecting,Referral,5.675744458068693e-2,2025-01-08 23:00:35.198864 UTC,,2025-05-31 23:00:35.198864 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Regional Player,,Healthcare,Mid-Market,EMEA
826351923,Bio Corp,375771347,1398229709,Bio Corp - New Logo (FY2026),32396.590077405584,Closed Lost,New Logo,3.2563519163834403e-2,2024-08-22 23:00:35.19914 UTC,2024-09-17 23:00:35.19914 UTC,2025-01-18 23:00:35.19914 UTC,FY2026-Q1,Outbound,,,Budget,Healthcare,Mid-Market,NA
784890738,Market SA,807743879,1157138452,Market SA - New Logo (FY2026),122168.98651764309,Solution Validation,New Logo,0.40845094444943414,2024-11-25 23:00:35.199404 UTC,,2025-05-29 23:00:35.199404 UTC,FY2026-Q2,Inbound,ROI Analysis,Major Competitor,,Retail,Enterprise,EMEA
956493508,Construct SA,807743879,1398229709,Construct SA - New Logo (FY2026),80887.20799864214,Proposal,New Logo,0.6783048055483795,2024-10-13 23:00:35.19968 UTC,,2025-01-11 23:00:35.19968 UTC,FY2026-Q1,Inbound,Contract Review,,,Manufacturing,Mid-Market,LATAM
705782868,Finance Ltd,2018243357,289350603,Finance Ltd - Referral (FY2026),9749.385164060608,Prospecting,Referral,8.335349832892523e-2,2024-12-25 23:00:35.199958 UTC,,2025-03-10 23:00:35.199958 UTC,FY2026-Q1,Partner,Schedule Discovery Call,Regional Player,,Financial,SMB,LATAM
1078934345,Tech SA,1063990017,374742912,Tech SA - New Logo (FY2026),10726.413798463955,Prospecting,New Logo,0.1831284206654362,2024-12-27 23:00:35.200217 UTC,,2025-03-22 23:00:35.200217 UTC,FY2026-Q1,Event,Schedule Discovery Call,Major Competitor,,Technology,SMB,LATAM
1453837775,Software Pte,1063990017,1050508733,Software Pte - Referral (FY2026),10830.715808193212,Discovery,Referral,0.2023832933989949,2024-12-05 23:00:35.200479 UTC,,2025-03-29 23:00:35.200479 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Regional Player,,Technology,SMB,APAC
534829193,Shop SA,451891310,2138075717,Shop SA - New Logo (FY2026),23380.374344687043,Negotiation,New Logo,0.8781138340329598,2024-09-16 23:00:35.20074 UTC,,2025-02-12 23:00:35.20074 UTC,FY2026-Q1,Partner,Final Approval,,,Retail,Mid-Market,LATAM
68546792,Tech SA,451891310,895334175,Tech SA - New Logo (FY2026),19165.27737024978,Discovery,New Logo,0.29221226815147255,2024-12-09 23:00:35.200966 UTC,,2025-02-24 23:00:35.200966 UTC,FY2026-Q1,Partner,Technical Deep Dive,Major Competitor,,Technology,SMB,EMEA
723892412,Make Co,1460930361,126591564,Make Co - New Logo (FY2026),25210.699771192045,Prospecting,New Logo,3.5670545148879074e-2,2025-01-21 23:00:35.20121 UTC,,2025-04-15 23:00:35.20121 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,,,Manufacturing,SMB,APAC
1130816599,Commerce Ltd,1460930361,1157138452,Commerce Ltd - New Logo (FY2026),104281.9363586585,Discovery,New Logo,0.2403514371914737,2024-12-13 23:00:35.20146 UTC,,2025-04-23 23:00:35.20146 UTC,FY2026-Q2,Event,Technical Deep Dive,,,Retail,Mid-Market,EMEA
2146711442,Market Pte,1696426999,2138075717,Market Pte - New Logo (FY2026),17865.03801456996,Prospecting,New Logo,1.7762729565950708e-2,2025-01-07 23:00:35.201709 UTC,,2025-04-07 23:00:35.201709 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Regional Player,,Retail,SMB,APAC
183209633,Industrial LLC,1696426999,289350603,Industrial LLC - New Logo (FY2026),6692.130111752215,Discovery,New Logo,0.27559108533257975,2024-12-01 23:00:35.201951 UTC,,2025-03-28 23:00:35.201951 UTC,FY2026-Q1,Event,Technical Deep Dive,Regional Player,,Manufacturing,SMB,NA
1298775901,Machine SA,1696426999,1050508733,Machine SA - Referral (FY2026),64928.442961805864,Discovery,Referral,0.23325491543291718,2024-12-03 23:00:35.202188 UTC,,2025-04-30 23:00:35.202188 UTC,FY2026-Q2,Inbound,Technical Deep Dive,Regional Player,,Manufacturing,Mid-Market,LATAM
435634929,Tech Inc,172029813,1507141089,Tech Inc - Referral (FY2025),13175.937977213032,Closed Won,Referral,1.0,2024-08-03 23:00:35.202428 UTC,2024-08-24 23:00:35.202428 UTC,2024-11-04 23:00:35.202428 UTC,FY2025-Q4,Inbound,,,,Technology,SMB,NA
1186607670,Capital Ltd,172029813,1608037409,Capital Ltd - New Logo (FY2025),16792.483621817282,Negotiation,New Logo,0.8305097794648111,2024-09-15 23:00:35.202665 UTC,,2024-12-08 23:00:35.202665 UTC,FY2025-Q4,Outbound,Final Approval,,,Financial,SMB,APAC
874422733,Capital Pte,1013072796,1826904509,Capital Pte - New Logo (FY2026),13912.874180008472,Discovery,New Logo,0.19711182504812916,2024-12-02 23:00:35.202902 UTC,,2025-03-01 23:00:35.202902 UTC,FY2026-Q1,Outbound,Technical Deep Dive,,,Financial,SMB,APAC
1931633781,Cyber SA,1013072796,1826904509,Cyber SA - New Logo (FY2025),18216.123237974145,Closed Won,New Logo,0.9360120496009747,2024-08-04 23:00:35.203132 UTC,2024-08-06 23:00:35.203132 UTC,2024-11-06 23:00:35.203132 UTC,FY2025-Q4,Partner,,,,Technology,SMB,EMEA
896355729,Digital Ltd,1013072796,289350603,Digital Ltd - New Logo (FY2026),61635.211415436046,Discovery,New Logo,0.20218591568939298,2024-12-19 23:00:35.203354 UTC,,2025-04-15 23:00:35.203354 UTC,FY2026-Q2,Partner,Technical Deep Dive,Major Competitor,,Technology,Mid-Market,EMEA
1338038975,Digital Inc,1483704932,1180861141,Digital Inc - Referral (FY2026),13549.736952822679,Discovery,Referral,0.20846499204417973,2024-12-05 23:00:35.2036 UTC,,2025-03-04 23:00:35.2036 UTC,FY2026-Q1,Partner,Technical Deep Dive,Major Competitor,,Technology,SMB,NA
