_bom_id,_product_id,_prev_revision_id,_creation_date
279438554,1903395576,2,2023-01-01 00:00:00 UTC
88362685,649271892,0,2020-01-01 00:00:00 UTC
1728140340,649271892,1,2021-07-01 00:00:00 UTC
1504565886,649271892,2,2023-01-01 00:00:00 UTC
728589830,24194097,0,2020-01-01 00:00:00 UTC
974201967,24194097,1,2021-07-01 00:00:00 UTC
1606894161,24194097,2,2023-01-01 00:00:00 UTC
1618543120,235866537,0,2020-01-01 00:00:00 UTC
856063090,235866537,1,2021-07-01 00:00:00 UTC
279112560,235866537,2,2023-01-01 00:00:00 UTC
1184558940,314724158,0,2020-01-01 00:00:00 UTC
1376577187,314724158,1,2021-07-01 00:00:00 UTC
1987933379,314724158,2,2023-01-01 00:00:00 UTC
883468419,1864803075,0,2020-01-01 00:00:00 UTC
1211593568,1864803075,1,2021-07-01 00:00:00 UTC
1918025631,1864803075,2,2023-01-01 00:00:00 UTC
1564994192,971721709,0,2020-01-01 00:00:00 UTC
573756916,971721709,1,2021-07-01 00:00:00 UTC
959751331,971721709,2,2023-01-01 00:00:00 UTC
595553814,1351291359,0,2020-01-01 00:00:00 UTC
2140820537,1351291359,1,2021-07-01 00:00:00 UTC
195495278,1351291359,2,2023-01-01 00:00:00 UTC
169504516,1169371025,0,2020-01-01 00:00:00 UTC
120659457,1169371025,1,2021-07-01 00:00:00 UTC
1094638256,1169371025,2,2023-01-01 00:00:00 UTC
989476111,714950397,0,2020-01-01 00:00:00 UTC
1285483430,714950397,1,2021-07-01 00:00:00 UTC
1626689300,714950397,2,2023-01-01 00:00:00 UTC
1538912238,1418278233,0,2020-01-01 00:00:00 UTC
1357789240,1418278233,1,2021-07-01 00:00:00 UTC
1659037625,1418278233,2,2023-01-01 00:00:00 UTC
1625314679,721157294,0,2020-01-01 00:00:00 UTC
320781467,721157294,1,2021-07-01 00:00:00 UTC
1772135726,721157294,2,2023-01-01 00:00:00 UTC
557897927,1893282248,0,2020-01-01 00:00:00 UTC
401357890,1893282248,1,2021-07-01 00:00:00 UTC
1563847896,1893282248,2,2023-01-01 00:00:00 UTC
264723117,1469678257,0,2020-01-01 00:00:00 UTC
475073496,1469678257,1,2021-07-01 00:00:00 UTC
1724813003,1469678257,2,2023-01-01 00:00:00 UTC
1667622705,237587462,0,2020-01-01 00:00:00 UTC
1095791681,237587462,1,2021-07-01 00:00:00 UTC
571675503,237587462,2,2023-01-01 00:00:00 UTC
294383606,158636969,0,2020-01-01 00:00:00 UTC
937405556,158636969,1,2021-07-01 00:00:00 UTC
1833917321,158636969,2,2023-01-01 00:00:00 UTC
914604188,538968174,0,2020-01-01 00:00:00 UTC
1912481658,538968174,1,2021-07-01 00:00:00 UTC
652849496,538968174,2,2023-01-01 00:00:00 UTC
851106601,1360599361,0,2020-01-01 00:00:00 UTC
2045142903,1360599361,1,2021-07-01 00:00:00 UTC
712893923,1360599361,2,2023-01-01 00:00:00 UTC
355208628,815732153,0,2020-01-01 00:00:00 UTC
1246399077,815732153,1,2021-07-01 00:00:00 UTC
1959976272,815732153,2,2023-01-01 00:00:00 UTC
320043592,1149012990,0,2020-01-01 00:00:00 UTC
186167795,1149012990,1,2021-07-01 00:00:00 UTC
925553547,1149012990,2,2023-01-01 00:00:00 UTC
951394084,117227393,0,2020-01-01 00:00:00 UTC
31903920,117227393,1,2021-07-01 00:00:00 UTC
397277279,117227393,2,2023-01-01 00:00:00 UTC
1316181296,503895462,0,2020-01-01 00:00:00 UTC
1105239086,503895462,1,2021-07-01 00:00:00 UTC
396110035,503895462,2,2023-01-01 00:00:00 UTC
510737602,1334454472,0,2020-01-01 00:00:00 UTC
1081813842,1334454472,1,2021-07-01 00:00:00 UTC
202386812,1334454472,2,2023-01-01 00:00:00 UTC
726541834,644159178,0,2020-01-01 00:00:00 UTC
887756089,644159178,1,2021-07-01 00:00:00 UTC
1286082945,644159178,2,2023-01-01 00:00:00 UTC
1801323152,726013018,0,2020-01-01 00:00:00 UTC
280212015,726013018,1,2021-07-01 00:00:00 UTC
823312950,726013018,2,2023-01-01 00:00:00 UTC
1176225469,1414698123,0,2020-01-01 00:00:00 UTC
1673970455,1414698123,1,2021-07-01 00:00:00 UTC
725151099,1414698123,2,2023-01-01 00:00:00 UTC
979341481,996737480,0,2020-01-01 00:00:00 UTC
1202374296,996737480,1,2021-07-01 00:00:00 UTC
1448282882,996737480,2,2023-01-01 00:00:00 UTC
85709233,1357746544,0,2020-01-01 00:00:00 UTC
1156123337,1357746544,1,2021-07-01 00:00:00 UTC
370937204,1357746544,2,2023-01-01 00:00:00 UTC
614365334,968148888,0,2020-01-01 00:00:00 UTC
92270911,968148888,1,2021-07-01 00:00:00 UTC
782362240,968148888,2,2023-01-01 00:00:00 UTC
2116230178,1690967869,0,2020-01-01 00:00:00 UTC
1828818751,1690967869,1,2021-07-01 00:00:00 UTC
1565500644,1690967869,2,2023-01-01 00:00:00 UTC
359545130,861257875,0,2020-01-01 00:00:00 UTC
1984639377,861257875,1,2021-07-01 00:00:00 UTC
310553363,861257875,2,2023-01-01 00:00:00 UTC
1710437190,980311800,0,2020-01-01 00:00:00 UTC
2064644887,980311800,1,2021-07-01 00:00:00 UTC
1793351664,980311800,2,2023-01-01 00:00:00 UTC
1082578732,1734633040,0,2020-01-01 00:00:00 UTC
18767755,1734633040,1,2021-07-01 00:00:00 UTC
809960199,1734633040,2,2023-01-01 00:00:00 UTC
827389767,1407431997,0,2020-01-01 00:00:00 UTC
463212744,1407431997,1,2021-07-01 00:00:00 UTC
1949206517,1407431997,2,2023-01-01 00:00:00 UTC
458037141,948402279,0,2020-01-01 00:00:00 UTC
1977222652,948402279,1,2021-07-01 00:00:00 UTC
56617153,948402279,2,2023-01-01 00:00:00 UTC
324432082,1391857307,0,2020-01-01 00:00:00 UTC
1928778234,1391857307,1,2021-07-01 00:00:00 UTC
317036765,1391857307,2,2023-01-01 00:00:00 UTC
709848162,2135172852,0,2020-01-01 00:00:00 UTC
387630367,2135172852,1,2021-07-01 00:00:00 UTC
263944425,2135172852,2,2023-01-01 00:00:00 UTC
990005177,138468003,0,2020-01-01 00:00:00 UTC
971420371,138468003,1,2021-07-01 00:00:00 UTC
295055849,138468003,2,2023-01-01 00:00:00 UTC
626818956,1715231337,0,2020-01-01 00:00:00 UTC
584476507,1715231337,1,2021-07-01 00:00:00 UTC
877579442,1715231337,2,2023-01-01 00:00:00 UTC
1235067602,1216925316,0,2020-01-01 00:00:00 UTC
1885726033,1216925316,1,2021-07-01 00:00:00 UTC
1427987924,1216925316,2,2023-01-01 00:00:00 UTC
1440458134,1568952657,0,2020-01-01 00:00:00 UTC
864823393,1568952657,1,2021-07-01 00:00:00 UTC
653922855,1568952657,2,2023-01-01 00:00:00 UTC
1898560835,1938871808,0,2020-01-01 00:00:00 UTC
1891642536,1938871808,1,2021-07-01 00:00:00 UTC
95104479,1938871808,2,2023-01-01 00:00:00 UTC
1904555844,1003989071,0,2020-01-01 00:00:00 UTC
1235307770,1003989071,1,2021-07-01 00:00:00 UTC
2043300723,1003989071,2,2023-01-01 00:00:00 UTC
433367237,417850721,0,2020-01-01 00:00:00 UTC
1492899817,417850721,1,2021-07-01 00:00:00 UTC
618394211,417850721,2,2023-01-01 00:00:00 UTC
1825709420,375548612,0,2020-01-01 00:00:00 UTC
1962650513,375548612,1,2021-07-01 00:00:00 UTC
1734097899,375548612,2,2023-01-01 00:00:00 UTC
2112289724,462641831,0,2020-01-01 00:00:00 UTC
1236430502,462641831,1,2021-07-01 00:00:00 UTC
148792152,462641831,2,2023-01-01 00:00:00 UTC
2033870902,423908395,0,2020-01-01 00:00:00 UTC
1373975141,423908395,1,2021-07-01 00:00:00 UTC
660968767,423908395,2,2023-01-01 00:00:00 UTC
1777827341,528852351,0,2020-01-01 00:00:00 UTC
1794738430,528852351,1,2021-07-01 00:00:00 UTC
1888365510,528852351,2,2023-01-01 00:00:00 UTC
500862772,200847630,0,2020-01-01 00:00:00 UTC
2144891938,200847630,1,2021-07-01 00:00:00 UTC
521405757,200847630,2,2023-01-01 00:00:00 UTC
859053774,1962022059,0,2020-01-01 00:00:00 UTC
2001810219,1962022059,1,2021-07-01 00:00:00 UTC
900559074,1962022059,2,2023-01-01 00:00:00 UTC
1869226331,1322626899,0,2020-01-01 00:00:00 UTC
801485009,1322626899,1,2021-07-01 00:00:00 UTC
1433303261,1322626899,2,2023-01-01 00:00:00 UTC
380053592,896881359,0,2020-01-01 00:00:00 UTC
748687630,896881359,1,2021-07-01 00:00:00 UTC
452305323,896881359,2,2023-01-01 00:00:00 UTC
2064701759,1721734089,0,2020-01-01 00:00:00 UTC
729985596,1721734089,1,2021-07-01 00:00:00 UTC
1783919268,1721734089,2,2023-01-01 00:00:00 UTC
1162379777,1188366241,0,2020-01-01 00:00:00 UTC
469075181,1188366241,1,2021-07-01 00:00:00 UTC
262610256,1188366241,2,2023-01-01 00:00:00 UTC
245379372,807718498,0,2020-01-01 00:00:00 UTC
1744063487,807718498,1,2021-07-01 00:00:00 UTC
925157140,807718498,2,2023-01-01 00:00:00 UTC
530692950,841230372,0,2020-01-01 00:00:00 UTC
41467653,841230372,1,2021-07-01 00:00:00 UTC
468356549,841230372,2,2023-01-01 00:00:00 UTC
104461394,1342531510,0,2020-01-01 00:00:00 UTC
1649938608,1342531510,1,2021-07-01 00:00:00 UTC
555065265,1342531510,2,2023-01-01 00:00:00 UTC
1515875445,430359821,0,2020-01-01 00:00:00 UTC
1195674245,430359821,1,2021-07-01 00:00:00 UTC
685985637,430359821,2,2023-01-01 00:00:00 UTC
1392826101,1891357654,0,2020-01-01 00:00:00 UTC
264574702,1891357654,1,2021-07-01 00:00:00 UTC
24872798,1891357654,2,2023-01-01 00:00:00 UTC
380033603,550287322,0,2020-01-01 00:00:00 UTC
1939626660,550287322,1,2021-07-01 00:00:00 UTC
1793014470,550287322,2,2023-01-01 00:00:00 UTC
1015696726,1873175350,0,2020-01-01 00:00:00 UTC
1567997119,1873175350,1,2021-07-01 00:00:00 UTC
1815827696,1873175350,2,2023-01-01 00:00:00 UTC
1142600433,1901933762,0,2020-01-01 00:00:00 UTC
84812071,1901933762,1,2021-07-01 00:00:00 UTC
1931778443,1901933762,2,2023-01-01 00:00:00 UTC
1644020158,1795381318,0,2020-01-01 00:00:00 UTC
1186408157,1795381318,1,2021-07-01 00:00:00 UTC
33612179,1795381318,2,2023-01-01 00:00:00 UTC
1676424118,406772211,0,2020-01-01 00:00:00 UTC
761583986,406772211,1,2021-07-01 00:00:00 UTC
793653915,406772211,2,2023-01-01 00:00:00 UTC
829845068,2137778553,0,2020-01-01 00:00:00 UTC
804069302,2137778553,1,2021-07-01 00:00:00 UTC
264297785,2137778553,2,2023-01-01 00:00:00 UTC
2131953830,366895633,0,2020-01-01 00:00:00 UTC
580613108,366895633,1,2021-07-01 00:00:00 UTC
915481451,366895633,2,2023-01-01 00:00:00 UTC
821181980,627529691,0,2020-01-01 00:00:00 UTC
447364394,627529691,1,2021-07-01 00:00:00 UTC
441283263,627529691,2,2023-01-01 00:00:00 UTC
1393862152,897958678,0,2020-01-01 00:00:00 UTC
231772118,897958678,1,2021-07-01 00:00:00 UTC
1199598725,897958678,2,2023-01-01 00:00:00 UTC
1373269347,239139843,0,2020-01-01 00:00:00 UTC
1439055595,239139843,1,2021-07-01 00:00:00 UTC
706861333,239139843,2,2023-01-01 00:00:00 UTC
9693162,902213998,0,2020-01-01 00:00:00 UTC
136569703,902213998,1,2021-07-01 00:00:00 UTC
2026960959,902213998,2,2023-01-01 00:00:00 UTC
2540482,127821775,0,2020-01-01 00:00:00 UTC
1077084801,127821775,1,2021-07-01 00:00:00 UTC
1064339401,127821775,2,2023-01-01 00:00:00 UTC
543300313,1702541668,0,2020-01-01 00:00:00 UTC
1175349655,1702541668,1,2021-07-01 00:00:00 UTC
275247027,1702541668,2,2023-01-01 00:00:00 UTC
1666591870,2076399305,0,2020-01-01 00:00:00 UTC
1215893021,2076399305,1,2021-07-01 00:00:00 UTC
1798468978,2076399305,2,2023-01-01 00:00:00 UTC
902530289,711379957,0,2020-01-01 00:00:00 UTC
655066686,711379957,1,2021-07-01 00:00:00 UTC
1350072245,711379957,2,2023-01-01 00:00:00 UTC
1003592196,396219923,0,2020-01-01 00:00:00 UTC
575163335,396219923,1,2021-07-01 00:00:00 UTC
2037826741,396219923,2,2023-01-01 00:00:00 UTC
469403308,1066275277,0,2020-01-01 00:00:00 UTC
500677310,1066275277,1,2021-07-01 00:00:00 UTC
992673599,1066275277,2,2023-01-01 00:00:00 UTC
1444608409,1237602606,0,2020-01-01 00:00:00 UTC
1947468851,1237602606,1,2021-07-01 00:00:00 UTC
2083187358,1237602606,2,2023-01-01 00:00:00 UTC
1300607327,285861879,0,2020-01-01 00:00:00 UTC
896010677,285861879,1,2021-07-01 00:00:00 UTC
600087637,285861879,2,2023-01-01 00:00:00 UTC
1724630331,594251774,0,2020-01-01 00:00:00 UTC
686761474,594251774,1,2021-07-01 00:00:00 UTC
254692376,594251774,2,2023-01-01 00:00:00 UTC
1745379918,564381391,0,2020-01-01 00:00:00 UTC
508617456,564381391,1,2021-07-01 00:00:00 UTC
769451127,564381391,2,2023-01-01 00:00:00 UTC
1795465305,1929502487,0,2020-01-01 00:00:00 UTC
647193884,1929502487,1,2021-07-01 00:00:00 UTC
773835989,1929502487,2,2023-01-01 00:00:00 UTC
1236590509,638161230,0,2020-01-01 00:00:00 UTC
1376956093,638161230,1,2021-07-01 00:00:00 UTC
780458583,638161230,2,2023-01-01 00:00:00 UTC
1778852359,2077651580,0,2020-01-01 00:00:00 UTC
1813276747,2077651580,1,2021-07-01 00:00:00 UTC
1177609729,2077651580,2,2023-01-01 00:00:00 UTC
1566595941,140724147,0,2020-01-01 00:00:00 UTC
122145848,140724147,1,2021-07-01 00:00:00 UTC
1912890062,140724147,2,2023-01-01 00:00:00 UTC
917757820,1049870185,0,2020-01-01 00:00:00 UTC
744954738,1049870185,1,2021-07-01 00:00:00 UTC
873726442,1049870185,2,2023-01-01 00:00:00 UTC
574782761,3986123,0,2020-01-01 00:00:00 UTC
938377460,3986123,1,2021-07-01 00:00:00 UTC
713341411,3986123,2,2023-01-01 00:00:00 UTC
424968061,2062370038,0,2020-01-01 00:00:00 UTC
1654029651,2062370038,1,2021-07-01 00:00:00 UTC
448062490,2062370038,2,2023-01-01 00:00:00 UTC
1133674596,1278912968,0,2020-01-01 00:00:00 UTC
1046541929,1278912968,1,2021-07-01 00:00:00 UTC
1980788892,1278912968,2,2023-01-01 00:00:00 UTC
1893428392,950599525,0,2020-01-01 00:00:00 UTC
958131434,950599525,1,2021-07-01 00:00:00 UTC
2112207985,950599525,2,2023-01-01 00:00:00 UTC
344387042,1539704034,0,2020-01-01 00:00:00 UTC
340207697,1539704034,1,2021-07-01 00:00:00 UTC
218126534,1539704034,2,2023-01-01 00:00:00 UTC
293185512,1995628648,0,2020-01-01 00:00:00 UTC
1644045359,1995628648,1,2021-07-01 00:00:00 UTC
1890471301,1995628648,2,2023-01-01 00:00:00 UTC
888081799,711269860,0,2020-01-01 00:00:00 UTC
1048785866,711269860,1,2021-07-01 00:00:00 UTC
110792424,711269860,2,2023-01-01 00:00:00 UTC
1881616934,1810742915,0,2020-01-01 00:00:00 UTC
1112123699,1810742915,1,2021-07-01 00:00:00 UTC
1362393017,1810742915,2,2023-01-01 00:00:00 UTC
110812452,1015264136,0,2020-01-01 00:00:00 UTC
190223169,1015264136,1,2021-07-01 00:00:00 UTC
2116645603,1015264136,2,2023-01-01 00:00:00 UTC
1891396969,701078848,0,2020-01-01 00:00:00 UTC
1903089433,701078848,1,2021-07-01 00:00:00 UTC
93477561,701078848,2,2023-01-01 00:00:00 UTC
1464987188,2087088206,0,2020-01-01 00:00:00 UTC
337379750,2087088206,1,2021-07-01 00:00:00 UTC
1497308899,2087088206,2,2023-01-01 00:00:00 UTC
1589013653,2007181514,0,2020-01-01 00:00:00 UTC
1283235862,2007181514,1,2021-07-01 00:00:00 UTC
1031117484,2007181514,2,2023-01-01 00:00:00 UTC
1925990256,1417866289,0,2020-01-01 00:00:00 UTC
980571181,1417866289,1,2021-07-01 00:00:00 UTC
1026685189,1417866289,2,2023-01-01 00:00:00 UTC
259249819,1915672727,0,2020-01-01 00:00:00 UTC
2015415445,1915672727,1,2021-07-01 00:00:00 UTC
562862000,1915672727,2,2023-01-01 00:00:00 UTC
557233904,1305366041,0,2020-01-01 00:00:00 UTC
1460308044,1305366041,1,2021-07-01 00:00:00 UTC
2063926860,1305366041,2,2023-01-01 00:00:00 UTC
1805159591,1462793328,0,2020-01-01 00:00:00 UTC
1668211410,1462793328,1,2021-07-01 00:00:00 UTC
489496662,1462793328,2,2023-01-01 00:00:00 UTC
1755861755,963510719,0,2020-01-01 00:00:00 UTC
17969562,963510719,1,2021-07-01 00:00:00 UTC
534832871,963510719,2,2023-01-01 00:00:00 UTC
325316453,46414656,0,2020-01-01 00:00:00 UTC
1796116461,46414656,1,2021-07-01 00:00:00 UTC
850731504,46414656,2,2023-01-01 00:00:00 UTC
38229468,1122118115,0,2020-01-01 00:00:00 UTC
1008488765,1122118115,1,2021-07-01 00:00:00 UTC
635436047,1122118115,2,2023-01-01 00:00:00 UTC
1322098009,1443232520,0,2020-01-01 00:00:00 UTC
1297098431,1443232520,1,2021-07-01 00:00:00 UTC
508504225,1443232520,2,2023-01-01 00:00:00 UTC
499881614,794008659,0,2020-01-01 00:00:00 UTC
910967195,794008659,1,2021-07-01 00:00:00 UTC
1266446897,794008659,2,2023-01-01 00:00:00 UTC
424527002,1151584239,0,2020-01-01 00:00:00 UTC
719002756,1151584239,1,2021-07-01 00:00:00 UTC
497757318,1151584239,2,2023-01-01 00:00:00 UTC
1049099638,1887614373,0,2020-01-01 00:00:00 UTC
1091747640,1887614373,1,2021-07-01 00:00:00 UTC
677524337,1887614373,2,2023-01-01 00:00:00 UTC
1328684574,1489002135,0,2020-01-01 00:00:00 UTC
947844881,1489002135,1,2021-07-01 00:00:00 UTC
1298410341,1489002135,2,2023-01-01 00:00:00 UTC
740449856,1971491875,0,2020-01-01 00:00:00 UTC
771408725,1971491875,1,2021-07-01 00:00:00 UTC
344243239,1971491875,2,2023-01-01 00:00:00 UTC
1272439145,1778676687,0,2020-01-01 00:00:00 UTC
1132714886,1778676687,1,2021-07-01 00:00:00 UTC
1427316664,1778676687,2,2023-01-01 00:00:00 UTC
823037299,2106990854,0,2020-01-01 00:00:00 UTC
932885919,2106990854,1,2021-07-01 00:00:00 UTC
88715999,2106990854,2,2023-01-01 00:00:00 UTC
