 Bom Component ID, Bom ID, Component Type
1354848045,447632069,Supply
1092284990,447632069,Supply
1945827406,1999345945,Product
485088709,1999345945,Product
931386967,1999345945,Supply
85356613,1999345945,Supply
1877110214,1999345945,Supply
1119704841,397325920,Product
2051045246,397325920,Product
845201620,397325920,Product
201343354,397325920,Supply
995926002,397325920,Supply
1293561010,397325920,Supply
1619746495,1373312586,Product
285961198,1373312586,Product
1052394239,1373312586,Product
1754512032,1373312586,Supply
414430888,1373312586,Supply
1704516133,1373312586,Supply
132558556,786016391,Product
1296240570,786016391,Product
829807908,786016391,Product
424976560,786016391,Supply
679217091,786016391,Supply
868285757,786016391,Supply
880628173,747408911,Product
1869710762,747408911,Product
1465320666,747408911,Supply
871727510,747408911,Supply
1252233987,747408911,Supply
942162469,550173934,Product
189140409,550173934,Product
226729815,550173934,Supply
460747814,550173934,Supply
1133315918,550173934,Supply
1480398944,680693128,Product
1963583400,680693128,Product
925240401,680693128,Supply
1851117311,680693128,Supply
1521051847,680693128,Supply
294429046,1202688242,Product
518418280,1202688242,Supply
463916665,1202688242,Supply
658911333,143046758,Product
331818617,143046758,Supply
2004871885,143046758,Supply
1241344643,1489426704,Product
1846425548,1489426704,Supply
1964648064,1489426704,Supply
542698060,1660446470,Product
1231026564,1660446470,Product
1299806882,1660446470,Supply
1582879424,1660446470,Supply
621073402,286132158,Product
699169920,286132158,Product
496660194,286132158,Supply
2065361941,286132158,Supply
639100783,814412834,Product
306699204,814412834,Product
147715569,814412834,Supply
2023250316,814412834,Supply
2145591725,103446226,Product
424615729,103446226,Product
2028631419,103446226,Supply
1797320085,103446226,Supply
939434216,103446226,Supply
569858050,1597002529,Product
774995811,1597002529,Product
717595303,1597002529,Supply
1594489343,1597002529,Supply
1624260913,1597002529,Supply
464676508,434239218,Product
592272250,434239218,Product
51674302,434239218,Supply
1121297381,434239218,Supply
230637325,434239218,Supply
831452128,1758141711,Product
1919388542,1758141711,Product
235303834,1758141711,Supply
1725386183,1758141711,Supply
752022730,1758141711,Supply
87385715,1615220913,Product
1292426386,1615220913,Product
1761730348,1615220913,Supply
517609523,1615220913,Supply
347326619,1615220913,Supply
729660156,1302696396,Product
1877339299,1302696396,Product
248092879,1302696396,Supply
2046742844,1302696396,Supply
826318189,1302696396,Supply
164445329,1106926781,Product
56270274,1106926781,Product
1831443774,1106926781,Supply
1505177087,1106926781,Supply
1590913642,1106926781,Supply
440076818,2071068999,Product
2084349411,2071068999,Product
821830331,2071068999,Supply
1091707349,2071068999,Supply
995322638,2071068999,Supply
587995535,1235460818,Product
667507598,1235460818,Product
1702356494,1235460818,Supply
73160926,1235460818,Supply
1705966816,1235460818,Supply
2038340979,530864414,Product
153479060,530864414,Supply
154052690,530864414,Supply
1422046839,830146253,Product
1500430154,830146253,Supply
1842209469,830146253,Supply
867782593,42366963,Product
367531525,42366963,Supply
1908304981,42366963,Supply
1090891832,404659660,Product
1995580241,404659660,Product
1383942924,404659660,Supply
861396440,404659660,Supply
178846571,404659660,Supply
661511558,743085679,Product
1125732668,743085679,Product
1367619758,743085679,Supply
654444586,743085679,Supply
1538297978,743085679,Supply
179276918,1312738259,Product
1900639593,1312738259,Product
1488184382,1312738259,Supply
1191339967,1312738259,Supply
604629120,1312738259,Supply
1643744794,2120361562,Product
929468333,2120361562,Supply
1724449799,2120361562,Supply
1873061564,1318045684,Product
637890900,1318045684,Supply
886682598,1318045684,Supply
817791841,1715986743,Product
1570772986,1715986743,Supply
1552482522,1715986743,Supply
921228090,1355551649,Product
1526461669,1355551649,Supply
549879723,1355551649,Supply
1768921682,634089884,Product
99058556,634089884,Supply
869279069,634089884,Supply
1275457708,2060077383,Product
913751734,2060077383,Supply
1018066461,2060077383,Supply
222952735,510172143,Product
162330832,510172143,Supply
1966053939,510172143,Supply
965260262,510172143,Supply
1567575877,811837680,Product
1758523331,811837680,Supply
1833482486,811837680,Supply
1690790287,811837680,Supply
2051346307,568909595,Product
1301975489,568909595,Supply
1932306286,568909595,Supply
351507251,568909595,Supply
860942401,626713597,Product
638365339,626713597,Product
49653183,626713597,Product
112239205,626713597,Supply
656420661,626713597,Supply
980358107,626713597,Supply
2080154125,128643569,Product
463474923,128643569,Product
1374100602,128643569,Product
269310934,128643569,Supply
689633603,128643569,Supply
957775760,128643569,Supply
299452294,1246563498,Product
977123444,1246563498,Product
1156148719,1246563498,Product
879522942,1246563498,Supply
1341002789,1246563498,Supply
887969508,1246563498,Supply
1393619841,582488661,Product
1570856990,582488661,Product
1047585743,582488661,Supply
1206009717,582488661,Supply
1446005223,582488661,Supply
1624883862,1715819627,Product
267573727,1715819627,Product
1292152782,1715819627,Supply
281775946,1715819627,Supply
584429313,1715819627,Supply
1099495536,1165532554,Product
742090183,1165532554,Product
122447715,1165532554,Supply
498136836,1165532554,Supply
1329898601,1165532554,Supply
1559235150,1092898382,Product
1079412632,1092898382,Product
1938788152,1092898382,Supply
49572119,1092898382,Supply
179326803,1092898382,Supply
311151650,1708905349,Product
2125830919,1708905349,Product
85886421,1708905349,Supply
796009834,1708905349,Supply
1487201312,1708905349,Supply
1054750682,66403175,Product
568425378,66403175,Product
158964093,66403175,Supply
559295456,66403175,Supply
1869815643,66403175,Supply
1328934349,1078804787,Product
1520592390,1078804787,Supply
900036333,1078804787,Supply
1357759412,1388333483,Product
574511671,1388333483,Supply
326125916,1388333483,Supply
656309698,2104462507,Product
159244591,2104462507,Supply
821768042,2104462507,Supply
274960960,1164130741,Product
1615740090,1164130741,Product
1697759883,1164130741,Supply
543600353,1164130741,Supply
759302589,1164130741,Supply
899721713,1342516711,Product
649017255,1342516711,Product
2112274035,1342516711,Supply
437031681,1342516711,Supply
945767970,1342516711,Supply
1694912296,1104910717,Product
1304485304,1104910717,Product
874893816,1104910717,Supply
595604399,1104910717,Supply
1823041431,1104910717,Supply
2135082332,687909795,Product
648760858,687909795,Product
1148970560,687909795,Product
658159510,687909795,Supply
1167918271,687909795,Supply
1312887370,687909795,Supply
1420421649,1122740175,Product
1483825612,1122740175,Product
16279564,1122740175,Product
105056025,1122740175,Supply
648814697,1122740175,Supply
517232591,1122740175,Supply
286548355,1230540530,Product
1221454077,1230540530,Product
121159807,1230540530,Product
1679078059,1230540530,Supply
968843301,1230540530,Supply
177497350,1230540530,Supply
47511306,458834668,Product
24223421,458834668,Supply
1883946091,458834668,Supply
840832501,458834668,Supply
707563249,28415186,Product
1314559858,28415186,Supply
152818958,28415186,Supply
1400338862,28415186,Supply
458531915,219487675,Product
1132147955,219487675,Supply
605739295,219487675,Supply
376309478,219487675,Supply
2030254751,1612159848,Product
1536343169,1612159848,Product
422274974,1612159848,Supply
633058349,1612159848,Supply
1328083810,1821566996,Product
1515248707,1821566996,Product
1857157647,1821566996,Supply
454368145,1821566996,Supply
229300313,1170992644,Product
2097397321,1170992644,Product
395260766,1170992644,Supply
1490201235,1170992644,Supply
1245556326,357805775,Product
1269280329,357805775,Product
1454762153,357805775,Product
1165184378,357805775,Supply
887622871,357805775,Supply
2052841848,357805775,Supply
984246667,1077689285,Product
1930764143,1077689285,Product
1326822708,1077689285,Product
67360675,1077689285,Supply
153770436,1077689285,Supply
1620078546,1077689285,Supply
961109513,1718446926,Product
1085745798,1718446926,Product
1041694546,1718446926,Product
1107179749,1718446926,Supply
1970202036,1718446926,Supply
1620991777,1718446926,Supply
1125216797,1221249876,Product
1347213220,1221249876,Product
749632314,1221249876,Supply
2044619870,1221249876,Supply
1082365989,1221249876,Supply
393189004,5919175,Product
1657673693,5919175,Product
1617170734,5919175,Supply
1847594841,5919175,Supply
400210388,5919175,Supply
53725643,1855012866,Product
1139967974,1855012866,Product
1974393552,1855012866,Supply
500755311,1855012866,Supply
2137347571,1855012866,Supply
1508725018,782207293,Product
986397189,782207293,Supply
1005026387,782207293,Supply
16818334,1767059877,Product
1165414290,1767059877,Supply
760705973,1767059877,Supply
1927719923,1611286355,Product
904065382,1611286355,Supply
1871225430,1611286355,Supply
1365878828,1945771482,Product
1212641018,1945771482,Product
1087095238,1945771482,Supply
596493058,1945771482,Supply
947386003,1945771482,Supply
360759386,362429051,Product
1852405617,362429051,Product
1229096353,362429051,Supply
1235928482,362429051,Supply
1910982789,362429051,Supply
754110720,1899798981,Product
438058239,1899798981,Product
359119491,1899798981,Supply
254911904,1899798981,Supply
1222048653,1899798981,Supply
1535677486,435724622,Product
176010922,435724622,Product
575164721,435724622,Product
1816666638,435724622,Supply
2143982348,435724622,Supply
955539580,435724622,Supply
712453746,940153412,Product
1654407140,940153412,Product
1791615893,940153412,Product
304689727,940153412,Supply
762952996,940153412,Supply
872385712,940153412,Supply
1944139575,1641475510,Product
352085729,1641475510,Product
1605672852,1641475510,Product
1307472531,1641475510,Supply
1681929012,1641475510,Supply
109041561,1641475510,Supply
2118656894,1236266627,Product
191653628,1236266627,Supply
1848141972,1236266627,Supply
827694773,689926578,Product
185726771,689926578,Supply
1214465849,689926578,Supply
1208527331,1376882120,Product
2043908566,1376882120,Supply
1692069807,1376882120,Supply
505937047,489438852,Product
424260521,489438852,Product
1964093796,489438852,Supply
1787687909,489438852,Supply
369738135,489438852,Supply
720489034,852090199,Product
1356753005,852090199,Product
1112257120,852090199,Supply
1821285081,852090199,Supply
1618371338,852090199,Supply
427392840,1829917181,Product
1483576201,1829917181,Product
1329730962,1829917181,Supply
1947562118,1829917181,Supply
657135069,1829917181,Supply
671057499,1296636534,Product
672500752,1296636534,Product
1353719136,1296636534,Supply
2088861283,1296636534,Supply
1260370946,1296636534,Supply
453994795,639974379,Product
1521846615,639974379,Product
1992522086,639974379,Supply
1467900019,639974379,Supply
1561929165,639974379,Supply
1572724051,1531521146,Product
132020315,1531521146,Product
1661395188,1531521146,Supply
2076475805,1531521146,Supply
693269250,1531521146,Supply
806028719,1447560737,Product
824150444,1447560737,Product
644558527,1447560737,Supply
1066058712,1447560737,Supply
1148939010,1447560737,Supply
1637537116,2018650960,Product
796067887,2018650960,Product
1886974873,2018650960,Supply
1568861704,2018650960,Supply
641232546,2018650960,Supply
1197213332,723056499,Product
647685447,723056499,Product
1002185991,723056499,Supply
1764713542,723056499,Supply
2098219273,723056499,Supply
1527244204,1354934391,Product
1310517425,1354934391,Product
1189472321,1354934391,Supply
362065268,1354934391,Supply
468887986,1354934391,Supply
764820413,1233168474,Product
648469076,1233168474,Product
1199539932,1233168474,Supply
1584146557,1233168474,Supply
1914672304,1233168474,Supply
1351827359,1373099018,Product
1135002531,1373099018,Product
636009423,1373099018,Supply
217867231,1373099018,Supply
1893910478,1373099018,Supply
477737950,257821986,Product
1260751831,257821986,Product
1980115522,257821986,Product
1151600311,257821986,Supply
921746882,257821986,Supply
680972,257821986,Supply
1581692628,138381399,Product
868269866,138381399,Product
1441372284,138381399,Product
1316647702,138381399,Supply
830031035,138381399,Supply
88912219,138381399,Supply
301483384,1789158986,Product
1438819666,1789158986,Product
713602865,1789158986,Product
674511715,1789158986,Supply
1355283808,1789158986,Supply
439493606,1789158986,Supply
107858758,895069239,Product
383732344,895069239,Product
1002396712,895069239,Supply
185788184,895069239,Supply
1963387356,895069239,Supply
1772352805,495261992,Product
645757907,495261992,Product
1706094779,495261992,Supply
361164242,495261992,Supply
37762738,495261992,Supply
1535890711,138137313,Product
280652359,138137313,Product
450479325,138137313,Supply
1857688753,138137313,Supply
71943589,138137313,Supply
1693002622,2068344602,Product
1390540946,2068344602,Product
750202057,2068344602,Product
1915829349,2068344602,Supply
834508295,2068344602,Supply
1650598145,2068344602,Supply
1438856565,1383147168,Product
1788545559,1383147168,Product
258312345,1383147168,Product
1389645185,1383147168,Supply
1460574036,1383147168,Supply
1791251394,1383147168,Supply
2043090975,278754037,Product
251284739,278754037,Product
827479657,278754037,Product
929176501,278754037,Supply
1768059505,278754037,Supply
1064968335,278754037,Supply
1800179106,1458485721,Product
1869717892,1458485721,Product
1850735319,1458485721,Supply
506388394,1458485721,Supply
1691132284,1458485721,Supply
1928482576,1453213054,Product
2063271638,1453213054,Product
1230022783,1453213054,Supply
100250033,1453213054,Supply
2030643942,1453213054,Supply
314680606,1967620863,Product
1870577088,1967620863,Product
528267071,1967620863,Supply
1408152513,1967620863,Supply
1767641926,1967620863,Supply
2049218810,565564433,Product
699002743,565564433,Product
660542879,565564433,Supply
1899231084,565564433,Supply
1552116506,565564433,Supply
685589628,1675156453,Product
673119274,1675156453,Product
760473116,1675156453,Supply
2007663776,1675156453,Supply
1848014252,1675156453,Supply
1930827979,461638870,Product
1178298973,461638870,Product
665235533,461638870,Supply
1131114639,461638870,Supply
221593063,461638870,Supply
925975530,450557847,Product
1331410868,450557847,Product
225542004,450557847,Supply
649934231,450557847,Supply
781225329,450557847,Supply
1797484854,560849179,Product
1277868622,560849179,Product
1848166959,560849179,Supply
343960116,560849179,Supply
1445820626,560849179,Supply
910247878,636109106,Product
1225727234,636109106,Product
2128201306,636109106,Supply
1438124535,636109106,Supply
1896475347,636109106,Supply
1362080480,613179033,Product
133789407,613179033,Product
2021406721,613179033,Supply
1924463745,613179033,Supply
356885202,613179033,Supply
91510333,1960431875,Product
1631409561,1960431875,Product
410921055,1960431875,Supply
1929003252,1960431875,Supply
1055942914,1960431875,Supply
2123280906,789994032,Product
1543600229,789994032,Product
1055808565,789994032,Supply
1112707414,789994032,Supply
1562917372,789994032,Supply
326547534,2082926449,Product
1828890361,2082926449,Product
1815441598,2082926449,Supply
490923702,2082926449,Supply
1034267372,2082926449,Supply
1373217069,330089727,Product
15607266,330089727,Product
1472321663,330089727,Supply
441318889,330089727,Supply
438840486,330089727,Supply
1201989974,1410588088,Product
1498118498,1410588088,Product
1535358033,1410588088,Supply
619767164,1410588088,Supply
55236926,1410588088,Supply
817165228,1900549969,Product
794626438,1900549969,Product
190948465,1900549969,Supply
1659168664,1900549969,Supply
835319282,1171376319,Product
1982224436,1171376319,Product
230927856,1171376319,Supply
823197656,1171376319,Supply
1360015888,916214748,Product
1588495052,916214748,Product
87524186,916214748,Supply
34643752,916214748,Supply
855507288,991655438,Product
994435151,991655438,Product
654635903,991655438,Supply
510185434,991655438,Supply
1315684723,991655438,Supply
743083119,1802188016,Product
1107254998,1802188016,Product
1803820865,1802188016,Supply
1743280535,1802188016,Supply
656741392,1802188016,Supply
28051805,1872243493,Product
1650663365,1872243493,Product
1649310264,1872243493,Supply
373778182,1872243493,Supply
384711087,1872243493,Supply
945837678,664564234,Product
2109637553,664564234,Product
568074231,664564234,Product
668085014,664564234,Supply
578444523,664564234,Supply
532022735,664564234,Supply
1611216355,1652905303,Product
216739681,1652905303,Product
1233259098,1652905303,Product
992478748,1652905303,Supply
518696486,1652905303,Supply
1007997949,1652905303,Supply
723101043,345624773,Product
307650314,345624773,Product
865035716,345624773,Product
1764037176,345624773,Supply
448876109,345624773,Supply
1097913804,345624773,Supply
753492911,957090775,Product
1958749190,957090775,Product
1597967375,957090775,Product
834467686,957090775,Supply
657255197,957090775,Supply
835003155,957090775,Supply
714250984,317918691,Product
1331518976,317918691,Product
1886808919,317918691,Product
852176945,317918691,Supply
1758644405,317918691,Supply
740204801,317918691,Supply
1602431283,909349577,Product
689868133,909349577,Product
1755363601,909349577,Product
38670776,909349577,Supply
1081422059,909349577,Supply
549313593,909349577,Supply
1889629411,1965389499,Product
1562237373,1965389499,Product
646248483,1965389499,Supply
1383394983,1965389499,Supply
996159250,1965389499,Supply
1499907580,1771005663,Product
1196250741,1771005663,Product
1474753398,1771005663,Supply
2053671610,1771005663,Supply
1218694995,1771005663,Supply
68279349,1415136674,Product
796364092,1415136674,Product
1495165066,1415136674,Supply
1553075386,1415136674,Supply
1120771107,1415136674,Supply
867248711,1003674774,Product
408250638,1003674774,Product
286017508,1003674774,Product
1213376182,1003674774,Supply
1135809967,1003674774,Supply
2079453283,1003674774,Supply
410852948,361833453,Product
2049950717,361833453,Product
51037041,361833453,Product
160678132,361833453,Supply
1144628854,361833453,Supply
534258787,361833453,Supply
1336815936,548208025,Product
273072064,548208025,Product
1708480682,548208025,Product
580505996,548208025,Supply
788099996,548208025,Supply
1325086838,548208025,Supply
438021572,199429662,Product
602674629,199429662,Supply
1659074615,199429662,Supply
723649415,199429662,Supply
791693184,2132802546,Product
980626059,2132802546,Supply
1763222238,2132802546,Supply
16880068,2132802546,Supply
1702528766,1715841493,Product
1619304715,1715841493,Supply
1082518370,1715841493,Supply
1379870447,1715841493,Supply
718324185,242346807,Product
22011728,242346807,Product
484217514,242346807,Supply
2090553327,242346807,Supply
1880032317,242346807,Supply
1667592583,204089854,Product
1621579911,204089854,Product
1617338043,204089854,Supply
1445120993,204089854,Supply
48511869,204089854,Supply
507718042,939237471,Product
268450338,939237471,Product
1725095877,939237471,Supply
1034830658,939237471,Supply
1103511087,939237471,Supply
191566884,775404052,Product
1043950118,775404052,Product
1701405422,775404052,Supply
1110309770,775404052,Supply
738726458,775404052,Supply
1205834253,1405769538,Product
755714265,1405769538,Product
658068443,1405769538,Supply
1777267204,1405769538,Supply
85971906,1405769538,Supply
1247945283,1519533277,Product
664911923,1519533277,Product
554966348,1519533277,Supply
1162351815,1519533277,Supply
516604322,1519533277,Supply
1658228209,1879839530,Product
1303532481,1879839530,Product
1017127680,1879839530,Supply
1763763233,1879839530,Supply
2071198637,1879839530,Supply
1110274266,119839829,Product
1876679873,119839829,Product
1390060382,119839829,Supply
1335291150,119839829,Supply
2139210087,119839829,Supply
323091500,1325579397,Product
2087095118,1325579397,Product
970850320,1325579397,Supply
1900417332,1325579397,Supply
651926218,1325579397,Supply
1780901528,586579996,Product
1755625055,586579996,Product
2072948507,586579996,Supply
1912982824,586579996,Supply
1283989368,586579996,Supply
87827565,496104635,Product
1595798723,496104635,Product
1894339889,496104635,Supply
1977105898,496104635,Supply
736362435,496104635,Supply
1781868746,1545514930,Product
229423334,1545514930,Product
959960159,1545514930,Supply
1343731964,1545514930,Supply
1289178467,1545514930,Supply
2100514275,30861078,Product
1494272922,30861078,Product
160191510,30861078,Product
409137889,30861078,Supply
2029026814,30861078,Supply
1209473946,30861078,Supply
1591898270,1165906889,Product
1530357311,1165906889,Product
1873571507,1165906889,Product
497073239,1165906889,Supply
934535875,1165906889,Supply
786376814,1165906889,Supply
1147099186,876465861,Product
608627679,876465861,Product
1840005658,876465861,Product
1746049391,876465861,Supply
643202995,876465861,Supply
145529107,876465861,Supply
1654412837,709742660,Product
1958569724,709742660,Product
258330769,709742660,Supply
657655279,709742660,Supply
910869774,709742660,Supply
869796565,414188639,Product
1522607390,414188639,Product
453739221,414188639,Supply
90260647,414188639,Supply
2140163675,414188639,Supply
1928185973,2127745726,Product
1495596766,2127745726,Product
1254095269,2127745726,Supply
764798653,2127745726,Supply
1430093589,2127745726,Supply
674831747,1185429880,Product
758813261,1185429880,Product
1146392601,1185429880,Supply
832563769,1185429880,Supply
1623426089,1185429880,Supply
1002240592,340183751,Product
1836777644,340183751,Product
735232147,340183751,Supply
338151718,340183751,Supply
1405096333,340183751,Supply
928639634,1844366934,Product
1874062934,1844366934,Product
286316017,1844366934,Supply
928723030,1844366934,Supply
1802112600,1844366934,Supply
84373031,815436233,Product
768946732,815436233,Supply
1446479954,815436233,Supply
202707945,70000199,Product
534666554,70000199,Supply
58072842,70000199,Supply
1168135498,1349271160,Product
813992713,1349271160,Supply
1212589587,1349271160,Supply
601282298,77464602,Product
604220283,77464602,Product
1154228692,77464602,Supply
1840568071,77464602,Supply
868134739,77464602,Supply
1459256570,1480779080,Product
1652623762,1480779080,Product
1878867634,1480779080,Supply
2013584552,1480779080,Supply
976147903,1480779080,Supply
1254770467,817884306,Product
379553666,817884306,Product
955217007,817884306,Supply
1654826390,817884306,Supply
24926617,817884306,Supply
1891457020,1570539133,Product
260058464,1570539133,Product
387283360,1570539133,Supply
1379002555,1570539133,Supply
1141363761,1570539133,Supply
1754981778,559138212,Product
393068412,559138212,Product
1044392347,559138212,Supply
209861348,559138212,Supply
916039658,559138212,Supply
2066819492,401555335,Product
878292908,401555335,Product
820044353,401555335,Supply
371651888,401555335,Supply
1052645265,401555335,Supply
1749854782,684085243,Product
31664354,684085243,Product
966184753,684085243,Supply
709857095,684085243,Supply
1266956620,684085243,Supply
2080875839,948830149,Product
76576301,948830149,Product
322745960,948830149,Supply
1238500283,948830149,Supply
1037915963,948830149,Supply
252031548,2014998473,Product
998387550,2014998473,Product
1758225486,2014998473,Supply
1460229347,2014998473,Supply
1949719072,2014998473,Supply
1216234742,98544180,Product
1860018081,98544180,Product
281849690,98544180,Supply
1426554968,98544180,Supply
1905852418,98544180,Supply
1304505155,1530234658,Product
1173246200,1530234658,Product
1410603821,1530234658,Supply
1645973704,1530234658,Supply
671338050,1530234658,Supply
1646614491,1544739851,Product
10246770,1544739851,Product
147855971,1544739851,Supply
462562135,1544739851,Supply
791180252,1544739851,Supply
1954116776,513588608,Product
1728077442,513588608,Product
1784080917,513588608,Product
368585053,513588608,Supply
499951298,513588608,Supply
75141133,513588608,Supply
1217749938,824766622,Product
801278047,824766622,Product
1824336039,824766622,Product
702895367,824766622,Supply
1294163862,824766622,Supply
1876169079,824766622,Supply
1519552627,1951836236,Product
1009006364,1951836236,Product
645888492,1951836236,Product
1095383482,1951836236,Supply
552176861,1951836236,Supply
1382657534,1951836236,Supply
1064454829,1540551761,Product
1077086564,1540551761,Product
1019910254,1540551761,Supply
493747796,1540551761,Supply
1583849433,1540551761,Supply
1538219607,1658946087,Product
1577735955,1658946087,Product
1390337409,1658946087,Supply
904658680,1658946087,Supply
902498110,1658946087,Supply
2038234366,1153258041,Product
524537976,1153258041,Product
1646040943,1153258041,Supply
453373051,1153258041,Supply
714991430,1153258041,Supply
344954396,2013695872,Product
1912895760,2013695872,Product
447863502,2013695872,Supply
1328998126,2013695872,Supply
291473002,2013695872,Supply
306358119,2061828235,Product
1388218778,2061828235,Product
2136853288,2061828235,Supply
10941055,2061828235,Supply
1781441318,2061828235,Supply
572891447,1301825416,Product
1298546795,1301825416,Product
2042637134,1301825416,Supply
2078634403,1301825416,Supply
1823910432,1301825416,Supply
1770311114,16655604,Product
572319584,16655604,Product
1855936408,16655604,Product
84434601,16655604,Supply
1795126576,16655604,Supply
1610920136,16655604,Supply
731072898,1991718325,Product
1529801063,1991718325,Product
2016867969,1991718325,Product
1119301879,1991718325,Supply
1018487565,1991718325,Supply
70234205,1991718325,Supply
1169465333,38149705,Product
323612559,38149705,Product
1390048209,38149705,Product
848148501,38149705,Supply
2046573998,38149705,Supply
1058060771,38149705,Supply
223462711,1207443099,Supply
1125936265,1207443099,Supply
707596145,1378185836,Supply
551333775,1378185836,Supply
2063266579,977860229,Supply
2129824339,977860229,Supply
820373182,93463357,Supply
408076140,93463357,Supply
943657863,93463357,Supply
975294136,206833432,Supply
916081623,206833432,Supply
1115272814,206833432,Supply
28467084,1390433334,Supply
622757322,1390433334,Supply
1657997892,1390433334,Supply
1900231346,1157513319,Supply
1826737311,1157513319,Supply
326209080,1279726091,Supply
1317622601,1279726091,Supply
1705641325,288656063,Supply
1220634552,288656063,Supply
1007366988,116164242,Supply
1334663368,116164242,Supply
634974749,1704599795,Supply
1090105794,1704599795,Supply
1937542246,1493325790,Supply
2118662982,1493325790,Supply
699905965,1464790866,Supply
1624464893,1464790866,Supply
2088279246,1443575924,Supply
1806461010,1443575924,Supply
1064235754,450984880,Supply
798334640,450984880,Supply
1788928737,523760189,Supply
827353339,523760189,Supply
885424284,1065228236,Supply
1636967075,1065228236,Supply
118962959,1921246889,Supply
1147150809,1921246889,Supply
830035715,823806651,Supply
2004071058,823806651,Supply
442914196,1931458520,Supply
328392949,1931458520,Supply
1554451059,1809615613,Supply
1578692332,1809615613,Supply
1803793683,1100825806,Supply
1314166870,1100825806,Supply
195198376,773342480,Supply
124159168,773342480,Supply
1079151181,536370780,Supply
234676623,536370780,Supply
214955620,673817431,Supply
1033053710,673817431,Supply
124311110,313537205,Supply
1160532809,313537205,Supply
1035686236,1850336787,Supply
1725977548,1850336787,Supply
623604025,1949387016,Supply
1361175740,1949387016,Supply
1052317237,1949387016,Supply
2047738805,2025326829,Supply
1075786178,2025326829,Supply
947145003,2025326829,Supply
1374272341,1736953754,Supply
2117595136,1736953754,Supply
1544750725,1736953754,Supply
626176232,1965517447,Supply
1529776206,1965517447,Supply
1485135064,153926193,Supply
292937261,153926193,Supply
