_bom_component_id,_bom_id,_component_type
1227962427,1988678568,Supply
162063778,1988678568,Supply
137078685,802097485,Product
1672536551,802097485,Product
1741129145,802097485,Product
1699465100,802097485,Supply
747621159,802097485,Supply
1342058475,802097485,Supply
1733575382,1789112993,Product
1892319270,1789112993,Product
257810667,1789112993,Supply
470663013,1789112993,Supply
1467190725,1789112993,Supply
664023417,51900847,Product
703175229,51900847,Product
1343225429,51900847,Supply
1787480929,51900847,Supply
1516899389,51900847,Supply
550531358,689713680,Product
1876758610,689713680,Product
244079406,689713680,Supply
615672422,689713680,Supply
131557916,689713680,Supply
557278823,1476891845,Product
2106285001,1476891845,Product
1052984180,1476891845,Supply
510858956,1476891845,Supply
114816232,1476891845,Supply
1985091245,1668824393,Product
1554390720,1668824393,Product
940852919,1668824393,Supply
947684122,1668824393,Supply
379281757,1668824393,Supply
884974707,190995617,Product
2038339008,190995617,Product
1346708036,190995617,Supply
791943353,190995617,Supply
1158445971,190995617,Supply
619740749,2080518236,Product
205638923,2080518236,Supply
1592682978,2080518236,Supply
833813004,1077024663,Product
1661944262,1077024663,Supply
1832643790,1077024663,Supply
721769774,374096238,Product
142750690,374096238,Supply
274385403,374096238,Supply
739209048,2120759249,Product
585126905,2120759249,Product
429212093,2120759249,Supply
1199924084,2120759249,Supply
346835900,2120759249,Supply
81558649,1866648939,Product
580394678,1866648939,Product
2108679605,1866648939,Supply
2025946621,1866648939,Supply
782683453,1866648939,Supply
1400246368,13186797,Product
665935328,13186797,Product
41425943,13186797,Supply
710203039,13186797,Supply
1286594536,13186797,Supply
1599559931,1490589197,Product
470822131,1490589197,Product
859755921,1490589197,Product
106539703,1490589197,Supply
1054182338,1490589197,Supply
89165316,1490589197,Supply
885306446,1527206787,Product
183200886,1527206787,Product
1547600355,1527206787,Product
1871066032,1527206787,Supply
1816120906,1527206787,Supply
280089253,1527206787,Supply
1408589397,701245961,Product
1235888300,701245961,Product
473792332,701245961,Product
584369640,701245961,Supply
274715121,701245961,Supply
1042635600,701245961,Supply
818602502,1588627154,Product
148661615,1588627154,Supply
1340761544,1588627154,Supply
952304111,1588627154,Supply
1360049610,323294755,Product
49628795,323294755,Supply
559747379,323294755,Supply
1740717683,323294755,Supply
1295829730,952953616,Product
75925527,952953616,Supply
1812140935,952953616,Supply
556068696,952953616,Supply
885287845,539978655,Product
218357974,539978655,Product
291972671,539978655,Supply
619003916,539978655,Supply
744887324,648860719,Product
1436728934,648860719,Product
1802514851,648860719,Supply
685927524,648860719,Supply
67886090,1071591306,Product
1642409490,1071591306,Product
1524003951,1071591306,Supply
1963898833,1071591306,Supply
658501938,898225111,Product
562469408,898225111,Product
793023808,898225111,Product
484375157,898225111,Supply
1415674085,898225111,Supply
1035995810,898225111,Supply
410091824,1173975256,Product
250958047,1173975256,Product
1794679116,1173975256,Product
284037927,1173975256,Supply
1439614981,1173975256,Supply
2028780003,1173975256,Supply
250374259,597349793,Product
1428764187,597349793,Product
124815379,597349793,Product
1940518016,597349793,Supply
1071079172,597349793,Supply
796793510,597349793,Supply
1106383654,1623825596,Product
2138888176,1623825596,Product
1711966328,1623825596,Supply
1590463362,1623825596,Supply
1850121302,1623825596,Supply
378043470,1069283160,Product
649001533,1069283160,Product
1523185323,1069283160,Supply
708082881,1069283160,Supply
1797864949,1069283160,Supply
143625057,54444455,Product
1386632772,54444455,Product
620471128,54444455,Supply
1478095615,54444455,Supply
952985389,54444455,Supply
76477002,1267115771,Product
715958886,1267115771,Supply
1124278966,1267115771,Supply
599889294,413025262,Product
579839419,413025262,Supply
312304238,413025262,Supply
22106988,657341305,Product
1294677125,657341305,Supply
484188509,657341305,Supply
560648412,1199673490,Product
889610443,1199673490,Product
1129243701,1199673490,Supply
1043020764,1199673490,Supply
378528148,1199673490,Supply
2049708208,1991413110,Product
357015804,1991413110,Product
1299974907,1991413110,Supply
1598014283,1991413110,Supply
126154385,1991413110,Supply
463706003,1041594958,Product
547278203,1041594958,Product
1897531126,1041594958,Supply
496350321,1041594958,Supply
2029687348,1041594958,Supply
755186821,1198891864,Product
1602383578,1198891864,Product
520787448,1198891864,Product
1494213268,1198891864,Supply
1149753293,1198891864,Supply
1157635047,1198891864,Supply
776453429,586180403,Product
175546820,586180403,Product
215661925,586180403,Product
238511628,586180403,Supply
1751326864,586180403,Supply
222745696,586180403,Supply
1831964181,279438554,Product
1541750998,279438554,Product
617600180,279438554,Product
995530820,279438554,Supply
732230705,279438554,Supply
400688786,279438554,Supply
1825697594,88362685,Product
387484349,88362685,Supply
1208404502,88362685,Supply
1233322300,1728140340,Product
1632114664,1728140340,Supply
1347029073,1728140340,Supply
2022701949,1504565886,Product
580533540,1504565886,Supply
1349804500,1504565886,Supply
39387880,728589830,Product
1496718519,728589830,Product
658001209,728589830,Supply
533769678,728589830,Supply
786942402,728589830,Supply
141651421,974201967,Product
169722287,974201967,Product
1880078080,974201967,Supply
416685030,974201967,Supply
1999581496,974201967,Supply
875875240,1606894161,Product
96724483,1606894161,Product
1100418146,1606894161,Supply
1369686967,1606894161,Supply
1005077528,1606894161,Supply
1551767733,1618543120,Product
703174216,1618543120,Product
1865642921,1618543120,Supply
1085383585,1618543120,Supply
1612240120,1618543120,Supply
1438679809,856063090,Product
919197688,856063090,Product
1722854884,856063090,Supply
520978395,856063090,Supply
769770188,856063090,Supply
578952683,279112560,Product
1663123942,279112560,Product
202981615,279112560,Supply
1251082681,279112560,Supply
1568660522,279112560,Supply
11787812,1184558940,Product
1168440667,1184558940,Product
816347104,1184558940,Supply
466992099,1184558940,Supply
1682897258,1184558940,Supply
2053708133,1376577187,Product
2122515019,1376577187,Product
1354862839,1376577187,Supply
884739980,1376577187,Supply
1329006610,1376577187,Supply
993277086,1987933379,Product
1206513341,1987933379,Product
1247973668,1987933379,Supply
1818812370,1987933379,Supply
1779060596,1987933379,Supply
603081307,883468419,Product
1392015251,883468419,Product
1417285107,883468419,Supply
1080232968,883468419,Supply
1182050565,883468419,Supply
183346086,1211593568,Product
1985149629,1211593568,Product
1104629739,1211593568,Supply
1968445903,1211593568,Supply
955312780,1211593568,Supply
1499430085,1918025631,Product
1107662148,1918025631,Product
2096156920,1918025631,Supply
472475547,1918025631,Supply
1486732968,1918025631,Supply
969483188,1564994192,Product
1817124623,1564994192,Product
93038213,1564994192,Product
774974966,1564994192,Supply
904800550,1564994192,Supply
2019453278,1564994192,Supply
1531629479,573756916,Product
1746679480,573756916,Product
1996731115,573756916,Product
593266110,573756916,Supply
252123217,573756916,Supply
3551180,573756916,Supply
1508124538,959751331,Product
1773246496,959751331,Product
1837705545,959751331,Product
135850616,959751331,Supply
1594682063,959751331,Supply
868647263,959751331,Supply
213416667,595553814,Product
2100679395,595553814,Product
607998236,595553814,Supply
326810839,595553814,Supply
595246113,595553814,Supply
1529966350,2140820537,Product
76705995,2140820537,Product
607809627,2140820537,Supply
1938883024,2140820537,Supply
1183745774,2140820537,Supply
233048655,195495278,Product
2035793385,195495278,Product
909587892,195495278,Supply
453112351,195495278,Supply
1912934874,195495278,Supply
1721508519,169504516,Product
919602078,169504516,Product
1013057085,169504516,Product
876332570,169504516,Supply
416437304,169504516,Supply
1402799425,169504516,Supply
2110836373,120659457,Product
1013704678,120659457,Product
2065384272,120659457,Product
1754895732,120659457,Supply
2039801436,120659457,Supply
2064273013,120659457,Supply
1525845988,1094638256,Product
1624617753,1094638256,Product
1910705742,1094638256,Product
562482800,1094638256,Supply
1828748271,1094638256,Supply
1517249565,1094638256,Supply
382809730,989476111,Product
2004205899,989476111,Product
380724187,989476111,Supply
1668617156,989476111,Supply
172324935,989476111,Supply
395815934,1285483430,Product
2066960104,1285483430,Product
319623314,1285483430,Supply
598259477,1285483430,Supply
1675654359,1285483430,Supply
232060166,1626689300,Product
1500610045,1626689300,Product
1072771982,1626689300,Supply
459219762,1626689300,Supply
1871384872,1626689300,Supply
597389543,1538912238,Product
1961210242,1538912238,Product
672695728,1538912238,Supply
819268164,1538912238,Supply
101171933,1538912238,Supply
910822460,1357789240,Product
29048741,1357789240,Product
1668386137,1357789240,Supply
1540541031,1357789240,Supply
1286339413,1357789240,Supply
834065206,1659037625,Product
686857033,1659037625,Product
2141228708,1659037625,Supply
486011870,1659037625,Supply
1179747119,1659037625,Supply
44248695,1625314679,Product
1211727336,1625314679,Product
105755906,1625314679,Supply
100769442,1625314679,Supply
2055544390,1625314679,Supply
1472411967,320781467,Product
156522789,320781467,Product
310627738,320781467,Supply
261007913,320781467,Supply
986690807,320781467,Supply
1843759034,1772135726,Product
21875198,1772135726,Product
369788366,1772135726,Supply
1270355232,1772135726,Supply
1003042678,1772135726,Supply
1631005956,557897927,Product
1663178862,557897927,Product
1650339012,557897927,Supply
1427653747,557897927,Supply
973343521,557897927,Supply
1220315864,401357890,Product
2092565099,401357890,Product
245094063,401357890,Supply
1906617021,401357890,Supply
1587773676,401357890,Supply
1846617377,1563847896,Product
2140512577,1563847896,Product
57126092,1563847896,Supply
501596782,1563847896,Supply
1570322776,1563847896,Supply
1052272214,264723117,Product
885605109,264723117,Product
851511200,264723117,Supply
1597932605,264723117,Supply
1162476169,264723117,Supply
313230318,475073496,Product
1583163491,475073496,Product
1875757557,475073496,Supply
2041584574,475073496,Supply
1748817556,475073496,Supply
1606894129,1724813003,Product
1187396214,1724813003,Product
722991911,1724813003,Supply
1098537354,1724813003,Supply
2851664,1724813003,Supply
1750693420,1667622705,Product
636627101,1667622705,Product
1722002340,1667622705,Supply
1508229108,1667622705,Supply
1090452133,1095791681,Product
643602337,1095791681,Product
376283990,1095791681,Supply
491359134,1095791681,Supply
1592565663,571675503,Product
137263829,571675503,Product
1106968776,571675503,Supply
9032858,571675503,Supply
641246982,294383606,Product
1780618331,294383606,Product
2019167531,294383606,Supply
1732193599,294383606,Supply
765513765,294383606,Supply
1549222161,937405556,Product
1699121310,937405556,Product
959593982,937405556,Supply
799555981,937405556,Supply
452218122,937405556,Supply
43521170,1833917321,Product
1366468624,1833917321,Product
1337709901,1833917321,Supply
489607608,1833917321,Supply
28790553,1833917321,Supply
669286502,914604188,Product
1246545346,914604188,Product
227026732,914604188,Product
656997854,914604188,Supply
830433529,914604188,Supply
1922570653,914604188,Supply
737127031,1912481658,Product
1834400278,1912481658,Product
1880689894,1912481658,Product
700417710,1912481658,Supply
204484110,1912481658,Supply
1372871362,1912481658,Supply
2058970290,652849496,Product
665783632,652849496,Product
227402443,652849496,Product
1688726688,652849496,Supply
2110532113,652849496,Supply
1982171944,652849496,Supply
1709767,851106601,Product
521919435,851106601,Product
1252101549,851106601,Product
187578086,851106601,Supply
1136205173,851106601,Supply
1649077852,851106601,Supply
967508573,2045142903,Product
921093648,2045142903,Product
1052812727,2045142903,Product
1031347666,2045142903,Supply
112045597,2045142903,Supply
266094999,2045142903,Supply
1171602458,712893923,Product
442798246,712893923,Product
130654035,712893923,Product
2705989,712893923,Supply
1094359666,712893923,Supply
1813091716,712893923,Supply
1698589904,355208628,Product
2119291023,355208628,Product
744560017,355208628,Supply
136049144,355208628,Supply
1863357551,355208628,Supply
2060473489,1246399077,Product
628767412,1246399077,Product
143649517,1246399077,Supply
513894612,1246399077,Supply
901623915,1246399077,Supply
1605302497,1959976272,Product
1342610241,1959976272,Product
1369297665,1959976272,Supply
1469678303,1959976272,Supply
425288853,1959976272,Supply
617877464,320043592,Product
1633884703,320043592,Product
1695362697,320043592,Product
1924963462,320043592,Supply
1067079730,320043592,Supply
1498533881,320043592,Supply
464678033,186167795,Product
1563896057,186167795,Product
63466310,186167795,Product
2026341916,186167795,Supply
821935754,186167795,Supply
1887041904,186167795,Supply
716196439,925553547,Product
1922465533,925553547,Product
969757022,925553547,Product
510940697,925553547,Supply
1560113253,925553547,Supply
1886731718,925553547,Supply
1086253380,951394084,Product
255048512,951394084,Supply
970741807,951394084,Supply
907116409,951394084,Supply
1440092445,31903920,Product
501296329,31903920,Supply
1825882133,31903920,Supply
940688484,31903920,Supply
280462565,397277279,Product
28322191,397277279,Supply
1282580790,397277279,Supply
1731348766,397277279,Supply
2145187965,1316181296,Product
1434673326,1316181296,Product
1660982173,1316181296,Supply
1848202505,1316181296,Supply
1833312580,1316181296,Supply
620137083,1105239086,Product
2136818724,1105239086,Product
387858923,1105239086,Supply
636551187,1105239086,Supply
835309856,1105239086,Supply
1011919445,396110035,Product
2080590088,396110035,Product
1013602421,396110035,Supply
1043818065,396110035,Supply
1495806522,396110035,Supply
662463989,510737602,Product
616568629,510737602,Product
584676901,510737602,Supply
577023665,510737602,Supply
133015942,510737602,Supply
1294547586,1081813842,Product
277133153,1081813842,Product
1575203222,1081813842,Supply
1664819825,1081813842,Supply
1768129640,1081813842,Supply
1764521247,202386812,Product
1594383948,202386812,Product
1944448881,202386812,Supply
2119373909,202386812,Supply
262603278,202386812,Supply
1797447590,726541834,Product
1093875528,726541834,Product
1852012155,726541834,Supply
917323982,726541834,Supply
16327006,726541834,Supply
1132457156,887756089,Product
1268467040,887756089,Product
71909180,887756089,Supply
1267069295,887756089,Supply
1751367265,887756089,Supply
239491120,1286082945,Product
72378621,1286082945,Product
2141936106,1286082945,Supply
837205300,1286082945,Supply
1883342205,1286082945,Supply
1117791001,1801323152,Product
1812580550,1801323152,Product
287089175,1801323152,Supply
438304915,1801323152,Supply
1202030040,1801323152,Supply
965366017,280212015,Product
1947782123,280212015,Product
1164384716,280212015,Supply
1561344066,280212015,Supply
149621172,280212015,Supply
559169598,823312950,Product
1931268764,823312950,Product
110689572,823312950,Supply
828251304,823312950,Supply
934089895,823312950,Supply
816267738,1176225469,Product
796780390,1176225469,Product
1250943946,1176225469,Product
1723610029,1176225469,Supply
565201181,1176225469,Supply
1565290000,1176225469,Supply
1831814737,1673970455,Product
1942531944,1673970455,Product
607187366,1673970455,Product
1894383504,1673970455,Supply
1777492148,1673970455,Supply
300393070,1673970455,Supply
1238706828,725151099,Product
1240892809,725151099,Product
1638349977,725151099,Product
1816850323,725151099,Supply
230001476,725151099,Supply
1011594673,725151099,Supply
655248786,979341481,Product
2042429448,979341481,Product
500878348,979341481,Supply
511188915,979341481,Supply
1165453159,979341481,Supply
122187437,1202374296,Product
162614513,1202374296,Product
1502439983,1202374296,Supply
1530650940,1202374296,Supply
1847172997,1202374296,Supply
702043038,1448282882,Product
1068572309,1448282882,Product
1741801679,1448282882,Supply
1926676596,1448282882,Supply
833702487,1448282882,Supply
1031105541,85709233,Product
1893020728,85709233,Product
1731306029,85709233,Supply
413006884,85709233,Supply
677514856,85709233,Supply
1063922154,1156123337,Product
265425114,1156123337,Product
2129728963,1156123337,Supply
222913715,1156123337,Supply
352941639,1156123337,Supply
358202299,370937204,Product
1783817204,370937204,Product
2066184707,370937204,Supply
1429068148,370937204,Supply
1934338218,370937204,Supply
16137288,614365334,Product
437999922,614365334,Supply
1336616729,614365334,Supply
1892027015,92270911,Product
525483825,92270911,Supply
189009016,92270911,Supply
1541148002,782362240,Product
2081943875,782362240,Supply
462354192,782362240,Supply
1529268196,2116230178,Product
1874725456,2116230178,Product
443513752,2116230178,Supply
807712807,2116230178,Supply
1822799049,2116230178,Supply
1119150432,1828818751,Product
20652120,1828818751,Product
281449022,1828818751,Supply
2108600589,1828818751,Supply
1357620572,1828818751,Supply
426468435,1565500644,Product
1555823157,1565500644,Product
1222164239,1565500644,Supply
497772892,1565500644,Supply
1222120784,1565500644,Supply
516153429,359545130,Product
22661052,359545130,Product
867957788,359545130,Supply
1674828768,359545130,Supply
1146829163,359545130,Supply
384019661,1984639377,Product
1156076177,1984639377,Product
415005583,1984639377,Supply
1974519735,1984639377,Supply
194434848,1984639377,Supply
131142358,310553363,Product
8515522,310553363,Product
1158418755,310553363,Supply
1041390681,310553363,Supply
415506819,310553363,Supply
272236370,1710437190,Product
292940815,1710437190,Product
1036829493,1710437190,Supply
1772594441,1710437190,Supply
1809560539,1710437190,Supply
1719107860,2064644887,Product
1907018352,2064644887,Product
2129550258,2064644887,Supply
1566718878,2064644887,Supply
156586431,2064644887,Supply
584709289,1793351664,Product
245186410,1793351664,Product
623652991,1793351664,Supply
838390769,1793351664,Supply
437850292,1793351664,Supply
986435510,1082578732,Product
1639551647,1082578732,Product
1150878236,1082578732,Supply
2086644331,1082578732,Supply
919566376,1082578732,Supply
655186452,18767755,Product
1405606858,18767755,Product
809641359,18767755,Supply
130587927,18767755,Supply
1119091628,18767755,Supply
1831787868,809960199,Product
101039194,809960199,Product
2126721142,809960199,Supply
445285735,809960199,Supply
484397093,809960199,Supply
216369066,827389767,Product
772778042,827389767,Product
2078736013,827389767,Product
1331431882,827389767,Supply
1780736574,827389767,Supply
734927307,827389767,Supply
1216076615,463212744,Product
624805463,463212744,Product
164904884,463212744,Product
1669427434,463212744,Supply
1217210517,463212744,Supply
1929943748,463212744,Supply
1517197694,1949206517,Product
1888805236,1949206517,Product
1263816510,1949206517,Product
2023607634,1949206517,Supply
1362049843,1949206517,Supply
2006759985,1949206517,Supply
452760226,458037141,Product
1598234861,458037141,Product
1471367638,458037141,Supply
300436958,458037141,Supply
1849874300,458037141,Supply
456801926,1977222652,Product
281095145,1977222652,Product
81852501,1977222652,Supply
884318651,1977222652,Supply
443865732,1977222652,Supply
536595404,56617153,Product
1700570836,56617153,Product
1012318693,56617153,Supply
910063804,56617153,Supply
808295479,56617153,Supply
1899871432,324432082,Product
1460589333,324432082,Product
697867576,324432082,Supply
1281932141,324432082,Supply
2045515399,324432082,Supply
444247107,1928778234,Product
139566881,1928778234,Product
600448356,1928778234,Supply
304507389,1928778234,Supply
319753909,1928778234,Supply
1887683962,317036765,Product
2010797705,317036765,Product
1079684446,317036765,Supply
624884832,317036765,Supply
1231106984,317036765,Supply
1215044343,709848162,Product
1761059755,709848162,Product
364985731,709848162,Product
123629417,709848162,Supply
1076882,709848162,Supply
268434526,709848162,Supply
1906521597,387630367,Product
863741017,387630367,Product
2135166068,387630367,Product
1306819386,387630367,Supply
1224311553,387630367,Supply
906012952,387630367,Supply
1005718119,263944425,Product
1483743453,263944425,Product
1074479443,263944425,Product
1742322312,263944425,Supply
2124721175,263944425,Supply
271839937,263944425,Supply
116214376,990005177,Supply
1256437973,990005177,Supply
1235185541,971420371,Supply
954083300,971420371,Supply
2039592772,295055849,Supply
898233149,295055849,Supply
1609687780,626818956,Supply
2060771015,626818956,Supply
889643048,626818956,Supply
2006072021,584476507,Supply
1969121347,584476507,Supply
1728618322,584476507,Supply
1340924322,877579442,Supply
150337266,877579442,Supply
1954780925,877579442,Supply
1823450670,1235067602,Supply
324030248,1235067602,Supply
134717700,1885726033,Supply
1683062678,1885726033,Supply
2032883802,1427987924,Supply
804931853,1427987924,Supply
177294766,1440458134,Supply
1171234299,1440458134,Supply
1322688498,864823393,Supply
193868773,864823393,Supply
399813216,653922855,Supply
845935750,653922855,Supply
1883783918,1898560835,Supply
1067123228,1898560835,Supply
706998310,1891642536,Supply
1402141033,1891642536,Supply
1473786105,95104479,Supply
618648208,95104479,Supply
1431990558,1904555844,Supply
1665549567,1904555844,Supply
958206647,1235307770,Supply
1254165824,1235307770,Supply
308182404,2043300723,Supply
634380022,2043300723,Supply
109847876,433367237,Supply
117965107,433367237,Supply
782350492,1492899817,Supply
790139384,1492899817,Supply
1914447845,618394211,Supply
1725209845,618394211,Supply
702284654,1825709420,Supply
2093291089,1825709420,Supply
923336688,1962650513,Supply
820462196,1962650513,Supply
1850797920,1734097899,Supply
1312741950,1734097899,Supply
267247254,2112289724,Supply
1320380000,2112289724,Supply
1449028841,1236430502,Supply
1657478567,1236430502,Supply
513053926,148792152,Supply
1845352835,148792152,Supply
296100379,2033870902,Supply
1352883581,2033870902,Supply
1568022,2033870902,Supply
1847120215,1373975141,Supply
1736143916,1373975141,Supply
67940353,1373975141,Supply
1959483591,660968767,Supply
1711164952,660968767,Supply
1965517691,660968767,Supply
1304929064,1777827341,Supply
1410725509,1777827341,Supply
574259309,1794738430,Supply
1154254959,1794738430,Supply
794816996,1888365510,Supply
299283388,1888365510,Supply
1562993803,500862772,Supply
1499332662,500862772,Supply
2047612773,2144891938,Supply
