 ID, Vessel ID, Container ID, Invoice ID, Origin ID, Destination ID, Cargo Type, Weight, Departure Date, Arrival Date, Status
2072797189,224686989,1064332384,905800304,1069451396,1148881892,General,20.0,2024-02-09 00:00:00 UTC,2024-02-19 00:00:00 UTC,In-Transit
1405180062,1662239075,432911306,1499121343,1069451396,1509019523,General,20.0,2024-02-11 00:00:00 UTC,2024-02-21 00:00:00 UTC,In-Transit
68606909,1722183516,2022528239,1610073028,1069451396,1148881892,General,20.0,2024-02-11 00:00:00 UTC,2024-02-21 00:00:00 UTC,In-Transit
280711864,224686989,1796382062,129514954,1148881892,1069451396,General,20.0,2024-02-11 00:00:00 UTC,2024-02-21 00:00:00 UTC,In-Transit
574703771,1258230698,2022528239,1673601514,1509019523,1069451396,General,20.0,2024-02-12 00:00:00 UTC,2024-02-22 00:00:00 UTC,In-Transit
1398000988,1722183516,2022528239,1873007318,1069451396,1509019523,General,20.0,2024-02-13 00:00:00 UTC,2024-02-23 00:00:00 UTC,In-Transit
1173130917,224686989,60651773,1166653778,1509019523,1148881892,General,20.0,2024-02-13 00:00:00 UTC,2024-02-23 00:00:00 UTC,In-Transit
697268100,1662239075,1430378783,830363498,1148881892,1069451396,General,20.0,2024-02-14 00:00:00 UTC,2024-02-24 00:00:00 UTC,In-Transit
732224372,1258230698,65597860,1647554988,1148881892,1069451396,General,20.0,2024-02-14 00:00:00 UTC,2024-02-24 00:00:00 UTC,In-Transit
1179631497,661126257,432911306,1276144348,1509019523,1148881892,General,20.0,2024-02-15 00:00:00 UTC,2024-02-25 00:00:00 UTC,In-Transit
945476177,1258230698,432911306,211021802,1069451396,1509019523,General,20.0,2024-02-15 00:00:00 UTC,2024-02-25 00:00:00 UTC,In-Transit
1910752228,1258230698,1064332384,1025391047,1069451396,1509019523,General,20.0,2024-02-16 00:00:00 UTC,2024-02-26 00:00:00 UTC,In-Transit
1259504008,661126257,1210391351,660170568,1509019523,1069451396,General,20.0,2024-02-17 00:00:00 UTC,2024-02-27 00:00:00 UTC,In-Transit
1959054600,224686989,432911306,438414665,1509019523,1148881892,General,20.0,2024-02-17 00:00:00 UTC,2024-02-27 00:00:00 UTC,In-Transit
31599118,1258230698,60651773,3214817,1148881892,1509019523,General,20.0,2024-02-18 00:00:00 UTC,2024-02-28 00:00:00 UTC,In-Transit
996643363,661126257,2132909713,1233266417,1148881892,1509019523,General,20.0,2024-02-19 00:00:00 UTC,2024-02-29 00:00:00 UTC,In-Transit
2061006221,1722183516,1064332384,1276627442,1509019523,1069451396,General,20.0,2024-02-19 00:00:00 UTC,2024-02-29 00:00:00 UTC,In-Transit
2095754567,661126257,60651773,1970036292,1069451396,1148881892,General,20.0,2024-02-20 00:00:00 UTC,2024-03-01 00:00:00 UTC,In-Transit
1559059543,1722183516,432911306,681422950,1069451396,1509019523,General,20.0,2024-02-20 00:00:00 UTC,2024-03-01 00:00:00 UTC,In-Transit
1930342627,1258230698,432911306,1369504541,1509019523,1069451396,General,20.0,2024-02-20 00:00:00 UTC,2024-03-01 00:00:00 UTC,In-Transit
447602220,224686989,432911306,2060029148,1148881892,1509019523,General,20.0,2024-02-20 00:00:00 UTC,2024-03-01 00:00:00 UTC,In-Transit
1664910990,1258230698,1064332384,1352163769,1509019523,1069451396,General,20.0,2024-02-21 00:00:00 UTC,2024-03-02 00:00:00 UTC,In-Transit
44796478,1722183516,1430378783,1530851956,1069451396,1509019523,General,20.0,2024-02-22 00:00:00 UTC,2024-03-03 00:00:00 UTC,In-Transit
1979049041,661126257,432911306,456797316,1509019523,1148881892,General,20.0,2024-02-23 00:00:00 UTC,2024-03-04 00:00:00 UTC,In-Transit
790770616,661126257,60651773,1911909661,1148881892,1069451396,General,20.0,2024-02-24 00:00:00 UTC,2024-03-05 00:00:00 UTC,In-Transit
1964412196,1258230698,569149869,1861016855,1148881892,1069451396,General,20.0,2024-02-24 00:00:00 UTC,2024-03-05 00:00:00 UTC,In-Transit
421238137,224686989,65597860,1081199940,1069451396,1509019523,General,20.0,2024-02-24 00:00:00 UTC,2024-03-05 00:00:00 UTC,In-Transit
380897657,1722183516,432911306,391133544,1069451396,1509019523,General,20.0,2024-02-26 00:00:00 UTC,2024-03-07 00:00:00 UTC,In-Transit
1965427533,1662239075,1210391351,1057150146,1069451396,1509019523,General,20.0,2024-02-27 00:00:00 UTC,2024-03-08 00:00:00 UTC,In-Transit
2131746541,224686989,60651773,131384917,1069451396,1148881892,General,20.0,2024-02-27 00:00:00 UTC,2024-03-08 00:00:00 UTC,In-Transit
1815874220,661126257,1064332384,291492098,1148881892,1069451396,General,20.0,2024-02-28 00:00:00 UTC,2024-03-09 00:00:00 UTC,In-Transit
1553572310,1662239075,2132909713,338952015,1069451396,1148881892,General,20.0,2024-02-28 00:00:00 UTC,2024-03-09 00:00:00 UTC,In-Transit
1612994734,1722183516,1430378783,1761913062,1509019523,1148881892,General,20.0,2024-02-28 00:00:00 UTC,2024-03-09 00:00:00 UTC,In-Transit
2080714665,1258230698,1064332384,90992921,1069451396,1509019523,General,20.0,2024-02-28 00:00:00 UTC,2024-03-09 00:00:00 UTC,In-Transit
864557085,661126257,60651773,715067754,1148881892,1509019523,General,20.0,2024-02-29 00:00:00 UTC,2024-03-10 00:00:00 UTC,In-Transit
225123206,1258230698,1430378783,837977223,1509019523,1069451396,General,20.0,2024-02-29 00:00:00 UTC,2024-03-10 00:00:00 UTC,In-Transit
2044167319,224686989,2022528239,1232710343,1069451396,1509019523,General,20.0,2024-02-29 00:00:00 UTC,2024-03-10 00:00:00 UTC,In-Transit
1716327475,1722183516,1430378783,1144834219,1148881892,1509019523,General,20.0,2024-03-01 00:00:00 UTC,2024-03-11 00:00:00 UTC,In-Transit
3324520,1258230698,2022528239,1727127818,1069451396,1148881892,General,20.0,2024-03-01 00:00:00 UTC,2024-03-11 00:00:00 UTC,In-Transit
50720065,1258230698,2132909713,1499920664,1069451396,1148881892,General,20.0,2024-03-02 00:00:00 UTC,2024-03-12 00:00:00 UTC,In-Transit
1476874079,224686989,432911306,316982830,1069451396,1509019523,General,20.0,2024-03-02 00:00:00 UTC,2024-03-12 00:00:00 UTC,In-Transit
740901181,661126257,1064332384,1923222855,1509019523,1148881892,General,20.0,2024-03-03 00:00:00 UTC,2024-03-13 00:00:00 UTC,In-Transit
601999950,1662239075,1210391351,575002334,1509019523,1069451396,General,20.0,2024-03-03 00:00:00 UTC,2024-03-13 00:00:00 UTC,In-Transit
1442430564,1722183516,65597860,474932356,1069451396,1148881892,General,20.0,2024-03-03 00:00:00 UTC,2024-03-13 00:00:00 UTC,In-Transit
302953905,1258230698,1430378783,1411953662,1148881892,1069451396,General,20.0,2024-03-04 00:00:00 UTC,2024-03-14 00:00:00 UTC,In-Transit
1815791103,1258230698,1430378783,901536809,1148881892,1509019523,General,20.0,2024-03-05 00:00:00 UTC,2024-03-15 00:00:00 UTC,In-Transit
365532793,661126257,2022528239,260068391,1509019523,1069451396,General,20.0,2024-03-06 00:00:00 UTC,2024-03-16 00:00:00 UTC,In-Transit
1247347175,224686989,1796382062,130416066,1148881892,1069451396,General,20.0,2024-03-06 00:00:00 UTC,2024-03-16 00:00:00 UTC,In-Transit
233927531,661126257,432911306,321968910,1069451396,1148881892,General,20.0,2024-03-07 00:00:00 UTC,2024-03-17 00:00:00 UTC,In-Transit
1885483317,1722183516,1796382062,1665817326,1069451396,1148881892,General,20.0,2024-03-08 00:00:00 UTC,2024-03-18 00:00:00 UTC,In-Transit
1092054107,1258230698,2132909713,712910716,1509019523,1148881892,General,20.0,2024-03-09 00:00:00 UTC,2024-03-19 00:00:00 UTC,In-Transit
1530409713,1662239075,432911306,2057802611,1509019523,1148881892,General,20.0,2024-03-10 00:00:00 UTC,2024-03-20 00:00:00 UTC,In-Transit
146856775,1258230698,60651773,1408067868,1148881892,1069451396,General,20.0,2024-03-10 00:00:00 UTC,2024-03-20 00:00:00 UTC,In-Transit
1045950662,1662239075,1210391351,1344077927,1148881892,1069451396,General,20.0,2024-03-11 00:00:00 UTC,2024-03-21 00:00:00 UTC,In-Transit
1867221256,224686989,2022528239,2083015240,1148881892,1069451396,General,20.0,2024-03-11 00:00:00 UTC,2024-03-21 00:00:00 UTC,In-Transit
2089901676,224686989,60651773,1266257068,1509019523,1069451396,General,20.0,2024-03-13 00:00:00 UTC,2024-03-23 00:00:00 UTC,In-Transit
253683965,1662239075,1430378783,683864328,1069451396,1148881892,General,20.0,2024-03-14 00:00:00 UTC,2024-03-24 00:00:00 UTC,In-Transit
1060166882,1722183516,569149869,2071896880,1509019523,1148881892,General,20.0,2024-03-14 00:00:00 UTC,2024-03-24 00:00:00 UTC,In-Transit
1065751537,224686989,2022528239,205649952,1069451396,1148881892,General,20.0,2024-03-14 00:00:00 UTC,2024-03-24 00:00:00 UTC,In-Transit
801609325,1662239075,1430378783,446529945,1148881892,1069451396,General,20.0,2024-03-15 00:00:00 UTC,2024-03-25 00:00:00 UTC,In-Transit
812933606,224686989,432911306,1016141852,1069451396,1509019523,General,20.0,2024-03-15 00:00:00 UTC,2024-03-25 00:00:00 UTC,In-Transit
505708195,661126257,1796382062,36686564,1148881892,1069451396,General,20.0,2024-03-16 00:00:00 UTC,2024-03-26 00:00:00 UTC,In-Transit
1645141271,1722183516,1064332384,355894304,1148881892,1069451396,General,20.0,2024-03-17 00:00:00 UTC,2024-03-27 00:00:00 UTC,In-Transit
1265816256,1258230698,2132909713,1532741964,1148881892,1069451396,General,20.0,2024-03-17 00:00:00 UTC,2024-03-27 00:00:00 UTC,In-Transit
1932352826,661126257,1796382062,680203863,1069451396,1148881892,General,20.0,2024-03-18 00:00:00 UTC,2024-03-28 00:00:00 UTC,In-Transit
719306124,1722183516,1430378783,792580471,1069451396,1148881892,General,20.0,2024-03-18 00:00:00 UTC,2024-03-28 00:00:00 UTC,In-Transit
1203912307,224686989,1796382062,1953987578,1509019523,1069451396,General,20.0,2024-03-18 00:00:00 UTC,2024-03-28 00:00:00 UTC,In-Transit
385239212,224686989,1064332384,787829721,1148881892,1069451396,General,20.0,2024-03-19 00:00:00 UTC,2024-03-29 00:00:00 UTC,In-Transit
150198441,1722183516,2132909713,1921786443,1148881892,1509019523,General,20.0,2024-03-20 00:00:00 UTC,2024-03-30 00:00:00 UTC,In-Transit
1321921114,1258230698,1796382062,469002301,1509019523,1148881892,General,20.0,2024-03-20 00:00:00 UTC,2024-03-30 00:00:00 UTC,In-Transit
1569387575,661126257,1210391351,29954,1148881892,1069451396,General,20.0,2024-03-21 00:00:00 UTC,2024-03-31 00:00:00 UTC,In-Transit
296330044,224686989,432911306,228050326,1509019523,1148881892,General,20.0,2024-03-21 00:00:00 UTC,2024-03-31 00:00:00 UTC,In-Transit
790449967,1722183516,432911306,614702482,1509019523,1148881892,General,20.0,2024-03-22 00:00:00 UTC,2024-04-01 00:00:00 UTC,In-Transit
843444792,224686989,432911306,1957298898,1509019523,1069451396,General,20.0,2024-03-22 00:00:00 UTC,2024-04-01 00:00:00 UTC,In-Transit
1506070145,661126257,1064332384,1315251081,1148881892,1509019523,General,20.0,2024-03-23 00:00:00 UTC,2024-04-02 00:00:00 UTC,In-Transit
844916044,1662239075,1430378783,121033743,1069451396,1148881892,General,20.0,2024-03-23 00:00:00 UTC,2024-04-02 00:00:00 UTC,In-Transit
1468433341,1722183516,65597860,366681134,1069451396,1509019523,General,20.0,2024-03-24 00:00:00 UTC,2024-04-03 00:00:00 UTC,In-Transit
1947763306,661126257,1210391351,768236034,1148881892,1509019523,General,20.0,2024-03-26 00:00:00 UTC,2024-04-05 00:00:00 UTC,In-Transit
1279118508,1662239075,2132909713,1871772360,1069451396,1509019523,General,20.0,2024-03-26 00:00:00 UTC,2024-04-05 00:00:00 UTC,In-Transit
1780813530,1722183516,1796382062,1798625797,1148881892,1069451396,General,20.0,2024-03-26 00:00:00 UTC,2024-04-05 00:00:00 UTC,In-Transit
721374749,661126257,1064332384,1763823565,1148881892,1509019523,General,20.0,2024-03-27 00:00:00 UTC,2024-04-06 00:00:00 UTC,In-Transit
481708834,224686989,1210391351,1649506583,1069451396,1509019523,General,20.0,2024-03-28 00:00:00 UTC,2024-04-07 00:00:00 UTC,In-Transit
329918693,661126257,1796382062,303601242,1148881892,1069451396,General,20.0,2024-03-29 00:00:00 UTC,2024-04-08 00:00:00 UTC,In-Transit
595120587,1662239075,1430378783,103794049,1069451396,1509019523,General,20.0,2024-03-29 00:00:00 UTC,2024-04-08 00:00:00 UTC,In-Transit
561257869,1258230698,2022528239,934875977,1148881892,1069451396,General,20.0,2024-03-29 00:00:00 UTC,2024-04-08 00:00:00 UTC,In-Transit
2058553516,1258230698,60651773,1752745846,1148881892,1509019523,General,20.0,2024-03-30 00:00:00 UTC,2024-04-09 00:00:00 UTC,In-Transit
824597344,1662239075,60651773,293692766,1148881892,1069451396,General,20.0,2024-03-31 00:00:00 UTC,2024-04-10 00:00:00 UTC,In-Transit
673225754,661126257,1430378783,1193422984,1509019523,1148881892,General,20.0,2024-04-01 00:00:00 UTC,2024-04-11 00:00:00 UTC,In-Transit
1702088291,1722183516,1210391351,1977045401,1069451396,1509019523,General,20.0,2024-04-01 00:00:00 UTC,2024-04-11 00:00:00 UTC,In-Transit
151742676,1258230698,432911306,1222998888,1069451396,1509019523,General,20.0,2024-04-01 00:00:00 UTC,2024-04-11 00:00:00 UTC,In-Transit
223475794,224686989,60651773,1698052553,1148881892,1069451396,General,20.0,2024-04-01 00:00:00 UTC,2024-04-11 00:00:00 UTC,In-Transit
1132409194,1722183516,60651773,330280857,1069451396,1509019523,General,20.0,2024-04-02 00:00:00 UTC,2024-04-12 00:00:00 UTC,In-Transit
1412896747,224686989,1796382062,647664231,1148881892,1069451396,General,20.0,2024-04-02 00:00:00 UTC,2024-04-12 00:00:00 UTC,In-Transit
314627827,1662239075,2132909713,226817395,1148881892,1069451396,General,20.0,2024-04-03 00:00:00 UTC,2024-04-13 00:00:00 UTC,In-Transit
1511207413,1722183516,1430378783,1584086488,1148881892,1509019523,General,20.0,2024-04-03 00:00:00 UTC,2024-04-13 00:00:00 UTC,In-Transit
331190764,224686989,60651773,1907424415,1069451396,1148881892,General,20.0,2024-04-03 00:00:00 UTC,2024-04-13 00:00:00 UTC,In-Transit
1409865393,661126257,65597860,1275666855,1148881892,1509019523,General,20.0,2024-04-04 00:00:00 UTC,2024-04-14 00:00:00 UTC,In-Transit
105195109,1722183516,432911306,667936924,1148881892,1069451396,General,20.0,2024-04-04 00:00:00 UTC,2024-04-14 00:00:00 UTC,In-Transit
1717673283,224686989,1430378783,1166695703,1069451396,1148881892,General,20.0,2024-04-04 00:00:00 UTC,2024-04-14 00:00:00 UTC,In-Transit
687676816,1258230698,2022528239,985294818,1069451396,1148881892,General,20.0,2024-04-05 00:00:00 UTC,2024-04-15 00:00:00 UTC,In-Transit
192558137,1722183516,569149869,94982173,1148881892,1069451396,General,20.0,2024-04-06 00:00:00 UTC,2024-04-16 00:00:00 UTC,In-Transit
962080614,1722183516,1796382062,1460392553,1509019523,1069451396,General,20.0,2024-04-08 00:00:00 UTC,2024-04-18 00:00:00 UTC,In-Transit
602518444,224686989,2132909713,2004138638,1148881892,1509019523,General,20.0,2024-04-08 00:00:00 UTC,2024-04-18 00:00:00 UTC,In-Transit
2071206455,661126257,1430378783,774123159,1509019523,1148881892,General,20.0,2024-04-09 00:00:00 UTC,2024-04-19 00:00:00 UTC,In-Transit
630147092,1258230698,1430378783,1668384905,1148881892,1069451396,General,20.0,2024-04-09 00:00:00 UTC,2024-04-19 00:00:00 UTC,In-Transit
1362858941,661126257,2022528239,743507651,1069451396,1509019523,General,20.0,2024-04-11 00:00:00 UTC,2024-04-21 00:00:00 UTC,In-Transit
908795178,1662239075,1430378783,1320505770,1148881892,1069451396,General,20.0,2024-04-13 00:00:00 UTC,2024-04-23 00:00:00 UTC,In-Transit
1678419939,1258230698,1210391351,2070421276,1509019523,1069451396,General,20.0,2024-04-14 00:00:00 UTC,2024-04-24 00:00:00 UTC,In-Transit
1089743176,1662239075,1796382062,1894214322,1069451396,1509019523,General,20.0,2024-04-15 00:00:00 UTC,2024-04-25 00:00:00 UTC,In-Transit
1992464815,1722183516,569149869,511057583,1509019523,1069451396,General,20.0,2024-04-15 00:00:00 UTC,2024-04-25 00:00:00 UTC,In-Transit
240297466,661126257,1210391351,915332007,1148881892,1509019523,General,20.0,2024-04-18 00:00:00 UTC,2024-04-28 00:00:00 UTC,In-Transit
135176814,1662239075,60651773,153980036,1069451396,1509019523,General,20.0,2024-04-18 00:00:00 UTC,2024-04-28 00:00:00 UTC,In-Transit
314114293,661126257,1430378783,1207817840,1509019523,1069451396,General,20.0,2024-04-19 00:00:00 UTC,2024-04-29 00:00:00 UTC,In-Transit
1376690756,1258230698,1430378783,1533927024,1148881892,1509019523,General,20.0,2024-04-19 00:00:00 UTC,2024-04-29 00:00:00 UTC,In-Transit
768988390,661126257,1430378783,1893810342,1509019523,1148881892,General,20.0,2024-04-20 00:00:00 UTC,2024-04-30 00:00:00 UTC,In-Transit
1168413972,1662239075,1430378783,777088540,1148881892,1509019523,General,20.0,2024-04-20 00:00:00 UTC,2024-04-30 00:00:00 UTC,In-Transit
353968001,1258230698,1210391351,453730254,1148881892,1509019523,General,20.0,2024-04-20 00:00:00 UTC,2024-04-30 00:00:00 UTC,In-Transit
23592739,1662239075,1796382062,1590784038,1069451396,1148881892,General,20.0,2024-04-21 00:00:00 UTC,2024-05-01 00:00:00 UTC,In-Transit
1763150640,1258230698,1796382062,964642145,1069451396,1148881892,General,20.0,2024-04-21 00:00:00 UTC,2024-05-01 00:00:00 UTC,In-Transit
1855325460,1258230698,432911306,656457631,1148881892,1069451396,General,20.0,2024-04-23 00:00:00 UTC,2024-05-03 00:00:00 UTC,In-Transit
1185824346,224686989,2132909713,1497123783,1148881892,1069451396,General,20.0,2024-04-23 00:00:00 UTC,2024-05-03 00:00:00 UTC,In-Transit
1815542600,1662239075,1796382062,1467497718,1148881892,1509019523,General,20.0,2024-04-24 00:00:00 UTC,2024-05-04 00:00:00 UTC,In-Transit
340634215,1722183516,1064332384,1965009120,1069451396,1148881892,General,20.0,2024-04-24 00:00:00 UTC,2024-05-04 00:00:00 UTC,In-Transit
1860404332,661126257,2022528239,2097338774,1069451396,1509019523,General,20.0,2024-04-25 00:00:00 UTC,2024-05-05 00:00:00 UTC,In-Transit
822527960,661126257,569149869,38631684,1148881892,1509019523,General,20.0,2024-04-26 00:00:00 UTC,2024-05-06 00:00:00 UTC,In-Transit
2079843809,1662239075,1796382062,1755614213,1148881892,1509019523,General,20.0,2024-04-26 00:00:00 UTC,2024-05-06 00:00:00 UTC,In-Transit
1061238883,224686989,1064332384,1306515403,1148881892,1069451396,General,20.0,2024-04-26 00:00:00 UTC,2024-05-06 00:00:00 UTC,In-Transit
993425837,661126257,1064332384,1914779767,1509019523,1069451396,General,20.0,2024-04-27 00:00:00 UTC,2024-05-07 00:00:00 UTC,In-Transit
1124405859,1662239075,2132909713,1136755306,1509019523,1069451396,General,20.0,2024-04-27 00:00:00 UTC,2024-05-07 00:00:00 UTC,In-Transit
