 ID, User ID, Start Time, End Time, Platform, Ip Address, User Agent
1508168388,1198480636,2025-01-18 21:16:16.808236 UTC,2025-01-18 23:28:28.808236 UTC,Mobile,144.104.68.31,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
107310510,1198480636,2025-01-12 22:55:53.81034 UTC,2025-01-13 02:20:13.81034 UTC,Web,239.166.235.81,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1089667852,1014766334,2024-12-29 00:28:20.811553 UTC,2024-12-29 01:21:57.811553 UTC,Mobile,255.39.38.86,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
190911554,1014766334,2025-01-11 11:26:00.812706 UTC,2025-01-11 14:42:22.812706 UTC,Web,141.109.95.52,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
2117713674,1014766334,2025-01-18 19:48:37.813978 UTC,2025-01-18 20:10:19.813978 UTC,Web,91.44.198.100,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1122728974,1014766334,2025-01-19 06:13:13.816586 UTC,2025-01-19 07:47:26.816586 UTC,Web,111.171.92.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1623614112,1014766334,2025-01-16 03:47:10.818812 UTC,2025-01-16 04:14:51.818812 UTC,Web,26.18.149.31,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1001003614,1014766334,2025-01-17 13:45:22.819915 UTC,,Mobile,248.42.98.119,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
1414658413,1014766334,2025-01-14 01:09:28.822 UTC,2025-01-14 04:09:14.822 UTC,API,208.233.77.49,curl/7.64.1
604446279,1014766334,2025-01-12 05:44:19.82384 UTC,2025-01-12 06:59:07.82384 UTC,Web,110.224.209.180,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1479801849,1014766334,2025-01-20 07:35:46.826018 UTC,2025-01-20 11:21:00.826018 UTC,API,92.153.10.88,CRM-API-Client/1.0
1770649871,1014766334,2025-01-05 23:45:15.827331 UTC,2025-01-06 00:14:17.827331 UTC,Web,120.21.212.81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
485489324,1014766334,2024-12-28 09:59:03.829405 UTC,2024-12-28 10:05:13.829405 UTC,Mobile,238.130.178.81,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
171430474,1014766334,2025-01-05 22:20:00.832233 UTC,2025-01-05 23:18:02.832233 UTC,Web,10.236.76.230,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1850548075,1014766334,2025-01-18 22:19:42.834362 UTC,2025-01-18 23:54:37.834362 UTC,Web,38.89.169.123,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1142552302,1014766334,2024-12-26 03:39:09.835584 UTC,2024-12-26 04:42:22.835584 UTC,Web,44.29.109.78,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1201684894,671266232,2025-01-08 09:54:40.837922 UTC,2025-01-08 11:19:54.837922 UTC,Web,207.197.240.17,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1122802261,671266232,2025-01-11 23:24:49.840632 UTC,2025-01-12 00:35:22.840632 UTC,Web,172.3.153.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
838101253,671266232,2024-12-31 17:02:57.845009 UTC,2024-12-31 20:35:46.845009 UTC,Web,48.210.200.138,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1500994750,671266232,2025-01-08 21:48:11.848629 UTC,2025-01-08 22:16:37.848629 UTC,Mobile,108.108.86.230,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
1106254326,671266232,2025-01-08 14:42:47.851429 UTC,2025-01-08 18:06:43.851429 UTC,API,241.158.216.215,CRM-API-Client/1.0
1900699606,671266232,2025-01-18 15:23:03.853311 UTC,2025-01-18 15:29:43.853311 UTC,Web,32.3.235.142,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
23374382,671266232,2025-01-01 00:21:57.855741 UTC,,Web,183.87.215.99,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
574016711,671266232,2025-01-16 21:48:49.8576 UTC,2025-01-17 00:15:50.8576 UTC,Web,26.66.53.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
2063973836,671266232,2025-01-08 09:49:57.859824 UTC,2025-01-08 12:51:27.859824 UTC,Mobile,204.195.80.226,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
707004269,671266232,2025-01-08 06:11:44.863677 UTC,2025-01-08 07:22:05.863677 UTC,Mobile,52.53.70.115,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
939031988,671266232,2025-01-15 19:19:53.866398 UTC,2025-01-15 21:40:45.866398 UTC,Web,81.6.23.14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
77285027,671266232,2025-01-15 23:53:46.868795 UTC,2025-01-16 01:36:04.868795 UTC,Mobile,203.226.101.81,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
644343810,1636622651,2024-12-29 19:51:35.87227 UTC,2024-12-29 22:52:24.87227 UTC,Web,22.105.123.158,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1900656594,1636622651,2025-01-23 19:17:35.875226 UTC,,Web,102.190.89.255,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1020854344,1636622651,2025-01-12 23:50:25.877552 UTC,2025-01-13 01:42:47.877552 UTC,Web,181.9.140.24,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
18295147,1636622651,2025-01-05 16:45:11.879382 UTC,2025-01-05 17:01:03.879382 UTC,Web,143.64.11.128,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
194080954,1636622651,2025-01-23 03:34:42.881173 UTC,2025-01-23 05:42:19.881173 UTC,API,112.13.161.120,Postman/8.0
719817399,1636622651,2024-12-28 07:51:10.883219 UTC,2024-12-28 07:56:29.883219 UTC,Web,165.71.172.71,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
196821207,1636622651,2025-01-04 05:34:34.886214 UTC,2025-01-04 06:27:41.886214 UTC,API,23.33.206.159,curl/7.64.1
1228638472,1636622651,2025-01-24 05:12:08.888985 UTC,2025-01-24 07:40:45.888985 UTC,Web,113.212.59.159,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
970917141,1636622651,2025-01-17 14:07:45.890563 UTC,2025-01-17 18:01:18.890563 UTC,API,131.141.250.81,Postman/8.0
975004178,1636622651,2025-01-07 09:45:49.892875 UTC,2025-01-07 13:27:10.892875 UTC,Web,115.119.92.117,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1075127564,1636622651,2024-12-31 13:17:54.894033 UTC,2024-12-31 16:32:20.894033 UTC,Web,64.157.195.25,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1749019609,1636622651,2025-01-13 19:56:02.895766 UTC,2025-01-13 23:23:14.895766 UTC,Web,17.6.92.174,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
722442667,1636622651,2025-01-20 17:55:45.89786 UTC,2025-01-20 18:29:06.89786 UTC,Mobile,249.154.191.254,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
1895915932,1636622651,2025-01-06 15:49:47.899361 UTC,2025-01-06 19:15:17.899361 UTC,Web,132.200.251.237,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
840114464,1636622651,2024-12-26 08:47:47.901498 UTC,2024-12-26 11:28:25.901498 UTC,Web,17.86.74.126,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1539641194,1636622651,2024-12-26 10:25:00.903481 UTC,2024-12-26 13:55:34.903481 UTC,Web,210.180.84.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
411777675,1636622651,2025-01-10 18:29:37.907773 UTC,2025-01-10 21:07:55.907773 UTC,Web,141.3.181.157,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1087569232,686203502,2025-01-01 13:39:03.910225 UTC,2025-01-01 15:38:50.910225 UTC,Web,180.67.182.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1339087862,686203502,2024-12-30 07:57:20.917964 UTC,2024-12-30 09:08:40.917964 UTC,API,191.40.68.68,Postman/8.0
1029560561,686203502,2025-01-20 21:47:18.929291 UTC,2025-01-20 22:27:06.929291 UTC,Web,189.124.191.148,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
3274303,686203502,2025-01-05 07:46:14.934598 UTC,2025-01-05 10:28:38.934598 UTC,Web,181.149.132.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1818598042,686203502,2025-01-12 19:44:26.93654 UTC,2025-01-12 20:32:29.93654 UTC,Web,243.164.239.120,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1553553317,686203502,2025-01-14 20:17:46.938487 UTC,2025-01-14 23:39:56.938487 UTC,Web,120.173.231.177,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
267479038,686203502,2025-01-18 09:37:55.940511 UTC,2025-01-18 13:03:15.940511 UTC,Web,113.50.69.22,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
68626149,686203502,2024-12-29 00:16:05.943105 UTC,2024-12-29 01:20:14.943105 UTC,Web,175.232.163.36,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
306407555,686203502,2025-01-03 14:33:54.94484 UTC,2025-01-03 15:51:59.94484 UTC,Web,49.59.224.88,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1797361601,686203502,2025-01-21 03:06:04.947401 UTC,,Web,192.254.65.222,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
461295600,686203502,2025-01-14 13:24:16.948287 UTC,2025-01-14 13:44:19.948287 UTC,Mobile,73.207.9.104,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
2090527420,686203502,2025-01-14 07:39:48.949046 UTC,2025-01-14 08:52:45.949046 UTC,Web,79.226.239.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1831575393,1889257643,2025-01-05 11:45:50.950921 UTC,2025-01-05 14:26:35.950921 UTC,Web,192.13.65.216,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
2025728649,1889257643,2025-01-09 04:48:29.953 UTC,2025-01-09 05:50:32.953 UTC,Mobile,157.202.133.201,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
195217379,1889257643,2025-01-04 03:10:56.955044 UTC,2025-01-04 06:10:50.955044 UTC,Web,40.13.136.234,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
303053751,1889257643,2025-01-13 03:41:18.95618 UTC,2025-01-13 06:19:06.95618 UTC,Web,181.255.157.185,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
11811076,1889257643,2025-01-14 16:08:31.957981 UTC,2025-01-14 17:21:20.957981 UTC,API,101.41.71.6,curl/7.64.1
1873005720,1889257643,2025-01-23 05:13:12.959133 UTC,2025-01-23 06:28:40.959133 UTC,Web,25.120.144.159,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
659624598,1889257643,2025-01-10 03:46:58.960645 UTC,2025-01-10 04:14:21.960645 UTC,Web,174.71.205.103,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
2132727824,1889257643,2025-01-03 12:27:45.962998 UTC,2025-01-03 15:05:42.962998 UTC,Web,148.223.80.136,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1081147747,1889257643,2025-01-22 12:03:24.965143 UTC,2025-01-22 12:15:40.965143 UTC,API,253.91.53.74,Postman/8.0
1450117054,1889257643,2025-01-15 09:18:46.968738 UTC,2025-01-15 10:30:22.968738 UTC,Mobile,190.48.77.202,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
1738649489,1889257643,2024-12-27 03:33:08.971782 UTC,2024-12-27 05:25:56.971782 UTC,Mobile,87.142.137.86,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
850890096,534148375,2024-12-27 07:23:44.97376 UTC,2024-12-27 11:19:30.97376 UTC,Web,235.57.99.48,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
716621261,534148375,2025-01-17 00:34:15.975637 UTC,2025-01-17 02:32:07.975637 UTC,API,218.178.135.217,CRM-API-Client/1.0
1248717892,534148375,2025-01-16 08:47:47.977625 UTC,2025-01-16 12:32:12.977625 UTC,Web,102.160.89.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
617995269,534148375,2025-01-15 18:18:24.978772 UTC,2025-01-15 22:13:01.978772 UTC,API,123.164.103.93,curl/7.64.1
1785571611,534148375,2025-01-01 17:43:19.981705 UTC,2025-01-01 18:14:02.981705 UTC,Web,144.2.29.205,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1088149375,534148375,2025-01-08 23:30:44.984569 UTC,2025-01-08 23:48:18.984569 UTC,Web,138.42.58.255,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
690282027,534148375,2025-01-15 12:05:34.986562 UTC,2025-01-15 15:06:39.986562 UTC,Web,63.32.181.80,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1376005025,534148375,2025-01-15 23:43:05.988859 UTC,2025-01-16 00:23:59.988859 UTC,Web,192.109.231.208,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
432124846,534148375,2024-12-29 22:12:55.992119 UTC,2024-12-29 23:07:51.992119 UTC,Web,77.13.13.135,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
459606184,534148375,2025-01-18 13:10:54.993722 UTC,,Web,31.160.222.166,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
896509608,534148375,2025-01-15 20:19:53.996136 UTC,2025-01-15 22:13:50.996136 UTC,Web,234.4.112.165,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
133078337,534148375,2025-01-10 20:03:04.997931 UTC,2025-01-10 20:42:35.997931 UTC,API,85.104.71.7,Postman/8.0
1449586486,534148375,2025-01-20 18:52:12.000928 UTC,2025-01-20 21:38:01.000928 UTC,Web,75.75.56.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
672795576,534148375,2024-12-29 00:40:40.002652 UTC,2024-12-29 02:42:18.002652 UTC,Web,77.180.69.134,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
82377864,534148375,2024-12-26 12:39:39.004337 UTC,2024-12-26 13:43:43.004337 UTC,API,92.172.196.161,CRM-API-Client/1.0
2022407866,534148375,2025-01-09 16:56:47.006625 UTC,2025-01-09 18:02:40.006625 UTC,Web,126.163.118.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1362657639,534148375,2025-01-24 14:04:25.008701 UTC,2025-01-24 16:08:04.008701 UTC,Web,241.146.141.95,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
2013399078,534148375,2025-01-11 22:40:00.011035 UTC,2025-01-12 00:17:27.011035 UTC,Web,133.153.150.65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
165332958,534148375,2025-01-01 21:42:20.014229 UTC,2025-01-02 00:35:35.014229 UTC,Web,109.107.36.207,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
748189483,1182288583,2025-01-05 12:59:06.016921 UTC,2025-01-05 14:52:42.016921 UTC,Web,151.190.164.174,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
802860130,1182288583,2025-01-03 16:16:53.019043 UTC,2025-01-03 18:01:16.019043 UTC,API,1.164.137.50,CRM-API-Client/1.0
1190331606,1182288583,2025-01-01 09:58:41.020626 UTC,2025-01-01 12:55:34.020626 UTC,Web,201.241.183.171,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1069691869,1182288583,2025-01-18 15:09:34.022307 UTC,2025-01-18 18:54:11.022307 UTC,Web,196.38.191.30,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1139325234,1182288583,2025-01-08 03:34:23.024611 UTC,2025-01-08 05:01:18.024611 UTC,Web,212.124.69.203,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
418981572,1182288583,2025-01-18 21:35:51.026987 UTC,2025-01-18 22:40:45.026987 UTC,Mobile,66.214.148.88,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
680256171,1182288583,2024-12-31 19:11:34.028877 UTC,2024-12-31 22:03:30.028877 UTC,API,127.79.25.155,curl/7.64.1
1736306246,1182288583,2024-12-27 10:09:11.030465 UTC,2024-12-27 10:16:42.030465 UTC,Web,89.15.23.42,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
904851676,1182288583,2025-01-23 03:10:25.033399 UTC,2025-01-23 03:37:55.033399 UTC,Web,241.110.29.95,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
884110551,1182288583,2025-01-05 14:46:56.036138 UTC,2025-01-05 17:15:23.036138 UTC,Web,127.212.47.24,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1829741003,1182288583,2025-01-14 01:33:12.038396 UTC,2025-01-14 04:49:45.038396 UTC,Web,215.8.211.213,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
147727939,1182288583,2025-01-06 00:49:58.040687 UTC,2025-01-06 03:32:55.040687 UTC,Web,19.220.37.247,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1344320757,38977155,2025-01-17 12:13:51.043003 UTC,2025-01-17 14:06:49.043003 UTC,Web,102.24.125.104,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
124739705,38977155,2025-01-06 04:25:56.044656 UTC,2025-01-06 04:34:00.044656 UTC,Web,66.194.148.138,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
401990223,38977155,2025-01-20 14:01:49.045739 UTC,2025-01-20 15:37:01.045739 UTC,Web,40.110.57.123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1227688075,38977155,2025-01-02 12:13:17.047602 UTC,2025-01-02 12:23:29.047602 UTC,Web,170.218.31.73,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
1684867819,38977155,2025-01-24 15:18:05.049577 UTC,2025-01-24 16:45:57.049577 UTC,Web,181.137.92.108,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
570173072,38977155,2025-01-17 09:04:04.052136 UTC,2025-01-17 09:17:01.052136 UTC,Web,110.108.87.159,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
804615765,38977155,2025-01-18 12:47:57.053879 UTC,2025-01-18 16:46:01.053879 UTC,Mobile,91.208.183.127,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15
423655522,38977155,2025-01-10 05:04:24.055703 UTC,2025-01-10 08:17:49.055703 UTC,Web,88.122.88.38,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
2114100372,38977155,2025-01-08 05:03:18.056801 UTC,2025-01-08 06:45:09.056801 UTC,Web,251.242.204.16,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1958084555,38977155,2025-01-21 09:57:07.059494 UTC,2025-01-21 11:09:32.059494 UTC,Mobile,239.233.6.240,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
584040691,38977155,2025-01-02 23:56:32.061118 UTC,2025-01-03 00:48:49.061118 UTC,Web,155.176.193.224,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
1696788250,38977155,2025-01-14 19:35:42.062915 UTC,2025-01-14 21:45:18.062915 UTC,Web,180.11.162.131,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
1740903543,2128349241,2025-01-01 20:30:27.0649 UTC,2025-01-01 21:21:55.0649 UTC,Web,157.87.242.25,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
887742253,2128349241,2025-01-01 21:36:32.066709 UTC,2025-01-02 00:16:03.066709 UTC,Web,87.91.106.225,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
765434110,2128349241,2025-01-05 12:31:34.06865 UTC,,Web,85.95.179.235,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
318714499,2128349241,2024-12-28 08:41:19.070793 UTC,2024-12-28 10:34:41.070793 UTC,Mobile,36.102.196.177,Mozilla/5.0 (Android 12; Mobile) AppleWebKit/537.36
1395714604,2128349241,2024-12-30 15:21:47.07199 UTC,2024-12-30 18:05:51.07199 UTC,API,188.138.211.52,Postman/8.0
322929959,2128349241,2025-01-18 21:30:43.075075 UTC,2025-01-18 21:38:14.075075 UTC,Web,20.168.173.71,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
