 Bom ID, Product ID, Prev Revision ID, Creation Date
1597002529,1894879113,1,2021-07-01 00:00:00 UTC
434239218,1894879113,2,2023-01-01 00:00:00 UTC
1758141711,1589216577,0,2020-01-01 00:00:00 UTC
1615220913,1589216577,1,2021-07-01 00:00:00 UTC
1302696396,1589216577,2,2023-01-01 00:00:00 UTC
1106926781,1677208163,0,2020-01-01 00:00:00 UTC
2071068999,1677208163,1,2021-07-01 00:00:00 UTC
1235460818,1677208163,2,2023-01-01 00:00:00 UTC
530864414,1328909245,0,2020-01-01 00:00:00 UTC
830146253,1328909245,1,2021-07-01 00:00:00 UTC
42366963,1328909245,2,2023-01-01 00:00:00 UTC
404659660,1988175641,0,2020-01-01 00:00:00 UTC
743085679,1988175641,1,2021-07-01 00:00:00 UTC
1312738259,1988175641,2,2023-01-01 00:00:00 UTC
2120361562,2137841554,0,2020-01-01 00:00:00 UTC
1318045684,2137841554,1,2021-07-01 00:00:00 UTC
1715986743,2137841554,2,2023-01-01 00:00:00 UTC
1355551649,387753490,0,2020-01-01 00:00:00 UTC
634089884,387753490,1,2021-07-01 00:00:00 UTC
2060077383,387753490,2,2023-01-01 00:00:00 UTC
510172143,664936708,0,2020-01-01 00:00:00 UTC
811837680,664936708,1,2021-07-01 00:00:00 UTC
568909595,664936708,2,2023-01-01 00:00:00 UTC
626713597,287604037,0,2020-01-01 00:00:00 UTC
128643569,287604037,1,2021-07-01 00:00:00 UTC
1246563498,287604037,2,2023-01-01 00:00:00 UTC
582488661,639894955,0,2020-01-01 00:00:00 UTC
1715819627,639894955,1,2021-07-01 00:00:00 UTC
1165532554,639894955,2,2023-01-01 00:00:00 UTC
1092898382,634208301,0,2020-01-01 00:00:00 UTC
1708905349,634208301,1,2021-07-01 00:00:00 UTC
66403175,634208301,2,2023-01-01 00:00:00 UTC
1078804787,1381179533,0,2020-01-01 00:00:00 UTC
1388333483,1381179533,1,2021-07-01 00:00:00 UTC
2104462507,1381179533,2,2023-01-01 00:00:00 UTC
1164130741,826742008,0,2020-01-01 00:00:00 UTC
1342516711,826742008,1,2021-07-01 00:00:00 UTC
1104910717,826742008,2,2023-01-01 00:00:00 UTC
687909795,1993953324,0,2020-01-01 00:00:00 UTC
1122740175,1993953324,1,2021-07-01 00:00:00 UTC
1230540530,1993953324,2,2023-01-01 00:00:00 UTC
458834668,2017648365,0,2020-01-01 00:00:00 UTC
28415186,2017648365,1,2021-07-01 00:00:00 UTC
219487675,2017648365,2,2023-01-01 00:00:00 UTC
1612159848,36194335,0,2020-01-01 00:00:00 UTC
1821566996,36194335,1,2021-07-01 00:00:00 UTC
1170992644,36194335,2,2023-01-01 00:00:00 UTC
357805775,778862611,0,2020-01-01 00:00:00 UTC
1077689285,778862611,1,2021-07-01 00:00:00 UTC
1718446926,778862611,2,2023-01-01 00:00:00 UTC
1221249876,1912064632,0,2020-01-01 00:00:00 UTC
5919175,1912064632,1,2021-07-01 00:00:00 UTC
1855012866,1912064632,2,2023-01-01 00:00:00 UTC
782207293,1163371281,0,2020-01-01 00:00:00 UTC
1767059877,1163371281,1,2021-07-01 00:00:00 UTC
1611286355,1163371281,2,2023-01-01 00:00:00 UTC
1945771482,1899314059,0,2020-01-01 00:00:00 UTC
362429051,1899314059,1,2021-07-01 00:00:00 UTC
1899798981,1899314059,2,2023-01-01 00:00:00 UTC
435724622,2111222872,0,2020-01-01 00:00:00 UTC
940153412,2111222872,1,2021-07-01 00:00:00 UTC
1641475510,2111222872,2,2023-01-01 00:00:00 UTC
1236266627,445296660,0,2020-01-01 00:00:00 UTC
689926578,445296660,1,2021-07-01 00:00:00 UTC
1376882120,445296660,2,2023-01-01 00:00:00 UTC
489438852,1886367459,0,2020-01-01 00:00:00 UTC
852090199,1886367459,1,2021-07-01 00:00:00 UTC
1829917181,1886367459,2,2023-01-01 00:00:00 UTC
1296636534,1228615147,0,2020-01-01 00:00:00 UTC
639974379,1228615147,1,2021-07-01 00:00:00 UTC
1531521146,1228615147,2,2023-01-01 00:00:00 UTC
1447560737,507905740,0,2020-01-01 00:00:00 UTC
2018650960,507905740,1,2021-07-01 00:00:00 UTC
723056499,507905740,2,2023-01-01 00:00:00 UTC
1354934391,965823772,0,2020-01-01 00:00:00 UTC
1233168474,965823772,1,2021-07-01 00:00:00 UTC
1373099018,965823772,2,2023-01-01 00:00:00 UTC
257821986,774045160,0,2020-01-01 00:00:00 UTC
138381399,774045160,1,2021-07-01 00:00:00 UTC
1789158986,774045160,2,2023-01-01 00:00:00 UTC
895069239,1021893466,0,2020-01-01 00:00:00 UTC
495261992,1021893466,1,2021-07-01 00:00:00 UTC
138137313,1021893466,2,2023-01-01 00:00:00 UTC
2068344602,177281658,0,2020-01-01 00:00:00 UTC
1383147168,177281658,1,2021-07-01 00:00:00 UTC
278754037,177281658,2,2023-01-01 00:00:00 UTC
1458485721,1764476118,0,2020-01-01 00:00:00 UTC
1453213054,1764476118,1,2021-07-01 00:00:00 UTC
1967620863,1764476118,2,2023-01-01 00:00:00 UTC
565564433,480433046,0,2020-01-01 00:00:00 UTC
1675156453,480433046,1,2021-07-01 00:00:00 UTC
461638870,480433046,2,2023-01-01 00:00:00 UTC
450557847,1022743270,0,2020-01-01 00:00:00 UTC
560849179,1022743270,1,2021-07-01 00:00:00 UTC
636109106,1022743270,2,2023-01-01 00:00:00 UTC
613179033,1407053904,0,2020-01-01 00:00:00 UTC
1960431875,1407053904,1,2021-07-01 00:00:00 UTC
789994032,1407053904,2,2023-01-01 00:00:00 UTC
2082926449,694127367,0,2020-01-01 00:00:00 UTC
330089727,694127367,1,2021-07-01 00:00:00 UTC
1410588088,694127367,2,2023-01-01 00:00:00 UTC
1900549969,1507808434,0,2020-01-01 00:00:00 UTC
1171376319,1507808434,1,2021-07-01 00:00:00 UTC
916214748,1507808434,2,2023-01-01 00:00:00 UTC
991655438,562359809,0,2020-01-01 00:00:00 UTC
1802188016,562359809,1,2021-07-01 00:00:00 UTC
1872243493,562359809,2,2023-01-01 00:00:00 UTC
664564234,207242950,0,2020-01-01 00:00:00 UTC
1652905303,207242950,1,2021-07-01 00:00:00 UTC
345624773,207242950,2,2023-01-01 00:00:00 UTC
957090775,625464627,0,2020-01-01 00:00:00 UTC
317918691,625464627,1,2021-07-01 00:00:00 UTC
909349577,625464627,2,2023-01-01 00:00:00 UTC
1965389499,1595905503,0,2020-01-01 00:00:00 UTC
1771005663,1595905503,1,2021-07-01 00:00:00 UTC
1415136674,1595905503,2,2023-01-01 00:00:00 UTC
1003674774,1281138545,0,2020-01-01 00:00:00 UTC
361833453,1281138545,1,2021-07-01 00:00:00 UTC
548208025,1281138545,2,2023-01-01 00:00:00 UTC
199429662,2098403168,0,2020-01-01 00:00:00 UTC
2132802546,2098403168,1,2021-07-01 00:00:00 UTC
1715841493,2098403168,2,2023-01-01 00:00:00 UTC
242346807,2066254789,0,2020-01-01 00:00:00 UTC
204089854,2066254789,1,2021-07-01 00:00:00 UTC
939237471,2066254789,2,2023-01-01 00:00:00 UTC
775404052,770679086,0,2020-01-01 00:00:00 UTC
1405769538,770679086,1,2021-07-01 00:00:00 UTC
1519533277,770679086,2,2023-01-01 00:00:00 UTC
1879839530,2100402592,0,2020-01-01 00:00:00 UTC
119839829,2100402592,1,2021-07-01 00:00:00 UTC
1325579397,2100402592,2,2023-01-01 00:00:00 UTC
586579996,1472003519,0,2020-01-01 00:00:00 UTC
496104635,1472003519,1,2021-07-01 00:00:00 UTC
1545514930,1472003519,2,2023-01-01 00:00:00 UTC
30861078,797685999,0,2020-01-01 00:00:00 UTC
1165906889,797685999,1,2021-07-01 00:00:00 UTC
876465861,797685999,2,2023-01-01 00:00:00 UTC
709742660,279974525,0,2020-01-01 00:00:00 UTC
414188639,279974525,1,2021-07-01 00:00:00 UTC
2127745726,279974525,2,2023-01-01 00:00:00 UTC
1185429880,1347719889,0,2020-01-01 00:00:00 UTC
340183751,1347719889,1,2021-07-01 00:00:00 UTC
1844366934,1347719889,2,2023-01-01 00:00:00 UTC
815436233,364030572,0,2020-01-01 00:00:00 UTC
70000199,364030572,1,2021-07-01 00:00:00 UTC
1349271160,364030572,2,2023-01-01 00:00:00 UTC
77464602,409055185,0,2020-01-01 00:00:00 UTC
1480779080,409055185,1,2021-07-01 00:00:00 UTC
817884306,409055185,2,2023-01-01 00:00:00 UTC
1570539133,1458184559,0,2020-01-01 00:00:00 UTC
559138212,1458184559,1,2021-07-01 00:00:00 UTC
401555335,1458184559,2,2023-01-01 00:00:00 UTC
684085243,1857521685,0,2020-01-01 00:00:00 UTC
948830149,1857521685,1,2021-07-01 00:00:00 UTC
2014998473,1857521685,2,2023-01-01 00:00:00 UTC
98544180,963770084,0,2020-01-01 00:00:00 UTC
1530234658,963770084,1,2021-07-01 00:00:00 UTC
1544739851,963770084,2,2023-01-01 00:00:00 UTC
513588608,772336318,0,2020-01-01 00:00:00 UTC
824766622,772336318,1,2021-07-01 00:00:00 UTC
1951836236,772336318,2,2023-01-01 00:00:00 UTC
1540551761,517458155,0,2020-01-01 00:00:00 UTC
1658946087,517458155,1,2021-07-01 00:00:00 UTC
1153258041,517458155,2,2023-01-01 00:00:00 UTC
2013695872,980766119,0,2020-01-01 00:00:00 UTC
2061828235,980766119,1,2021-07-01 00:00:00 UTC
1301825416,980766119,2,2023-01-01 00:00:00 UTC
16655604,232382756,0,2020-01-01 00:00:00 UTC
1991718325,232382756,1,2021-07-01 00:00:00 UTC
38149705,232382756,2,2023-01-01 00:00:00 UTC
1207443099,230882781,0,2020-01-01 00:00:00 UTC
1378185836,230882781,1,2021-07-01 00:00:00 UTC
977860229,230882781,2,2023-01-01 00:00:00 UTC
93463357,962431705,0,2020-01-01 00:00:00 UTC
206833432,962431705,1,2021-07-01 00:00:00 UTC
1390433334,962431705,2,2023-01-01 00:00:00 UTC
1157513319,953470587,0,2020-01-01 00:00:00 UTC
1279726091,953470587,1,2021-07-01 00:00:00 UTC
288656063,953470587,2,2023-01-01 00:00:00 UTC
116164242,1702212573,0,2020-01-01 00:00:00 UTC
1704599795,1702212573,1,2021-07-01 00:00:00 UTC
1493325790,1702212573,2,2023-01-01 00:00:00 UTC
1464790866,1620558601,0,2020-01-01 00:00:00 UTC
1443575924,1620558601,1,2021-07-01 00:00:00 UTC
450984880,1620558601,2,2023-01-01 00:00:00 UTC
523760189,1520399800,0,2020-01-01 00:00:00 UTC
1065228236,1520399800,1,2021-07-01 00:00:00 UTC
1921246889,1520399800,2,2023-01-01 00:00:00 UTC
823806651,356414600,0,2020-01-01 00:00:00 UTC
1931458520,356414600,1,2021-07-01 00:00:00 UTC
1809615613,356414600,2,2023-01-01 00:00:00 UTC
1100825806,469672826,0,2020-01-01 00:00:00 UTC
773342480,469672826,1,2021-07-01 00:00:00 UTC
536370780,469672826,2,2023-01-01 00:00:00 UTC
673817431,514461818,0,2020-01-01 00:00:00 UTC
313537205,514461818,1,2021-07-01 00:00:00 UTC
1850336787,514461818,2,2023-01-01 00:00:00 UTC
1949387016,1250088053,0,2020-01-01 00:00:00 UTC
2025326829,1250088053,1,2021-07-01 00:00:00 UTC
1736953754,1250088053,2,2023-01-01 00:00:00 UTC
1965517447,901624480,0,2020-01-01 00:00:00 UTC
153926193,901624480,1,2021-07-01 00:00:00 UTC
1037871828,901624480,2,2023-01-01 00:00:00 UTC
1891813971,554956838,0,2020-01-01 00:00:00 UTC
1219114341,554956838,1,2021-07-01 00:00:00 UTC
406446488,554956838,2,2023-01-01 00:00:00 UTC
1675696922,1502579825,0,2020-01-01 00:00:00 UTC
1271946561,1502579825,1,2021-07-01 00:00:00 UTC
2083417302,1502579825,2,2023-01-01 00:00:00 UTC
1372117940,1909940985,0,2020-01-01 00:00:00 UTC
1110788722,1909940985,1,2021-07-01 00:00:00 UTC
931500942,1909940985,2,2023-01-01 00:00:00 UTC
1561254138,1398957094,0,2020-01-01 00:00:00 UTC
951342418,1398957094,1,2021-07-01 00:00:00 UTC
2085610099,1398957094,2,2023-01-01 00:00:00 UTC
1246771219,408597187,0,2020-01-01 00:00:00 UTC
38079952,408597187,1,2021-07-01 00:00:00 UTC
2084013706,408597187,2,2023-01-01 00:00:00 UTC
731204501,710149981,0,2020-01-01 00:00:00 UTC
1541967566,710149981,1,2021-07-01 00:00:00 UTC
492912728,710149981,2,2023-01-01 00:00:00 UTC
1674439821,58349478,0,2020-01-01 00:00:00 UTC
2124965688,58349478,1,2021-07-01 00:00:00 UTC
211815512,58349478,2,2023-01-01 00:00:00 UTC
1050848743,549027897,0,2020-01-01 00:00:00 UTC
1868011184,549027897,1,2021-07-01 00:00:00 UTC
715720060,549027897,2,2023-01-01 00:00:00 UTC
687277719,246852938,0,2020-01-01 00:00:00 UTC
1818260143,246852938,1,2021-07-01 00:00:00 UTC
908784986,246852938,2,2023-01-01 00:00:00 UTC
1424395374,615452616,0,2020-01-01 00:00:00 UTC
273595851,615452616,1,2021-07-01 00:00:00 UTC
1386805446,615452616,2,2023-01-01 00:00:00 UTC
1197071800,1719322950,0,2020-01-01 00:00:00 UTC
1364714835,1719322950,1,2021-07-01 00:00:00 UTC
13083378,1719322950,2,2023-01-01 00:00:00 UTC
22559975,380035154,0,2020-01-01 00:00:00 UTC
998849492,380035154,1,2021-07-01 00:00:00 UTC
1470450047,380035154,2,2023-01-01 00:00:00 UTC
1630792901,143896352,0,2020-01-01 00:00:00 UTC
790523972,143896352,1,2021-07-01 00:00:00 UTC
806567125,143896352,2,2023-01-01 00:00:00 UTC
691845144,1341108878,0,2020-01-01 00:00:00 UTC
91221489,1341108878,1,2021-07-01 00:00:00 UTC
496872182,1341108878,2,2023-01-01 00:00:00 UTC
2033057748,1228696372,0,2020-01-01 00:00:00 UTC
22865169,1228696372,1,2021-07-01 00:00:00 UTC
1848961493,1228696372,2,2023-01-01 00:00:00 UTC
1450196038,571324225,0,2020-01-01 00:00:00 UTC
1632792470,571324225,1,2021-07-01 00:00:00 UTC
1218919231,571324225,2,2023-01-01 00:00:00 UTC
490524471,1060800588,0,2020-01-01 00:00:00 UTC
1239060164,1060800588,1,2021-07-01 00:00:00 UTC
1395408428,1060800588,2,2023-01-01 00:00:00 UTC
1959004722,1401608557,0,2020-01-01 00:00:00 UTC
1953099265,1401608557,1,2021-07-01 00:00:00 UTC
1233712464,1401608557,2,2023-01-01 00:00:00 UTC
1396580008,2114476460,0,2020-01-01 00:00:00 UTC
1714094909,2114476460,1,2021-07-01 00:00:00 UTC
1521884826,2114476460,2,2023-01-01 00:00:00 UTC
1402223451,1782761655,0,2020-01-01 00:00:00 UTC
1090009508,1782761655,1,2021-07-01 00:00:00 UTC
1322954778,1782761655,2,2023-01-01 00:00:00 UTC
162785441,2121024151,0,2020-01-01 00:00:00 UTC
1825387122,2121024151,1,2021-07-01 00:00:00 UTC
822556589,2121024151,2,2023-01-01 00:00:00 UTC
1234168048,2041455540,0,2020-01-01 00:00:00 UTC
1829062796,2041455540,1,2021-07-01 00:00:00 UTC
1812207740,2041455540,2,2023-01-01 00:00:00 UTC
1398202110,498956891,0,2020-01-01 00:00:00 UTC
1651951507,498956891,1,2021-07-01 00:00:00 UTC
829243172,498956891,2,2023-01-01 00:00:00 UTC
791373606,1785043431,0,2020-01-01 00:00:00 UTC
730979072,1785043431,1,2021-07-01 00:00:00 UTC
1724505180,1785043431,2,2023-01-01 00:00:00 UTC
105567991,1005267733,0,2020-01-01 00:00:00 UTC
1757857249,1005267733,1,2021-07-01 00:00:00 UTC
727104169,1005267733,2,2023-01-01 00:00:00 UTC
1516738119,2002934333,0,2020-01-01 00:00:00 UTC
862174255,2002934333,1,2021-07-01 00:00:00 UTC
58462625,2002934333,2,2023-01-01 00:00:00 UTC
488663382,949526043,0,2020-01-01 00:00:00 UTC
528861797,949526043,1,2021-07-01 00:00:00 UTC
1345986973,949526043,2,2023-01-01 00:00:00 UTC
838854447,1897107811,0,2020-01-01 00:00:00 UTC
2128789319,1897107811,1,2021-07-01 00:00:00 UTC
822735824,1897107811,2,2023-01-01 00:00:00 UTC
444070928,876979408,0,2020-01-01 00:00:00 UTC
1554469219,876979408,1,2021-07-01 00:00:00 UTC
368060328,876979408,2,2023-01-01 00:00:00 UTC
553632316,1877232098,0,2020-01-01 00:00:00 UTC
1864004110,1877232098,1,2021-07-01 00:00:00 UTC
1172219547,1877232098,2,2023-01-01 00:00:00 UTC
1268151769,1362545079,0,2020-01-01 00:00:00 UTC
719638784,1362545079,1,2021-07-01 00:00:00 UTC
853376424,1362545079,2,2023-01-01 00:00:00 UTC
577991212,1563253337,0,2020-01-01 00:00:00 UTC
1292721830,1563253337,1,2021-07-01 00:00:00 UTC
1682612027,1563253337,2,2023-01-01 00:00:00 UTC
142746500,1330068067,0,2020-01-01 00:00:00 UTC
985079581,1330068067,1,2021-07-01 00:00:00 UTC
1991473457,1330068067,2,2023-01-01 00:00:00 UTC
150421174,940749676,0,2020-01-01 00:00:00 UTC
1936694018,940749676,1,2021-07-01 00:00:00 UTC
65371555,940749676,2,2023-01-01 00:00:00 UTC
1046157392,316105936,0,2020-01-01 00:00:00 UTC
1990655251,316105936,1,2021-07-01 00:00:00 UTC
1778657039,316105936,2,2023-01-01 00:00:00 UTC
949208224,779465155,0,2020-01-01 00:00:00 UTC
1601027002,779465155,1,2021-07-01 00:00:00 UTC
209245997,779465155,2,2023-01-01 00:00:00 UTC
5294113,1388693051,0,2020-01-01 00:00:00 UTC
2084198820,1388693051,1,2021-07-01 00:00:00 UTC
1842477548,1388693051,2,2023-01-01 00:00:00 UTC
1958832620,1031078401,0,2020-01-01 00:00:00 UTC
1353926651,1031078401,1,2021-07-01 00:00:00 UTC
1378840688,1031078401,2,2023-01-01 00:00:00 UTC
1286958640,1080225696,0,2020-01-01 00:00:00 UTC
923963232,1080225696,1,2021-07-01 00:00:00 UTC
1321691156,1080225696,2,2023-01-01 00:00:00 UTC
348216871,1535372130,0,2020-01-01 00:00:00 UTC
1231778644,1535372130,1,2021-07-01 00:00:00 UTC
883838340,1535372130,2,2023-01-01 00:00:00 UTC
1671831744,556015080,0,2020-01-01 00:00:00 UTC
1709242634,556015080,1,2021-07-01 00:00:00 UTC
620215521,556015080,2,2023-01-01 00:00:00 UTC
46365888,1575706803,0,2020-01-01 00:00:00 UTC
2089180628,1575706803,1,2021-07-01 00:00:00 UTC
2064985878,1575706803,2,2023-01-01 00:00:00 UTC
283510567,943495806,0,2020-01-01 00:00:00 UTC
765314230,943495806,1,2021-07-01 00:00:00 UTC
627575443,943495806,2,2023-01-01 00:00:00 UTC
1933635266,1160159979,0,2020-01-01 00:00:00 UTC
711525244,1160159979,1,2021-07-01 00:00:00 UTC
877794658,1160159979,2,2023-01-01 00:00:00 UTC
777326363,827790727,0,2020-01-01 00:00:00 UTC
158856646,827790727,1,2021-07-01 00:00:00 UTC
1497329547,827790727,2,2023-01-01 00:00:00 UTC
1044230980,1344416659,0,2020-01-01 00:00:00 UTC
2086196400,1344416659,1,2021-07-01 00:00:00 UTC
602938679,1344416659,2,2023-01-01 00:00:00 UTC
1099492789,9340309,0,2020-01-01 00:00:00 UTC
1215465373,9340309,1,2021-07-01 00:00:00 UTC
1654246913,9340309,2,2023-01-01 00:00:00 UTC
1483691579,692419031,0,2020-01-01 00:00:00 UTC
1061400561,692419031,1,2021-07-01 00:00:00 UTC
1407840815,692419031,2,2023-01-01 00:00:00 UTC
587867301,51962364,0,2020-01-01 00:00:00 UTC
175270092,51962364,1,2021-07-01 00:00:00 UTC
927158975,51962364,2,2023-01-01 00:00:00 UTC
1617968372,87682054,0,2020-01-01 00:00:00 UTC
1249307397,87682054,1,2021-07-01 00:00:00 UTC
485293101,87682054,2,2023-01-01 00:00:00 UTC
1625903039,1345669918,0,2020-01-01 00:00:00 UTC
2003948964,1345669918,1,2021-07-01 00:00:00 UTC
687516206,1345669918,2,2023-01-01 00:00:00 UTC
617123321,214742778,0,2020-01-01 00:00:00 UTC
177952885,214742778,1,2021-07-01 00:00:00 UTC
1829456157,214742778,2,2023-01-01 00:00:00 UTC
1847630689,569827012,0,2020-01-01 00:00:00 UTC
769034964,569827012,1,2021-07-01 00:00:00 UTC
12153245,569827012,2,2023-01-01 00:00:00 UTC
1190214155,688949336,0,2020-01-01 00:00:00 UTC
1570640645,688949336,1,2021-07-01 00:00:00 UTC
2048261730,688949336,2,2023-01-01 00:00:00 UTC
420455606,361792872,0,2020-01-01 00:00:00 UTC
1131712672,361792872,1,2021-07-01 00:00:00 UTC
787174575,361792872,2,2023-01-01 00:00:00 UTC
465772325,922640075,0,2020-01-01 00:00:00 UTC
1264882531,922640075,1,2021-07-01 00:00:00 UTC
9791583,922640075,2,2023-01-01 00:00:00 UTC
612764059,614826590,0,2020-01-01 00:00:00 UTC
1081132214,614826590,1,2021-07-01 00:00:00 UTC
904819652,614826590,2,2023-01-01 00:00:00 UTC
1818395373,932183959,0,2020-01-01 00:00:00 UTC
490530795,932183959,1,2021-07-01 00:00:00 UTC
1005464263,932183959,2,2023-01-01 00:00:00 UTC
1597327006,636192160,0,2020-01-01 00:00:00 UTC
1390552919,636192160,1,2021-07-01 00:00:00 UTC
1590934694,636192160,2,2023-01-01 00:00:00 UTC
370105849,70128562,0,2020-01-01 00:00:00 UTC
1118996212,70128562,1,2021-07-01 00:00:00 UTC
440784044,70128562,2,2023-01-01 00:00:00 UTC
1974819796,502007491,0,2020-01-01 00:00:00 UTC
1827687450,502007491,1,2021-07-01 00:00:00 UTC
1226724622,502007491,2,2023-01-01 00:00:00 UTC
439979358,1245315471,0,2020-01-01 00:00:00 UTC
440342299,1245315471,1,2021-07-01 00:00:00 UTC
1336393890,1245315471,2,2023-01-01 00:00:00 UTC
1371461387,719807222,0,2020-01-01 00:00:00 UTC
100615777,719807222,1,2021-07-01 00:00:00 UTC
2125397059,719807222,2,2023-01-01 00:00:00 UTC
299978075,1563953169,0,2020-01-01 00:00:00 UTC
55069835,1563953169,1,2021-07-01 00:00:00 UTC
371818126,1563953169,2,2023-01-01 00:00:00 UTC
