 ID, Plant ID, Purchase Order ID, Chemical Name, Quantity, Purity, Expiration Date, Storage Temp, Hazard Level, Status
994141155,525111250,1170004378,Catalyst A,17.35606423637627,0.99,2025-04-01 00:00:00 UTC,25.0,HIGH,LOW
326949739,795267550,1620575978,Catalyst A,10.541902345663695,0.99,2025-04-02 00:00:00 UTC,25.0,HIGH,LOW
517398315,487278038,1539456671,Catalyst A,16.786937985400474,0.99,2025-04-02 00:00:00 UTC,25.0,HIGH,LOW
1708591692,525111250,354024321,Solvent B,54.01908345198013,0.98,2025-04-06 00:00:00 UTC,25.0,LOW,LOW
2110081414,525111250,1023342128,Solvent B,58.396331126623465,0.98,2025-04-07 00:00:00 UTC,25.0,LOW,LOW
1599618076,795267550,1019329422,Solvent B,73.79537558716652,0.98,2025-04-08 00:00:00 UTC,25.0,LOW,LOW
1792135023,525111250,724407241,Ethylene,111.4009013304743,0.995,2025-04-10 00:00:00 UTC,25.0,MEDIUM,LOW
1200875998,795267550,1396658058,Ethylene,136.70624996152765,0.995,2025-04-10 00:00:00 UTC,25.0,MEDIUM,LOW
1564545469,525111250,1152544526,Solvent B,92.32053264592953,0.98,2025-04-11 00:00:00 UTC,25.0,LOW,LOW
1733901476,525111250,72082577,Catalyst A,11.078829761719513,0.99,2025-04-14 00:00:00 UTC,25.0,HIGH,LOW
1480702335,795267550,2021197714,Catalyst A,13.57123381534388,0.99,2025-04-14 00:00:00 UTC,25.0,HIGH,LOW
175887012,487278038,1492291472,Ethylene,187.25192089496983,0.995,2025-04-14 00:00:00 UTC,25.0,MEDIUM,LOW
850837588,525111250,1536176900,Solvent B,95.63794598466492,0.98,2025-04-15 00:00:00 UTC,25.0,LOW,LOW
268175684,795267550,251691849,Solvent B,71.83226773924571,0.98,2025-04-16 00:00:00 UTC,25.0,LOW,LOW
1258035722,525111250,456783589,Ethylene,191.8414846417453,0.995,2025-04-17 00:00:00 UTC,25.0,MEDIUM,LOW
368451870,795267550,996142722,Ethylene,128.05092784853272,0.995,2025-04-17 00:00:00 UTC,25.0,MEDIUM,LOW
1189013855,487278038,956687483,Solvent B,99.36822409257488,0.98,2025-04-17 00:00:00 UTC,25.0,LOW,LOW
1789762341,525111250,162068313,Ethylene,195.19163251007632,0.995,2025-04-18 00:00:00 UTC,25.0,MEDIUM,LOW
455392040,525111250,1704013107,Catalyst A,10.285979792022895,0.99,2025-04-18 00:00:00 UTC,25.0,HIGH,LOW
1379280385,525111250,1899746477,Solvent B,54.851311200585656,0.98,2025-04-18 00:00:00 UTC,25.0,LOW,LOW
77014000,795267550,64611484,Solvent B,98.06348548448604,0.98,2025-04-18 00:00:00 UTC,25.0,LOW,LOW
673396730,525111250,1431608448,Catalyst A,10.400244539644376,0.99,2025-04-19 00:00:00 UTC,25.0,HIGH,LOW
314650565,525111250,805107252,Solvent B,72.79034975648504,0.98,2025-04-20 00:00:00 UTC,25.0,LOW,LOW
1483792535,795267550,2119858035,Ethylene,174.54874936350012,0.995,2025-04-20 00:00:00 UTC,25.0,MEDIUM,LOW
1618728634,487278038,574250057,Catalyst A,14.98700851023881,0.99,2025-04-20 00:00:00 UTC,25.0,HIGH,LOW
510566953,795267550,626904036,Ethylene,188.17168001766348,0.995,2025-04-21 00:00:00 UTC,25.0,MEDIUM,LOW
1869769521,487278038,255926272,Solvent B,54.26423427681531,0.98,2025-04-21 00:00:00 UTC,25.0,LOW,LOW
1224133426,525111250,629335326,Solvent B,51.51989683934405,0.98,2025-04-24 00:00:00 UTC,25.0,LOW,LOW
1724894058,487278038,364361807,Catalyst A,18.985091760454992,0.99,2025-04-24 00:00:00 UTC,25.0,HIGH,LOW
1348744449,525111250,632092586,Solvent B,91.55342813630514,0.98,2025-04-27 00:00:00 UTC,25.0,LOW,LOW
666358741,795267550,1184059204,Catalyst A,19.64874407228716,0.99,2025-04-27 00:00:00 UTC,25.0,HIGH,LOW
989546484,487278038,276340166,Ethylene,141.24437695322624,0.995,2025-04-27 00:00:00 UTC,25.0,MEDIUM,LOW
1301957789,525111250,1706505100,Ethylene,138.42709994681235,0.995,2025-04-30 00:00:00 UTC,25.0,MEDIUM,LOW
2072148550,525111250,1246412553,Ethylene,118.2548036687974,0.995,2025-05-01 00:00:00 UTC,25.0,MEDIUM,LOW
1188237979,795267550,904893365,Ethylene,163.562015353655,0.995,2025-05-01 00:00:00 UTC,25.0,MEDIUM,LOW
1341835566,525111250,1865817765,Solvent B,82.4443741593744,0.98,2025-05-02 00:00:00 UTC,25.0,LOW,LOW
388731977,525111250,1044072631,Ethylene,101.11581896649933,0.995,2025-05-03 00:00:00 UTC,25.0,MEDIUM,LOW
680615335,525111250,608631455,Catalyst A,15.54837991533147,0.99,2025-05-03 00:00:00 UTC,25.0,HIGH,LOW
791315928,525111250,1647966614,Ethylene,135.13106246956866,0.995,2025-05-04 00:00:00 UTC,25.0,MEDIUM,LOW
2010516970,525111250,1013449113,Catalyst A,16.36454845210079,0.99,2025-05-04 00:00:00 UTC,25.0,HIGH,LOW
984634000,525111250,2121209102,Solvent B,82.72778112895503,0.98,2025-05-04 00:00:00 UTC,25.0,LOW,LOW
1143161754,795267550,2080887176,Solvent B,67.02930662694773,0.98,2025-05-04 00:00:00 UTC,25.0,LOW,LOW
2041030637,795267550,1715584922,Catalyst A,15.406325731911407,0.99,2025-05-05 00:00:00 UTC,25.0,HIGH,LOW
799308849,525111250,1909260732,Ethylene,130.75340315391279,0.995,2025-05-06 00:00:00 UTC,25.0,MEDIUM,LOW
467127037,795267550,252145328,Solvent B,60.984676743160975,0.98,2025-05-10 00:00:00 UTC,25.0,LOW,LOW
186170484,487278038,893615825,Ethylene,116.49208036795872,0.995,2025-05-10 00:00:00 UTC,25.0,MEDIUM,LOW
121102591,487278038,1028606177,Solvent B,51.64698093710938,0.98,2025-05-10 00:00:00 UTC,25.0,LOW,LOW
1767088880,525111250,1260671774,Ethylene,115.11995037503678,0.995,2025-05-12 00:00:00 UTC,25.0,MEDIUM,LOW
276896335,795267550,864837531,Catalyst A,15.795484140401532,0.99,2025-05-12 00:00:00 UTC,25.0,HIGH,LOW
479491703,487278038,1418938422,Solvent B,87.91898748142984,0.98,2025-05-12 00:00:00 UTC,25.0,LOW,LOW
209975654,525111250,1623428189,Solvent B,74.50589724116463,0.98,2025-05-13 00:00:00 UTC,25.0,LOW,LOW
1097438041,487278038,361890324,Solvent B,85.45517820560698,0.98,2025-05-13 00:00:00 UTC,25.0,LOW,LOW
1252918291,487278038,1812075319,Ethylene,145.29510867239867,0.995,2025-05-14 00:00:00 UTC,25.0,MEDIUM,LOW
1809081754,795267550,1752676505,Ethylene,179.1045378075815,0.995,2025-05-15 00:00:00 UTC,25.0,MEDIUM,LOW
2099881380,487278038,2038401610,Catalyst A,18.126305960169795,0.99,2025-05-15 00:00:00 UTC,25.0,HIGH,LOW
626922702,525111250,203430784,Solvent B,69.17304185933551,0.98,2025-05-17 00:00:00 UTC,25.0,LOW,LOW
906296162,487278038,166298151,Ethylene,109.50650652595101,0.995,2025-05-17 00:00:00 UTC,25.0,MEDIUM,LOW
1981784483,487278038,1071866496,Solvent B,79.45516869950848,0.98,2025-05-17 00:00:00 UTC,25.0,LOW,LOW
479866520,795267550,148615526,Catalyst A,14.14190273776639,0.99,2025-05-18 00:00:00 UTC,25.0,HIGH,LOW
1067552943,525111250,1068348560,Catalyst A,17.678146399344037,0.99,2025-05-19 00:00:00 UTC,25.0,HIGH,LOW
1584624589,487278038,1230624674,Ethylene,181.35988780725754,0.995,2025-05-20 00:00:00 UTC,25.0,MEDIUM,LOW
1230560788,525111250,695602728,Catalyst A,13.943021516427272,0.99,2025-05-21 00:00:00 UTC,25.0,HIGH,LOW
1259879619,487278038,1894436101,Catalyst A,10.453571348633895,0.99,2025-05-21 00:00:00 UTC,25.0,HIGH,LOW
969786370,795267550,2046559640,Solvent B,75.29382044529353,0.98,2025-05-23 00:00:00 UTC,25.0,LOW,LOW
2083711847,525111250,55997040,Ethylene,123.91719007529791,0.995,2025-05-24 00:00:00 UTC,25.0,MEDIUM,LOW
880308347,487278038,1022460884,Catalyst A,15.10678838237555,0.99,2025-05-24 00:00:00 UTC,25.0,HIGH,LOW
1167425019,525111250,1334734088,Solvent B,73.88443359014474,0.98,2025-05-25 00:00:00 UTC,25.0,LOW,LOW
49434897,525111250,54445356,Catalyst A,18.535030809691627,0.99,2025-05-26 00:00:00 UTC,25.0,HIGH,LOW
1366848423,525111250,1060930183,Ethylene,140.43489454893773,0.995,2025-05-27 00:00:00 UTC,25.0,MEDIUM,LOW
957344070,487278038,1633283184,Catalyst A,17.658768389087378,0.99,2025-05-28 00:00:00 UTC,25.0,HIGH,LOW
628353398,487278038,558633630,Solvent B,95.33943045509952,0.98,2025-05-30 00:00:00 UTC,25.0,LOW,LOW
2071919647,525111250,1194096356,Catalyst A,10.97313402168365,0.99,2025-05-31 00:00:00 UTC,25.0,HIGH,LOW
771081661,795267550,58665805,Ethylene,137.59846179553563,0.995,2025-06-01 00:00:00 UTC,25.0,MEDIUM,LOW
1327577376,795267550,1130515856,Solvent B,95.41085564662319,0.98,2025-06-01 00:00:00 UTC,25.0,LOW,LOW
1603374019,525111250,1988452964,Ethylene,130.117363893744,0.995,2025-06-02 00:00:00 UTC,25.0,MEDIUM,LOW
202993664,487278038,781469136,Solvent B,50.29476733818537,0.98,2025-06-02 00:00:00 UTC,25.0,LOW,LOW
514016042,795267550,845460955,Ethylene,121.31233233262535,0.995,2025-06-03 00:00:00 UTC,25.0,MEDIUM,LOW
1140472307,795267550,1206558154,Catalyst A,16.8950175685411,0.99,2025-06-03 00:00:00 UTC,25.0,HIGH,LOW
1668350972,795267550,972824790,Ethylene,125.34446704860595,0.995,2025-06-05 00:00:00 UTC,25.0,MEDIUM,LOW
2049099817,487278038,1923235236,Ethylene,199.55683909467956,0.995,2025-06-05 00:00:00 UTC,25.0,MEDIUM,LOW
1717127653,795267550,251344438,Ethylene,101.56526019398491,0.995,2025-06-07 00:00:00 UTC,25.0,MEDIUM,LOW
1761128346,487278038,361304478,Catalyst A,10.617156730431079,0.99,2025-06-08 00:00:00 UTC,25.0,HIGH,LOW
2111975544,487278038,2111620946,Ethylene,168.00883828742826,0.995,2025-06-12 00:00:00 UTC,25.0,MEDIUM,LOW
1002801652,795267550,1224222640,Ethylene,178.45090374841135,0.995,2025-06-16 00:00:00 UTC,25.0,MEDIUM,LOW
1652454334,487278038,1627377840,Solvent B,82.88784637667428,0.98,2025-06-16 00:00:00 UTC,25.0,LOW,LOW
1727717865,525111250,1056432342,Catalyst A,10.002448629787702,0.99,2025-06-17 00:00:00 UTC,25.0,HIGH,LOW
100624334,525111250,1424505079,Ethylene,164.08905612039592,0.995,2025-06-18 00:00:00 UTC,25.0,MEDIUM,LOW
1719129277,525111250,1426823144,Ethylene,183.26230924256487,0.995,2025-06-20 00:00:00 UTC,25.0,MEDIUM,LOW
1848683427,525111250,366906313,Solvent B,62.737144202622645,0.98,2025-06-20 00:00:00 UTC,25.0,LOW,LOW
907402251,795267550,1331494557,Catalyst A,19.368876108253943,0.99,2025-06-20 00:00:00 UTC,25.0,HIGH,LOW
770937995,525111250,1960945773,Catalyst A,14.097437472496571,0.99,2025-06-21 00:00:00 UTC,25.0,HIGH,LOW
1701683854,795267550,428066674,Solvent B,77.4502508133674,0.98,2025-06-21 00:00:00 UTC,25.0,LOW,LOW
986692765,525111250,1123610550,Catalyst A,14.002979655664728,0.99,2025-06-22 00:00:00 UTC,25.0,HIGH,LOW
702053690,525111250,970139763,Solvent B,65.16466792751532,0.98,2025-06-23 00:00:00 UTC,25.0,LOW,LOW
190144576,487278038,791401789,Catalyst A,19.379616754139654,0.99,2025-06-23 00:00:00 UTC,25.0,HIGH,LOW
1582238589,525111250,243446120,Ethylene,149.4978901637926,0.995,2025-06-24 00:00:00 UTC,25.0,MEDIUM,LOW
451619183,525111250,26621188,Catalyst A,16.695252373834727,0.99,2025-06-24 00:00:00 UTC,25.0,HIGH,LOW
1162434099,487278038,678414747,Ethylene,174.37144306455465,0.995,2025-06-24 00:00:00 UTC,25.0,MEDIUM,LOW
322801082,795267550,1529838190,Ethylene,181.48107330383414,0.995,2025-06-25 00:00:00 UTC,25.0,MEDIUM,LOW
1885092845,487278038,1305128407,Catalyst A,11.611420652177973,0.99,2025-06-25 00:00:00 UTC,25.0,HIGH,LOW
1855330159,525111250,881067573,Solvent B,60.3916287438067,0.98,2025-06-26 00:00:00 UTC,25.0,LOW,LOW
895354003,487278038,1850116370,Catalyst A,19.245992628701387,0.99,2025-06-26 00:00:00 UTC,25.0,HIGH,LOW
1993478835,487278038,1420807413,Ethylene,137.9727488763461,0.995,2025-06-28 00:00:00 UTC,25.0,MEDIUM,LOW
651715610,795267550,1205431376,Solvent B,79.65224338465913,0.98,2025-06-29 00:00:00 UTC,25.0,LOW,LOW
1807842775,795267550,1625606216,Catalyst A,14.352153646805032,0.99,2025-07-01 00:00:00 UTC,25.0,HIGH,LOW
867173638,795267550,2048773549,Solvent B,62.495349753753935,0.98,2025-07-05 00:00:00 UTC,25.0,LOW,LOW
165533788,487278038,1322730288,Ethylene,180.00975835041035,0.995,2025-07-05 00:00:00 UTC,25.0,MEDIUM,LOW
1804058953,487278038,314171173,Catalyst A,13.01037161833353,0.99,2025-07-05 00:00:00 UTC,25.0,HIGH,LOW
1523392571,487278038,31900701,Solvent B,92.81644721243165,0.98,2025-07-05 00:00:00 UTC,25.0,LOW,LOW
1575999835,487278038,1617245364,Ethylene,106.52283705016475,0.995,2025-07-10 00:00:00 UTC,25.0,MEDIUM,LOW
1696298265,487278038,1649367784,Catalyst A,11.74955364249115,0.99,2025-07-10 00:00:00 UTC,25.0,HIGH,LOW
1367401722,795267550,1337504161,Catalyst A,12.063287223666096,0.99,2025-07-11 00:00:00 UTC,25.0,HIGH,LOW
1806538185,795267550,1029900185,Solvent B,77.88055984242942,0.98,2025-07-12 00:00:00 UTC,25.0,LOW,LOW
1202715490,487278038,1558169548,Catalyst A,14.468657838467983,0.99,2025-07-12 00:00:00 UTC,25.0,HIGH,LOW
2058251017,795267550,1444470707,Catalyst A,13.6836217347782,0.99,2025-07-13 00:00:00 UTC,25.0,HIGH,LOW
1657293467,525111250,2097792128,Catalyst A,19.6147873222814,0.99,2025-07-14 00:00:00 UTC,25.0,HIGH,LOW
447220783,487278038,152541831,Ethylene,189.33248335660676,0.995,2025-07-14 00:00:00 UTC,25.0,MEDIUM,LOW
667049889,487278038,518162745,Catalyst A,15.374113269363981,0.99,2025-07-14 00:00:00 UTC,25.0,HIGH,LOW
827501857,487278038,1236443210,Solvent B,79.73574561767225,0.98,2025-07-14 00:00:00 UTC,25.0,LOW,LOW
1518947400,525111250,822808258,Catalyst A,19.972598008669202,0.99,2025-07-15 00:00:00 UTC,25.0,HIGH,LOW
473923458,795267550,1893326284,Solvent B,64.88434937976905,0.98,2025-07-15 00:00:00 UTC,25.0,LOW,LOW
236892943,525111250,1832253261,Catalyst A,13.66112504529593,0.99,2025-07-17 00:00:00 UTC,25.0,HIGH,LOW
1241369554,795267550,346842933,Ethylene,109.0107797379383,0.995,2025-07-17 00:00:00 UTC,25.0,MEDIUM,LOW
659657438,795267550,87752861,Solvent B,75.63519534463,0.98,2025-07-17 00:00:00 UTC,25.0,LOW,LOW
98597774,487278038,1717996223,Catalyst A,14.154566730478482,0.99,2025-07-17 00:00:00 UTC,25.0,HIGH,LOW
853822283,525111250,680286579,Ethylene,193.05158740674602,0.995,2025-07-20 00:00:00 UTC,25.0,MEDIUM,LOW
1118266019,795267550,2078652207,Ethylene,184.287636069625,0.995,2025-07-20 00:00:00 UTC,25.0,MEDIUM,LOW
910297413,525111250,102699319,Solvent B,55.11263744569899,0.98,2025-07-22 00:00:00 UTC,25.0,LOW,LOW
895138677,525111250,742471773,Ethylene,153.0926676777077,0.995,2025-07-23 00:00:00 UTC,25.0,MEDIUM,LOW
747285861,795267550,422643821,Ethylene,136.15192487312362,0.995,2025-07-23 00:00:00 UTC,25.0,MEDIUM,LOW
2064095675,525111250,911212123,Catalyst A,17.995592383284045,0.99,2025-07-24 00:00:00 UTC,25.0,HIGH,LOW
1652009739,795267550,825048036,Catalyst A,10.996992819689831,0.99,2025-07-25 00:00:00 UTC,25.0,HIGH,LOW
