 ID, Name, Industry, Size, Credit Rating, Year Founded
399849538,Tenant-399849538,Retail,Medium,AAA,1968
1027955017,Tenant-1027955017,Technology,Enterprise,A,2009
1687448733,Tenant-1687448733,Technology,Medium,AA,2002
1813979074,Tenant-1813979074,Technology,Small,A,1971
1430601514,Tenant-1430601514,Professional Services,Small,AA,1970
655545037,Tenant-655545037,Healthcare,Large,AA,1974
1795927337,Tenant-1795927337,Technology,Enterprise,BB,1980
291556842,Tenant-291556842,Finance,Medium,AA,1962
2076364447,Tenant-2076364447,Professional Services,Small,BB,2012
1262659532,Tenant-1262659532,Retail,Medium,BBB,1984
504291309,Tenant-504291309,Food Service,Enterprise,AA,1962
1479937570,Tenant-1479937570,Retail,Enterprise,A,2013
1550129113,Tenant-1550129113,Food Service,Large,A,1971
701922064,Tenant-701922064,Technology,Small,AA,1991
2015220191,Tenant-2015220191,Other,Small,A,2002
977090776,Tenant-977090776,Technology,Large,BB,1964
1118089895,Tenant-1118089895,Healthcare,Small,BB,2013
1450490420,Tenant-1450490420,Technology,Large,AAA,1994
30675776,Tenant-30675776,Technology,Large,AA,1995
741540811,Tenant-741540811,Finance,Small,A,2012
1650110853,Tenant-1650110853,Professional Services,Medium,AA,1980
2118070193,Tenant-2118070193,Food Service,Medium,AA,2004
1493665285,Tenant-1493665285,Retail,Medium,A,1959
1692845497,Tenant-1692845497,Other,Medium,A,2016
1217563187,Tenant-1217563187,Other,Medium,BBB,1996
1391228564,Tenant-1391228564,Finance,Medium,AA,1977
2143672813,Tenant-2143672813,Finance,Medium,BB,1980
123217637,Tenant-123217637,Finance,Large,A,1986
1686588103,Tenant-1686588103,Finance,Large,A,1969
1865974769,Tenant-1865974769,Technology,Large,AA,1968
702968605,Tenant-702968605,Professional Services,Small,A,2009
575303713,Tenant-575303713,Finance,Small,AA,1993
111730416,Tenant-111730416,Finance,Large,BBB,1970
2117322660,Tenant-2117322660,Wholesale,Medium,AA,1955
1249613175,Tenant-1249613175,Wholesale,Small,BBB,1985
1999231533,Tenant-1999231533,Manufacturing,Medium,AA,1995
1083967054,Tenant-1083967054,Other,Medium,AAA,1998
1504634602,Tenant-1504634602,Logistics,Enterprise,AAA,1952
438624021,Tenant-438624021,Other,Medium,A,1979
1574688255,Tenant-1574688255,Retail,Small,A,2009
1854525850,Tenant-1854525850,Other,Small,B,1999
1242207867,Tenant-1242207867,Food Service,Small,A,1968
560876204,Tenant-560876204,Other,Medium,A,2018
625130811,Tenant-625130811,Finance,Medium,B,1990
1466578968,Tenant-1466578968,Finance,Medium,AA,2012
1125162407,Tenant-1125162407,Technology,Large,A,2008
1133511143,Tenant-1133511143,Healthcare,Small,B,1986
2033369543,Tenant-2033369543,Finance,Medium,AA,2013
255011078,Tenant-255011078,Finance,Medium,A,2005
1084487265,Tenant-1084487265,Technology,Small,A,1985
1402755750,Tenant-1402755750,Healthcare,Medium,AA,1987
790203665,Tenant-790203665,Wholesale,Small,BB,1951
1471950728,Tenant-1471950728,Logistics,Enterprise,A,1958
401848498,Tenant-401848498,Other,Medium,AA,2007
597406758,Tenant-597406758,Logistics,Small,AA,1971
554122058,Tenant-554122058,Logistics,Large,A,1998
1000764597,Tenant-1000764597,Technology,Small,A,1961
1609154542,Tenant-1609154542,Finance,Medium,AA,1980
1409302510,Tenant-1409302510,Finance,Medium,AA,1981
1082274228,Tenant-1082274228,Technology,Small,BBB,2002
1945547020,Tenant-1945547020,Technology,Medium,A,1965
2079435701,Tenant-2079435701,Finance,Medium,A,1995
742847669,Tenant-742847669,Other,Small,AA,2014
231306257,Tenant-231306257,Finance,Enterprise,A,1990
570559362,Tenant-570559362,Logistics,Medium,BBB,1957
1593819051,Tenant-1593819051,Wholesale,Medium,BBB,2014
778507968,Tenant-778507968,Manufacturing,Small,B,1993
726765836,Tenant-726765836,Wholesale,Large,BB,1974
752361331,Tenant-752361331,Manufacturing,Medium,B,1956
1760443600,Tenant-1760443600,Other,Small,AA,2005
2132958893,Tenant-2132958893,Manufacturing,Large,BBB,1985
601341274,Tenant-601341274,Retail,Small,AA,1971
2040222570,Tenant-2040222570,Other,Enterprise,A,1993
752818036,Tenant-752818036,Food Service,Large,A,1970
1624333693,Tenant-1624333693,Other,Medium,A,2011
817392062,Tenant-817392062,Technology,Small,A,2007
1524666090,Tenant-1524666090,Finance,Medium,A,1959
1747388616,Tenant-1747388616,Finance,Medium,BBB,1964
46893655,Tenant-46893655,Other,Large,A,2009
898588806,Tenant-898588806,Professional Services,Enterprise,A,2019
1473801481,Tenant-1473801481,Finance,Medium,AA,1955
510667600,Tenant-510667600,Healthcare,Medium,BBB,1959
2079588950,Tenant-2079588950,Professional Services,Medium,AA,1995
392915071,Tenant-392915071,Other,Small,A,1966
932235524,Tenant-932235524,Retail,Medium,B,2019
1729318836,Tenant-1729318836,Other,Small,BBB,1991
1431592193,Tenant-1431592193,Retail,Small,B,2005
336419269,Tenant-336419269,Retail,Large,A,1988
730690758,Tenant-730690758,Food Service,Large,A,1977
1586426391,Tenant-1586426391,Retail,Small,BB,1951
1083146986,Tenant-1083146986,Food Service,Small,AAA,2009
1804891566,Tenant-1804891566,Technology,Large,A,1965
569351080,Tenant-569351080,Professional Services,Medium,AAA,1986
322206980,Tenant-322206980,Finance,Medium,A,1950
840739204,Tenant-840739204,Technology,Large,A,1990
755989738,Tenant-755989738,Technology,Medium,AA,1996
240818546,Tenant-240818546,Technology,Enterprise,A,1977
43882629,Tenant-43882629,Other,Small,AA,1982
347648582,Tenant-347648582,Technology,Medium,AAA,2005
1791661893,Tenant-1791661893,Retail,Medium,A,2001
1544992289,Tenant-1544992289,Food Service,Enterprise,A,1981
1243509611,Tenant-1243509611,Retail,Small,A,2004
198076285,Tenant-198076285,Retail,Small,A,2009
994505653,Tenant-994505653,Retail,Small,A,1982
1157753124,Tenant-1157753124,Retail,Small,BBB,1988
1893567834,Tenant-1893567834,Food Service,Medium,BBB,2011
2039437143,Tenant-2039437143,Food Service,Enterprise,AA,2010
2120016073,Tenant-2120016073,Other,Small,BBB,1977
1489323742,Tenant-1489323742,Retail,Medium,A,1996
1459073580,Tenant-1459073580,Retail,Small,BB,1995
1789006158,Tenant-1789006158,Other,Enterprise,A,2013
2039828548,Tenant-2039828548,Healthcare,Enterprise,BBB,1958
1650960885,Tenant-1650960885,Other,Medium,BBB,2011
716686197,Tenant-716686197,Professional Services,Large,AA,1951
901475151,Tenant-901475151,Technology,Small,AAA,1977
1133316734,Tenant-1133316734,Finance,Large,AA,1983
1406796423,Tenant-1406796423,Professional Services,Large,A,1952
1302424053,Tenant-1302424053,Finance,Enterprise,B,2001
711511740,Tenant-711511740,Technology,Large,AA,1981
757220044,Tenant-757220044,Logistics,Enterprise,BBB,2011
1184136578,Tenant-1184136578,Manufacturing,Medium,A,1973
1141385735,Tenant-1141385735,Logistics,Medium,BB,1958
1440431121,Tenant-1440431121,Wholesale,Small,A,1990
1423761399,Tenant-1423761399,Other,Large,AA,2009
1936819909,Tenant-1936819909,Technology,Enterprise,AA,2018
589399934,Tenant-589399934,Professional Services,Large,B,2005
784723584,Tenant-784723584,Technology,Medium,A,1972
1057197976,Tenant-1057197976,Healthcare,Medium,BBB,1962
951080222,Tenant-951080222,Healthcare,Enterprise,A,1973
671318939,Tenant-671318939,Other,Medium,AAA,1972
1108827732,Tenant-1108827732,Finance,Small,AA,1959
1748855704,Tenant-1748855704,Professional Services,Large,AA,1969
2143373758,Tenant-2143373758,Food Service,Medium,B,1979
1767637680,Tenant-1767637680,Other,Medium,B,1963
522468603,Tenant-522468603,Retail,Medium,BBB,1979
2102231296,Tenant-2102231296,Other,Enterprise,A,1962
1156414456,Tenant-1156414456,Technology,Small,AA,1995
734452858,Tenant-734452858,Technology,Small,BB,1998
361143003,Tenant-361143003,Other,Small,BB,1953
265867396,Tenant-265867396,Finance,Enterprise,A,1965
473178425,Tenant-473178425,Finance,Small,AA,1959
170096948,Tenant-170096948,Healthcare,Enterprise,BBB,1986
980312849,Tenant-980312849,Professional Services,Large,BBB,1995
2113443131,Tenant-2113443131,Technology,Small,BBB,1958
405614770,Tenant-405614770,Finance,Medium,BBB,1961
1300730540,Tenant-1300730540,Other,Medium,AA,2015
1554531264,Tenant-1554531264,Technology,Medium,A,1983
638433804,Tenant-638433804,Other,Medium,A,2009
166126630,Tenant-166126630,Technology,Medium,A,1976
1361970742,Tenant-1361970742,Professional Services,Small,A,2018
176535417,Tenant-176535417,Healthcare,Medium,A,2000
1569553933,Tenant-1569553933,Healthcare,Medium,BBB,1978
1801284362,Tenant-1801284362,Other,Medium,BB,1972
1003998695,Tenant-1003998695,Healthcare,Enterprise,A,1962
149674485,Tenant-149674485,Finance,Medium,A,1958
18593223,Tenant-18593223,Technology,Medium,AA,2014
1039589237,Tenant-1039589237,Technology,Large,BBB,1974
1744094833,Tenant-1744094833,Finance,Enterprise,B,1956
2046456306,Tenant-2046456306,Technology,Enterprise,A,1984
1334753183,Tenant-1334753183,Finance,Large,BB,1973
571237077,Tenant-571237077,Other,Medium,AA,1969
1107013812,Tenant-1107013812,Retail,Large,A,2009
1331038009,Tenant-1331038009,Food Service,Medium,A,1966
698384594,Tenant-698384594,Retail,Large,AAA,1964
1046189038,Tenant-1046189038,Logistics,Small,A,1956
351843503,Tenant-351843503,Manufacturing,Medium,BBB,1989
648340256,Tenant-648340256,Manufacturing,Large,BBB,2010
479368615,Tenant-479368615,Logistics,Small,AA,1951
1320381998,Tenant-1320381998,Manufacturing,Large,BBB,1964
1596099709,Tenant-1596099709,Wholesale,Medium,AA,1972
529537479,Tenant-529537479,Other,Medium,AA,1975
943128259,Tenant-943128259,Wholesale,Small,AA,2019
880487361,Tenant-880487361,Other,Medium,AA,1986
343024905,Tenant-343024905,Other,Large,A,1956
1061020807,Tenant-1061020807,Retail,Enterprise,A,1955
1122221096,Tenant-1122221096,Food Service,Medium,A,2010
1009830886,Tenant-1009830886,Other,Medium,AAA,1985
648926367,Tenant-648926367,Retail,Medium,A,1985
1572046319,Tenant-1572046319,Professional Services,Enterprise,A,2017
762841372,Tenant-762841372,Finance,Small,AAA,1979
1107313389,Tenant-1107313389,Technology,Medium,BBB,1998
1944884378,Tenant-1944884378,Finance,Small,A,1958
1644750106,Tenant-1644750106,Technology,Medium,AA,2019
1688792094,Tenant-1688792094,Technology,Small,BB,2010
125802077,Tenant-125802077,Finance,Medium,AA,1974
926826083,Tenant-926826083,Finance,Medium,A,2014
1873592841,Tenant-1873592841,Other,Small,AAA,1961
515599008,Tenant-515599008,Professional Services,Medium,A,1989
91865671,Tenant-91865671,Finance,Large,B,1971
1198161011,Tenant-1198161011,Technology,Medium,A,1982
118140076,Tenant-118140076,Professional Services,Medium,B,1954
1671489202,Tenant-1671489202,Technology,Enterprise,AA,1994
490658901,Tenant-490658901,Other,Medium,BB,2005
427559699,Tenant-427559699,Finance,Medium,AA,1967
1240301575,Tenant-1240301575,Other,Medium,AA,2016
657794047,Tenant-657794047,Other,Medium,A,1951
200318645,Tenant-200318645,Manufacturing,Large,A,1974
1594139011,Tenant-1594139011,Logistics,Medium,BB,1950
853889546,Tenant-853889546,Manufacturing,Medium,AA,2004
1018566527,Tenant-1018566527,Finance,Medium,A,2013
666585241,Tenant-666585241,Professional Services,Small,A,1995
210705732,Tenant-210705732,Finance,Enterprise,A,1992
1070171001,Tenant-1070171001,Finance,Medium,BBB,1992
426469817,Tenant-426469817,Technology,Large,BB,2006
1912334566,Tenant-1912334566,Healthcare,Medium,A,1995
1362529789,Tenant-1362529789,Healthcare,Large,BBB,2009
1191672179,Tenant-1191672179,Healthcare,Medium,AAA,1990
954780304,Tenant-954780304,Finance,Medium,AAA,1973
1359805544,Tenant-1359805544,Finance,Small,AA,1981
1604601059,Tenant-1604601059,Other,Large,BBB,1953
733746984,Tenant-733746984,Other,Enterprise,B,2003
429314413,Tenant-429314413,Professional Services,Large,AAA,1950
1977001356,Tenant-1977001356,Professional Services,Medium,A,1977
1986380544,Tenant-1986380544,Finance,Small,AA,2016
965833451,Tenant-965833451,Finance,Large,BBB,1969
1588752436,Tenant-1588752436,Professional Services,Small,AA,1998
382320162,Tenant-382320162,Professional Services,Large,A,1998
785623129,Tenant-785623129,Other,Small,AA,2007
1113863794,Tenant-1113863794,Technology,Medium,BBB,1967
1009632637,Tenant-1009632637,Finance,Medium,A,1959
428943682,Tenant-428943682,Finance,Small,BBB,2017
1735605499,Tenant-1735605499,Finance,Small,A,2017
1450402571,Tenant-1450402571,Other,Medium,BBB,1990
176955823,Tenant-176955823,Finance,Enterprise,BBB,1994
526794382,Tenant-526794382,Technology,Medium,A,2017
1026031948,Tenant-1026031948,Technology,Small,AAA,1990
1399082933,Tenant-1399082933,Professional Services,Small,BB,2004
1950693131,Tenant-1950693131,Professional Services,Medium,AAA,1961
426462396,Tenant-426462396,Technology,Large,BBB,1955
332060769,Tenant-332060769,Finance,Medium,AA,1991
1726310667,Tenant-1726310667,Technology,Small,A,1958
88087577,Tenant-88087577,Food Service,Medium,BBB,1999
682710960,Tenant-682710960,Food Service,Small,A,2008
374693048,Tenant-374693048,Food Service,Enterprise,A,1984
1060514682,Tenant-1060514682,Food Service,Small,AA,1993
735249220,Tenant-735249220,Finance,Small,AA,1992
1064752782,Tenant-1064752782,Healthcare,Small,A,1983
1800788848,Tenant-1800788848,Technology,Small,A,1976
302859573,Tenant-302859573,Technology,Small,B,1964
1138050239,Tenant-1138050239,Professional Services,Small,A,1996
285544202,Tenant-285544202,Healthcare,Medium,B,2013
159789842,Tenant-159789842,Technology,Medium,AAA,2020
1585424894,Tenant-1585424894,Finance,Small,B,1964
888299435,Tenant-888299435,Logistics,Small,A,1951
1034187054,Tenant-1034187054,Logistics,Medium,AAA,1986
646732900,Tenant-646732900,Other,Large,A,2001
1087717178,Tenant-1087717178,Wholesale,Large,AA,1975
1537994101,Tenant-1537994101,Logistics,Small,BB,1985
535346475,Tenant-535346475,Other,Medium,AA,1983
880277601,Tenant-880277601,Other,Large,BBB,1996
2098868783,Tenant-2098868783,Other,Small,AAA,2019
304201902,Tenant-304201902,Professional Services,Medium,A,1975
786286858,Tenant-786286858,Professional Services,Medium,AA,1962
1335009466,Tenant-1335009466,Technology,Large,A,1983
2014998820,Tenant-2014998820,Other,Small,BBB,1950
867418687,Tenant-867418687,Professional Services,Medium,BBB,1972
472100480,Tenant-472100480,Technology,Medium,AA,2005
2119939082,Tenant-2119939082,Finance,Medium,B,1986
1361449849,Tenant-1361449849,Technology,Medium,AA,1968
404830751,Tenant-404830751,Professional Services,Large,BBB,1971
2049917934,Tenant-2049917934,Professional Services,Small,B,1998
1069874150,Tenant-1069874150,Technology,Large,BBB,1952
1714433432,Tenant-1714433432,Technology,Small,BBB,1975
718708683,Tenant-718708683,Finance,Medium,B,2005
2011136258,Tenant-2011136258,Food Service,Small,AA,1995
1978289652,Tenant-1978289652,Retail,Enterprise,AAA,1984
13222707,Tenant-13222707,Retail,Small,BBB,1974
743204989,Tenant-743204989,Retail,Medium,A,1996
693585028,Tenant-693585028,Technology,Large,A,1989
882308480,Tenant-882308480,Professional Services,Large,A,1995
810077776,Tenant-810077776,Professional Services,Small,AA,1988
2072419389,Tenant-2072419389,Other,Medium,BBB,1952
414661019,Tenant-414661019,Technology,Medium,A,1953
1217351997,Tenant-1217351997,Technology,Large,B,1990
939246825,Tenant-939246825,Technology,Medium,BB,1979
1525788174,Tenant-1525788174,Finance,Medium,A,2007
1730569318,Tenant-1730569318,Manufacturing,Small,B,1952
1135998132,Tenant-1135998132,Logistics,Large,AAA,2011
1494476281,Tenant-1494476281,Technology,Small,A,1980
150441143,Tenant-150441143,Technology,Enterprise,AA,1985
54004164,Tenant-54004164,Professional Services,Medium,A,1991
1302243955,Tenant-1302243955,Professional Services,Small,BB,2008
2064393490,Tenant-2064393490,Professional Services,Medium,BBB,1951
1318122918,Tenant-1318122918,Technology,Medium,A,1962
232245454,Tenant-232245454,Other,Medium,A,1995
1586379194,Tenant-1586379194,Professional Services,Large,A,1954
2059031656,Tenant-2059031656,Technology,Large,B,1961
1514650497,Tenant-1514650497,Technology,Small,AA,1965
1871018069,Tenant-1871018069,Other,Small,A,2014
1887879602,Tenant-1887879602,Technology,Enterprise,BBB,2001
1460074433,Tenant-1460074433,Technology,Medium,A,1971
1068927089,Tenant-1068927089,Other,Medium,A,1988
1549405840,Tenant-1549405840,Finance,Medium,B,1976
9584975,Tenant-9584975,Other,Small,A,1951
1249554295,Tenant-1249554295,Healthcare,Small,A,2012
1645113688,Tenant-1645113688,Other,Small,BB,1982
212923002,Tenant-212923002,Technology,Small,A,2005
2090733733,Tenant-2090733733,Professional Services,Medium,BBB,1994
1160034080,Tenant-1160034080,Finance,Medium,A,1995
596335596,Tenant-596335596,Technology,Small,B,1992
2109507567,Tenant-2109507567,Other,Small,B,1984
484928029,Tenant-484928029,Finance,Medium,BB,2020
386632326,Tenant-386632326,Retail,Medium,A,1958
435680474,Tenant-435680474,Retail,Medium,BBB,1989
1515909371,Tenant-1515909371,Retail,Large,AA,2007
205417060,Tenant-205417060,Food Service,Medium,BBB,1963
942713010,Tenant-942713010,Professional Services,Small,B,1996
795629930,Tenant-795629930,Technology,Large,B,1954
315124459,Tenant-315124459,Finance,Enterprise,A,2004
1228808413,Tenant-1228808413,Healthcare,Small,BBB,1976
2133473124,Tenant-2133473124,Healthcare,Small,BBB,2004
739156419,Tenant-739156419,Professional Services,Small,A,1951
1164274788,Tenant-1164274788,Professional Services,Large,AA,2015
481943142,Tenant-481943142,Healthcare,Medium,A,1984
517836736,Tenant-517836736,Other,Small,BBB,1950
671567403,Tenant-671567403,Logistics,Medium,BBB,1984
379210541,Tenant-379210541,Healthcare,Small,AA,1969
2113528962,Tenant-2113528962,Finance,Small,BBB,1951
2088733960,Tenant-2088733960,Professional Services,Small,AA,1959
991421886,Tenant-991421886,Healthcare,Medium,AA,1968
783875761,Tenant-783875761,Professional Services,Large,BB,1970
1346659461,Tenant-1346659461,Finance,Medium,A,1961
286279017,Tenant-286279017,Finance,Small,AA,1980
1114544985,Tenant-1114544985,Finance,Small,A,2001
839955427,Tenant-839955427,Other,Medium,A,1963
28124805,Tenant-28124805,Wholesale,Medium,AA,1991
362402388,Tenant-362402388,Other,Medium,BBB,2010
1092080227,Tenant-1092080227,Logistics,Medium,AA,2017
1552557288,Tenant-1552557288,Wholesale,Small,A,1994
1017349343,Tenant-1017349343,Manufacturing,Enterprise,BBB,1983
93429937,Tenant-93429937,Logistics,Medium,BB,2018
621179299,Tenant-621179299,Manufacturing,Small,B,1988
1123529087,Tenant-1123529087,Wholesale,Medium,BBB,2002
2032038467,Tenant-2032038467,Finance,Enterprise,BBB,1986
1750991474,Tenant-1750991474,Professional Services,Large,AA,1982
929475155,Tenant-929475155,Professional Services,Medium,AA,2019
1772673402,Tenant-1772673402,Professional Services,Large,BBB,2006
1675155318,Tenant-1675155318,Finance,Small,BBB,1984
166155955,Tenant-166155955,Professional Services,Large,AA,1983
1989785262,Tenant-1989785262,Healthcare,Enterprise,B,1967
1385258540,Tenant-1385258540,Other,Small,AA,1957
1566828176,Tenant-1566828176,Other,Large,A,1971
