 ID, Vessel ID, Location ID, Employee ID, Arrival, Departure, Berthing Cost, Fuel Cost, Status
1769369807,661126257,1069451396,1189991438,2024-01-23 00:00:00 UTC,2024-01-24 00:00:00 UTC,10000.0,50000.0,Completed
297327974,661126257,1069451396,1189991438,2024-01-24 00:00:00 UTC,2024-01-25 00:00:00 UTC,10000.0,50000.0,Completed
818253148,1662239075,1069451396,1189991438,2024-01-24 00:00:00 UTC,2024-01-25 00:00:00 UTC,10000.0,50000.0,Completed
1447128604,1258230698,1148881892,805589879,2024-01-24 00:00:00 UTC,2024-01-25 00:00:00 UTC,10000.0,50000.0,Completed
1314427532,661126257,1148881892,805589879,2024-01-25 00:00:00 UTC,2024-01-26 00:00:00 UTC,10000.0,50000.0,Completed
1409682386,1662239075,1148881892,805589879,2024-01-25 00:00:00 UTC,2024-01-26 00:00:00 UTC,10000.0,50000.0,Completed
1224706628,1722183516,1069451396,1189991438,2024-01-26 00:00:00 UTC,2024-01-27 00:00:00 UTC,10000.0,50000.0,Completed
779651583,661126257,1509019523,930819360,2024-01-27 00:00:00 UTC,2024-01-28 00:00:00 UTC,10000.0,50000.0,Completed
37658097,1662239075,1148881892,805589879,2024-01-27 00:00:00 UTC,2024-01-28 00:00:00 UTC,10000.0,50000.0,Completed
1063564045,1258230698,1069451396,1189991438,2024-01-27 00:00:00 UTC,2024-01-28 00:00:00 UTC,10000.0,50000.0,Completed
1315252128,224686989,1509019523,930819360,2024-01-27 00:00:00 UTC,2024-01-28 00:00:00 UTC,10000.0,50000.0,Completed
120201312,224686989,1069451396,1189991438,2024-01-28 00:00:00 UTC,2024-01-29 00:00:00 UTC,10000.0,50000.0,Completed
2006108873,1662239075,1069451396,1189991438,2024-01-29 00:00:00 UTC,2024-01-30 00:00:00 UTC,10000.0,50000.0,Completed
1160431938,661126257,1509019523,930819360,2024-01-30 00:00:00 UTC,2024-01-31 00:00:00 UTC,10000.0,50000.0,Completed
1679883613,224686989,1069451396,1189991438,2024-01-31 00:00:00 UTC,2024-02-01 00:00:00 UTC,10000.0,50000.0,Completed
243721449,661126257,1069451396,1189991438,2024-02-02 00:00:00 UTC,2024-02-03 00:00:00 UTC,10000.0,50000.0,Completed
875096778,1662239075,1148881892,805589879,2024-02-03 00:00:00 UTC,2024-02-04 00:00:00 UTC,10000.0,50000.0,Completed
2104571815,1258230698,1069451396,1189991438,2024-02-03 00:00:00 UTC,2024-02-04 00:00:00 UTC,10000.0,50000.0,Completed
2121173713,1662239075,1069451396,1189991438,2024-02-04 00:00:00 UTC,2024-02-05 00:00:00 UTC,10000.0,50000.0,Completed
850549938,1722183516,1069451396,1189991438,2024-02-05 00:00:00 UTC,2024-02-06 00:00:00 UTC,10000.0,50000.0,Completed
556884090,224686989,1069451396,1189991438,2024-02-07 00:00:00 UTC,2024-02-08 00:00:00 UTC,10000.0,50000.0,Completed
1613902315,1722183516,1509019523,930819360,2024-02-08 00:00:00 UTC,2024-02-09 00:00:00 UTC,10000.0,50000.0,Completed
1690512443,1662239075,1148881892,805589879,2024-02-09 00:00:00 UTC,2024-02-10 00:00:00 UTC,10000.0,50000.0,Completed
1345471507,224686989,1069451396,1189991438,2024-02-09 00:00:00 UTC,2024-02-10 00:00:00 UTC,10000.0,50000.0,Completed
1616282443,1662239075,1069451396,1189991438,2024-02-11 00:00:00 UTC,2024-02-12 00:00:00 UTC,10000.0,50000.0,Completed
396551698,1722183516,1069451396,1189991438,2024-02-11 00:00:00 UTC,2024-02-12 00:00:00 UTC,10000.0,50000.0,Completed
1343993180,224686989,1148881892,805589879,2024-02-11 00:00:00 UTC,2024-02-12 00:00:00 UTC,10000.0,50000.0,Completed
637307394,1258230698,1509019523,930819360,2024-02-12 00:00:00 UTC,2024-02-13 00:00:00 UTC,10000.0,50000.0,Completed
1887632126,1722183516,1069451396,1189991438,2024-02-13 00:00:00 UTC,2024-02-14 00:00:00 UTC,10000.0,50000.0,Completed
231336741,224686989,1509019523,930819360,2024-02-13 00:00:00 UTC,2024-02-14 00:00:00 UTC,10000.0,50000.0,Completed
1278941661,1662239075,1148881892,805589879,2024-02-14 00:00:00 UTC,2024-02-15 00:00:00 UTC,10000.0,50000.0,Completed
1211929094,1258230698,1148881892,805589879,2024-02-14 00:00:00 UTC,2024-02-15 00:00:00 UTC,10000.0,50000.0,Completed
341426619,661126257,1509019523,930819360,2024-02-15 00:00:00 UTC,2024-02-16 00:00:00 UTC,10000.0,50000.0,Completed
1394731381,1258230698,1069451396,1189991438,2024-02-15 00:00:00 UTC,2024-02-16 00:00:00 UTC,10000.0,50000.0,Completed
1186722298,1258230698,1069451396,1189991438,2024-02-16 00:00:00 UTC,2024-02-17 00:00:00 UTC,10000.0,50000.0,Completed
1750796359,661126257,1509019523,930819360,2024-02-17 00:00:00 UTC,2024-02-18 00:00:00 UTC,10000.0,50000.0,Completed
2097554820,224686989,1509019523,930819360,2024-02-17 00:00:00 UTC,2024-02-18 00:00:00 UTC,10000.0,50000.0,Completed
1234128238,1258230698,1148881892,805589879,2024-02-18 00:00:00 UTC,2024-02-19 00:00:00 UTC,10000.0,50000.0,Completed
1234816461,661126257,1148881892,805589879,2024-02-19 00:00:00 UTC,2024-02-20 00:00:00 UTC,10000.0,50000.0,Completed
46417346,1722183516,1509019523,930819360,2024-02-19 00:00:00 UTC,2024-02-20 00:00:00 UTC,10000.0,50000.0,Completed
832901388,661126257,1069451396,1189991438,2024-02-20 00:00:00 UTC,2024-02-21 00:00:00 UTC,10000.0,50000.0,Completed
328158085,1722183516,1069451396,1189991438,2024-02-20 00:00:00 UTC,2024-02-21 00:00:00 UTC,10000.0,50000.0,Completed
265977503,1258230698,1509019523,930819360,2024-02-20 00:00:00 UTC,2024-02-21 00:00:00 UTC,10000.0,50000.0,Completed
982219373,224686989,1148881892,805589879,2024-02-20 00:00:00 UTC,2024-02-21 00:00:00 UTC,10000.0,50000.0,Completed
1112437747,1258230698,1509019523,930819360,2024-02-21 00:00:00 UTC,2024-02-22 00:00:00 UTC,10000.0,50000.0,Completed
1604478552,1722183516,1069451396,1189991438,2024-02-22 00:00:00 UTC,2024-02-23 00:00:00 UTC,10000.0,50000.0,Completed
2130006437,661126257,1509019523,930819360,2024-02-23 00:00:00 UTC,2024-02-24 00:00:00 UTC,10000.0,50000.0,Completed
266588007,661126257,1148881892,805589879,2024-02-24 00:00:00 UTC,2024-02-25 00:00:00 UTC,10000.0,50000.0,Completed
610117756,1258230698,1148881892,805589879,2024-02-24 00:00:00 UTC,2024-02-25 00:00:00 UTC,10000.0,50000.0,Completed
996845794,224686989,1069451396,1189991438,2024-02-24 00:00:00 UTC,2024-02-25 00:00:00 UTC,10000.0,50000.0,Completed
196649544,1722183516,1069451396,1189991438,2024-02-26 00:00:00 UTC,2024-02-27 00:00:00 UTC,10000.0,50000.0,Completed
1163217070,1662239075,1069451396,1189991438,2024-02-27 00:00:00 UTC,2024-02-28 00:00:00 UTC,10000.0,50000.0,Completed
1369695058,224686989,1069451396,1189991438,2024-02-27 00:00:00 UTC,2024-02-28 00:00:00 UTC,10000.0,50000.0,Completed
1925177976,661126257,1148881892,805589879,2024-02-28 00:00:00 UTC,2024-02-29 00:00:00 UTC,10000.0,50000.0,Completed
1744347355,1662239075,1069451396,1189991438,2024-02-28 00:00:00 UTC,2024-02-29 00:00:00 UTC,10000.0,50000.0,Completed
1422970925,1722183516,1509019523,930819360,2024-02-28 00:00:00 UTC,2024-02-29 00:00:00 UTC,10000.0,50000.0,Completed
1006300942,1258230698,1069451396,1189991438,2024-02-28 00:00:00 UTC,2024-02-29 00:00:00 UTC,10000.0,50000.0,Completed
1649275908,661126257,1148881892,805589879,2024-02-29 00:00:00 UTC,2024-03-01 00:00:00 UTC,10000.0,50000.0,Completed
1860126838,1258230698,1509019523,930819360,2024-02-29 00:00:00 UTC,2024-03-01 00:00:00 UTC,10000.0,50000.0,Completed
1326409938,224686989,1069451396,1189991438,2024-02-29 00:00:00 UTC,2024-03-01 00:00:00 UTC,10000.0,50000.0,Completed
1847677216,1722183516,1148881892,805589879,2024-03-01 00:00:00 UTC,2024-03-02 00:00:00 UTC,10000.0,50000.0,Completed
1062344668,1258230698,1069451396,1189991438,2024-03-01 00:00:00 UTC,2024-03-02 00:00:00 UTC,10000.0,50000.0,Completed
1053464962,1258230698,1069451396,1189991438,2024-03-02 00:00:00 UTC,2024-03-03 00:00:00 UTC,10000.0,50000.0,Completed
1259600453,224686989,1069451396,1189991438,2024-03-02 00:00:00 UTC,2024-03-03 00:00:00 UTC,10000.0,50000.0,Completed
1008843200,661126257,1509019523,930819360,2024-03-03 00:00:00 UTC,2024-03-04 00:00:00 UTC,10000.0,50000.0,Completed
1300047507,1662239075,1509019523,930819360,2024-03-03 00:00:00 UTC,2024-03-04 00:00:00 UTC,10000.0,50000.0,Completed
1361912891,1722183516,1069451396,1189991438,2024-03-03 00:00:00 UTC,2024-03-04 00:00:00 UTC,10000.0,50000.0,Completed
360200968,1258230698,1148881892,805589879,2024-03-04 00:00:00 UTC,2024-03-05 00:00:00 UTC,10000.0,50000.0,Completed
1080790948,1258230698,1148881892,805589879,2024-03-05 00:00:00 UTC,2024-03-06 00:00:00 UTC,10000.0,50000.0,Completed
1162973561,661126257,1509019523,930819360,2024-03-06 00:00:00 UTC,2024-03-07 00:00:00 UTC,10000.0,50000.0,Completed
1294660700,224686989,1148881892,805589879,2024-03-06 00:00:00 UTC,2024-03-07 00:00:00 UTC,10000.0,50000.0,Completed
173466999,661126257,1069451396,1189991438,2024-03-07 00:00:00 UTC,2024-03-08 00:00:00 UTC,10000.0,50000.0,Completed
748016713,1722183516,1069451396,1189991438,2024-03-08 00:00:00 UTC,2024-03-09 00:00:00 UTC,10000.0,50000.0,Completed
362476496,1258230698,1509019523,930819360,2024-03-09 00:00:00 UTC,2024-03-10 00:00:00 UTC,10000.0,50000.0,Completed
248408656,1662239075,1509019523,930819360,2024-03-10 00:00:00 UTC,2024-03-11 00:00:00 UTC,10000.0,50000.0,Completed
1964416520,1258230698,1148881892,805589879,2024-03-10 00:00:00 UTC,2024-03-11 00:00:00 UTC,10000.0,50000.0,Completed
1050410481,1662239075,1148881892,805589879,2024-03-11 00:00:00 UTC,2024-03-12 00:00:00 UTC,10000.0,50000.0,Completed
1482732376,224686989,1148881892,805589879,2024-03-11 00:00:00 UTC,2024-03-12 00:00:00 UTC,10000.0,50000.0,Completed
570987270,224686989,1509019523,930819360,2024-03-13 00:00:00 UTC,2024-03-14 00:00:00 UTC,10000.0,50000.0,Completed
1697960202,1662239075,1069451396,1189991438,2024-03-14 00:00:00 UTC,2024-03-15 00:00:00 UTC,10000.0,50000.0,Completed
509941976,1722183516,1509019523,930819360,2024-03-14 00:00:00 UTC,2024-03-15 00:00:00 UTC,10000.0,50000.0,Completed
692200489,224686989,1069451396,1189991438,2024-03-14 00:00:00 UTC,2024-03-15 00:00:00 UTC,10000.0,50000.0,Completed
503956802,1662239075,1148881892,805589879,2024-03-15 00:00:00 UTC,2024-03-16 00:00:00 UTC,10000.0,50000.0,Completed
804890504,224686989,1069451396,1189991438,2024-03-15 00:00:00 UTC,2024-03-16 00:00:00 UTC,10000.0,50000.0,Completed
2061761486,661126257,1148881892,805589879,2024-03-16 00:00:00 UTC,2024-03-17 00:00:00 UTC,10000.0,50000.0,Completed
1187778954,1722183516,1148881892,805589879,2024-03-17 00:00:00 UTC,2024-03-18 00:00:00 UTC,10000.0,50000.0,Completed
361325949,1258230698,1148881892,805589879,2024-03-17 00:00:00 UTC,2024-03-18 00:00:00 UTC,10000.0,50000.0,Completed
4393106,661126257,1069451396,1189991438,2024-03-18 00:00:00 UTC,2024-03-19 00:00:00 UTC,10000.0,50000.0,Completed
1878946869,1722183516,1069451396,1189991438,2024-03-18 00:00:00 UTC,2024-03-19 00:00:00 UTC,10000.0,50000.0,Completed
1914180832,224686989,1509019523,930819360,2024-03-18 00:00:00 UTC,2024-03-19 00:00:00 UTC,10000.0,50000.0,Completed
2002794579,224686989,1148881892,805589879,2024-03-19 00:00:00 UTC,2024-03-20 00:00:00 UTC,10000.0,50000.0,Completed
394138839,1722183516,1148881892,805589879,2024-03-20 00:00:00 UTC,2024-03-21 00:00:00 UTC,10000.0,50000.0,Completed
1104709564,1258230698,1509019523,930819360,2024-03-20 00:00:00 UTC,2024-03-21 00:00:00 UTC,10000.0,50000.0,Completed
411097883,661126257,1148881892,805589879,2024-03-21 00:00:00 UTC,2024-03-22 00:00:00 UTC,10000.0,50000.0,Completed
1336105201,224686989,1509019523,930819360,2024-03-21 00:00:00 UTC,2024-03-22 00:00:00 UTC,10000.0,50000.0,Completed
948157027,1722183516,1509019523,930819360,2024-03-22 00:00:00 UTC,2024-03-23 00:00:00 UTC,10000.0,50000.0,Completed
2012708262,224686989,1509019523,930819360,2024-03-22 00:00:00 UTC,2024-03-23 00:00:00 UTC,10000.0,50000.0,Completed
1186051044,661126257,1148881892,805589879,2024-03-23 00:00:00 UTC,2024-03-24 00:00:00 UTC,10000.0,50000.0,Completed
1134113126,1662239075,1069451396,1189991438,2024-03-23 00:00:00 UTC,2024-03-24 00:00:00 UTC,10000.0,50000.0,Completed
650932567,1722183516,1069451396,1189991438,2024-03-24 00:00:00 UTC,2024-03-25 00:00:00 UTC,10000.0,50000.0,Completed
1835119964,661126257,1148881892,805589879,2024-03-26 00:00:00 UTC,2024-03-27 00:00:00 UTC,10000.0,50000.0,Completed
1820101156,1662239075,1069451396,1189991438,2024-03-26 00:00:00 UTC,2024-03-27 00:00:00 UTC,10000.0,50000.0,Completed
1812467432,1722183516,1148881892,805589879,2024-03-26 00:00:00 UTC,2024-03-27 00:00:00 UTC,10000.0,50000.0,Completed
320132889,661126257,1148881892,805589879,2024-03-27 00:00:00 UTC,2024-03-28 00:00:00 UTC,10000.0,50000.0,Completed
481762287,224686989,1069451396,1189991438,2024-03-28 00:00:00 UTC,2024-03-29 00:00:00 UTC,10000.0,50000.0,Completed
612104309,661126257,1148881892,805589879,2024-03-29 00:00:00 UTC,2024-03-30 00:00:00 UTC,10000.0,50000.0,Completed
744988553,1662239075,1069451396,1189991438,2024-03-29 00:00:00 UTC,2024-03-30 00:00:00 UTC,10000.0,50000.0,Completed
1982052897,1258230698,1148881892,805589879,2024-03-29 00:00:00 UTC,2024-03-30 00:00:00 UTC,10000.0,50000.0,Completed
469382326,1258230698,1148881892,805589879,2024-03-30 00:00:00 UTC,2024-03-31 00:00:00 UTC,10000.0,50000.0,Completed
251442057,1662239075,1148881892,805589879,2024-03-31 00:00:00 UTC,2024-04-01 00:00:00 UTC,10000.0,50000.0,Completed
943381066,661126257,1509019523,930819360,2024-04-01 00:00:00 UTC,2024-04-02 00:00:00 UTC,10000.0,50000.0,Completed
553097952,1722183516,1069451396,1189991438,2024-04-01 00:00:00 UTC,2024-04-02 00:00:00 UTC,10000.0,50000.0,Completed
966028789,1258230698,1069451396,1189991438,2024-04-01 00:00:00 UTC,2024-04-02 00:00:00 UTC,10000.0,50000.0,Completed
767480114,224686989,1148881892,805589879,2024-04-01 00:00:00 UTC,2024-04-02 00:00:00 UTC,10000.0,50000.0,Completed
986320871,1722183516,1069451396,1189991438,2024-04-02 00:00:00 UTC,2024-04-03 00:00:00 UTC,10000.0,50000.0,Completed
1559949110,224686989,1148881892,805589879,2024-04-02 00:00:00 UTC,2024-04-03 00:00:00 UTC,10000.0,50000.0,Completed
1713187629,1662239075,1148881892,805589879,2024-04-03 00:00:00 UTC,2024-04-04 00:00:00 UTC,10000.0,50000.0,Completed
28641767,1722183516,1148881892,805589879,2024-04-03 00:00:00 UTC,2024-04-04 00:00:00 UTC,10000.0,50000.0,Completed
81879027,224686989,1069451396,1189991438,2024-04-03 00:00:00 UTC,2024-04-04 00:00:00 UTC,10000.0,50000.0,Completed
460711062,661126257,1148881892,805589879,2024-04-04 00:00:00 UTC,2024-04-05 00:00:00 UTC,10000.0,50000.0,Completed
1550143056,1722183516,1148881892,805589879,2024-04-04 00:00:00 UTC,2024-04-05 00:00:00 UTC,10000.0,50000.0,Completed
1969048438,224686989,1069451396,1189991438,2024-04-04 00:00:00 UTC,2024-04-05 00:00:00 UTC,10000.0,50000.0,Completed
2116103287,1258230698,1069451396,1189991438,2024-04-05 00:00:00 UTC,2024-04-06 00:00:00 UTC,10000.0,50000.0,Completed
725260223,1722183516,1148881892,805589879,2024-04-06 00:00:00 UTC,2024-04-07 00:00:00 UTC,10000.0,50000.0,Completed
511537159,1722183516,1509019523,930819360,2024-04-08 00:00:00 UTC,2024-04-09 00:00:00 UTC,10000.0,50000.0,Completed
394526791,224686989,1148881892,805589879,2024-04-08 00:00:00 UTC,2024-04-09 00:00:00 UTC,10000.0,50000.0,Completed
175977069,661126257,1509019523,930819360,2024-04-09 00:00:00 UTC,2024-04-10 00:00:00 UTC,10000.0,50000.0,Completed
1987875239,1258230698,1148881892,805589879,2024-04-09 00:00:00 UTC,2024-04-10 00:00:00 UTC,10000.0,50000.0,Completed
2003597948,661126257,1069451396,1189991438,2024-04-11 00:00:00 UTC,2024-04-12 00:00:00 UTC,10000.0,50000.0,Completed
366747390,1662239075,1148881892,805589879,2024-04-13 00:00:00 UTC,2024-04-14 00:00:00 UTC,10000.0,50000.0,Completed
194970467,1258230698,1509019523,930819360,2024-04-14 00:00:00 UTC,2024-04-15 00:00:00 UTC,10000.0,50000.0,Completed
2146861271,1662239075,1069451396,1189991438,2024-04-15 00:00:00 UTC,2024-04-16 00:00:00 UTC,10000.0,50000.0,Completed
510238568,1722183516,1509019523,930819360,2024-04-15 00:00:00 UTC,2024-04-16 00:00:00 UTC,10000.0,50000.0,Completed
1984948923,661126257,1148881892,805589879,2024-04-18 00:00:00 UTC,2024-04-19 00:00:00 UTC,10000.0,50000.0,Completed
1062386687,1662239075,1069451396,1189991438,2024-04-18 00:00:00 UTC,2024-04-19 00:00:00 UTC,10000.0,50000.0,Completed
797161977,661126257,1509019523,930819360,2024-04-19 00:00:00 UTC,2024-04-20 00:00:00 UTC,10000.0,50000.0,Completed
1487455629,1258230698,1148881892,805589879,2024-04-19 00:00:00 UTC,2024-04-20 00:00:00 UTC,10000.0,50000.0,Completed
2011906239,661126257,1509019523,930819360,2024-04-20 00:00:00 UTC,2024-04-21 00:00:00 UTC,10000.0,50000.0,Completed
1229987845,1662239075,1148881892,805589879,2024-04-20 00:00:00 UTC,2024-04-21 00:00:00 UTC,10000.0,50000.0,Completed
1977914121,1258230698,1148881892,805589879,2024-04-20 00:00:00 UTC,2024-04-21 00:00:00 UTC,10000.0,50000.0,Completed
1864625510,1662239075,1069451396,1189991438,2024-04-21 00:00:00 UTC,2024-04-22 00:00:00 UTC,10000.0,50000.0,Completed
2043001259,1258230698,1069451396,1189991438,2024-04-21 00:00:00 UTC,2024-04-22 00:00:00 UTC,10000.0,50000.0,Completed
694502023,1258230698,1148881892,805589879,2024-04-23 00:00:00 UTC,2024-04-24 00:00:00 UTC,10000.0,50000.0,Completed
2252425,224686989,1148881892,805589879,2024-04-23 00:00:00 UTC,2024-04-24 00:00:00 UTC,10000.0,50000.0,Completed
1679565421,1662239075,1148881892,805589879,2024-04-24 00:00:00 UTC,2024-04-25 00:00:00 UTC,10000.0,50000.0,Completed
911635441,1722183516,1069451396,1189991438,2024-04-24 00:00:00 UTC,2024-04-25 00:00:00 UTC,10000.0,50000.0,Completed
818903964,661126257,1069451396,1189991438,2024-04-25 00:00:00 UTC,2024-04-26 00:00:00 UTC,10000.0,50000.0,Completed
1947791912,661126257,1148881892,805589879,2024-04-26 00:00:00 UTC,2024-04-27 00:00:00 UTC,10000.0,50000.0,Completed
661903470,1662239075,1148881892,805589879,2024-04-26 00:00:00 UTC,2024-04-27 00:00:00 UTC,10000.0,50000.0,Completed
1700017665,224686989,1148881892,805589879,2024-04-26 00:00:00 UTC,2024-04-27 00:00:00 UTC,10000.0,50000.0,Completed
1887410705,661126257,1509019523,930819360,2024-04-27 00:00:00 UTC,2024-04-28 00:00:00 UTC,10000.0,50000.0,Completed
1785031846,1662239075,1509019523,930819360,2024-04-27 00:00:00 UTC,2024-04-28 00:00:00 UTC,10000.0,50000.0,Completed
733270493,1722183516,1148881892,805589879,2024-04-27 00:00:00 UTC,2024-04-28 00:00:00 UTC,10000.0,50000.0,Completed
95888440,1258230698,1148881892,805589879,2024-04-27 00:00:00 UTC,2024-04-28 00:00:00 UTC,10000.0,50000.0,Completed
1711969808,1662239075,1148881892,805589879,2024-04-28 00:00:00 UTC,2024-04-29 00:00:00 UTC,10000.0,50000.0,Completed
2092143735,1722183516,1069451396,1189991438,2024-04-29 00:00:00 UTC,2024-04-30 00:00:00 UTC,10000.0,50000.0,Completed
406580659,1258230698,1069451396,1189991438,2024-04-29 00:00:00 UTC,2024-04-30 00:00:00 UTC,10000.0,50000.0,Completed
913553997,224686989,1069451396,1189991438,2024-04-30 00:00:00 UTC,2024-05-01 00:00:00 UTC,10000.0,50000.0,Completed
1463728396,224686989,1148881892,805589879,2024-05-01 00:00:00 UTC,2024-05-02 00:00:00 UTC,10000.0,50000.0,Completed
316686565,1662239075,1069451396,1189991438,2024-05-02 00:00:00 UTC,2024-05-03 00:00:00 UTC,10000.0,50000.0,Completed
1636780312,1258230698,1509019523,930819360,2024-05-02 00:00:00 UTC,2024-05-03 00:00:00 UTC,10000.0,50000.0,Completed
1444119049,661126257,1148881892,805589879,2024-05-03 00:00:00 UTC,2024-05-04 00:00:00 UTC,10000.0,50000.0,Completed
1818946561,661126257,1148881892,805589879,2024-05-04 00:00:00 UTC,2024-05-05 00:00:00 UTC,10000.0,50000.0,Completed
749264715,1722183516,1509019523,930819360,2024-05-04 00:00:00 UTC,2024-05-05 00:00:00 UTC,10000.0,50000.0,Completed
645976636,1258230698,1069451396,1189991438,2024-05-04 00:00:00 UTC,2024-05-05 00:00:00 UTC,10000.0,50000.0,Completed
1885183532,1258230698,1509019523,930819360,2024-05-05 00:00:00 UTC,2024-05-06 00:00:00 UTC,10000.0,50000.0,Completed
1536595827,224686989,1069451396,1189991438,2024-05-05 00:00:00 UTC,2024-05-06 00:00:00 UTC,10000.0,50000.0,Completed
714103837,661126257,1148881892,805589879,2024-05-07 00:00:00 UTC,2024-05-08 00:00:00 UTC,10000.0,50000.0,Completed
203159618,1722183516,1509019523,930819360,2024-05-07 00:00:00 UTC,2024-05-08 00:00:00 UTC,10000.0,50000.0,Completed
1479239744,1258230698,1069451396,1189991438,2024-05-07 00:00:00 UTC,2024-05-08 00:00:00 UTC,10000.0,50000.0,Completed
1176317278,661126257,1069451396,1189991438,2024-05-08 00:00:00 UTC,2024-05-09 00:00:00 UTC,10000.0,50000.0,Completed
95524532,661126257,1148881892,805589879,2024-05-09 00:00:00 UTC,2024-05-10 00:00:00 UTC,10000.0,50000.0,Completed
95239288,1662239075,1509019523,930819360,2024-05-09 00:00:00 UTC,2024-05-10 00:00:00 UTC,10000.0,50000.0,Completed
257282178,1258230698,1069451396,1189991438,2024-05-09 00:00:00 UTC,2024-05-10 00:00:00 UTC,10000.0,50000.0,Completed
