 Health Assessment ID, Grid Asset ID, Assessment Date, Score, Risk Category
1959644101,1342919392,2023-02-12 00:00:00 UTC,0.1,Critical
1790614966,1342919392,2023-11-25 00:00:00 UTC,0.1,Critical
1044340874,1342919392,2023-11-13 00:00:00 UTC,0.1,Low
867108430,1342919392,2023-07-02 00:00:00 UTC,0.1,Critical
1528179456,1342919392,2023-08-28 00:00:00 UTC,0.1,Medium
1872203273,1342919392,2023-02-18 00:00:00 UTC,0.29790446445089624,Medium
486083487,1342919392,2023-10-04 00:00:00 UTC,0.2255984226588017,Low
1784481040,1603059731,2023-12-16 00:00:00 UTC,0.1,High
579181292,1603059731,2023-01-05 00:00:00 UTC,0.46231689342939003,High
1204208215,1603059731,2023-08-15 00:00:00 UTC,0.5735115180828947,Medium
1302616315,1603059731,2023-03-10 00:00:00 UTC,0.509058836898091,High
1203129571,1603059731,2023-08-20 00:00:00 UTC,0.6081149976892064,Medium
2004363550,1603059731,2023-06-01 00:00:00 UTC,0.1,High
1442129039,1603059731,2023-11-07 00:00:00 UTC,0.1,Low
551065020,802734357,2023-02-08 00:00:00 UTC,0.1,Critical
1624720937,802734357,2023-07-23 00:00:00 UTC,0.6908795092660773,High
1198907508,802734357,2023-08-21 00:00:00 UTC,0.1,Low
663537898,802734357,2023-01-27 00:00:00 UTC,0.2862503680025355,Low
187811136,802734357,2023-06-10 00:00:00 UTC,0.1,Medium
1450495271,802734357,2023-01-10 00:00:00 UTC,0.5127047819470312,Medium
116302919,802734357,2023-03-04 00:00:00 UTC,0.19812298182419041,High
391053654,802734357,2023-10-28 00:00:00 UTC,0.2979082147630765,Low
885208914,802734357,2023-12-13 00:00:00 UTC,0.3359981431332645,Critical
1925026016,802734357,2023-01-26 00:00:00 UTC,0.1,Critical
1762168279,1892139911,2023-05-16 00:00:00 UTC,0.1,High
1782578155,1892139911,2023-12-18 00:00:00 UTC,0.1937516042109647,Low
1112897597,1892139911,2023-09-10 00:00:00 UTC,0.1,Critical
1590734543,1892139911,2023-03-05 00:00:00 UTC,0.18456738902072511,Critical
840148123,1892139911,2023-03-11 00:00:00 UTC,0.4710415350605449,Medium
350642022,1892139911,2023-06-21 00:00:00 UTC,0.1734406092979578,High
1571971944,1892139911,2023-12-16 00:00:00 UTC,0.1,High
2090940833,1892139911,2023-08-20 00:00:00 UTC,0.1,Low
852646005,1892139911,2023-07-24 00:00:00 UTC,0.3245035844200672,Critical
357197447,1892139911,2023-10-27 00:00:00 UTC,0.42794585313330835,Critical
1972472655,1892139911,2023-07-20 00:00:00 UTC,0.1,High
1459246285,1332280402,2023-05-12 00:00:00 UTC,0.1,Low
554651433,1332280402,2023-06-12 00:00:00 UTC,0.3912539152847413,Low
457372529,1332280402,2023-07-26 00:00:00 UTC,0.1,Critical
709029461,1332280402,2023-05-25 00:00:00 UTC,0.33472959956437276,Critical
1783775468,1332280402,2023-08-18 00:00:00 UTC,0.1,Medium
1202383343,1332280402,2023-10-02 00:00:00 UTC,0.1,Medium
1173262924,1332280402,2023-09-03 00:00:00 UTC,0.1,Medium
535966699,1332280402,2023-10-12 00:00:00 UTC,0.16859491279680938,Medium
2110713666,1332280402,2023-10-16 00:00:00 UTC,0.3940357552040632,Low
1675285773,1332280402,2023-08-04 00:00:00 UTC,0.1,High
1431142157,1332280402,2023-02-16 00:00:00 UTC,0.1,Critical
398040138,1795139416,2023-05-11 00:00:00 UTC,0.24697907737039163,Low
2037143060,1795139416,2023-05-11 00:00:00 UTC,0.1,High
667150076,1795139416,2023-04-07 00:00:00 UTC,0.1,Low
510455715,1795139416,2023-03-04 00:00:00 UTC,0.6079657612322926,Low
1637788361,1795139416,2023-01-05 00:00:00 UTC,0.1,Medium
960120139,1795139416,2023-09-07 00:00:00 UTC,0.1,Critical
1835012238,2088209476,2023-12-03 00:00:00 UTC,0.4982102020924142,Low
1750351452,2088209476,2023-11-04 00:00:00 UTC,0.3948420509364303,High
1367508249,2088209476,2023-01-02 00:00:00 UTC,0.3801152439762553,Medium
702521546,2088209476,2023-06-18 00:00:00 UTC,0.1,Low
364378093,2088209476,2023-10-02 00:00:00 UTC,0.48760866947536274,Low
931715724,2088209476,2023-05-23 00:00:00 UTC,0.1,Low
599106263,2088209476,2023-12-10 00:00:00 UTC,0.1,Medium
73968128,2088209476,2023-03-27 00:00:00 UTC,0.1,Low
524994260,1751770651,2023-12-23 00:00:00 UTC,0.1,Medium
666003842,1751770651,2023-01-12 00:00:00 UTC,0.1,Critical
704667362,1751770651,2023-12-09 00:00:00 UTC,0.3950917691989211,Critical
313479111,1751770651,2023-09-21 00:00:00 UTC,0.33723487078978187,High
846560959,1751770651,2023-04-22 00:00:00 UTC,0.1,Low
1570383429,1699981603,2023-06-05 00:00:00 UTC,0.1914397071788661,Low
351695797,1699981603,2023-04-18 00:00:00 UTC,0.1,Medium
1310566857,1699981603,2023-05-04 00:00:00 UTC,0.13138054486639394,Low
1958198686,1699981603,2023-07-18 00:00:00 UTC,0.1,Critical
971443275,1699981603,2023-06-27 00:00:00 UTC,0.3534324695675905,Critical
644705015,1699981603,2023-02-21 00:00:00 UTC,0.5284467755296679,Low
134523066,1699981603,2023-04-21 00:00:00 UTC,0.1,Critical
1581150630,1699981603,2023-09-17 00:00:00 UTC,0.12945104284819475,Critical
1334696991,1699981603,2023-08-13 00:00:00 UTC,0.5226450553786014,Low
1295717524,206918467,2023-08-12 00:00:00 UTC,0.1,Medium
2054407529,206918467,2023-01-15 00:00:00 UTC,0.1,High
1168889538,206918467,2023-05-18 00:00:00 UTC,0.5529720005994152,Medium
1028689664,206918467,2023-01-27 00:00:00 UTC,0.4011643298753403,Medium
119630217,206918467,2023-12-10 00:00:00 UTC,0.43497170777602406,Low
489984082,206918467,2023-06-19 00:00:00 UTC,0.6224887118695628,High
1473595685,206918467,2023-05-23 00:00:00 UTC,0.30151346638450205,Low
1927456758,206918467,2023-04-14 00:00:00 UTC,0.1,High
1216691754,1333459914,2023-08-21 00:00:00 UTC,0.326155328655067,Low
847832498,1333459914,2023-12-11 00:00:00 UTC,0.1,Medium
1507420479,1333459914,2023-03-04 00:00:00 UTC,0.1,High
338029379,1333459914,2023-08-16 00:00:00 UTC,0.1,Critical
939659618,1913604327,2023-05-15 00:00:00 UTC,0.1,High
1978295440,1913604327,2023-08-12 00:00:00 UTC,0.1749542924407349,Medium
1227342337,1913604327,2023-04-26 00:00:00 UTC,0.21455847693616847,Low
882253994,1913604327,2023-12-21 00:00:00 UTC,0.1,Medium
1279473245,1913604327,2023-11-08 00:00:00 UTC,0.31494279884742005,Medium
1134454257,1913604327,2023-01-09 00:00:00 UTC,0.3460165828778047,High
230496636,1913604327,2023-03-05 00:00:00 UTC,0.1,High
1166956222,1759252508,2023-06-16 00:00:00 UTC,0.4016271048420572,High
1348004402,1759252508,2023-03-10 00:00:00 UTC,0.1600922639828305,High
2040164884,1759252508,2023-08-20 00:00:00 UTC,0.1,Critical
844725164,1759252508,2023-12-13 00:00:00 UTC,0.12733361642257385,High
1885764847,1759252508,2023-07-06 00:00:00 UTC,0.5606312588946825,High
1988606202,2073299451,2023-10-17 00:00:00 UTC,0.30799169942864335,High
1904276099,2073299451,2023-10-06 00:00:00 UTC,0.1,Medium
980161821,2073299451,2023-01-25 00:00:00 UTC,0.29974272889696196,Critical
197614548,2073299451,2023-10-06 00:00:00 UTC,0.1770345250794152,Low
380972225,2073299451,2023-11-24 00:00:00 UTC,0.28759922038964636,Critical
765032000,2073299451,2023-06-15 00:00:00 UTC,0.1,Critical
1914546653,567487064,2023-01-04 00:00:00 UTC,0.2717620949184628,Critical
2005733838,567487064,2023-12-17 00:00:00 UTC,0.1,Low
217155168,567487064,2023-08-16 00:00:00 UTC,0.2396691326760355,Medium
307097926,567487064,2023-01-28 00:00:00 UTC,0.1,High
285546867,567487064,2023-08-26 00:00:00 UTC,0.1,High
1551036127,630975091,2023-08-06 00:00:00 UTC,0.6850637137215188,High
206637820,630975091,2023-09-26 00:00:00 UTC,0.1,Low
1400210036,630975091,2023-03-28 00:00:00 UTC,0.1,Low
1946124440,630975091,2023-07-02 00:00:00 UTC,0.5434671675391671,Critical
1811253734,630975091,2023-04-01 00:00:00 UTC,0.5761559948496954,Critical
324007082,630975091,2023-12-03 00:00:00 UTC,0.1532566539710538,Medium
64858491,1794734375,2023-04-25 00:00:00 UTC,0.1,Medium
216972638,1794734375,2023-03-28 00:00:00 UTC,0.1,Critical
766207168,1794734375,2023-07-17 00:00:00 UTC,0.1,Medium
1163973653,1794734375,2023-02-10 00:00:00 UTC,0.1,Critical
590977573,1794734375,2023-01-17 00:00:00 UTC,0.1,Low
2058012848,1794734375,2023-02-11 00:00:00 UTC,0.16067780594828074,High
594304050,1794734375,2023-11-21 00:00:00 UTC,0.1,Critical
1845666136,1794734375,2023-12-27 00:00:00 UTC,0.1,Medium
1679186645,1014066054,2023-10-22 00:00:00 UTC,0.22161964615384766,Medium
1914302338,1014066054,2023-01-18 00:00:00 UTC,0.4361226104634228,Medium
991577607,1014066054,2023-03-11 00:00:00 UTC,0.1,Critical
811478373,1014066054,2023-07-11 00:00:00 UTC,0.26824889940056895,Critical
246270777,1014066054,2023-08-16 00:00:00 UTC,0.1,Medium
1259777044,977914199,2023-10-17 00:00:00 UTC,0.1,Low
1525810118,977914199,2023-09-17 00:00:00 UTC,0.1,High
481951650,977914199,2023-05-26 00:00:00 UTC,0.28089269652721593,High
179874349,977914199,2023-02-10 00:00:00 UTC,0.1,Medium
1555262455,977914199,2023-10-04 00:00:00 UTC,0.1708347881586776,High
1103553318,977914199,2023-01-05 00:00:00 UTC,0.1,Critical
1443930459,1466319933,2023-10-05 00:00:00 UTC,0.3584563796141469,High
1096026112,1466319933,2023-11-01 00:00:00 UTC,0.1,High
752077640,1466319933,2023-01-25 00:00:00 UTC,0.1,Low
1362101387,1466319933,2023-08-17 00:00:00 UTC,0.30857865699679743,Medium
562607976,1466319933,2023-03-11 00:00:00 UTC,0.39333114692524185,Critical
1565520473,1466319933,2023-04-27 00:00:00 UTC,0.1,Medium
82850422,1466319933,2023-07-22 00:00:00 UTC,0.1,Low
467740657,1466319933,2023-12-10 00:00:00 UTC,0.3674925100613142,Low
247650693,1466319933,2023-10-27 00:00:00 UTC,0.1,Low
122393015,1466319933,2023-09-17 00:00:00 UTC,0.1,Critical
1634581664,1466319933,2023-04-10 00:00:00 UTC,0.1,Low
1284713254,148806197,2023-03-08 00:00:00 UTC,0.17937895928756728,High
1556094601,148806197,2023-08-14 00:00:00 UTC,0.1,Low
764521630,148806197,2023-05-18 00:00:00 UTC,0.2947606986324906,Medium
796336828,148806197,2023-10-26 00:00:00 UTC,0.39707670366138986,Critical
820093323,148806197,2023-03-08 00:00:00 UTC,0.5223564890722933,Critical
1503495895,148806197,2023-07-05 00:00:00 UTC,0.1080920165587379,Low
180393015,148806197,2023-04-02 00:00:00 UTC,0.8313518087433536,Low
841501645,148806197,2023-08-05 00:00:00 UTC,0.1465540454783368,High
1158148395,148806197,2023-02-22 00:00:00 UTC,0.4376729150837734,Low
1665361677,148806197,2023-04-15 00:00:00 UTC,0.8071702999221713,Critical
1011327177,148806197,2023-06-18 00:00:00 UTC,0.6615577157445784,Medium
412768927,148806197,2023-10-14 00:00:00 UTC,0.7445088705041636,Critical
1263952489,1520554880,2023-05-26 00:00:00 UTC,0.1734126339400366,Medium
2022377233,1520554880,2023-03-18 00:00:00 UTC,0.7040267455981623,Medium
465799064,1520554880,2023-03-12 00:00:00 UTC,0.9840736481359229,High
1896513255,1520554880,2023-06-11 00:00:00 UTC,0.40156490330171246,Critical
1918824970,1520554880,2023-07-16 00:00:00 UTC,0.44203793512069195,Low
71387925,1520554880,2023-08-14 00:00:00 UTC,0.16097082854843162,Low
1138628734,1520554880,2023-04-06 00:00:00 UTC,0.7911114306805858,High
1473869757,1520554880,2023-08-09 00:00:00 UTC,0.6972743463333024,Critical
1437822249,683533714,2023-01-07 00:00:00 UTC,0.1,Critical
1113829669,683533714,2023-04-26 00:00:00 UTC,0.1,Medium
1606797139,683533714,2023-01-01 00:00:00 UTC,0.1,High
938753424,683533714,2023-11-21 00:00:00 UTC,0.1,Low
570745811,683533714,2023-02-07 00:00:00 UTC,0.1,Low
1387737934,683533714,2023-06-26 00:00:00 UTC,0.3260695718475667,High
1918481094,683533714,2023-10-18 00:00:00 UTC,0.3140981799607053,Medium
576209654,683533714,2023-10-24 00:00:00 UTC,0.22984145651852828,Low
791300717,1676787497,2023-10-09 00:00:00 UTC,0.38000823386684845,Low
1856066270,1676787497,2023-12-15 00:00:00 UTC,0.1,Critical
776436534,1676787497,2023-01-02 00:00:00 UTC,0.1,High
73691986,1676787497,2023-01-20 00:00:00 UTC,0.2143575371267462,Medium
2119215620,1075951812,2023-05-17 00:00:00 UTC,0.1407653791885719,Medium
422519911,1075951812,2023-04-07 00:00:00 UTC,0.1,Critical
1409338374,1075951812,2023-12-11 00:00:00 UTC,0.1,Low
1297536879,1075951812,2023-08-21 00:00:00 UTC,0.1,Critical
1966959179,1075951812,2023-04-05 00:00:00 UTC,0.32282538191696897,Medium
1122414793,1075951812,2023-11-10 00:00:00 UTC,0.33443119459831216,High
1311693990,1145180614,2023-12-24 00:00:00 UTC,0.3092289363622437,Medium
166411675,1145180614,2023-08-16 00:00:00 UTC,0.1,High
608867682,1145180614,2023-02-21 00:00:00 UTC,0.1,Critical
227589282,1145180614,2023-12-15 00:00:00 UTC,0.48549537950953714,Critical
1023254928,1145180614,2023-06-19 00:00:00 UTC,0.362728405796894,Critical
1729484715,1145180614,2023-08-02 00:00:00 UTC,0.1,Low
873696936,1145180614,2023-03-13 00:00:00 UTC,0.36218538622814866,Low
320513827,1145180614,2023-01-19 00:00:00 UTC,0.1,Low
233380337,1145180614,2023-08-20 00:00:00 UTC,0.3200547804567099,Low
793279953,1145180614,2023-01-26 00:00:00 UTC,0.1,High
1048872123,1145180614,2023-08-04 00:00:00 UTC,0.41665803553812764,Medium
86389006,1145180614,2023-04-20 00:00:00 UTC,0.1,High
1135387410,933350843,2023-06-25 00:00:00 UTC,0.2540485822458052,High
885041604,933350843,2023-02-01 00:00:00 UTC,0.4214088871401427,Medium
1352296744,933350843,2023-09-11 00:00:00 UTC,0.1,Medium
600832235,933350843,2023-11-24 00:00:00 UTC,0.1,Low
230146114,933350843,2023-02-04 00:00:00 UTC,0.1,High
1056400615,933350843,2023-07-22 00:00:00 UTC,0.2116555833194409,Critical
906477644,933350843,2023-06-17 00:00:00 UTC,0.1,Critical
619527310,933350843,2023-06-06 00:00:00 UTC,0.1,Low
291598419,398995286,2023-12-08 00:00:00 UTC,0.4196354610169585,Low
965221511,398995286,2023-09-26 00:00:00 UTC,0.2891416414265646,Medium
1831833343,398995286,2023-04-28 00:00:00 UTC,0.38152239384133757,Medium
1200568670,398995286,2023-03-08 00:00:00 UTC,0.3405820834381855,Low
610206329,398995286,2023-05-20 00:00:00 UTC,0.12268480429444695,Critical
30734902,398995286,2023-02-06 00:00:00 UTC,0.1,Critical
1271629141,398995286,2023-08-02 00:00:00 UTC,0.1,Medium
183227688,398995286,2023-09-04 00:00:00 UTC,0.11994218726114558,Medium
1038152029,398995286,2023-12-02 00:00:00 UTC,0.41918122265975943,Medium
1096383465,398995286,2023-09-08 00:00:00 UTC,0.1,Low
1932472613,398995286,2023-03-27 00:00:00 UTC,0.29380651339266695,Low
431579511,398995286,2023-10-16 00:00:00 UTC,0.32266915841179866,Medium
419230446,344283393,2023-12-19 00:00:00 UTC,0.1,Medium
13783489,344283393,2023-04-19 00:00:00 UTC,0.1,Medium
294941181,344283393,2023-07-28 00:00:00 UTC,0.1,Medium
832163213,344283393,2023-10-15 00:00:00 UTC,0.2385077253614658,Critical
283890260,344283393,2023-03-20 00:00:00 UTC,0.1,Critical
1887394894,344283393,2023-02-27 00:00:00 UTC,0.1,Critical
326005464,344283393,2023-07-01 00:00:00 UTC,0.1,Low
346098684,670490159,2023-12-25 00:00:00 UTC,0.1,Medium
2099270445,670490159,2023-10-04 00:00:00 UTC,0.1,Low
1314138364,670490159,2023-09-11 00:00:00 UTC,0.1,Medium
792884828,670490159,2023-08-19 00:00:00 UTC,0.36758817686734446,Critical
1586911452,670490159,2023-06-11 00:00:00 UTC,0.2010890207599635,Critical
1958816313,670490159,2023-04-11 00:00:00 UTC,0.1,High
794421044,209557790,2023-07-19 00:00:00 UTC,0.15955504913867058,Low
69777665,209557790,2023-08-27 00:00:00 UTC,0.25880501102456605,Low
328706865,209557790,2023-05-18 00:00:00 UTC,0.1,Medium
1297498927,209557790,2023-04-26 00:00:00 UTC,0.3608298454818232,Medium
1969790372,209557790,2023-10-19 00:00:00 UTC,0.5190233025084586,Critical
2056913032,209557790,2023-02-26 00:00:00 UTC,0.13493831555135005,Low
1715271073,209557790,2023-10-03 00:00:00 UTC,0.1,Low
100069151,209557790,2023-02-15 00:00:00 UTC,0.12937622872580157,Medium
1213074185,388620614,2023-02-23 00:00:00 UTC,0.14550569469761954,Medium
2130181067,388620614,2023-04-21 00:00:00 UTC,0.3549228900395405,Low
2077207872,388620614,2023-06-17 00:00:00 UTC,0.1,High
1470839365,388620614,2023-07-07 00:00:00 UTC,0.42847623518647304,High
1568959319,388620614,2023-01-17 00:00:00 UTC,0.2501778189799106,Medium
1401172564,388620614,2023-12-24 00:00:00 UTC,0.23877882802286376,Medium
1128247108,388620614,2023-04-12 00:00:00 UTC,0.1,High
305223677,867997513,2023-10-21 00:00:00 UTC,0.2583621422783201,Low
1413828468,867997513,2023-04-04 00:00:00 UTC,0.1,High
1733827917,867997513,2023-07-13 00:00:00 UTC,0.19870640546122598,Medium
399610564,867997513,2023-06-25 00:00:00 UTC,0.1,Medium
1143615659,867997513,2023-09-10 00:00:00 UTC,0.1,Low
1612728143,867997513,2023-02-14 00:00:00 UTC,0.4403493358443844,High
282892269,867997513,2023-09-21 00:00:00 UTC,0.45800752794885335,Critical
1023009811,867997513,2023-10-05 00:00:00 UTC,0.39732350320412413,High
1159961637,867997513,2023-04-26 00:00:00 UTC,0.22609528313529692,High
2133950600,867997513,2023-03-18 00:00:00 UTC,0.1,Critical
46563963,867997513,2023-10-10 00:00:00 UTC,0.1,Low
1973325807,1053506344,2023-06-19 00:00:00 UTC,0.9848545297781778,High
1203879889,1053506344,2023-01-27 00:00:00 UTC,0.3914253006515826,Low
926800977,1053506344,2023-06-01 00:00:00 UTC,0.2979762138964557,High
981761741,1053506344,2023-06-28 00:00:00 UTC,0.4331262548822817,Medium
1329951629,1053506344,2023-10-26 00:00:00 UTC,0.18101119500044402,High
1494104791,1053506344,2023-02-14 00:00:00 UTC,0.5419027295059968,High
541615333,1053506344,2023-05-16 00:00:00 UTC,0.4611513314751695,Critical
1768505111,1053506344,2023-03-17 00:00:00 UTC,0.4836798013919601,High
710629093,1053506344,2023-11-19 00:00:00 UTC,0.8549394090422258,High
1109041384,1053506344,2023-08-04 00:00:00 UTC,0.8117279284643769,Critical
1681779651,1674818243,2023-04-19 00:00:00 UTC,0.5617667773342467,High
156413343,1674818243,2023-07-03 00:00:00 UTC,0.7188883350067696,Critical
1735472828,1674818243,2023-03-15 00:00:00 UTC,0.9994847969092724,Medium
1324461563,1674818243,2023-10-12 00:00:00 UTC,0.5533893006790034,Medium
1495399115,1674818243,2023-03-05 00:00:00 UTC,0.25717048852415114,Critical
1791551550,1674818243,2023-12-19 00:00:00 UTC,0.7362283217807157,Critical
313830205,1674818243,2023-07-11 00:00:00 UTC,0.16162281256517236,Low
521499308,1674818243,2023-12-14 00:00:00 UTC,0.12605887637365568,High
717466068,1674818243,2023-05-05 00:00:00 UTC,0.4043080999880947,High
1167022213,1674818243,2023-06-04 00:00:00 UTC,0.7626921833109152,Medium
337471094,1674818243,2023-02-21 00:00:00 UTC,0.41887188611316933,Medium
1985460643,1674818243,2023-10-18 00:00:00 UTC,0.5673542656398664,Medium
101620399,2016745029,2023-09-13 00:00:00 UTC,0.2609136976579869,Critical
1532119076,2016745029,2023-08-24 00:00:00 UTC,0.3642700849399911,High
1402582624,2016745029,2023-08-24 00:00:00 UTC,0.1,Critical
371301098,2016745029,2023-08-04 00:00:00 UTC,0.1,Critical
1230779980,2016745029,2023-12-06 00:00:00 UTC,0.13605877657876975,Medium
144389998,2016745029,2023-12-08 00:00:00 UTC,0.1,Critical
1952134487,2016745029,2023-02-06 00:00:00 UTC,0.1,Low
561188687,2016745029,2023-05-07 00:00:00 UTC,0.5425513677199026,Medium
1801413500,2016745029,2023-02-17 00:00:00 UTC,0.5210872941272817,Low
1191775032,2016745029,2023-02-18 00:00:00 UTC,0.48720129965892567,Medium
1374573224,1411532289,2023-03-13 00:00:00 UTC,0.1,Medium
881990267,1411532289,2023-08-24 00:00:00 UTC,0.32934842687518673,Critical
281147398,1411532289,2023-03-25 00:00:00 UTC,0.1,High
604140695,1411532289,2023-07-21 00:00:00 UTC,0.48616174838872317,Critical
1459924962,1411532289,2023-08-15 00:00:00 UTC,0.1,Medium
177452159,1411532289,2023-02-20 00:00:00 UTC,0.16955850713739784,High
1877314497,242513414,2023-11-06 00:00:00 UTC,0.1364707988011976,High
660036583,242513414,2023-09-08 00:00:00 UTC,0.3310291940537026,Medium
1477102277,242513414,2023-05-28 00:00:00 UTC,0.1,Low
1127418608,242513414,2023-07-03 00:00:00 UTC,0.5641869497994121,Low
245838599,242513414,2023-05-26 00:00:00 UTC,0.1,Low
1324104107,242513414,2023-10-18 00:00:00 UTC,0.1908898307441958,High
447199875,242513414,2023-07-24 00:00:00 UTC,0.40811566216738465,Critical
1874840534,242513414,2023-02-08 00:00:00 UTC,0.1,Critical
1514208321,242513414,2023-07-25 00:00:00 UTC,0.1,Low
1060869556,242513414,2023-03-26 00:00:00 UTC,0.1,High
424616385,242513414,2023-09-20 00:00:00 UTC,0.22001572841726363,Low
1340378163,350853513,2023-05-05 00:00:00 UTC,0.6573632221678758,Low
1464968531,350853513,2023-01-13 00:00:00 UTC,0.4146132887266878,Medium
357161379,350853513,2023-11-14 00:00:00 UTC,0.39424370370892725,Low
757871081,350853513,2023-10-03 00:00:00 UTC,0.7596779533375592,Critical
2117683836,350853513,2023-03-28 00:00:00 UTC,0.1,Critical
1422578931,269540721,2023-02-14 00:00:00 UTC,0.1,High
367504452,269540721,2023-07-21 00:00:00 UTC,0.291621519405177,Low
1445947036,269540721,2023-01-25 00:00:00 UTC,0.1,Low
1181792129,269540721,2023-02-27 00:00:00 UTC,0.456715610276029,Low
504828924,269540721,2023-08-19 00:00:00 UTC,0.1,Critical
1196252640,269540721,2023-09-22 00:00:00 UTC,0.1,Low
1328000848,269540721,2023-10-28 00:00:00 UTC,0.1,Low
242431268,269540721,2023-12-11 00:00:00 UTC,0.33711763061822075,Critical
1862871686,269540721,2023-09-21 00:00:00 UTC,0.1,Medium
900902630,269540721,2023-05-19 00:00:00 UTC,0.48757006411437553,High
1627738402,92700164,2023-11-27 00:00:00 UTC,0.19992943864718407,Medium
219641381,92700164,2023-04-08 00:00:00 UTC,0.8275703784894335,Medium
1058140484,92700164,2023-03-09 00:00:00 UTC,0.19981684744721784,Critical
1213306061,92700164,2023-07-26 00:00:00 UTC,0.7042477519472173,Low
20143890,92700164,2023-08-14 00:00:00 UTC,0.5596519785237939,Low
2024989175,92700164,2023-09-13 00:00:00 UTC,0.171052712715979,Low
1107288017,92700164,2023-09-04 00:00:00 UTC,0.1,High
1237919344,92700164,2023-07-12 00:00:00 UTC,0.9065208999851451,Low
1944304921,92700164,2023-01-14 00:00:00 UTC,0.286992663175736,Low
1926116713,92700164,2023-03-19 00:00:00 UTC,0.40871796038850233,Critical
764685472,754761050,2023-05-19 00:00:00 UTC,0.22558967168442035,High
1162710152,754761050,2023-01-06 00:00:00 UTC,0.1,High
2111623654,754761050,2023-12-07 00:00:00 UTC,0.41045529363426014,Medium
484546221,754761050,2023-11-14 00:00:00 UTC,0.3469230489390751,High
117934121,754761050,2023-05-28 00:00:00 UTC,0.1,High
1338586391,754761050,2023-10-08 00:00:00 UTC,0.4412541760913298,Medium
186651999,754761050,2023-03-13 00:00:00 UTC,0.38750046010447037,High
1673679185,1722112912,2023-02-27 00:00:00 UTC,0.7636417571535324,Critical
