 ID, Commodity ID, Seller Desk ID, Buyer Desk ID, Invoice ID, Quantity, Price Per Unit, Trade Date, Status
408630294,996485747,1389200370,672829719,2143877436,8042.735786095027,78.65358622720869,2024-01-09 00:00:00 UTC,COMPLETED
1892993614,996485747,672829719,121978569,1367780022,8364.645184607833,73.81608054569784,2024-01-09 00:00:00 UTC,COMPLETED
1267491896,996485747,1553173533,121978569,2091325930,8828.34875442848,79.28902164509728,2024-01-09 00:00:00 UTC,COMPLETED
1151402142,395446840,672829719,1553173533,402989521,52803.80162041044,3.5057863228892256,2024-01-09 00:00:00 UTC,COMPLETED
1262297466,395446840,1389200370,121978569,573869690,48072.76293288777,3.446943054155164,2024-01-09 00:00:00 UTC,COMPLETED
611820019,395446840,121978569,1389200370,578375803,57040.62955604641,3.5279980520682246,2024-01-09 00:00:00 UTC,COMPLETED
237860513,395446840,1389200370,672829719,1752313980,53126.249412991594,3.77229038302025,2024-01-09 00:00:00 UTC,COMPLETED
1753187734,395446840,672829719,1389200370,70166346,40433.18985020317,3.728260959303589,2024-01-09 00:00:00 UTC,COMPLETED
1509354926,236986797,672829719,1389200370,1431046442,1126.9103406306695,1875.4643178135577,2024-01-09 00:00:00 UTC,COMPLETED
387896579,236986797,1553173533,121978569,955656815,971.1233741212844,2020.2350116028406,2024-01-09 00:00:00 UTC,COMPLETED
1947498931,236986797,1389200370,121978569,752085755,1139.6361948020767,1932.6583134432533,2024-01-09 00:00:00 UTC,COMPLETED
1675532036,236986797,121978569,1389200370,1555525721,1182.061001974376,1938.9226379521222,2024-01-09 00:00:00 UTC,COMPLETED
1487591,236986797,1553173533,1389200370,323430322,1117.8620272062724,1900.2755352015981,2024-01-09 00:00:00 UTC,COMPLETED
315498895,850962738,1389200370,672829719,67675097,5723.5886156954475,8593.226641286781,2024-01-09 00:00:00 UTC,COMPLETED
1256930872,850962738,672829719,1553173533,886007687,4383.715455427985,8462.32565688781,2024-01-09 00:00:00 UTC,COMPLETED
1119899491,850962738,1553173533,121978569,942928951,5070.191723365456,9104.75086387329,2024-01-09 00:00:00 UTC,COMPLETED
1251754728,850962738,1389200370,121978569,1144235860,5207.379773374828,9038.354882407491,2024-01-09 00:00:00 UTC,COMPLETED
2002846061,996485747,1553173533,672829719,,11878.24392889576,76.34178405076439,2024-01-10 00:00:00 UTC,PENDING
1456570274,996485747,1389200370,121978569,,8393.311343687103,75.9072849233702,2024-01-10 00:00:00 UTC,PENDING
732744324,996485747,1389200370,672829719,,11563.467094257367,77.64067152188251,2024-01-10 00:00:00 UTC,PENDING
1333548215,395446840,1389200370,121978569,,56232.60410572402,3.6121833223171573,2024-01-10 00:00:00 UTC,PENDING
1299189036,395446840,1553173533,1389200370,,51750.87640500575,3.6935443234008676,2024-01-10 00:00:00 UTC,PENDING
559972401,395446840,672829719,1389200370,,46212.31832745144,3.6614612099997563,2024-01-10 00:00:00 UTC,PENDING
256613991,395446840,1553173533,1389200370,,57134.32086892581,3.521203903773953,2024-01-10 00:00:00 UTC,PENDING
110152656,395446840,121978569,1553173533,,47126.5984975721,3.7770759474067046,2024-01-10 00:00:00 UTC,PENDING
1266088368,236986797,672829719,1553173533,,1091.8971036436762,1978.2679745854225,2024-01-10 00:00:00 UTC,PENDING
1431060543,236986797,1553173533,672829719,,1148.0594085837854,2005.2750600256823,2024-01-10 00:00:00 UTC,PENDING
1771167855,236986797,1389200370,672829719,,1151.2804314447017,1879.602390189753,2024-01-10 00:00:00 UTC,PENDING
235352204,850962738,672829719,1389200370,,5107.495572177747,8466.864957738331,2024-01-10 00:00:00 UTC,PENDING
1004859139,850962738,1553173533,1389200370,,4892.475293738558,8953.391125229931,2024-01-10 00:00:00 UTC,PENDING
476038927,850962738,1389200370,121978569,,5522.767807284807,8707.415040313492,2024-01-10 00:00:00 UTC,PENDING
1401410105,850962738,1553173533,1389200370,,4402.8815845214385,8778.084738210975,2024-01-10 00:00:00 UTC,PENDING
73525790,850962738,121978569,1389200370,,5688.6183600609365,8343.624643411196,2024-01-10 00:00:00 UTC,PENDING
294672187,996485747,1389200370,121978569,1616332615,11622.113027708827,79.66069813450298,2024-01-11 00:00:00 UTC,COMPLETED
1134697252,996485747,1389200370,672829719,427071334,11731.437453275592,75.80125318925884,2024-01-11 00:00:00 UTC,COMPLETED
590351578,996485747,1389200370,121978569,174079076,8566.937205217258,74.86343993304953,2024-01-11 00:00:00 UTC,COMPLETED
1340788820,395446840,672829719,121978569,1721618609,46134.79434838309,3.755620604318742,2024-01-11 00:00:00 UTC,COMPLETED
1485584150,395446840,121978569,672829719,1195574452,48560.451005080104,3.5543952885638728,2024-01-11 00:00:00 UTC,COMPLETED
978262284,395446840,1553173533,121978569,1285070055,42806.986534243406,3.583288422274256,2024-01-11 00:00:00 UTC,COMPLETED
1678003292,236986797,1389200370,1553173533,594758962,1098.1380297391227,2037.692275586025,2024-01-11 00:00:00 UTC,COMPLETED
923878884,236986797,1553173533,1389200370,1702568261,827.4443708542948,1981.04792370171,2024-01-11 00:00:00 UTC,COMPLETED
1075756159,236986797,1553173533,121978569,1943270906,1147.5564735678954,1973.4179536705722,2024-01-11 00:00:00 UTC,COMPLETED
1470756666,850962738,1553173533,672829719,639030057,4246.2540374412,8631.274000895031,2024-01-11 00:00:00 UTC,COMPLETED
1668665126,850962738,1389200370,121978569,1512350611,4390.604396526338,9057.555429593569,2024-01-11 00:00:00 UTC,COMPLETED
759619242,850962738,672829719,1389200370,1867565392,5800.7529894068175,9006.790405879727,2024-01-11 00:00:00 UTC,COMPLETED
1075473142,850962738,121978569,672829719,1701288634,5472.892755850812,8963.370442630594,2024-01-11 00:00:00 UTC,COMPLETED
1920007541,850962738,1553173533,672829719,385458602,4258.787188214157,8692.934805310157,2024-01-11 00:00:00 UTC,COMPLETED
192304302,996485747,1389200370,121978569,,10994.755200486457,79.74677237416572,2024-01-12 00:00:00 UTC,PENDING
1804796679,996485747,1389200370,1553173533,,12083.948006198621,74.23996953982194,2024-01-12 00:00:00 UTC,PENDING
1883701230,996485747,1389200370,1553173533,,8767.46772292083,74.41512708596522,2024-01-12 00:00:00 UTC,PENDING
740135963,996485747,1389200370,1553173533,,12100.11811834981,81.25974454476841,2024-01-12 00:00:00 UTC,PENDING
1841423447,996485747,1389200370,121978569,,8535.904538850456,78.0932234614416,2024-01-12 00:00:00 UTC,PENDING
1838116007,395446840,1389200370,672829719,,53778.481523620794,3.7579620638637143,2024-01-12 00:00:00 UTC,PENDING
1457580070,395446840,1389200370,1553173533,,40624.96660406875,3.6668434115067092,2024-01-12 00:00:00 UTC,PENDING
102510750,395446840,1389200370,121978569,,57652.83413022407,3.6563097374846505,2024-01-12 00:00:00 UTC,PENDING
1563767813,395446840,1389200370,1553173533,,52150.948315801106,3.6020136705982226,2024-01-12 00:00:00 UTC,PENDING
15755118,236986797,1389200370,672829719,,1084.8985196439403,1944.4562583790846,2024-01-12 00:00:00 UTC,PENDING
84180511,236986797,1553173533,1389200370,,956.773938172157,1894.2835630980042,2024-01-12 00:00:00 UTC,PENDING
1201626924,236986797,121978569,1389200370,,886.0923048986392,1962.627701680123,2024-01-12 00:00:00 UTC,PENDING
1430378358,850962738,1389200370,121978569,,4241.713673362046,8621.263873333306,2024-01-12 00:00:00 UTC,PENDING
669232441,850962738,1553173533,672829719,,4952.656193690532,9253.147540858818,2024-01-12 00:00:00 UTC,PENDING
1250394841,850962738,672829719,1389200370,,5709.044145424186,8856.85739912434,2024-01-12 00:00:00 UTC,PENDING
1849953775,850962738,672829719,1389200370,,5786.741129147897,8567.58343240224,2024-01-12 00:00:00 UTC,PENDING
741987834,996485747,672829719,1553173533,1271700433,10831.667271030876,79.00496391638974,2024-01-13 00:00:00 UTC,COMPLETED
589016631,996485747,672829719,1389200370,1162758955,8375.347737534823,74.37757212089964,2024-01-13 00:00:00 UTC,COMPLETED
2103658999,996485747,1553173533,672829719,1919923767,11572.759882947053,77.15285579690573,2024-01-13 00:00:00 UTC,COMPLETED
472421079,395446840,672829719,121978569,1951658670,59293.41545755206,3.5547183392384265,2024-01-13 00:00:00 UTC,COMPLETED
1284526502,395446840,1389200370,121978569,649498507,54177.59174575903,3.5231719176509766,2024-01-13 00:00:00 UTC,COMPLETED
257608105,395446840,1553173533,1389200370,1193885546,52308.535597422684,3.5986222801253014,2024-01-13 00:00:00 UTC,COMPLETED
1717587084,236986797,1389200370,121978569,899411255,867.1216880269844,1943.95811561957,2024-01-13 00:00:00 UTC,COMPLETED
2023916492,236986797,1553173533,121978569,1079462743,1202.2412353491732,1929.462013333407,2024-01-13 00:00:00 UTC,COMPLETED
938142154,236986797,1389200370,1553173533,1231871661,1162.5789959796095,2028.4899584219659,2024-01-13 00:00:00 UTC,COMPLETED
1268285876,236986797,672829719,121978569,594726736,831.563717779988,1942.7467323662063,2024-01-13 00:00:00 UTC,COMPLETED
1428812904,850962738,1389200370,1553173533,1035966165,5519.429080488367,9001.49795519732,2024-01-13 00:00:00 UTC,COMPLETED
1383949817,850962738,1389200370,672829719,806178601,5951.526828893181,9241.002594712316,2024-01-13 00:00:00 UTC,COMPLETED
47087677,850962738,121978569,672829719,438679100,4360.130973128177,8501.363594607845,2024-01-13 00:00:00 UTC,COMPLETED
1055975085,996485747,121978569,672829719,,8397.216676233926,76.13171137160758,2024-01-14 00:00:00 UTC,PENDING
1547464090,996485747,1389200370,672829719,,8119.68659228033,76.24154785533433,2024-01-14 00:00:00 UTC,PENDING
1613015068,996485747,672829719,1389200370,,8342.838530855768,81.09285152002836,2024-01-14 00:00:00 UTC,PENDING
1681697746,395446840,1389200370,672829719,,55226.40889258139,3.7375932135841925,2024-01-14 00:00:00 UTC,PENDING
2106889486,395446840,672829719,1389200370,,44682.37387758762,3.4751637753085136,2024-01-14 00:00:00 UTC,PENDING
301486360,395446840,1389200370,672829719,,39927.74863772834,3.71504064008312,2024-01-14 00:00:00 UTC,PENDING
1259306485,395446840,121978569,672829719,,43202.526002266124,3.816941110315734,2024-01-14 00:00:00 UTC,PENDING
1935488858,236986797,1389200370,121978569,,1118.8026589152369,2062.5290531166174,2024-01-14 00:00:00 UTC,PENDING
1620952401,236986797,121978569,1389200370,,1057.8930223510683,1894.306426966428,2024-01-14 00:00:00 UTC,PENDING
25660514,236986797,672829719,1389200370,,858.7256728185553,1985.9557706024352,2024-01-14 00:00:00 UTC,PENDING
1539303403,850962738,672829719,1389200370,,5819.384240220073,8504.586010906487,2024-01-14 00:00:00 UTC,PENDING
134690428,850962738,1389200370,1553173533,,4448.355105414071,9241.303433862699,2024-01-14 00:00:00 UTC,PENDING
1395122475,850962738,1389200370,672829719,,4562.603808129553,8594.532869749799,2024-01-14 00:00:00 UTC,PENDING
1132014424,850962738,1553173533,672829719,,5393.771294802184,8976.894570824345,2024-01-14 00:00:00 UTC,PENDING
1154974495,996485747,1553173533,121978569,789247947,10614.85857907691,80.31488364802608,2024-01-15 00:00:00 UTC,COMPLETED
1588886000,996485747,1389200370,121978569,2118612563,8511.755006511246,76.49656271186646,2024-01-15 00:00:00 UTC,COMPLETED
86341652,996485747,121978569,672829719,750962796,11742.326008092215,81.43087654569766,2024-01-15 00:00:00 UTC,COMPLETED
1918282955,395446840,672829719,1389200370,281124615,55376.52008653493,3.541327603436138,2024-01-15 00:00:00 UTC,COMPLETED
1439211924,395446840,1553173533,1389200370,1913347070,40261.684085376386,3.6599181498677766,2024-01-15 00:00:00 UTC,COMPLETED
1009121707,395446840,1553173533,121978569,355543130,50855.30332046879,3.6755604951957683,2024-01-15 00:00:00 UTC,COMPLETED
779342863,395446840,1553173533,672829719,1960784949,48578.407976966104,3.7840996836818737,2024-01-15 00:00:00 UTC,COMPLETED
2068350386,236986797,672829719,1553173533,1908828683,1186.4518145384563,1930.336654143577,2024-01-15 00:00:00 UTC,COMPLETED
653307000,236986797,672829719,121978569,456441279,823.8522119816356,1937.4882396151013,2024-01-15 00:00:00 UTC,COMPLETED
1170463585,236986797,121978569,672829719,268530547,809.5442101304081,1939.252324062211,2024-01-15 00:00:00 UTC,COMPLETED
222682067,850962738,672829719,121978569,1131043627,4222.405961587565,8868.1044498614,2024-01-15 00:00:00 UTC,COMPLETED
1759718364,850962738,1389200370,121978569,384927971,5484.795322856365,9231.82397512021,2024-01-15 00:00:00 UTC,COMPLETED
14489683,850962738,121978569,672829719,630720510,4546.551355630845,8547.553024137254,2024-01-15 00:00:00 UTC,COMPLETED
1057269050,850962738,1389200370,1553173533,1061503940,4491.682862499776,8662.066665388129,2024-01-15 00:00:00 UTC,COMPLETED
1651930691,996485747,121978569,1389200370,,11569.74302503094,81.46952724181371,2024-01-16 00:00:00 UTC,PENDING
