 ID, Division ID, Type, Start Location ID, End Location ID, Departure Time, Arrival Time, Status, Assigned Stock ID, Revenue, Invoice ID
2023335685,1657038269,Local,1408913944,1886397906,2025-01-21 09:00:36.736071 UTC,2025-01-21 15:02:05.736071 UTC,In Transit,760039906,3046.873429662952,638123753
214038112,36317215,Express,1408913944,1144840752,2025-01-22 12:27:18.752755 UTC,2025-01-22 15:33:34.752755 UTC,Completed,88641022,5685.802953184943,859235362
878847271,36317215,Express,2029903910,1137426217,2025-01-24 10:01:22.752956 UTC,2025-01-24 18:49:15.752956 UTC,Completed,1962529649,5584.968188739782,392045862
681627141,36317215,Local,2029903910,1137426217,2025-01-22 12:17:40.75314 UTC,2025-01-22 19:41:47.75314 UTC,In Transit,175740973,3586.886398289244,1338395860
66592837,36317215,Freight,1144840752,1137426217,2025-01-23 18:05:17.753342 UTC,2025-01-23 22:23:05.753342 UTC,In Transit,1536707065,4403.393196767027,2083782179
226875023,36317215,Local,1408913944,1886397906,2025-01-20 16:39:04.753537 UTC,2025-01-20 23:40:33.753537 UTC,Scheduled,288817788,4293.971689753846,888054589
1191716258,36317215,Local,1137426217,1144840752,2025-01-24 21:00:23.753723 UTC,2025-01-25 07:34:01.753723 UTC,Scheduled,449370438,5584.463036498494,1237024476
1899426439,36317215,Freight,1137426217,1408913944,2025-01-18 19:41:55.753915 UTC,2025-01-19 07:22:31.753915 UTC,Completed,1383692235,5370.809880294183,271852868
354447396,36317215,Local,1144840752,2029903910,2025-01-20 05:18:04.754094 UTC,2025-01-20 17:04:27.754094 UTC,Scheduled,1031931138,9878.986620596528,2099955003
1673243262,36317215,Freight,1408913944,1144840752,2025-01-18 18:01:04.754287 UTC,2025-01-19 00:00:11.754287 UTC,Scheduled,88641022,7435.321204161226,271852868
185802078,36317215,Freight,1144840752,1408913944,2025-01-23 18:41:23.754462 UTC,2025-01-23 22:28:06.754462 UTC,In Transit,1002821466,2988.1327722751766,1700162388
1422305871,36317215,Freight,1886397906,1137426217,2025-01-22 01:56:38.754707 UTC,2025-01-22 05:44:47.754707 UTC,Scheduled,88641022,8142.45865617864,781279378
418614986,36317215,Local,1886397906,1144840752,2025-01-21 01:52:29.754935 UTC,2025-01-21 09:26:41.754935 UTC,In Transit,1962529649,8274.7492112293,1085526526
862800811,36317215,Express,1408913944,1144840752,2025-01-23 16:11:36.755133 UTC,2025-01-23 18:55:41.755133 UTC,Scheduled,175740973,2635.695389729402,1700162388
1590525358,36317215,Express,2029903910,1408913944,2025-01-23 15:22:28.755333 UTC,2025-01-24 00:51:07.755333 UTC,In Transit,1031931138,2809.996305688477,1331705627
745536398,36317215,Express,2029903910,1408913944,2025-01-24 13:16:25.755555 UTC,2025-01-24 21:45:00.755555 UTC,In Transit,545816177,6665.977396342002,1752277816
1459850959,36317215,Local,1408913944,1137426217,2025-01-24 08:50:22.755744 UTC,2025-01-24 18:45:37.755744 UTC,Scheduled,1002821466,1516.6160894736825,1237024476
43941502,36317215,Express,1144840752,2029903910,2025-01-21 00:41:14.755958 UTC,2025-01-21 04:10:02.755958 UTC,Completed,1545182047,2964.1631988891745,137659156
162279726,36317215,Freight,1137426217,2029903910,2025-01-23 16:11:33.756153 UTC,2025-01-23 23:51:24.756153 UTC,In Transit,545816177,7552.180642827423,293140461
813983738,36317215,Express,1408913944,1137426217,2025-01-23 07:49:23.756346 UTC,2025-01-23 12:48:53.756346 UTC,Completed,88641022,9838.367978412227,859235362
1984105784,36317215,Express,1144840752,1137426217,2025-01-20 23:41:25.756564 UTC,2025-01-21 04:34:53.756564 UTC,Completed,1643787255,1141.9668373465418,1331705627
2002636830,36317215,Local,2029903910,1886397906,2025-01-23 01:01:03.756782 UTC,2025-01-23 10:13:36.756782 UTC,Scheduled,1800426896,8947.627170201531,1088420209
585444093,36317215,Local,1408913944,2029903910,2025-01-22 11:08:53.756986 UTC,2025-01-22 15:26:31.756986 UTC,Scheduled,449370438,8623.798474084557,2028514110
411065681,36317215,Freight,1144840752,1137426217,2025-01-24 09:40:40.757172 UTC,2025-01-24 16:07:58.757172 UTC,In Transit,1031931138,3979.093696175117,638123753
998582135,36317215,Local,1144840752,1886397906,2025-01-22 21:43:40.757386 UTC,2025-01-23 00:08:51.757386 UTC,Cancelled,1002821466,5672.314093005034,1108156332
1625859630,36317215,Freight,1886397906,2029903910,2025-01-24 07:56:44.757582 UTC,2025-01-24 15:15:38.757582 UTC,Scheduled,1002821466,8541.586754081249,1038264622
314138280,36317215,Express,1137426217,2029903910,2025-01-24 06:32:46.757778 UTC,2025-01-24 10:02:25.757778 UTC,Completed,288817788,7796.154124676649,2099955003
1978247963,36317215,Local,1137426217,1886397906,2025-01-23 02:01:16.758023 UTC,2025-01-23 11:03:42.758023 UTC,In Transit,545816177,1537.1273350920035,1338395860
1653213853,36317215,Express,1408913944,1137426217,2025-01-22 22:55:49.758256 UTC,2025-01-23 08:11:54.758256 UTC,Scheduled,545816177,2411.5510161848633,1257606053
149571608,36317215,Freight,1886397906,1137426217,2025-01-23 02:51:39.758484 UTC,2025-01-23 04:59:55.758484 UTC,In Transit,35128498,4815.0964046452245,859235362
1150712221,1944267253,Freight,2029903910,1137426217,2025-01-20 16:26:32.774432 UTC,2025-01-20 22:38:06.774432 UTC,In Transit,1931724911,9157.430718923664,1488160914
1020349146,1944267253,Local,1137426217,1408913944,2025-01-22 09:57:38.774648 UTC,2025-01-22 21:33:38.774648 UTC,Completed,2143204375,7157.320445517725,661429842
1077537628,1944267253,Freight,1137426217,1144840752,2025-01-21 13:09:59.774841 UTC,2025-01-22 00:40:16.774841 UTC,Completed,920341588,5193.251157974239,167778567
1134969436,1944267253,Local,1408913944,1137426217,2025-01-20 22:25:08.775046 UTC,2025-01-21 04:02:11.775046 UTC,Completed,2052451622,9521.14300400181,871046199
256870048,1944267253,Freight,2029903910,1137426217,2025-01-22 16:14:31.77526 UTC,2025-01-22 19:41:30.77526 UTC,In Transit,1424299605,4719.674038017386,1108156332
991325013,1944267253,Local,1144840752,1408913944,2025-01-23 16:21:53.775442 UTC,2025-01-24 00:59:54.775442 UTC,Scheduled,1778296463,9546.254521116514,979595765
1949943699,1944267253,Freight,1144840752,1886397906,2025-01-18 10:42:13.775647 UTC,2025-01-18 22:40:45.775647 UTC,In Transit,2053946366,3781.9354031674493,271852868
1416126669,1944267253,Express,1886397906,1144840752,2025-01-18 08:27:31.775828 UTC,2025-01-18 13:19:01.775828 UTC,Scheduled,1424299605,8332.65317289694,2011403217
537783500,1944267253,Local,1408913944,2029903910,2025-01-18 04:36:45.776007 UTC,2025-01-18 07:45:21.776007 UTC,Scheduled,2053946366,6271.179653307225,800212437
1913403367,1944267253,Local,1137426217,2029903910,2025-01-22 15:11:27.776186 UTC,2025-01-22 20:14:14.776186 UTC,Scheduled,1852700218,3906.2400913067427,823052342
1834432760,1944267253,Freight,1408913944,1886397906,2025-01-20 16:05:34.776373 UTC,2025-01-20 21:05:07.776373 UTC,Completed,1852700218,2598.5854127986013,781279378
1767435868,1944267253,Local,1408913944,1137426217,2025-01-23 20:07:25.776541 UTC,2025-01-24 04:57:58.776541 UTC,Scheduled,920341588,3765.978198271057,823052342
620401012,1944267253,Local,1408913944,1137426217,2025-01-22 09:55:57.776712 UTC,2025-01-22 12:41:23.776712 UTC,In Transit,632269153,1379.4046806056426,1085526526
2119303030,1944267253,Freight,1886397906,2029903910,2025-01-20 03:06:52.776883 UTC,2025-01-20 08:29:53.776883 UTC,Scheduled,686526108,8391.795084325187,364941466
95857752,1944267253,Local,1144840752,1886397906,2025-01-23 00:38:24.777085 UTC,2025-01-23 02:44:03.777085 UTC,In Transit,632269153,4255.382052601409,392045862
207486933,1944267253,Local,1144840752,2029903910,2025-01-19 07:47:01.777278 UTC,2025-01-19 17:59:55.777278 UTC,In Transit,2052451622,7876.477833197955,888054589
1401428945,1944267253,Freight,1144840752,1886397906,2025-01-23 21:21:43.777467 UTC,2025-01-24 01:52:06.777467 UTC,In Transit,1424299605,8466.21592173992,794488155
222687400,1944267253,Express,1886397906,2029903910,2025-01-23 14:01:43.777658 UTC,2025-01-23 23:39:27.777658 UTC,Scheduled,2052451622,4980.9915633011005,1088420209
476653328,1944267253,Local,2029903910,1144840752,2025-01-19 15:12:49.77784 UTC,2025-01-19 17:20:34.77784 UTC,Cancelled,1778296463,1801.6067765300586,812686863
