 ID, Farm ID, Crop ID, Purchase Order ID, Harvest Date, Yield Tons
1297547319,1682139052,1973207552,1585074206,2024-10-27 00:00:00 UTC,299.46827752146373
1965059360,908201610,1162724456,55392299,2024-10-27 00:00:00 UTC,249.06781385490328
245433216,908201610,2063535006,721515853,2024-10-27 00:00:00 UTC,282.5294746905492
2050655970,908201610,1973207552,1181683268,2024-10-27 00:00:00 UTC,333.6932238156896
78703708,2083331244,1162724456,827354194,2024-11-26 00:00:00 UTC,985.0150236870268
1871937038,2083331244,2063535006,1937840094,2024-11-26 00:00:00 UTC,988.4336519357676
2107591409,2083331244,1973207552,1743519116,2024-11-26 00:00:00 UTC,1067.5329302495522
202885591,1807748329,1162724456,945666932,2024-11-26 00:00:00 UTC,1027.4179106583808
765187444,1807748329,2063535006,1468518447,2024-11-26 00:00:00 UTC,992.7873663026071
1070556886,1807748329,1973207552,1983279964,2024-11-26 00:00:00 UTC,1177.9755508478727
1054657443,1682139052,1162724456,1270464989,2024-11-26 00:00:00 UTC,295.1623141691867
1398130891,1682139052,2063535006,1634359819,2024-11-26 00:00:00 UTC,351.0302594145841
2004738452,1682139052,1973207552,165046218,2024-11-26 00:00:00 UTC,354.4847807368423
488471511,908201610,1162724456,114976481,2024-11-26 00:00:00 UTC,316.8766889789299
2009625055,908201610,2063535006,1368297875,2024-11-26 00:00:00 UTC,340.48830463619515
1976496326,908201610,1973207552,1253772065,2024-11-26 00:00:00 UTC,333.6826856671703
564902492,2083331244,1162724456,1055693605,2024-12-26 00:00:00 UTC,1135.7976572865994
446958682,2083331244,2063535006,1681239698,2024-12-26 00:00:00 UTC,1063.0272071445736
671502452,2083331244,1973207552,232496105,2024-12-26 00:00:00 UTC,1219.6118451719146
544607889,1807748329,1162724456,665881797,2024-12-26 00:00:00 UTC,1201.80120599081
1825734614,1807748329,2063535006,1274335965,2024-12-26 00:00:00 UTC,1198.057372518259
1370095530,1807748329,1973207552,1473632340,2024-12-26 00:00:00 UTC,1060.0861251343956
224881670,1682139052,1162724456,1008248152,2024-12-26 00:00:00 UTC,337.9001566226365
181852258,1682139052,2063535006,2073376446,2024-12-26 00:00:00 UTC,331.7210007011653
1853980772,1682139052,1973207552,130346083,2024-12-26 00:00:00 UTC,336.1707312471515
205046806,908201610,1162724456,796454279,2024-12-26 00:00:00 UTC,318.9829029045328
385963799,908201610,2063535006,1580433104,2024-12-26 00:00:00 UTC,346.3573208427945
1867477736,908201610,1973207552,1834395317,2024-12-26 00:00:00 UTC,338.81713786606196
