 ID, Plant ID, Reporter ID, Incident Date, Severity, Type, Downtime, Resolution Steps, Status
43432452,525111250,730682174,2024-06-08 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
406191556,487278038,947847242,2024-06-15 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
977153780,795267550,2102281625,2024-06-16 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
694824283,487278038,947847242,2024-06-18 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
19471697,487278038,430730549,2024-06-20 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
362179728,795267550,725827073,2024-06-22 00:00:00 UTC,MINOR,SPILL,3.22284060248706,Standard containment and cleanup procedures followed,RESOLVED
1596489538,487278038,947847242,2024-06-24 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
803736809,525111250,631090089,2024-06-26 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
157357506,525111250,785252162,2024-07-01 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
585405970,487278038,430730549,2024-07-01 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
328024147,525111250,2011624881,2024-07-05 00:00:00 UTC,MAJOR,SPILL,11.566375781069832,Standard containment and cleanup procedures followed,RESOLVED
1777519404,795267550,725827073,2024-07-07 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1567598549,487278038,1248676580,2024-07-08 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1941349419,525111250,2040432219,2024-07-16 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
2044729663,525111250,785252162,2024-07-21 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1319532339,525111250,785252162,2024-07-23 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
966807048,487278038,409611738,2024-07-24 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
211674077,487278038,198117708,2024-07-25 00:00:00 UTC,MINOR,SPILL,1.0885803184060605,Standard containment and cleanup procedures followed,RESOLVED
981177284,487278038,1470653774,2024-07-31 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1498390445,487278038,536395996,2024-08-04 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1768125819,487278038,409611738,2024-08-10 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1359655139,487278038,1248676580,2024-08-12 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
19332569,487278038,385607682,2024-08-14 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1519769661,795267550,602063032,2024-08-15 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
299929143,795267550,1153985145,2024-08-25 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
30306866,795267550,2102123297,2024-08-30 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
330986598,487278038,536395996,2024-08-30 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
570421798,795267550,1153985145,2024-09-01 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1048756332,525111250,567093117,2024-09-02 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
691141114,525111250,730682174,2024-09-12 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1859416930,795267550,725827073,2024-09-15 00:00:00 UTC,MINOR,SPILL,3.000661295907233,Standard containment and cleanup procedures followed,RESOLVED
1350633083,795267550,2102123297,2024-09-23 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1406900803,795267550,2102123297,2024-09-29 00:00:00 UTC,MINOR,SPILL,3.687288205490473,Standard containment and cleanup procedures followed,RESOLVED
758674341,525111250,2040432219,2024-09-30 00:00:00 UTC,MINOR,SPILL,3.5647278263721818,Standard containment and cleanup procedures followed,RESOLVED
1114703957,525111250,730682174,2024-10-04 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1861948376,487278038,536395996,2024-10-06 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1407424247,525111250,730682174,2024-10-15 00:00:00 UTC,MINOR,SPILL,1.7694782107495286,Standard containment and cleanup procedures followed,RESOLVED
1799667127,795267550,725827073,2024-10-16 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
919654358,525111250,730682174,2024-10-17 00:00:00 UTC,MINOR,SPILL,1.8074979215605622,Standard containment and cleanup procedures followed,RESOLVED
54103597,795267550,1153985145,2024-10-20 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1959742205,487278038,536395996,2024-10-20 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1196435990,487278038,536395996,2024-10-24 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
702878928,525111250,567093117,2024-11-05 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
566101789,487278038,430730549,2024-11-06 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
2013906144,795267550,2102123297,2024-11-09 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1603312287,525111250,785252162,2024-11-14 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
133615650,525111250,2011624881,2024-11-15 00:00:00 UTC,MINOR,SPILL,1.8656596862425814,Standard containment and cleanup procedures followed,RESOLVED
240611855,795267550,1153985145,2024-11-17 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
2049753549,487278038,409611738,2024-11-18 00:00:00 UTC,MINOR,SPILL,3.2213219220345604,Standard containment and cleanup procedures followed,RESOLVED
667439158,487278038,1248676580,2024-11-19 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1286830225,795267550,1790492453,2024-11-20 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
915274881,795267550,2102123297,2024-11-21 00:00:00 UTC,MINOR,SPILL,1.2006681806221358,Standard containment and cleanup procedures followed,RESOLVED
2116473062,487278038,1248676580,2024-11-22 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
2142297787,795267550,1790492453,2024-11-24 00:00:00 UTC,MAJOR,SPILL,10.53848687574695,Standard containment and cleanup procedures followed,RESOLVED
886363496,487278038,1248676580,2024-11-24 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
273570923,525111250,567093117,2024-11-30 00:00:00 UTC,MAJOR,SPILL,18.237265360976327,Standard containment and cleanup procedures followed,RESOLVED
1601181055,487278038,385607682,2024-12-11 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1935754524,487278038,409611738,2024-12-16 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
720982350,525111250,631090089,2024-12-18 00:00:00 UTC,MINOR,SPILL,1.3840942226498614,Standard containment and cleanup procedures followed,RESOLVED
1801654442,487278038,385607682,2024-12-20 00:00:00 UTC,MINOR,SPILL,3.1063358762782394,Standard containment and cleanup procedures followed,RESOLVED
2063754007,525111250,2040432219,2024-12-21 00:00:00 UTC,MINOR,SPILL,2.17718192255548,Standard containment and cleanup procedures followed,RESOLVED
71115863,795267550,2102281625,2024-12-22 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1663404418,795267550,2144162112,2024-12-26 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
63041227,487278038,198117708,2024-12-29 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
757911693,525111250,631090089,2025-01-03 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
1642001162,795267550,1153985145,2025-01-05 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
506012931,525111250,785252162,2025-01-08 00:00:00 UTC,MINOR,SPILL,1.7711603742109916,Standard containment and cleanup procedures followed,RESOLVED
1619030340,487278038,947847242,2025-01-08 00:00:00 UTC,NEAR_MISS,SPILL,0.0,Standard containment and cleanup procedures followed,RESOLVED
