 Order ID, Product ID, Quantity, Promotion
1511850695,36194335,6,
1009204945,380035154,3,
376060526,2017648365,3,
140253611,774045160,5,
1330922771,770679086,2,
444539231,294246822,10,
100466649,1080225696,1,
2038790819,312154052,7,
1266179565,1143348200,10,
947019707,1458184559,5,
999526860,943495806,8,
1648295796,1897107811,4,
667253954,1993953324,1,
1690414056,1407053904,6,
1315125492,214742778,5,
1706968770,940749676,7,
360966202,2137841554,6,
2073826305,287604037,7,
732220682,965823772,10,
649208183,980766119,3,
313044500,1362545079,2,
248374313,1575706803,10,
1540372448,36194335,7,
1508725639,1912064632,2,
933569075,1563253337,8,
365632021,1472003519,1,
2125969318,549027897,8,
846822935,58349478,6,
1324485955,9340309,4,
176637994,1702212573,3,
863018409,2121024151,10,
1942108231,571324225,6,
1694976226,1281138545,3,
643488486,1841958067,9,
1329825766,639894955,6,
248421283,232382756,9,
2135448467,1341108878,1,
1499747647,87682054,5,
1796915910,502007491,6,
1260314307,1328909245,10,
438846259,1163371281,1,
1220207641,1021893466,1,
143928994,1785043431,7,
1135413972,625464627,1,
257279735,2017648365,5,
1101342275,1555491256,8,
139036170,409055185,4,
321726541,387753490,3,
1347454319,1782761655,3,
1646257325,949526043,3,
604193414,380035154,10,
945391162,940749676,10,
1490936744,719807222,10,
1091270398,51962364,6,
1381005615,2137841554,1,
1489824960,1228615147,10,
1000963858,380035154,1,
317285307,639894955,1,
878899259,230882781,5,
460596382,940749676,1,
425421562,1912064632,2,
1536859918,1362545079,10,
1742976339,1877232098,8,
1243995103,980766119,4,
1919499720,569827012,9,
813933816,408597187,4,
890605633,2137841554,9,
1539452206,636192160,7,
638276816,949526043,10,
325263145,932183959,5,
1285498440,214742778,5,
383556546,1031078401,5,
98097840,502007491,4,
533512379,963770084,5,
909456124,502007491,4,
1712983017,1228696372,2,
2115129696,1877232098,3,
1978063936,1993953324,2,
263696921,361792872,5,
860625624,943495806,2,
1719204697,1877232098,1,
1410051097,294246822,3,
634006028,1281138545,5,
1232337832,87682054,7,
860235311,1886367459,1,
472148981,719807222,2,
690821,502007491,5,
1991782893,688949336,2,
1102644054,940749676,1,
187439255,778862611,6,
442416304,214742778,4,
1655675006,1381179533,5,
394471091,1362545079,7,
275715434,36194335,1,
2145510213,514461818,2,
1225212819,1877232098,10,
327286659,1772410983,3,
1127346929,1589216577,4,
114975531,70128562,9,
805146205,714142149,7,
2060253825,51962364,2,
1793974438,2017648365,1,
349084952,1563953169,2,
135210401,469672826,6,
764212783,710149981,1,
1771531602,694127367,2,
38585694,827790727,2,
876657402,287604037,5,
2021478963,232382756,8,
1753130109,549027897,7,
342703494,380035154,6,
1959655248,1764476118,6,
59187527,364030572,3,
1211444249,634208301,5,
527152304,2098403168,5,
1255020155,509111345,10,
1749180678,1341108878,4,
870739324,312154052,6,
641354316,1534036446,6,
1063101090,1228615147,6,
298181299,1401608557,6,
2048635461,1502579825,2,
1024287248,1909940985,1,
1303729516,932183959,7,
173728337,361792872,5,
979852405,571324225,6,
379530835,876979408,4,
585625169,2137841554,10,
658358577,1702212573,8,
826809645,294246822,5,
490652733,87682054,9,
446267191,316105936,10,
1754789277,287604037,2,
1949906854,364030572,9,
882907757,639894955,2,
1241617459,1228696372,8,
1812398024,409055185,9,
1232137598,2137841554,2,
3817480,1250088053,2,
1534646939,569827012,1,
1798117820,710149981,4,
33232385,1764476118,8,
1595832216,1520399800,4,
1908733277,634208301,8,
1961354067,549027897,4,
1066930578,1909940985,8,
1835378397,772336318,9,
850042131,409055185,7,
1366793087,246852938,8,
1568282790,1022743270,7,
1609027008,1589216577,10,
1701989817,1772410983,7,
819515291,688949336,1,
2126261452,279974525,8,
481916224,1897107811,8,
70330024,1407053904,7,
438021971,719807222,9,
635379844,571324225,7,
742684324,1620558601,8,
453362129,1719322950,3,
1494454273,2111222872,5,
954030658,1141751565,9,
768206086,409055185,9,
1779373374,2017648365,9,
483729015,1022743270,1,
650151354,876979408,2,
1741726879,36194335,5,
1905395928,294246822,2,
385870152,1281138545,4,
817526619,778862611,3,
766442664,1022743270,4,
742606680,36194335,9,
1646785049,562359809,9,
1600024187,1502579825,6,
1484744609,615452616,2,
1844641311,876979408,3,
1391358852,664936708,3,
809437017,797685999,2,
1880002246,36194335,5,
186207234,207242950,2,
288219565,1993953324,7,
1978243193,779465155,3,
1492826307,1993953324,2,
466095607,571324225,9,
2018700718,1381179533,5,
915968797,361792872,3,
246221373,1031078401,6,
532895397,409055185,4,
1500491653,1764476118,4,
1564175043,509111345,8,
2094857244,1005267733,5,
1886119610,1228615147,2,
2121977502,569827012,6,
728333531,1894879113,6,
1157274453,70128562,9,
661879739,1381179533,3,
218690628,514461818,8,
1653504199,1899314059,7,
822673948,774045160,8,
1657881547,1141751565,5,
1173260148,1163371281,6,
550959726,312154052,5,
1894892047,980766119,7,
1625233942,1782761655,3,
37333468,1163371281,3,
1308513792,1857521685,8,
1262893356,688949336,4,
196809444,1897107811,4,
178835379,70128562,10,
1291451497,230882781,7,
442792683,469672826,5,
1898178304,312154052,8,
1981303183,636192160,4,
805469081,1021893466,8,
1385989687,2111222872,1,
345674851,2066254789,8,
1884219610,2017648365,4,
1534556293,1458184559,8,
1542092824,2002934333,3,
1537419470,932183959,8,
1754358125,1620558601,2,
1675801958,1245315471,10,
322025710,770679086,1,
921028063,826742008,8,
45255664,1988175641,8,
793152581,1535372130,10,
1890681972,625464627,3,
1874474712,1894626563,10,
1113748093,230882781,3,
1384264391,2098403168,4,
1060909974,1899314059,9,
1794675679,1507808434,6,
638738205,876979408,9,
627502551,1347719889,7,
546801261,779465155,2,
88931162,207242950,4,
1260985074,2100402592,4,
591388338,614826590,8,
854851738,1563953169,7,
352798806,922640075,4,
595432653,1245315471,1,
322405191,1362545079,2,
96270968,312154052,5,
408221555,772336318,5,
496211233,634208301,8,
722949670,634208301,10,
1120680027,562359809,5,
882174951,1005267733,10,
6402760,1141751565,2,
475790236,932183959,3,
736424893,279974525,3,
252288902,498956891,10,
610935691,664936708,7,
1081977509,1141751565,5,
2012655266,964070615,7,
1895217109,246852938,3,
295201076,1555491256,1,
1446335521,2111222872,2,
1700124889,2121024151,7,
201541391,1785043431,8,
1019559688,1281138545,8,
807873508,779465155,2,
1958329638,1899314059,2,
1095892657,2114476460,10,
380389837,58349478,1,
271795348,1163371281,6,
1689534977,2098403168,9,
221995205,562359809,5,
1127616999,636192160,4,
877134590,517458155,1,
586222974,770679086,7,
1216955703,2066254789,8,
197928822,58349478,5,
835637092,949526043,9,
2130940891,1535372130,1,
995548244,1388693051,2,
1482329199,1702212573,9,
85493132,1772410983,10,
793079269,480433046,9,
1821336066,1005267733,5,
1707692190,1785043431,4,
1920015045,1507808434,5,
936641979,1719322950,7,
953076872,1328909245,6,
1117595697,1031078401,2,
1211908732,1563953169,9,
1142458254,1345669918,5,
157001830,361792872,3,
532407885,614826590,5,
1299860746,517458155,6,
638157393,1458184559,7,
653514482,1228615147,3,
661928534,1595905503,6,
637604640,1341108878,7,
746881937,312154052,2,
2145167909,770679086,7,
1274154550,1677208163,7,
1509094334,1772410983,8,
2001578773,1362545079,5,
11402572,1458184559,3,
1327959656,826742008,2,
362679836,625464627,4,
541254126,636192160,7,
1112380484,571324225,6,
688076983,932183959,9,
31587590,36194335,10,
1075834377,1381179533,8,
1019888192,1388693051,8,
487569399,509111345,4,
372603827,1163371281,3,
2102338288,1719322950,8,
1941140113,1228696372,9,
114578934,953470587,10,
1935636500,965823772,9,
2066436706,207242950,8,
890355520,1398957094,6,
1662923749,949526043,7,
927000003,901624480,6,
326189862,480433046,9,
2051621325,940749676,7,
210482642,694127367,7,
1318398433,480433046,3,
1748265243,964070615,5,
1685304439,387753490,7,
1978518134,772336318,10,
542848287,710149981,7,
1532492709,770679086,6,
1953090752,774045160,3,
1953499545,1472003519,6,
1983272295,1595905503,4,
1248728825,1563253337,5,
698003982,562359809,7,
305470960,2100402592,8,
500839603,1782761655,7,
976113682,1330068067,5,
1893379764,1782761655,9,
1169295362,514461818,8,
965701693,1877232098,1,
935064308,664936708,10,
657483867,1912064632,3,
386641493,772336318,10,
1160138228,143896352,9,
1938895517,922640075,1,
1390890278,1347719889,9,
2018827879,1507808434,6,
57482496,1702212573,7,
1950640710,502007491,4,
1709969684,943495806,3,
624183037,1563953169,4,
946573902,953470587,9,
1384481023,361792872,6,
1849774853,714142149,6,
1260973426,827790727,10,
65493780,387753490,1,
252636175,1330068067,4,
2085209839,517458155,2,
1512692548,1806313054,9,
91541734,1563253337,7,
754542286,963770084,1,
272299120,2137841554,3,
1314668210,964070615,4,
2094289599,1160159979,8,
1500718919,614826590,5,
570353368,1381179533,6,
1760635114,1381179533,2,
1349954277,507905740,7,
1815501196,1021893466,7,
370860974,562359809,8,
658947584,1563253337,9,
1182501024,949526043,10,
1563808836,1912064632,5,
375259106,356414600,9,
1440269766,514461818,5,
1902377453,1060800588,8,
925058337,1534036446,6,
1301217639,554956838,3,
1367780162,571324225,5,
577792491,1163371281,5,
1171289728,312154052,2,
59111027,719807222,3,
713970008,827790727,5,
1408192982,445296660,2,
1909225352,1347719889,7,
84260086,1507808434,5,
1112693446,980766119,6,
959294864,1575706803,8,
1636692218,1341108878,1,
415931178,1031078401,4,
734246119,953470587,6,
498474084,1841958067,8,
343410747,1897107811,7,
1299450438,2137841554,8,
1614342160,1080225696,2,
343781608,571324225,10,
1680381457,1507808434,10,
1157235463,214742778,2,
2123102423,922640075,1,
2015586737,1841958067,2,
1324410227,965823772,8,
374327874,387753490,5,
241995080,1894626563,1,
790639080,901624480,10,
92420085,1401608557,7,
734023130,694127367,9,
1972201382,614826590,2,
221861662,1344416659,10,
815809051,1507808434,2,
430790508,554956838,8,
445790773,1589216577,1,
1817891097,1060800588,4,
952403719,1347719889,2,
1016390327,1141751565,10,
6116741,1005267733,8,
987321412,1841958067,1,
1445661255,625464627,9,
1599247576,569827012,9,
1264722056,1993953324,5,
625634308,232382756,5,
703050378,1228615147,2,
1582369294,964070615,1,
524330820,1909940985,7,
851862547,177281658,6,
583728031,1993953324,1,
1202262022,1022743270,10,
1633844975,1589216577,6,
955258574,1401608557,5,
1239316177,230882781,2,
380833705,1407053904,10,
2100271155,901624480,2,
1596115019,1458184559,5,
995868679,1857521685,10,
1683609001,1245315471,9,
843609377,774045160,2,
571082128,1719322950,8,
1257181257,1785043431,2,
452375985,1362545079,7,
2071673517,1022743270,6,
1380144443,1719322950,10,
421645864,316105936,1,
449990570,246852938,10,
43563591,932183959,1,
946657985,517458155,8,
1778923786,636192160,8,
2072998397,1005267733,2,
365830831,2041455540,5,
630742316,719807222,8,
472645744,1877232098,5,
735016659,1702212573,8,
2102633259,714142149,1,
1525515675,1021893466,4,
41707660,2114476460,1,
327533278,772336318,7,
1400779133,514461818,3,
400746238,549027897,7,
188982587,625464627,8,
812622280,1806313054,5,
433652833,625464627,8,
162143166,445296660,7,
1766013651,408597187,2,
1908892706,963770084,6,
669581259,87682054,9,
118844130,932183959,10,
154779523,312154052,4,
1584549739,1894626563,9,
942363584,1897107811,3,
26830357,827790727,3,
1582174341,469672826,2,
1778604451,1894879113,8,
1803262362,1022743270,10,
1376549844,312154052,1,
167697121,1250088053,6,
2001317232,36194335,1,
876041722,2098403168,2,
1429630861,1555491256,9,
411129806,1555491256,9,
1046686085,1909940985,7,
406978299,356414600,4,
1085003605,1401608557,4,
794492159,2017648365,6,
487538863,246852938,4,
779160209,554956838,2,
1688623638,639894955,3,
2095538254,964070615,7,
1987811421,2066254789,2,
2096464042,1362545079,1,
1686600324,571324225,4,
1947400247,1912064632,10,
616710639,1080225696,5,
434098413,312154052,4,
1476418010,1589216577,7,
81413993,1589216577,2,
1674072908,364030572,10,
1462667600,2017648365,1,
2090633359,1909940985,7,
1679754325,1555491256,2,
1187675714,36194335,8,
438979775,625464627,5,
1798058510,1857521685,1,
96352548,509111345,9,
2096674812,772336318,6,
1286357414,1472003519,1,
2012185305,1534036446,5,
42020917,469672826,10,
1991508055,1228696372,6,
1234190807,287604037,8,
1594226509,312154052,1,
797309909,1381179533,10,
510037377,1894879113,1,
383699997,1341108878,10,
414663441,364030572,10,
828051011,1381179533,4,
1538517106,2111222872,8,
1364300537,287604037,6,
1197407892,1912064632,9,
1347992263,1005267733,4,
1172053348,556015080,7,
1241815256,70128562,7,
1967007552,279974525,8,
466888279,554956838,10,
1184126302,232382756,9,
1276380842,797685999,6,
1989732759,562359809,7,
12044324,294246822,1,
1854150598,1555491256,2,
324554052,1595905503,9,
1128141850,387753490,4,
46980235,51962364,6,
1897955594,36194335,10,
373385151,230882781,6,
277749311,214742778,2,
2146931412,1347719889,9,
1006508103,639894955,7,
134730920,1894626563,9,
175502702,498956891,3,
223533065,1535372130,3,
79090233,1764476118,8,
872232097,826742008,4,
1535783500,1005267733,6,
673485193,177281658,7,
864212485,1245315471,7,
370095358,636192160,9,
1809510785,1841958067,5,
2123746865,556015080,5,
711501332,1250088053,7,
725263353,2017648365,2,
1483791075,614826590,1,
1581022264,615452616,10,
426635464,316105936,5,
82271203,953470587,9,
1797851400,51962364,9,
103228403,1909940985,1,
884971726,778862611,9,
381079683,1021893466,3,
201086109,826742008,6,
1727493992,1407053904,3,
539534539,1362545079,9,
985039734,87682054,9,
614201206,1458184559,6,
185527670,2098403168,8,
628973867,287604037,6,
701818376,87682054,3,
872576630,70128562,7,
424471775,246852938,7,
1538142244,2002934333,9,
1021394983,719807222,7,
1708353818,774045160,8,
1873650170,36194335,4,
1111629497,1782761655,10,
845337295,1362545079,4,
937090348,1993953324,4,
1780279761,316105936,10,
37587731,387753490,7,
1315819556,408597187,6,
1669212709,408597187,9,
921410956,953470587,7,
725092643,1563253337,6,
708834097,2100402592,7,
1424639789,1877232098,2,
471408304,1993953324,5,
1555681145,1080225696,8,
1755413159,502007491,7,
705152315,2137841554,1,
1506225575,827790727,8,
1340603822,1141751565,8,
720953041,294246822,6,
1382103073,498956891,8,
372320466,2121024151,5,
2136861728,549027897,6,
1233342852,517458155,4,
342391877,634208301,2,
1443839393,714142149,8,
249627698,1589216577,1,
462144198,246852938,5,
781569020,1897107811,2,
980764957,1894626563,9,
1689732866,1398957094,5,
390121889,356414600,2,
672769543,779465155,6,
1242691025,232382756,4,
1220067400,1344416659,7,
1607024753,287604037,6,
34351492,1328909245,7,
1344504433,2100402592,3,
844235764,1362545079,4,
1168038977,1772410983,2,
775690431,480433046,3,
1194674980,1163371281,9,
2003038285,143896352,9,
1493322980,779465155,8,
1775500709,1785043431,1,
99963799,1534036446,1,
1769668316,2066254789,4,
1214243540,480433046,7,
5164004,70128562,1,
1650762473,901624480,1,
820879618,953470587,7,
1256884287,2111222872,3,
593207695,826742008,8,
366747504,774045160,6,
419829233,207242950,2,
1413390567,625464627,9,
253899236,714142149,1,
289256029,1897107811,6,
790005590,664936708,9,
817937568,1160159979,5,
2050129078,1894626563,10,
1449603135,949526043,6,
509855390,1345669918,6,
383741393,1988175641,7,
205614116,1857521685,10,
860832086,1160159979,2,
226505788,356414600,6,
1253144839,409055185,2,
201079911,1782761655,6,
1653183492,1345669918,1,
892003591,1362545079,7,
1485275927,694127367,7,
824535989,1344416659,3,
392489131,1398957094,3,
88529817,772336318,6,
121071622,1563953169,9,
1742147901,1401608557,4,
748445856,1228696372,10,
399847433,1281138545,1,
912484821,943495806,4,
1410862060,509111345,4,
1387926873,480433046,9,
1642971298,143896352,2,
727176746,1535372130,4,
464221183,1806313054,3,
1371989219,469672826,5,
1480270053,1344416659,5,
1285436626,1330068067,5,
1726848758,901624480,3,
1080534619,940749676,10,
997521374,2114476460,4,
1931825728,779465155,2,
295976063,2121024151,9,
593496038,408597187,6,
1489405095,36194335,2,
207435520,1595905503,3,
914730917,1328909245,4,
