 ID, Asset Type, Asset ID, Employee ID, Purchase Order ID, Type, Status, Cost, Started At, Completed At
1373294724,RollingStock,1384490576,1837155942,1085526526,Overhaul,Completed,48227.04633767795,2024-12-28 14:45:34.687714 UTC,2025-01-23 12:53:28.687724 UTC
675481557,RollingStock,1384490576,1050508733,1561032529,Routine,Completed,8027.172035599256,2025-01-24 21:58:23.688012 UTC,2025-01-22 13:45:25.688023 UTC
746107193,RollingStock,1384490576,1997519883,559126413,Routine,Completed,36265.44612139114,2024-12-29 22:18:46.688287 UTC,2025-01-19 12:12:55.688305 UTC
929184576,RollingStock,792463019,1029413620,812686863,Routine,Completed,9478.813276315555,2025-01-23 03:07:02.688559 UTC,2025-01-18 20:05:15.688572 UTC
508666596,RollingStock,792463019,951775129,1338395860,Routine,Scheduled,8419.447530556792,2025-01-18 12:41:30.688791 UTC,
591026868,RollingStock,1400196938,1050508733,1700162388,Routine,In Progress,36965.51083948301,2025-01-21 08:33:19.689057 UTC,
719974499,RollingStock,1400196938,840859815,2080821165,Repair,Scheduled,13043.308867248059,2025-01-06 20:09:05.689288 UTC,
1042472702,RollingStock,1400196938,895334175,271852868,Overhaul,In Progress,18779.231074893072,2025-01-03 00:49:58.689513 UTC,
1392245187,RollingStock,1400196938,1050508733,1038264622,Routine,Completed,20542.563427531935,2025-01-22 16:30:49.689745 UTC,2025-01-20 04:38:42.689756 UTC
1566242514,RollingStock,1400196938,374742912,271852868,Routine,Completed,15419.173627920596,2025-01-05 06:48:41.689969 UTC,2025-01-20 03:17:09.689981 UTC
1926637016,RollingStock,1915378164,840859815,1331705627,Routine,Completed,16093.664167093208,2025-01-23 09:22:42.69025 UTC,2025-01-21 03:57:21.690257 UTC
937151003,RollingStock,1915378164,81801061,1993610314,Routine,In Progress,15082.668852055915,2024-12-28 03:19:18.690599 UTC,
985069584,RollingStock,147998247,517880878,1499316515,Routine,Completed,21060.594507634094,2025-01-17 21:22:29.690969 UTC,2025-01-19 09:47:00.691006 UTC
1212831783,RollingStock,147998247,2138075717,1108156332,Routine,Completed,26120.713864337704,2024-12-31 18:49:44.691689 UTC,2025-01-23 08:33:21.691697 UTC
1440842164,RollingStock,147998247,951775129,1257606053,Overhaul,Scheduled,33372.45826333045,2025-01-15 17:24:03.692285 UTC,
1376917099,RollingStock,147998247,643793315,979595765,Routine,Completed,10212.979436557122,2025-01-22 14:15:46.692777 UTC,2025-01-20 19:58:31.692792 UTC
1848754003,RollingStock,147998247,1816148921,271852868,Overhaul,In Progress,47129.63256474766,2025-01-04 17:46:15.693977 UTC,
1045895419,RollingStock,539430673,2138075717,794488155,Routine,Completed,35215.57426973255,2025-01-21 12:08:16.694225 UTC,2025-01-24 03:31:36.694235 UTC
1242071803,RollingStock,539430673,1029413620,859235362,Repair,In Progress,47355.30601394982,2025-01-23 11:58:43.694494 UTC,
250630410,RollingStock,539430673,742365891,676857344,Repair,In Progress,26875.219192350192,2024-12-27 00:49:43.694762 UTC,
151658539,RollingStock,539430673,895334175,1507607695,Routine,Completed,22237.067545255137,2025-01-06 18:43:45.695012 UTC,2025-01-20 16:54:27.695025 UTC
1287587189,RollingStock,896405078,951775129,1352254896,Repair,Completed,34273.13557151573,2025-01-18 01:52:51.695269 UTC,2025-01-18 06:25:39.69528 UTC
370364126,RollingStock,896405078,951775129,307031092,Repair,Scheduled,13486.311820384057,2025-01-05 01:34:36.69555 UTC,
2031798691,RollingStock,896405078,643793315,1233382250,Routine,In Progress,28820.49564234952,2025-01-18 20:40:04.695793 UTC,
856845246,RollingStock,896405078,374742912,2099955003,Repair,In Progress,46266.72162300842,2024-12-30 13:25:41.695993 UTC,
325875521,Track,1841098676,1608037409,1488160914,Routine,Completed,28517.35060275072,2025-01-05 11:47:51.696256 UTC,2025-01-18 14:27:43.696266 UTC
253785888,Track,1701720615,517880878,676857344,Routine,Completed,23171.225366331146,2025-01-20 06:28:09.69654 UTC,2025-01-22 09:30:24.696547 UTC
1514953150,Track,1127686053,1837155942,1488160914,Repair,Completed,22776.89437048449,2025-01-01 18:44:00.696786 UTC,2025-01-23 11:59:39.696796 UTC
1823632397,Track,1127686053,1224300936,1237024476,Routine,In Progress,32176.87807764302,2025-01-21 22:49:32.697071 UTC,
920981061,Track,1127686053,742365891,392045862,Routine,In Progress,10966.499624431315,2025-01-01 12:23:53.69732 UTC,
1811087378,Track,2084012980,1816148921,1237024476,Repair,Completed,25305.41315415543,2024-12-31 01:03:17.697549 UTC,2025-01-19 13:19:37.697556 UTC
1569356943,Track,2084012980,1439420165,812686863,Routine,In Progress,7379.490894862713,2025-01-05 11:19:58.697816 UTC,
662595958,Track,2084012980,1997519883,1352254896,Repair,In Progress,40115.12044667784,2025-01-02 08:06:34.698042 UTC,
1885439083,RollingStock,1527455239,81801061,807020154,Routine,Completed,36939.773372476295,2025-01-03 07:18:06.711363 UTC,2025-01-18 12:36:45.711371 UTC
1594063715,RollingStock,1527455239,643793315,2083782179,Overhaul,In Progress,41016.516622279174,2025-01-02 11:18:59.711553 UTC,
1850479155,RollingStock,2127466984,517880878,2011403217,Routine,In Progress,25053.74260457192,2025-01-11 08:38:25.711729 UTC,
393879082,RollingStock,2127466984,1029413620,676857344,Repair,In Progress,41859.5679545945,2025-01-05 05:27:03.711896 UTC,
183159231,RollingStock,884823629,81801061,329004808,Repair,Completed,1719.2057829604682,2025-01-20 06:45:29.712076 UTC,2025-01-24 13:03:06.712086 UTC
741745228,RollingStock,884823629,1837155942,1257606053,Repair,Completed,14034.914401435331,2025-01-02 02:57:54.712252 UTC,2025-01-18 05:21:38.712259 UTC
579643287,RollingStock,884823629,126591564,1257606053,Routine,Completed,11322.589990303313,2025-01-12 06:43:27.712415 UTC,2025-01-24 02:06:18.712422 UTC
2097176451,RollingStock,1123440235,1029413620,979595765,Repair,In Progress,21221.224297224144,2025-01-21 18:13:41.712619 UTC,
1836413277,RollingStock,1123440235,742365891,1700162388,Repair,Scheduled,29376.69370104382,2025-01-01 08:37:00.712934 UTC,
1931370554,RollingStock,1123440235,1398229709,888054589,Routine,In Progress,42753.61764765681,2025-01-14 19:15:33.713165 UTC,
504310142,RollingStock,1123440235,1608037409,137659156,Routine,In Progress,17391.701584713453,2024-12-29 02:29:04.713454 UTC,
1437104010,RollingStock,287031294,1398229709,1038264622,Routine,Scheduled,2279.4064009508643,2025-01-17 21:52:27.713715 UTC,
1204797055,RollingStock,287031294,951775129,1233382250,Routine,Completed,14295.044161703,2025-01-17 06:44:03.713957 UTC,2025-01-24 17:07:51.713965 UTC
1921289985,RollingStock,287031294,122346013,77912486,Repair,Completed,46956.79123479352,2025-01-16 03:09:41.714222 UTC,2025-01-23 07:48:10.71423 UTC
1670944277,RollingStock,714252641,1398229709,156232486,Overhaul,Scheduled,27874.289864655777,2024-12-29 08:55:48.714415 UTC,
62402791,RollingStock,714252641,1050508733,264043427,Routine,Scheduled,17441.734090376463,2025-01-21 10:51:46.714644 UTC,
997998341,RollingStock,714252641,951775129,364941466,Routine,Completed,44258.08673830251,2025-01-01 05:50:19.714817 UTC,2025-01-20 10:17:31.714826 UTC
695246096,RollingStock,714252641,1507141089,364941466,Repair,Completed,20251.34514541191,2024-12-29 00:34:18.715007 UTC,2025-01-21 12:24:47.715016 UTC
433420352,RollingStock,714252641,1157138452,1338395860,Routine,Scheduled,5865.617012097671,2025-01-12 04:15:07.715198 UTC,
243384920,RollingStock,528043439,126591564,1038264622,Repair,Scheduled,17116.228157710895,2025-01-13 10:29:38.715386 UTC,
1117341708,RollingStock,528043439,895334175,1338395860,Repair,Completed,19788.76733589672,2025-01-13 07:32:13.715574 UTC,2025-01-24 06:25:49.715581 UTC
937367090,RollingStock,528043439,1157138452,116412071,Routine,In Progress,15941.861498093624,2025-01-20 19:35:13.715758 UTC,
1782742570,RollingStock,528043439,519770588,1507607695,Routine,Completed,5274.309088027834,2025-01-16 20:23:47.715923 UTC,2025-01-24 02:41:03.71593 UTC
1758292826,RollingStock,528043439,1997519883,794488155,Routine,Scheduled,42089.49406037189,2025-01-15 09:07:25.716094 UTC,
2006270,RollingStock,1078803500,1826904509,1499316515,Repair,In Progress,17793.45367826965,2024-12-27 19:35:39.716265 UTC,
846725776,RollingStock,1078803500,519770588,60350704,Repair,Completed,14586.541506474892,2025-01-15 18:13:00.716442 UTC,2025-01-21 06:48:36.716449 UTC
627442254,RollingStock,1078803500,81801061,867953636,Repair,Scheduled,17448.26015445597,2025-01-21 11:47:36.716612 UTC,
1309876923,RollingStock,949260108,1997519883,1507607695,Repair,Completed,38915.921875419044,2025-01-24 09:46:31.716781 UTC,2025-01-22 13:17:12.716788 UTC
1505960474,RollingStock,949260108,1997519883,1338395860,Routine,Completed,14224.531751508714,2025-01-16 07:24:04.71696 UTC,2025-01-23 15:51:02.716967 UTC
1664635874,RollingStock,410791608,1997519883,264043427,Overhaul,Completed,46043.68825501949,2025-01-07 10:06:09.717136 UTC,2025-01-21 10:01:37.717142 UTC
1159104005,RollingStock,410791608,895334175,2083782179,Routine,Completed,3787.3818491406955,2025-01-23 21:57:11.717309 UTC,2025-01-18 21:28:02.717316 UTC
1071448241,RollingStock,415731934,1050508733,156232486,Routine,Completed,7368.365728320109,2025-01-05 20:45:28.7175 UTC,2025-01-21 22:17:34.717506 UTC
1995188862,RollingStock,415731934,840859815,329004808,Routine,Completed,36384.4715760119,2025-01-15 08:24:15.717704 UTC,2025-01-19 18:36:15.71771 UTC
2065035469,RollingStock,415731934,1224300936,1507607695,Routine,Completed,6251.989526013392,2025-01-22 23:36:17.717881 UTC,2025-01-23 18:04:18.717887 UTC
367037750,RollingStock,415731934,895334175,167778567,Repair,Scheduled,21841.13295818826,2024-12-28 19:46:51.718058 UTC,
912768418,RollingStock,415731934,1997519883,1499316515,Repair,Scheduled,19899.081132791176,2025-01-14 08:57:18.718239 UTC,
978186762,RollingStock,1862463574,519770588,781279378,Routine,Completed,25601.440434516917,2025-01-08 01:24:19.718396 UTC,2025-01-19 23:17:35.718402 UTC
131413575,RollingStock,1862463574,895334175,1409154452,Routine,Completed,15522.387652892936,2024-12-29 08:16:41.718592 UTC,2025-01-19 03:38:44.718598 UTC
457346801,RollingStock,1862463574,943289491,116412071,Routine,In Progress,48305.04533024672,2025-01-15 21:20:00.718773 UTC,
873745367,RollingStock,1862463574,1837155942,116412071,Routine,In Progress,8325.340209288244,2025-01-08 09:37:11.718924 UTC,
588257609,RollingStock,1862463574,1029413620,859235362,Repair,Completed,14481.447221123884,2025-01-17 00:56:22.719078 UTC,2025-01-23 06:31:24.719085 UTC
1926635424,RollingStock,269291548,1816148921,1148527325,Routine,Completed,32457.302957054013,2025-01-02 02:54:18.71926 UTC,2025-01-21 04:38:00.719267 UTC
2018310658,RollingStock,269291548,951775129,1561032529,Routine,In Progress,11103.27782521829,2025-01-02 00:31:26.719446 UTC,
335118737,RollingStock,269291548,1398229709,116412071,Routine,Completed,17622.92867058058,2025-01-05 01:36:48.719618 UTC,2025-01-22 19:05:29.719625 UTC
258099327,RollingStock,705890297,1507141089,1858617180,Routine,Scheduled,49075.199131625835,2025-01-22 00:40:23.719778 UTC,
986535012,RollingStock,705890297,1224300936,888054589,Routine,Completed,4521.0228746239645,2024-12-29 03:33:00.719937 UTC,2025-01-21 02:58:21.719943 UTC
1608201028,RollingStock,1244151092,81801061,2028514110,Repair,Completed,27325.3321957135,2024-12-30 10:50:03.720107 UTC,2025-01-18 18:55:44.720114 UTC
126499236,RollingStock,1244151092,126591564,271852868,Routine,Completed,20822.657181753148,2025-01-10 08:41:05.720275 UTC,2025-01-18 16:44:32.720282 UTC
507255347,RollingStock,1351166399,1050508733,1700162388,Repair,In Progress,29379.334605523632,2024-12-31 17:06:24.720436 UTC,
1501106227,RollingStock,1351166399,943289491,364941466,Routine,Completed,18836.116413825028,2025-01-14 05:38:56.72061 UTC,2025-01-18 21:54:11.720616 UTC
2088721923,RollingStock,1351166399,122346013,156232486,Routine,In Progress,35877.45654952767,2024-12-26 17:27:11.720783 UTC,
459756632,RollingStock,1351166399,81801061,137659156,Routine,Completed,12861.211211063475,2024-12-27 16:43:08.720948 UTC,2025-01-18 00:18:41.720954 UTC
1997869687,RollingStock,1351166399,1029413620,781279378,Routine,In Progress,16184.837129239553,2025-01-01 10:13:20.721105 UTC,
1039214598,RollingStock,224509629,1507141089,1331705627,Routine,In Progress,40479.37620342317,2025-01-11 01:37:15.721259 UTC,
1236649110,RollingStock,224509629,895334175,1257606053,Routine,Completed,49559.32967120658,2025-01-05 09:02:12.721435 UTC,2025-01-20 20:12:41.721442 UTC
64696038,RollingStock,224509629,2138075717,1352254896,Routine,Completed,29997.777324834293,2024-12-30 00:07:16.721598 UTC,2025-01-18 14:19:22.721605 UTC
1824429848,RollingStock,224509629,840859815,307031092,Repair,Completed,16352.375607998143,2025-01-20 09:05:05.721767 UTC,2025-01-22 12:11:38.721774 UTC
1922859926,Track,1504619318,1224300936,1331705627,Routine,In Progress,14043.65815450559,2025-01-13 07:34:45.721935 UTC,
2056829606,Track,1504619318,1029413620,1507607695,Routine,Scheduled,18718.217202421365,2025-01-22 23:57:59.722114 UTC,
1016887684,Track,1504619318,840859815,1858617180,Repair,Scheduled,22173.552711000557,2025-01-12 09:04:09.722278 UTC,
304671320,Track,673941808,126591564,1700162388,Repair,Completed,17178.01133871119,2025-01-12 12:52:47.722437 UTC,2025-01-21 14:20:46.722444 UTC
1804260768,Track,1635406709,1507141089,392045862,Routine,Completed,40762.70336114923,2025-01-10 07:40:23.72261 UTC,2025-01-23 01:40:50.722617 UTC
190818960,Track,1635406709,1816148921,823052342,Routine,In Progress,15097.489698788002,2025-01-05 02:25:45.722781 UTC,
333694742,Track,1635406709,1837155942,1993610314,Routine,Scheduled,14482.016239483095,2025-01-07 17:59:36.723037 UTC,
1121034012,Track,800503653,643793315,137659156,Repair,Completed,13065.167942781538,2025-01-08 17:21:33.723286 UTC,2025-01-18 13:56:58.723294 UTC
1101341044,Track,1252858738,1029413620,661429842,Repair,In Progress,45800.61302552704,2025-01-02 17:20:10.723485 UTC,
1123119711,Track,1252858738,643793315,823052342,Routine,Completed,7561.994367386769,2025-01-06 02:44:53.723693 UTC,2025-01-19 08:24:27.7237 UTC
844440578,Track,1252858738,951775129,60350704,Routine,Completed,9991.47208886658,2025-01-03 15:35:11.723925 UTC,2025-01-18 02:32:56.723932 UTC
217608268,Track,1176886447,943289491,1257606053,Routine,Completed,18824.879900428783,2024-12-29 21:58:36.724135 UTC,2025-01-22 14:08:32.724142 UTC
1364651517,Track,1176886447,1816148921,364941466,Repair,Scheduled,7853.627969113472,2025-01-24 05:32:32.724334 UTC,
567957708,Track,1176886447,1608037409,1038264622,Routine,In Progress,37164.62735649627,2025-01-05 08:30:46.724547 UTC,
810381280,Track,466549540,122346013,1561032529,Repair,Scheduled,33603.0860967976,2025-01-15 11:54:28.724735 UTC,
191876444,Track,466549540,1157138452,871046199,Overhaul,In Progress,22456.931129778135,2025-01-19 12:48:50.724926 UTC,
64238570,Track,466549540,289350603,1993610314,Routine,Scheduled,42228.805654394244,2025-01-19 04:26:03.725133 UTC,
3543375,Track,101151548,1997519883,1409154452,Repair,Completed,35736.003456997416,2025-01-17 12:31:09.725328 UTC,2025-01-22 08:57:43.725339 UTC
222911973,RollingStock,314503093,374742912,2099955003,Repair,Scheduled,39307.32218005558,2025-01-16 23:48:34.736266 UTC,
7977856,RollingStock,314503093,840859815,1257606053,Routine,Scheduled,9704.927341658258,2025-01-12 12:41:41.736457 UTC,
1047787824,RollingStock,314503093,2138075717,781279378,Routine,In Progress,42230.9532063753,2025-01-07 12:55:37.737072 UTC,
370900588,RollingStock,1325016854,1157138452,1993610314,Repair,In Progress,23282.82026851288,2025-01-15 23:58:40.737275 UTC,
1733538339,RollingStock,1325016854,1224300936,559126413,Routine,Completed,43082.17743409507,2025-01-11 16:54:05.737522 UTC,2025-01-22 18:11:11.737529 UTC
881301143,RollingStock,1488768942,517880878,2011403217,Overhaul,Scheduled,41662.12795043439,2025-01-17 14:51:59.737741 UTC,
1163601920,RollingStock,1488768942,951775129,2011403217,Routine,Completed,49322.09075950975,2025-01-10 08:56:19.737935 UTC,2025-01-19 02:20:34.737941 UTC
1996021430,RollingStock,1488768942,2138075717,167778567,Routine,In Progress,37683.12912828961,2025-01-24 01:43:47.738127 UTC,
205481443,RollingStock,1488768942,1398229709,800212437,Repair,In Progress,32252.381608157284,2025-01-12 15:28:35.73833 UTC,
2136240061,RollingStock,754901102,943289491,794488155,Routine,In Progress,36681.505895575276,2025-01-17 13:43:25.738515 UTC,
1921405557,RollingStock,754901102,517880878,1858617180,Routine,Completed,9203.732900627203,2025-01-19 23:25:17.738691 UTC,2025-01-21 18:41:12.738698 UTC
2049710675,RollingStock,754901102,519770588,364941466,Overhaul,Scheduled,12995.087294306093,2024-12-30 07:10:04.738872 UTC,
303344735,RollingStock,843391210,2138075717,1993610314,Overhaul,Completed,6052.468465579148,2025-01-23 12:54:50.739052 UTC,2025-01-23 23:59:12.739059 UTC
1027620463,RollingStock,843391210,1816148921,116412071,Routine,In Progress,5821.92856409074,2024-12-30 01:05:37.739235 UTC,
1481377138,RollingStock,186079541,951775129,794488155,Repair,Completed,1307.3660286693448,2025-01-21 13:00:51.739403 UTC,2025-01-23 14:02:10.73941 UTC
1256171902,RollingStock,186079541,1837155942,1858617180,Routine,In Progress,15012.51761514907,2025-01-03 20:05:38.739591 UTC,
1206209584,RollingStock,186079541,1816148921,2011403217,Routine,In Progress,33457.69833034947,2025-01-22 00:30:36.739757 UTC,
832838120,RollingStock,186079541,1439420165,979595765,Routine,In Progress,5485.2813306488215,2025-01-13 23:25:27.73992 UTC,
1829141850,RollingStock,1574937376,943289491,2011403217,Repair,In Progress,24446.004485381345,2024-12-26 22:49:45.740089 UTC,
1818381708,RollingStock,1574937376,1826904509,800212437,Routine,Completed,32550.267039621307,2025-01-09 17:22:04.740251 UTC,2025-01-20 13:28:13.740257 UTC
757427957,RollingStock,1574937376,1997519883,364941466,Repair,In Progress,22971.05574118839,2025-01-03 23:49:02.740431 UTC,
1539715787,RollingStock,319634689,1157138452,859235362,Repair,Completed,28926.925064702442,2025-01-01 18:55:24.740604 UTC,2025-01-21 01:22:45.740611 UTC
79879491,RollingStock,319634689,943289491,1507607695,Repair,Completed,1922.2000717484457,2025-01-20 16:02:50.740802 UTC,2025-01-20 16:15:33.740809 UTC
1234541562,RollingStock,319634689,943289491,794488155,Routine,Scheduled,13356.132142504955,2024-12-29 04:06:05.741006 UTC,
119278751,RollingStock,319634689,517880878,264043427,Routine,In Progress,8954.323118158152,2025-01-07 15:49:12.741179 UTC,
1496003916,RollingStock,1716706381,1398229709,307031092,Routine,Completed,24189.690598604062,2024-12-25 23:58:27.741339 UTC,2025-01-24 12:14:20.741346 UTC
1662425623,RollingStock,1716706381,840859815,1088420209,Routine,In Progress,24751.78438393107,2025-01-14 21:22:58.741527 UTC,
861922498,RollingStock,1716706381,81801061,2099955003,Routine,In Progress,42151.518233921415,2024-12-29 17:11:25.741694 UTC,
1575846579,RollingStock,1716706381,1439420165,760939936,Routine,Completed,37602.382806246176,2025-01-17 17:22:08.741868 UTC,2025-01-19 01:05:17.741875 UTC
1823214491,RollingStock,1716706381,374742912,1499316515,Routine,In Progress,9325.325233473932,2025-01-24 18:42:53.742043 UTC,
2135859280,RollingStock,1503518412,951775129,1085526526,Routine,Completed,42419.36467114104,2024-12-29 18:23:08.742202 UTC,2025-01-21 08:03:57.742209 UTC
200841797,RollingStock,1503518412,1997519883,1409154452,Overhaul,Completed,41862.689739768575,2025-01-16 09:30:28.742381 UTC,2025-01-18 05:24:21.742388 UTC
1943757140,RollingStock,7954657,126591564,116412071,Routine,Completed,49943.44089495464,2025-01-24 06:57:31.742572 UTC,2025-01-22 17:46:22.742578 UTC
1285979561,RollingStock,7954657,643793315,156232486,Routine,In Progress,41889.380907508785,2025-01-14 18:44:40.742757 UTC,
114159440,RollingStock,665853970,1826904509,264043427,Routine,In Progress,5140.405152919197,2024-12-30 23:02:01.742943 UTC,
941007229,RollingStock,665853970,1157138452,1409154452,Routine,In Progress,45441.64561497851,2025-01-04 02:27:05.74312 UTC,
1231974840,RollingStock,1793717177,1997519883,979595765,Routine,Completed,15301.624388204265,2025-01-03 05:48:45.743314 UTC,2025-01-20 06:16:21.743321 UTC
176556890,RollingStock,1793717177,519770588,2099955003,Routine,Completed,31777.704948327148,2025-01-09 03:48:27.743501 UTC,2025-01-20 10:19:41.743507 UTC
2107734724,RollingStock,1793717177,374742912,1858617180,Repair,Completed,22326.806619565257,2025-01-04 17:03:49.743689 UTC,2025-01-20 21:11:43.743695 UTC
