 ID, Location ID, Employee ID, Tech Solution ID, Client Industry ID, Invoice ID, Contract Value, Start Date, Status
1706794588,474844078,740253008,1746883953,1282681828,,343897.1694775206,2024-01-17 00:00:00 UTC,ACTIVE
1838268313,1695387093,1525353545,1220156713,295113464,,443437.3118312547,2024-01-17 00:00:00 UTC,ACTIVE
1984006734,1695387093,1323906607,1538861305,146937995,,190018.9844541955,2024-01-18 00:00:00 UTC,ACTIVE
248458830,1695387093,1568642684,1746883953,146937995,,252130.32351004623,2024-01-18 00:00:00 UTC,ACTIVE
986502220,1180757146,1323906607,1289459799,146937995,,573634.8836943312,2024-01-19 00:00:00 UTC,ACTIVE
1894299940,1180757146,1525353545,1538861305,1282681828,,199849.01140380028,2024-01-19 00:00:00 UTC,ACTIVE
1935968437,474844078,1568642684,1538861305,295113464,,232144.24733618033,2024-01-19 00:00:00 UTC,ACTIVE
282312122,1180757146,1568642684,1220156713,1282681828,,360674.94641786424,2024-01-19 00:00:00 UTC,ACTIVE
1183150908,474844078,1525353545,1538861305,2088575382,,187753.83121119614,2024-01-20 00:00:00 UTC,ACTIVE
1879846951,1180757146,1525353545,1289459799,1282681828,,546190.7040464805,2024-01-20 00:00:00 UTC,ACTIVE
775915405,474844078,740253008,1220156713,1282681828,,460778.25400625647,2024-01-20 00:00:00 UTC,ACTIVE
1597062066,474844078,1568642684,1289459799,1282681828,,443564.0286898261,2024-01-20 00:00:00 UTC,ACTIVE
361146986,1180757146,1568642684,1538861305,295113464,,236040.49386296896,2024-01-21 00:00:00 UTC,ACTIVE
1546714812,1180757146,1525353545,1299659792,1282681828,,576466.4137907755,2024-01-21 00:00:00 UTC,ACTIVE
346387812,1180757146,1323906607,1299659792,146937995,,438375.53600658727,2024-01-21 00:00:00 UTC,ACTIVE
149019982,1695387093,740253008,1220156713,2088575382,,328632.66628204245,2024-01-21 00:00:00 UTC,ACTIVE
909190392,474844078,740253008,1538861305,1282681828,1903866678,229596.5658695386,2024-01-22 00:00:00 UTC,COMPLETED
824496566,1695387093,1568642684,1299659792,1282681828,2120171530,544972.3986307537,2024-01-22 00:00:00 UTC,COMPLETED
1564278571,450533921,740253008,1538861305,295113464,,228640.53258842276,2024-01-23 00:00:00 UTC,ACTIVE
1728543160,1180757146,1525353545,1299659792,146937995,,627537.5263289942,2024-01-23 00:00:00 UTC,ACTIVE
647138528,1180757146,740253008,1220156713,146937995,,461098.2667754345,2024-01-23 00:00:00 UTC,ACTIVE
1978825578,1180757146,1568642684,1220156713,1282681828,,385206.17770610267,2024-01-23 00:00:00 UTC,ACTIVE
1126654870,450533921,1525353545,1538861305,2088575382,,239981.5131710044,2024-01-24 00:00:00 UTC,ACTIVE
806038002,474844078,1525353545,1746883953,295113464,,290875.5500289688,2024-01-24 00:00:00 UTC,ACTIVE
1170272774,474844078,1525353545,1299659792,2088575382,,582000.0020239471,2024-01-25 00:00:00 UTC,ACTIVE
1431143010,474844078,1525353545,1538861305,295113464,,196201.06937143893,2024-01-25 00:00:00 UTC,ACTIVE
1027438477,1180757146,1323906607,1746883953,1282681828,,259326.27421714188,2024-01-26 00:00:00 UTC,ACTIVE
1735701603,474844078,1525353545,1220156713,146937995,,386528.0796434558,2024-01-26 00:00:00 UTC,ACTIVE
1691952255,450533921,740253008,1746883953,146937995,,300774.48470269365,2024-01-26 00:00:00 UTC,ACTIVE
1845132884,450533921,1568642684,1538861305,2088575382,,210437.6144528939,2024-01-27 00:00:00 UTC,ACTIVE
1450090490,1180757146,740253008,1220156713,2088575382,,424497.4466196161,2024-01-27 00:00:00 UTC,ACTIVE
89188120,450533921,1568642684,1289459799,1282681828,,539646.5135255298,2024-01-28 00:00:00 UTC,ACTIVE
1096065562,1695387093,740253008,1299659792,1282681828,,509803.33844618703,2024-01-28 00:00:00 UTC,ACTIVE
1048082253,1695387093,1323906607,1220156713,146937995,,457266.1599509424,2024-01-28 00:00:00 UTC,ACTIVE
1251248059,1695387093,740253008,1746883953,1282681828,1426478804,248257.22701325084,2024-01-29 00:00:00 UTC,COMPLETED
2116973159,1180757146,740253008,1299659792,2088575382,415683496,494681.3812854275,2024-01-29 00:00:00 UTC,COMPLETED
1266127815,1180757146,1323906607,1299659792,146937995,272187694,549412.5579707404,2024-01-29 00:00:00 UTC,COMPLETED
799684332,1180757146,1568642684,1746883953,146937995,,251572.12244048467,2024-01-30 00:00:00 UTC,ACTIVE
550893502,1695387093,1568642684,1299659792,2088575382,,511974.4604525244,2024-01-30 00:00:00 UTC,ACTIVE
1482340002,1695387093,740253008,1299659792,2088575382,,513884.0810987362,2024-01-31 00:00:00 UTC,ACTIVE
872348345,474844078,1323906607,1220156713,295113464,,416337.5165133575,2024-01-31 00:00:00 UTC,ACTIVE
219934517,1695387093,1323906607,1220156713,146937995,,353351.7905198677,2024-01-31 00:00:00 UTC,ACTIVE
1999840860,474844078,1323906607,1538861305,1282681828,,201248.03020146672,2024-01-31 00:00:00 UTC,ACTIVE
1170978393,1180757146,1525353545,1299659792,295113464,,631189.9818556765,2024-02-01 00:00:00 UTC,ACTIVE
1120400384,450533921,1568642684,1220156713,295113464,,490564.829127613,2024-02-01 00:00:00 UTC,ACTIVE
1109586245,450533921,1525353545,1538861305,295113464,,174477.87343454832,2024-02-01 00:00:00 UTC,ACTIVE
1327285708,1695387093,1323906607,1289459799,146937995,,452473.4706564907,2024-02-02 00:00:00 UTC,ACTIVE
1711303253,1695387093,1323906607,1220156713,295113464,,491593.7878436387,2024-02-02 00:00:00 UTC,ACTIVE
1804952533,1695387093,1568642684,1746883953,295113464,,278066.66836681816,2024-02-03 00:00:00 UTC,ACTIVE
1003971417,450533921,1323906607,1289459799,1282681828,,440770.5896954177,2024-02-03 00:00:00 UTC,ACTIVE
745696691,450533921,740253008,1289459799,1282681828,,573665.7703602939,2024-02-03 00:00:00 UTC,ACTIVE
1351273967,1695387093,1568642684,1289459799,1282681828,,614307.5417771774,2024-02-03 00:00:00 UTC,ACTIVE
1195194238,474844078,1568642684,1746883953,295113464,,314127.2392929022,2024-02-04 00:00:00 UTC,ACTIVE
12691285,1695387093,1568642684,1538861305,295113464,,223309.72936019453,2024-02-04 00:00:00 UTC,ACTIVE
565319652,474844078,1568642684,1538861305,146937995,,200569.29839625902,2024-02-04 00:00:00 UTC,ACTIVE
916246739,474844078,1568642684,1538861305,295113464,728926223,165630.258412838,2024-02-05 00:00:00 UTC,COMPLETED
442750519,450533921,740253008,1746883953,146937995,664234142,247783.26203966825,2024-02-05 00:00:00 UTC,COMPLETED
1586636874,474844078,740253008,1220156713,295113464,,404154.71925351094,2024-02-06 00:00:00 UTC,ACTIVE
690261076,474844078,1323906607,1299659792,146937995,,506445.95328697143,2024-02-06 00:00:00 UTC,ACTIVE
1185497495,1695387093,1525353545,1220156713,295113464,,377294.2167432778,2024-02-06 00:00:00 UTC,ACTIVE
1180918651,450533921,1525353545,1289459799,295113464,,626035.1101837067,2024-02-06 00:00:00 UTC,ACTIVE
1778405234,1180757146,740253008,1299659792,295113464,,445899.0636543998,2024-02-07 00:00:00 UTC,ACTIVE
1379932206,1695387093,1323906607,1289459799,146937995,,592125.5878742653,2024-02-07 00:00:00 UTC,ACTIVE
721050643,474844078,1525353545,1538861305,1282681828,,207121.82861348832,2024-02-08 00:00:00 UTC,ACTIVE
2081186213,450533921,1568642684,1746883953,1282681828,,334751.1359917143,2024-02-08 00:00:00 UTC,ACTIVE
1658875838,450533921,740253008,1220156713,1282681828,,473104.79758300236,2024-02-08 00:00:00 UTC,ACTIVE
664848170,1695387093,740253008,1538861305,295113464,,194476.0601659666,2024-02-08 00:00:00 UTC,ACTIVE
1520471088,1695387093,1525353545,1299659792,146937995,,547092.1442537649,2024-02-09 00:00:00 UTC,ACTIVE
1029717863,1180757146,1525353545,1299659792,2088575382,,585078.0740633033,2024-02-09 00:00:00 UTC,ACTIVE
1003489955,474844078,740253008,1289459799,2088575382,,630115.8231967562,2024-02-10 00:00:00 UTC,ACTIVE
148027443,450533921,740253008,1538861305,1282681828,,180328.89774040604,2024-02-10 00:00:00 UTC,ACTIVE
1755211978,1695387093,1568642684,1538861305,295113464,,199824.7580996293,2024-02-10 00:00:00 UTC,ACTIVE
1654973967,1180757146,1568642684,1538861305,146937995,,223450.40935793146,2024-02-10 00:00:00 UTC,ACTIVE
364963787,474844078,740253008,1289459799,295113464,,580413.5941714227,2024-02-11 00:00:00 UTC,ACTIVE
490090849,1695387093,1323906607,1746883953,146937995,,291937.031362201,2024-02-11 00:00:00 UTC,ACTIVE
58179029,450533921,1568642684,1289459799,146937995,1498462045,607901.6485944309,2024-02-12 00:00:00 UTC,COMPLETED
415139866,450533921,1323906607,1220156713,146937995,715407688,445392.2284589423,2024-02-12 00:00:00 UTC,COMPLETED
560157590,474844078,1323906607,1289459799,146937995,27345638,583548.0221063655,2024-02-12 00:00:00 UTC,COMPLETED
1998303728,1695387093,1568642684,1289459799,146937995,1937854842,465485.7238474554,2024-02-12 00:00:00 UTC,COMPLETED
1554157078,474844078,1323906607,1538861305,2088575382,,197160.29312063617,2024-02-13 00:00:00 UTC,ACTIVE
566228706,450533921,1323906607,1289459799,146937995,,512767.15149662475,2024-02-13 00:00:00 UTC,ACTIVE
460853882,450533921,1568642684,1746883953,146937995,,329051.41785044427,2024-02-13 00:00:00 UTC,ACTIVE
1880525803,1180757146,740253008,1289459799,2088575382,,638232.8983158526,2024-02-13 00:00:00 UTC,ACTIVE
2030901929,450533921,1525353545,1220156713,146937995,,440897.19537460175,2024-02-14 00:00:00 UTC,ACTIVE
1918822333,1695387093,1323906607,1538861305,1282681828,,184555.65897209645,2024-02-14 00:00:00 UTC,ACTIVE
1015118618,450533921,1525353545,1538861305,2088575382,,228188.39572685727,2024-02-15 00:00:00 UTC,ACTIVE
2104574916,1180757146,1568642684,1746883953,295113464,,307846.016727276,2024-02-15 00:00:00 UTC,ACTIVE
714821824,1180757146,740253008,1299659792,295113464,,633088.7372483338,2024-02-16 00:00:00 UTC,ACTIVE
929975008,1180757146,1323906607,1538861305,146937995,,164706.0911665444,2024-02-16 00:00:00 UTC,ACTIVE
1698437102,1695387093,740253008,1746883953,146937995,,315275.54087895935,2024-02-16 00:00:00 UTC,ACTIVE
443442981,1180757146,740253008,1220156713,2088575382,,353862.56261941424,2024-02-17 00:00:00 UTC,ACTIVE
1494850828,474844078,740253008,1299659792,2088575382,,490865.2777146878,2024-02-17 00:00:00 UTC,ACTIVE
768040376,450533921,1323906607,1220156713,2088575382,,456291.4439352098,2024-02-17 00:00:00 UTC,ACTIVE
94775953,1180757146,1568642684,1538861305,146937995,,189582.8648546379,2024-02-17 00:00:00 UTC,ACTIVE
2101110149,450533921,1525353545,1746883953,1282681828,,260827.46182221902,2024-02-18 00:00:00 UTC,ACTIVE
529618050,450533921,1525353545,1220156713,295113464,,467442.3778883317,2024-02-18 00:00:00 UTC,ACTIVE
273634897,1180757146,1323906607,1220156713,146937995,,452589.0355478527,2024-02-18 00:00:00 UTC,ACTIVE
617759452,450533921,740253008,1746883953,1282681828,1221574500,319371.93757447245,2024-02-19 00:00:00 UTC,COMPLETED
1561972472,474844078,740253008,1746883953,146937995,687680136,339159.9857802552,2024-02-19 00:00:00 UTC,COMPLETED
1141013423,474844078,1323906607,1538861305,146937995,,165798.17881783625,2024-02-20 00:00:00 UTC,ACTIVE
1625474591,1695387093,740253008,1289459799,2088575382,,578702.953278049,2024-02-20 00:00:00 UTC,ACTIVE
1576269178,450533921,1568642684,1289459799,2088575382,,567296.6617310393,2024-02-21 00:00:00 UTC,ACTIVE
547394672,1695387093,1323906607,1289459799,295113464,,631318.1749682716,2024-02-21 00:00:00 UTC,ACTIVE
1277808666,474844078,1525353545,1289459799,1282681828,,604543.8726044603,2024-02-22 00:00:00 UTC,ACTIVE
1948897027,474844078,1568642684,1538861305,1282681828,,204016.5529168627,2024-02-22 00:00:00 UTC,ACTIVE
1564355440,474844078,1568642684,1746883953,1282681828,,294209.8523629655,2024-02-22 00:00:00 UTC,ACTIVE
219086974,450533921,1568642684,1289459799,146937995,,592954.7739358115,2024-02-23 00:00:00 UTC,ACTIVE
1614965414,450533921,1568642684,1289459799,146937995,,625320.1787334323,2024-02-23 00:00:00 UTC,ACTIVE
638294615,1180757146,1568642684,1299659792,1282681828,,565139.9746696742,2024-02-23 00:00:00 UTC,ACTIVE
1684868067,1180757146,1568642684,1746883953,295113464,,244057.62262260544,2024-02-23 00:00:00 UTC,ACTIVE
2075160236,1180757146,740253008,1746883953,295113464,,255144.9003001918,2024-02-24 00:00:00 UTC,ACTIVE
399836790,474844078,1568642684,1538861305,1282681828,,197695.38415376062,2024-02-24 00:00:00 UTC,ACTIVE
408205491,474844078,1568642684,1538861305,146937995,,218569.09476814035,2024-02-24 00:00:00 UTC,ACTIVE
20346535,1695387093,1525353545,1220156713,2088575382,,450881.7406697117,2024-02-25 00:00:00 UTC,ACTIVE
1731536709,474844078,1525353545,1220156713,295113464,,480073.28278170986,2024-02-25 00:00:00 UTC,ACTIVE
854150300,474844078,1525353545,1220156713,146937995,236387944,468085.7808870467,2024-02-26 00:00:00 UTC,COMPLETED
65011913,474844078,1323906607,1746883953,146937995,1950301932,292019.6844979322,2024-02-26 00:00:00 UTC,COMPLETED
1788978894,1695387093,1525353545,1220156713,295113464,1045656630,491567.2207308991,2024-02-26 00:00:00 UTC,COMPLETED
470106457,1695387093,1525353545,1220156713,295113464,1720450952,452894.65574037,2024-02-26 00:00:00 UTC,COMPLETED
686760586,474844078,1323906607,1746883953,295113464,,292337.7710037338,2024-02-27 00:00:00 UTC,ACTIVE
1731863554,1180757146,740253008,1746883953,1282681828,,278865.3887373445,2024-02-27 00:00:00 UTC,ACTIVE
5202100,474844078,1323906607,1746883953,1282681828,,244958.19164489754,2024-02-27 00:00:00 UTC,ACTIVE
851420227,1695387093,1323906607,1299659792,1282681828,,640412.8343964452,2024-02-27 00:00:00 UTC,ACTIVE
865912669,474844078,1525353545,1299659792,2088575382,,651010.3965196208,2024-02-28 00:00:00 UTC,ACTIVE
404771169,474844078,1525353545,1746883953,146937995,,241063.28089353096,2024-02-28 00:00:00 UTC,ACTIVE
1897158562,450533921,1525353545,1220156713,1282681828,,376570.3596267175,2024-02-28 00:00:00 UTC,ACTIVE
2025008189,1695387093,1323906607,1220156713,295113464,,437920.6979317282,2024-02-28 00:00:00 UTC,ACTIVE
383206430,450533921,1323906607,1538861305,146937995,,217958.0019366255,2024-02-29 00:00:00 UTC,ACTIVE
247076704,1180757146,1568642684,1220156713,146937995,,435050.24515933555,2024-02-29 00:00:00 UTC,ACTIVE
1383383697,1180757146,1568642684,1538861305,295113464,,211253.86621919143,2024-02-29 00:00:00 UTC,ACTIVE
188129006,1180757146,1525353545,1289459799,295113464,,605355.742951452,2024-02-29 00:00:00 UTC,ACTIVE
1165775817,1695387093,1323906607,1299659792,295113464,,658664.408297177,2024-03-01 00:00:00 UTC,ACTIVE
1132193048,450533921,1323906607,1220156713,295113464,,422151.6287491441,2024-03-01 00:00:00 UTC,ACTIVE
1105750534,1180757146,1568642684,1746883953,295113464,,303023.1969027125,2024-03-01 00:00:00 UTC,ACTIVE
240997875,1180757146,740253008,1746883953,2088575382,,242016.96207716694,2024-03-02 00:00:00 UTC,ACTIVE
1096391900,1695387093,1568642684,1299659792,295113464,,518919.4788661914,2024-03-02 00:00:00 UTC,ACTIVE
103379620,474844078,1323906607,1289459799,295113464,,485833.410700497,2024-03-03 00:00:00 UTC,ACTIVE
1286639345,450533921,1323906607,1289459799,1282681828,,525056.5630560894,2024-03-03 00:00:00 UTC,ACTIVE
311190059,1695387093,1323906607,1746883953,146937995,,339355.1716226347,2024-03-03 00:00:00 UTC,ACTIVE
324877223,1695387093,1525353545,1299659792,1282681828,,649321.9349119874,2024-03-03 00:00:00 UTC,ACTIVE
311128713,474844078,740253008,1538861305,295113464,1524712437,196054.94235786187,2024-03-04 00:00:00 UTC,COMPLETED
296145296,1695387093,740253008,1289459799,146937995,1075734344,600861.273704831,2024-03-04 00:00:00 UTC,COMPLETED
6464228,450533921,740253008,1289459799,295113464,732819127,583072.3027622426,2024-03-04 00:00:00 UTC,COMPLETED
830399685,1695387093,1525353545,1299659792,295113464,700320697,486422.5308214475,2024-03-04 00:00:00 UTC,COMPLETED
1709119984,450533921,740253008,1220156713,2088575382,,421795.4979669993,2024-03-05 00:00:00 UTC,ACTIVE
1210989748,450533921,740253008,1538861305,295113464,,225526.56706974632,2024-03-05 00:00:00 UTC,ACTIVE
679485520,1180757146,740253008,1289459799,1282681828,,617278.9628459496,2024-03-05 00:00:00 UTC,ACTIVE
2026169480,1695387093,1323906607,1299659792,295113464,,571939.6533699697,2024-03-05 00:00:00 UTC,ACTIVE
770012249,474844078,1568642684,1299659792,1282681828,,532099.0403079111,2024-03-06 00:00:00 UTC,ACTIVE
2131161757,474844078,740253008,1746883953,2088575382,,317215.13480895467,2024-03-06 00:00:00 UTC,ACTIVE
1166474422,450533921,1323906607,1289459799,1282681828,,550088.5111259272,2024-03-06 00:00:00 UTC,ACTIVE
308109594,450533921,1323906607,1299659792,295113464,,549455.1736670061,2024-03-07 00:00:00 UTC,ACTIVE
566959682,474844078,740253008,1538861305,146937995,,245841.3105305739,2024-03-07 00:00:00 UTC,ACTIVE
930220317,1180757146,1568642684,1746883953,295113464,,229514.94290842503,2024-03-07 00:00:00 UTC,ACTIVE
1859913717,1180757146,740253008,1538861305,146937995,,229381.41001146406,2024-03-07 00:00:00 UTC,ACTIVE
1993609957,1695387093,1323906607,1746883953,1282681828,,282729.14169006824,2024-03-08 00:00:00 UTC,ACTIVE
896239938,450533921,1525353545,1220156713,1282681828,,441907.14635940944,2024-03-08 00:00:00 UTC,ACTIVE
1197834822,1695387093,740253008,1220156713,295113464,,448561.1832000983,2024-03-08 00:00:00 UTC,ACTIVE
1287527255,1695387093,1568642684,1746883953,2088575382,,319805.60259860154,2024-03-09 00:00:00 UTC,ACTIVE
646229954,1180757146,1323906607,1538861305,146937995,,184140.58601935307,2024-03-09 00:00:00 UTC,ACTIVE
1364954947,450533921,740253008,1746883953,295113464,,276180.91106454714,2024-03-09 00:00:00 UTC,ACTIVE
798152973,1180757146,1525353545,1746883953,1282681828,,263621.35763340874,2024-03-10 00:00:00 UTC,ACTIVE
1280875989,1695387093,1568642684,1538861305,295113464,,208926.12711225025,2024-03-10 00:00:00 UTC,ACTIVE
1533315149,474844078,1525353545,1299659792,2088575382,,655787.0581099205,2024-03-10 00:00:00 UTC,ACTIVE
1438146949,450533921,1323906607,1538861305,146937995,1454156722,231245.94726392027,2024-03-11 00:00:00 UTC,COMPLETED
1342130096,1695387093,1323906607,1538861305,1282681828,1935963552,232132.33546510624,2024-03-11 00:00:00 UTC,COMPLETED
1280425234,1180757146,740253008,1289459799,1282681828,,472739.9893194591,2024-03-12 00:00:00 UTC,ACTIVE
283600496,1695387093,740253008,1746883953,1282681828,,256687.15424403676,2024-03-12 00:00:00 UTC,ACTIVE
59264432,1695387093,1525353545,1220156713,295113464,,464672.82842999697,2024-03-13 00:00:00 UTC,ACTIVE
1569777776,1180757146,740253008,1220156713,146937995,,365812.87624650286,2024-03-13 00:00:00 UTC,ACTIVE
1447771128,450533921,740253008,1289459799,1282681828,,575213.9568204149,2024-03-13 00:00:00 UTC,ACTIVE
572414402,474844078,1323906607,1299659792,1282681828,,641633.9973443224,2024-03-13 00:00:00 UTC,ACTIVE
835147561,474844078,1525353545,1220156713,146937995,,439572.8037438415,2024-03-14 00:00:00 UTC,ACTIVE
497340700,474844078,740253008,1299659792,295113464,,512195.4541718332,2024-03-14 00:00:00 UTC,ACTIVE
979330182,450533921,1568642684,1538861305,295113464,,168278.06684959892,2024-03-15 00:00:00 UTC,ACTIVE
1624787010,1695387093,1525353545,1289459799,295113464,,669744.2542330733,2024-03-15 00:00:00 UTC,ACTIVE
459979255,450533921,1568642684,1220156713,295113464,,410107.9942182668,2024-03-16 00:00:00 UTC,ACTIVE
760609349,474844078,1525353545,1289459799,2088575382,,636212.9838389399,2024-03-16 00:00:00 UTC,ACTIVE
1401576347,1695387093,1568642684,1299659792,2088575382,,607579.2652432652,2024-03-16 00:00:00 UTC,ACTIVE
682492534,474844078,1568642684,1220156713,146937995,,384654.59909059375,2024-03-16 00:00:00 UTC,ACTIVE
392699832,450533921,740253008,1538861305,295113464,,229800.22285849802,2024-03-17 00:00:00 UTC,ACTIVE
1951741752,450533921,1568642684,1538861305,2088575382,,228056.33645075807,2024-03-17 00:00:00 UTC,ACTIVE
1964399443,474844078,740253008,1538861305,146937995,,195053.26549595388,2024-03-17 00:00:00 UTC,ACTIVE
874503886,1695387093,740253008,1538861305,146937995,1552765230,185084.67511300728,2024-03-18 00:00:00 UTC,COMPLETED
794975015,1180757146,1568642684,1538861305,1282681828,525545937,188683.1513528561,2024-03-18 00:00:00 UTC,COMPLETED
899775961,1695387093,1323906607,1299659792,146937995,,551253.4348328016,2024-03-19 00:00:00 UTC,ACTIVE
2138417034,474844078,1568642684,1220156713,2088575382,,434555.63273699215,2024-03-19 00:00:00 UTC,ACTIVE
1110682280,1695387093,1568642684,1538861305,295113464,,186192.20349347484,2024-03-19 00:00:00 UTC,ACTIVE
139633851,1180757146,1323906607,1746883953,295113464,,272129.96638806973,2024-03-19 00:00:00 UTC,ACTIVE
1983420484,450533921,1525353545,1289459799,1282681828,,509246.95577853883,2024-03-20 00:00:00 UTC,ACTIVE
48981608,450533921,740253008,1289459799,1282681828,,590905.7635386062,2024-03-20 00:00:00 UTC,ACTIVE
1239635960,1695387093,1323906607,1746883953,2088575382,,289269.16205315286,2024-03-21 00:00:00 UTC,ACTIVE
557456502,1180757146,740253008,1220156713,1282681828,,363396.4862897507,2024-03-21 00:00:00 UTC,ACTIVE
1131640707,474844078,1525353545,1220156713,146937995,,429220.63917083514,2024-03-22 00:00:00 UTC,ACTIVE
281778602,450533921,1525353545,1746883953,1282681828,,284897.25809292356,2024-03-22 00:00:00 UTC,ACTIVE
