 ID, Property ID, Tenant ID, Start Date, End Date, Monthly Rent, Type, Status
617239667,354933190,2011136258,2024-01-02 00:00:00 UTC,2026-06-20 00:00:00 UTC,82171.31648721575,Modified Gross,Active
909915841,1094516661,2133473124,2024-01-02 00:00:00 UTC,2027-06-15 00:00:00 UTC,28145.94678779437,NNN,Active
83049310,765188855,517836736,2024-01-02 00:00:00 UTC,2028-10-07 00:00:00 UTC,71438.84747260148,NNN,Active
643070998,823624442,28124805,2024-01-02 00:00:00 UTC,2025-11-22 00:00:00 UTC,67239.69093326331,NNN,Active
771670734,1534278208,362402388,2024-01-02 00:00:00 UTC,2027-03-17 00:00:00 UTC,94709.18970772058,Full Service,Active
754446643,2107576594,1756709713,2024-01-02 00:00:00 UTC,2025-04-26 00:00:00 UTC,88026.45226549909,Full Service,Active
234482500,608434868,399281668,2024-01-03 00:00:00 UTC,2025-02-26 00:00:00 UTC,36909.34670893567,Modified Gross,Active
1445125193,46673752,827403213,2024-01-03 00:00:00 UTC,2028-10-08 00:00:00 UTC,58614.49173848088,Modified Gross,Active
676057017,879154230,1479937570,2024-01-03 00:00:00 UTC,2028-10-08 00:00:00 UTC,78271.41371597064,Full Service,Active
307193678,149370333,2143672813,2024-01-03 00:00:00 UTC,2028-02-11 00:00:00 UTC,45003.29564614441,Full Service,Active
2033530260,1646862941,2040222570,2024-01-03 00:00:00 UTC,2028-05-11 00:00:00 UTC,41999.49936975859,Modified Gross,Active
309434856,1443097112,1431592193,2024-01-03 00:00:00 UTC,2025-10-24 00:00:00 UTC,94731.69053709031,Modified Gross,Active
1218800622,314701443,1243509611,2024-01-03 00:00:00 UTC,2027-06-16 00:00:00 UTC,65613.18247294646,Modified Gross,Active
162336283,820399212,1198161011,2024-01-03 00:00:00 UTC,2026-11-18 00:00:00 UTC,50515.347154778065,Full Service,Active
1808772411,1714793362,1335009466,2024-01-03 00:00:00 UTC,2026-03-23 00:00:00 UTC,24295.914740965047,NNN,Active
479986637,430458603,1135998132,2024-01-03 00:00:00 UTC,2028-01-12 00:00:00 UTC,38750.01623599267,Full Service,Active
2106034527,765188855,517836736,2024-01-03 00:00:00 UTC,2025-06-26 00:00:00 UTC,33713.37814979597,NNN,Active
681735919,818565810,860901672,2024-01-04 00:00:00 UTC,2024-12-29 00:00:00 UTC,88431.08973868351,Full Service,Active
2068950657,1590213420,305807318,2024-01-04 00:00:00 UTC,2025-01-28 00:00:00 UTC,10803.05932539448,Modified Gross,Active
283676386,1483109205,382075078,2024-01-04 00:00:00 UTC,2027-04-18 00:00:00 UTC,92656.13112331448,Full Service,Active
1542361132,282017220,528320085,2024-01-04 00:00:00 UTC,2026-09-20 00:00:00 UTC,10698.906357688527,Modified Gross,Active
1822307183,1959898617,678917706,2024-01-04 00:00:00 UTC,2025-11-24 00:00:00 UTC,36801.02833751781,Modified Gross,Active
729388024,59414536,1061020807,2024-01-04 00:00:00 UTC,2026-01-23 00:00:00 UTC,43250.08601135425,Modified Gross,Active
1525389770,820399212,490658901,2024-01-04 00:00:00 UTC,2027-04-18 00:00:00 UTC,41698.42718899093,Full Service,Active
1330911065,1937494949,888299435,2024-01-04 00:00:00 UTC,2026-09-20 00:00:00 UTC,91604.3426553331,Modified Gross,Active
1321531637,1094516661,795629930,2024-01-04 00:00:00 UTC,2028-07-11 00:00:00 UTC,53459.898697120225,Full Service,Active
812825254,826150851,704990528,2024-01-04 00:00:00 UTC,2026-09-20 00:00:00 UTC,94340.20058305954,NNN,Active
149547126,1159321799,375734215,2024-01-05 00:00:00 UTC,2025-03-30 00:00:00 UTC,49110.24624484083,Modified Gross,Active
1566797940,1483109205,1483010190,2024-01-05 00:00:00 UTC,2028-03-14 00:00:00 UTC,36204.27308292944,Modified Gross,Active
1899527578,1607305882,1440431121,2024-01-05 00:00:00 UTC,2028-08-11 00:00:00 UTC,85248.61053762132,NNN,Active
2095625762,463030369,951080222,2024-01-05 00:00:00 UTC,2025-01-29 00:00:00 UTC,55856.43525834306,NNN,Active
1255918058,128004263,666585241,2024-01-05 00:00:00 UTC,2026-04-24 00:00:00 UTC,64412.316679390344,NNN,Active
902840650,823624442,839955427,2024-01-05 00:00:00 UTC,2025-10-26 00:00:00 UTC,68855.58584032653,Full Service,Active
138130806,818565810,808947980,2024-01-06 00:00:00 UTC,2028-03-15 00:00:00 UTC,74252.93465235554,Modified Gross,Active
1626538379,1106969053,1668000273,2024-01-06 00:00:00 UTC,2025-11-26 00:00:00 UTC,19457.6204890676,NNN,Active
553021497,1872067282,859462335,2024-01-06 00:00:00 UTC,2025-03-01 00:00:00 UTC,97537.09603931164,NNN,Active
1955873909,282017220,848780969,2024-01-06 00:00:00 UTC,2025-08-28 00:00:00 UTC,89348.2012112373,Full Service,Active
1210378906,37834688,1385866711,2024-01-06 00:00:00 UTC,2025-11-26 00:00:00 UTC,13359.345579339717,Full Service,Active
1743466333,1776603351,2079435701,2024-01-06 00:00:00 UTC,2027-05-20 00:00:00 UTC,10358.406431034075,Full Service,Active
1089625698,1668361787,1586426391,2024-01-06 00:00:00 UTC,2026-03-26 00:00:00 UTC,90152.33071506902,Modified Gross,Active
1200577900,77656458,1361970742,2024-01-06 00:00:00 UTC,2026-05-25 00:00:00 UTC,56150.51830186281,NNN,Active
1171896938,59414536,1009830886,2024-01-06 00:00:00 UTC,2025-03-01 00:00:00 UTC,22713.312876231725,NNN,Active
973114725,1875906281,742272990,2024-01-06 00:00:00 UTC,2027-01-20 00:00:00 UTC,29442.26628242781,Modified Gross,Active
561130024,2032224666,234857659,2024-01-06 00:00:00 UTC,2024-12-31 00:00:00 UTC,78469.43514816542,NNN,Active
1277038421,2016018149,1409413198,2024-01-06 00:00:00 UTC,2028-06-13 00:00:00 UTC,24856.001028029976,Modified Gross,Active
580253028,608434868,319185370,2024-01-07 00:00:00 UTC,2028-04-15 00:00:00 UTC,64094.36549916034,Full Service,Active
1809192022,457838340,2130839517,2024-01-07 00:00:00 UTC,2026-04-26 00:00:00 UTC,79179.26043839357,Full Service,Active
480123,2008765909,399849538,2024-01-07 00:00:00 UTC,2026-10-23 00:00:00 UTC,80407.84224643899,Full Service,Active
1809077651,2075184670,2118070193,2024-01-07 00:00:00 UTC,2028-10-12 00:00:00 UTC,63629.63052248325,NNN,Active
1067413414,1166306845,1854525850,2024-01-07 00:00:00 UTC,2026-05-26 00:00:00 UTC,53897.053149662985,Modified Gross,Active
429389070,366405784,1986380544,2024-01-07 00:00:00 UTC,2025-01-01 00:00:00 UTC,30549.58834098185,NNN,Active
700165513,354933190,2011136258,2024-01-07 00:00:00 UTC,2025-05-31 00:00:00 UTC,87048.90743900785,Full Service,Active
169890994,1699530303,939246825,2024-01-07 00:00:00 UTC,2026-11-22 00:00:00 UTC,79474.0891539165,NNN,Active
152594038,496934808,1291338227,2024-01-08 00:00:00 UTC,2026-02-26 00:00:00 UTC,80022.14674202746,NNN,Active
1752471064,1166306845,1574688255,2024-01-08 00:00:00 UTC,2028-04-16 00:00:00 UTC,87788.52815474327,NNN,Active
1048647449,310744900,2039437143,2024-01-08 00:00:00 UTC,2028-09-13 00:00:00 UTC,23800.538886388524,Modified Gross,Active
87388593,2040920733,2102231296,2024-01-08 00:00:00 UTC,2027-01-22 00:00:00 UTC,24597.892322852502,NNN,Active
898041278,2092643025,1113863794,2024-01-08 00:00:00 UTC,2028-10-13 00:00:00 UTC,70027.33407437881,NNN,Active
223080191,1699530303,939246825,2024-01-08 00:00:00 UTC,2025-12-28 00:00:00 UTC,14177.538863101378,NNN,Active
183121658,1323346024,1586379194,2024-01-08 00:00:00 UTC,2025-01-02 00:00:00 UTC,93200.53273511068,NNN,Active
444141337,1924416294,1675155318,2024-01-08 00:00:00 UTC,2026-04-27 00:00:00 UTC,85601.76475163005,Full Service,Active
1424392972,105582575,2007780065,2024-01-08 00:00:00 UTC,2027-05-22 00:00:00 UTC,51452.78329919049,Modified Gross,Active
1388793731,1523937773,31474342,2024-01-08 00:00:00 UTC,2026-07-26 00:00:00 UTC,66941.01490592709,NNN,Active
845361112,1134549243,724541808,2024-01-09 00:00:00 UTC,2028-02-17 00:00:00 UTC,45470.71377409113,Modified Gross,Active
896809613,1070809456,1432763716,2024-01-09 00:00:00 UTC,2025-01-03 00:00:00 UTC,32047.610815406613,Full Service,Active
529655314,1106969053,536500278,2024-01-09 00:00:00 UTC,2026-05-28 00:00:00 UTC,42662.92446945887,Modified Gross,Active
860058323,615452332,318957509,2024-01-09 00:00:00 UTC,2026-04-28 00:00:00 UTC,14703.014148138736,NNN,Active
657166427,913065737,1760443600,2024-01-09 00:00:00 UTC,2028-04-17 00:00:00 UTC,36894.24553989782,NNN,Active
2055590018,1443097112,1431592193,2024-01-09 00:00:00 UTC,2025-09-30 00:00:00 UTC,62382.105712872784,NNN,Active
1387421645,314701443,198076285,2024-01-09 00:00:00 UTC,2028-12-13 00:00:00 UTC,80712.93811141948,Full Service,Active
42247758,1607305882,1184136578,2024-01-09 00:00:00 UTC,2028-12-13 00:00:00 UTC,62183.57256731949,NNN,Active
817274413,42766663,1944884378,2024-01-09 00:00:00 UTC,2025-05-03 00:00:00 UTC,54380.09852458227,Full Service,Active
225429898,939141017,9584975,2024-01-09 00:00:00 UTC,2028-07-16 00:00:00 UTC,18815.920441088372,Full Service,Active
173467669,2016018149,630336977,2024-01-09 00:00:00 UTC,2025-10-30 00:00:00 UTC,48244.46634888728,Full Service,Active
736016598,1106969053,909524281,2024-01-10 00:00:00 UTC,2025-12-30 00:00:00 UTC,31717.624117249805,Full Service,Active
288529593,1450948801,1425204713,2024-01-10 00:00:00 UTC,2027-03-25 00:00:00 UTC,84794.93082487785,NNN,Active
1159673628,2008765909,1488731392,2024-01-10 00:00:00 UTC,2026-01-29 00:00:00 UTC,16590.32733289144,NNN,Active
551432457,1166306845,1242207867,2024-01-10 00:00:00 UTC,2026-12-25 00:00:00 UTC,46375.68321137815,NNN,Active
1023323606,913637729,1650960885,2024-01-10 00:00:00 UTC,2025-04-04 00:00:00 UTC,55564.35286315138,Full Service,Active
1229027919,820399212,490658901,2024-01-10 00:00:00 UTC,2025-04-04 00:00:00 UTC,31774.67355757034,NNN,Active
186468902,1094516661,2133473124,2024-01-10 00:00:00 UTC,2026-09-26 00:00:00 UTC,84755.46921183326,NNN,Active
148338299,822875228,1575553341,2024-01-11 00:00:00 UTC,2028-09-16 00:00:00 UTC,70514.3544064628,Modified Gross,Active
1825161556,457838340,1574949028,2024-01-11 00:00:00 UTC,2027-06-24 00:00:00 UTC,81111.90500196752,Full Service,Active
2012416486,2008765909,1738399874,2024-01-11 00:00:00 UTC,2027-05-25 00:00:00 UTC,55026.60237937995,Modified Gross,Active
1876271517,1971107506,1450490420,2024-01-11 00:00:00 UTC,2027-08-23 00:00:00 UTC,77976.52245138312,Modified Gross,Active
1250258721,314701443,1791661893,2024-01-11 00:00:00 UTC,2027-02-24 00:00:00 UTC,40377.453495092675,Modified Gross,Active
878485811,1607305882,1141385735,2024-01-11 00:00:00 UTC,2025-03-06 00:00:00 UTC,27317.566709235067,NNN,Active
545221548,77656458,1300730540,2024-01-11 00:00:00 UTC,2027-10-22 00:00:00 UTC,47592.782344695144,NNN,Active
1838744905,2129512070,200318645,2024-01-11 00:00:00 UTC,2028-06-18 00:00:00 UTC,18423.06632949657,Modified Gross,Active
1908984741,1699530303,939246825,2024-01-11 00:00:00 UTC,2027-12-21 00:00:00 UTC,77510.3535187074,Full Service,Active
1251142445,1182914442,593689566,2024-01-11 00:00:00 UTC,2028-03-20 00:00:00 UTC,86925.54931131366,NNN,Active
1494314112,2032224666,1546475751,2024-01-11 00:00:00 UTC,2027-01-25 00:00:00 UTC,74414.74781980428,Full Service,Active
1474871221,1199302143,232636207,2024-01-11 00:00:00 UTC,2025-10-02 00:00:00 UTC,72048.35945756656,Full Service,Active
505994162,704360868,546503651,2024-01-11 00:00:00 UTC,2026-06-29 00:00:00 UTC,74507.27187252541,NNN,Active
715834375,818565810,808947980,2024-01-12 00:00:00 UTC,2025-03-07 00:00:00 UTC,60885.83832673975,Full Service,Active
507317801,1106969053,1180238259,2024-01-12 00:00:00 UTC,2028-04-20 00:00:00 UTC,48663.985971363174,NNN,Active
411532931,608434868,1447249690,2024-01-12 00:00:00 UTC,2028-03-21 00:00:00 UTC,73252.86151871963,NNN,Active
274525968,282017220,787727505,2024-01-12 00:00:00 UTC,2027-06-25 00:00:00 UTC,29568.781329338395,Full Service,Active
1514553383,46673752,1267768026,2024-01-12 00:00:00 UTC,2028-08-18 00:00:00 UTC,87268.00114115418,NNN,Active
544649876,1137588923,2136261783,2024-01-12 00:00:00 UTC,2026-05-01 00:00:00 UTC,34261.112077944475,NNN,Active
637213518,913637729,1650960885,2024-01-12 00:00:00 UTC,2025-06-05 00:00:00 UTC,82650.93604221195,Full Service,Active
2095476620,1379362490,473178425,2024-01-12 00:00:00 UTC,2027-07-25 00:00:00 UTC,36158.98039912278,NNN,Active
36554950,128004263,666585241,2024-01-12 00:00:00 UTC,2025-06-05 00:00:00 UTC,57862.22366449199,NNN,Active
1448561254,965713986,176955823,2024-01-12 00:00:00 UTC,2026-04-01 00:00:00 UTC,95941.44878690866,Full Service,Active
2044104450,521929384,159789842,2024-01-12 00:00:00 UTC,2027-02-25 00:00:00 UTC,58858.74005282713,Modified Gross,Active
1442313193,1714793362,2014998820,2024-01-12 00:00:00 UTC,2027-12-22 00:00:00 UTC,94283.12288688657,Full Service,Active
905638227,1924416294,1675155318,2024-01-12 00:00:00 UTC,2027-09-23 00:00:00 UTC,34605.3128048971,Full Service,Active
75544324,1523937773,410688929,2024-01-12 00:00:00 UTC,2027-12-22 00:00:00 UTC,75031.82228345139,Full Service,Active
499431704,161280375,1118137329,2024-01-13 00:00:00 UTC,2027-09-24 00:00:00 UTC,66314.90185305667,NNN,Active
1983615364,842840263,1156467412,2024-01-13 00:00:00 UTC,2028-05-21 00:00:00 UTC,17083.713820564728,Modified Gross,Active
272452614,282017220,536298863,2024-01-13 00:00:00 UTC,2027-10-24 00:00:00 UTC,26020.70304184886,Full Service,Active
2007241314,615452332,2022523772,2024-01-13 00:00:00 UTC,2028-01-22 00:00:00 UTC,65699.39106434007,Full Service,Active
761401982,779232560,2076364447,2024-01-13 00:00:00 UTC,2026-05-02 00:00:00 UTC,20188.20626786047,Full Service,Active
1288745246,2075184670,1217563187,2024-01-13 00:00:00 UTC,2028-07-20 00:00:00 UTC,35446.8626863995,NNN,Active
1528602275,1646862941,752818036,2024-01-13 00:00:00 UTC,2028-08-19 00:00:00 UTC,79115.89270298397,NNN,Active
1664908952,1668361787,336419269,2024-01-13 00:00:00 UTC,2027-02-26 00:00:00 UTC,97058.18819832399,NNN,Active
805194323,1459582813,1459073580,2024-01-13 00:00:00 UTC,2025-03-08 00:00:00 UTC,62203.52950407244,Modified Gross,Active
1547112925,2040920733,1767637680,2024-01-13 00:00:00 UTC,2025-01-07 00:00:00 UTC,99681.70241429648,Full Service,Active
1248719927,1379362490,473178425,2024-01-13 00:00:00 UTC,2025-01-07 00:00:00 UTC,94224.8155176254,NNN,Active
941957977,128004263,426469817,2024-01-13 00:00:00 UTC,2026-06-01 00:00:00 UTC,12216.125563248988,Full Service,Active
154675446,1353451729,1361449849,2024-01-13 00:00:00 UTC,2027-01-27 00:00:00 UTC,78838.24567253831,NNN,Active
2128688266,2048972548,1980964440,2024-01-13 00:00:00 UTC,2026-02-01 00:00:00 UTC,10578.9878022825,NNN,Active
436947495,704360868,1413475065,2024-01-13 00:00:00 UTC,2025-02-06 00:00:00 UTC,15228.649243596912,NNN,Active
178307262,842840263,1459877160,2024-01-14 00:00:00 UTC,2028-07-21 00:00:00 UTC,72724.00284354565,Full Service,Active
211930643,1776603351,742847669,2024-01-14 00:00:00 UTC,2028-06-21 00:00:00 UTC,36357.01073012371,Full Service,Active
1518203680,1668361787,336419269,2024-01-14 00:00:00 UTC,2026-08-01 00:00:00 UTC,81401.23232233041,Full Service,Active
794218828,1607305882,1184136578,2024-01-14 00:00:00 UTC,2025-10-05 00:00:00 UTC,67737.03888336812,Full Service,Active
1834175887,1699530303,882308480,2024-01-14 00:00:00 UTC,2026-10-30 00:00:00 UTC,61463.764853180866,NNN,Active
950234353,1516452081,1645113688,2024-01-14 00:00:00 UTC,2026-04-03 00:00:00 UTC,26856.045986247438,NNN,Active
1212489684,1442135924,991421886,2024-01-14 00:00:00 UTC,2026-09-30 00:00:00 UTC,62911.02609525273,Full Service,Active
207558130,457838340,2130839517,2024-01-15 00:00:00 UTC,2025-01-09 00:00:00 UTC,94013.23420814052,NNN,Active
1315355255,46673752,827403213,2024-01-15 00:00:00 UTC,2025-12-05 00:00:00 UTC,40657.04455099614,Full Service,Active
1664212137,1959898617,1707104869,2024-01-15 00:00:00 UTC,2028-08-21 00:00:00 UTC,33723.97895928914,NNN,Active
599350174,879154230,1262659532,2024-01-15 00:00:00 UTC,2027-03-30 00:00:00 UTC,78613.03603348264,Full Service,Active
2030053013,1971107506,2015220191,2024-01-15 00:00:00 UTC,2026-07-03 00:00:00 UTC,43458.143738902676,Full Service,Active
845054856,386177041,1133511143,2024-01-15 00:00:00 UTC,2028-09-20 00:00:00 UTC,34551.26276417632,NNN,Active
800298779,1668361787,336419269,2024-01-15 00:00:00 UTC,2026-01-04 00:00:00 UTC,79482.95473585666,NNN,Active
265661462,1379362490,170096948,2024-01-15 00:00:00 UTC,2028-11-19 00:00:00 UTC,11292.565719631282,Modified Gross,Active
1561551890,1516452081,2090733733,2024-01-15 00:00:00 UTC,2025-09-06 00:00:00 UTC,23418.61816441745,Modified Gross,Active
1231902215,1214206002,1123529087,2024-01-15 00:00:00 UTC,2025-02-08 00:00:00 UTC,75146.86216406242,Full Service,Active
1687760023,1924416294,1675155318,2024-01-15 00:00:00 UTC,2027-11-25 00:00:00 UTC,22393.79850774703,NNN,Active
1372414696,1182914442,23252670,2024-01-15 00:00:00 UTC,2026-02-03 00:00:00 UTC,60169.59952488515,NNN,Active
10762608,1590213420,305807318,2024-01-16 00:00:00 UTC,2028-08-22 00:00:00 UTC,95901.52040926018,Full Service,Active
1250756721,149370333,2143672813,2024-01-16 00:00:00 UTC,2026-06-04 00:00:00 UTC,58955.22866928657,NNN,Active
678292426,1379362490,473178425,2024-01-16 00:00:00 UTC,2025-01-10 00:00:00 UTC,21975.720100259816,NNN,Active
1125785400,1623776947,1320381998,2024-01-16 00:00:00 UTC,2026-05-05 00:00:00 UTC,66977.19325525229,Full Service,Active
2066401486,521929384,1064752782,2024-01-16 00:00:00 UTC,2028-02-24 00:00:00 UTC,23870.626958972694,Full Service,Active
1308776667,1927196692,435680474,2024-01-16 00:00:00 UTC,2026-05-05 00:00:00 UTC,81949.18609956013,Full Service,Active
1428752734,1214206002,1017349343,2024-01-16 00:00:00 UTC,2025-10-07 00:00:00 UTC,18017.755449247183,NNN,Active
129881105,704360868,1413475065,2024-01-16 00:00:00 UTC,2027-04-30 00:00:00 UTC,46017.85170518335,Full Service,Active
111940703,1590213420,363543947,2024-01-17 00:00:00 UTC,2028-09-22 00:00:00 UTC,47591.53615240274,Full Service,Active
1797192466,1872067282,1414806196,2024-01-17 00:00:00 UTC,2026-12-02 00:00:00 UTC,46499.7235583146,Full Service,Active
868417771,37834688,1385866711,2024-01-17 00:00:00 UTC,2025-02-10 00:00:00 UTC,91416.92201747031,Full Service,Active
1289142819,1443097112,932235524,2024-01-17 00:00:00 UTC,2026-12-02 00:00:00 UTC,92526.97061160444,Full Service,Active
419068829,314701443,1791661893,2024-01-17 00:00:00 UTC,2025-07-10 00:00:00 UTC,22182.670722095234,Modified Gross,Active
1961005171,913637729,1650960885,2024-01-17 00:00:00 UTC,2027-08-29 00:00:00 UTC,38522.874802985614,Full Service,Active
1429274364,423983562,1107013812,2024-01-17 00:00:00 UTC,2027-01-01 00:00:00 UTC,21240.82301708268,Full Service,Active
929257865,128004263,666585241,2024-01-17 00:00:00 UTC,2028-08-23 00:00:00 UTC,75258.89627175343,NNN,Active
1151680646,1232613023,88087577,2024-01-17 00:00:00 UTC,2025-03-12 00:00:00 UTC,26256.560067703147,Full Service,Active
1744888577,1106969053,1668000273,2024-01-18 00:00:00 UTC,2025-05-12 00:00:00 UTC,74080.59453631946,Modified Gross,Active
810653338,1483109205,1483010190,2024-01-18 00:00:00 UTC,2027-04-02 00:00:00 UTC,91357.47419754692,Full Service,Active
1310562051,887818226,907266463,2024-01-18 00:00:00 UTC,2026-05-07 00:00:00 UTC,27291.775486059923,NNN,Active
1983413423,2008765909,1738399874,2024-01-18 00:00:00 UTC,2025-12-08 00:00:00 UTC,79674.87307002723,NNN,Active
349112118,1776603351,1000764597,2024-01-18 00:00:00 UTC,2028-07-25 00:00:00 UTC,26101.041327964595,Full Service,Active
939502543,1714793362,880277601,2024-01-18 00:00:00 UTC,2027-02-01 00:00:00 UTC,38803.35842407994,Full Service,Active
271823091,430458603,1730569318,2024-01-18 00:00:00 UTC,2027-05-02 00:00:00 UTC,96242.33188707539,Full Service,Active
333518034,1106969053,1448661941,2024-01-19 00:00:00 UTC,2026-05-08 00:00:00 UTC,61137.68934068673,Full Service,Active
190749257,282017220,417860803,2024-01-19 00:00:00 UTC,2027-03-04 00:00:00 UTC,84368.8314329508,Full Service,Active
1674719467,2075184670,1493665285,2024-01-19 00:00:00 UTC,2026-02-07 00:00:00 UTC,31596.668422132287,Modified Gross,Active
146965987,1166306845,1574688255,2024-01-19 00:00:00 UTC,2028-12-23 00:00:00 UTC,51949.005014069204,NNN,Active
1489794833,1459582813,1489323742,2024-01-19 00:00:00 UTC,2026-03-09 00:00:00 UTC,29184.540552494364,Modified Gross,Active
1422503111,1379362490,2113443131,2024-01-19 00:00:00 UTC,2027-01-03 00:00:00 UTC,76481.54348827,NNN,Active
1761227400,820399212,1671489202,2024-01-19 00:00:00 UTC,2027-09-30 00:00:00 UTC,74917.39720953506,NNN,Active
1435030999,366405784,1977001356,2024-01-19 00:00:00 UTC,2028-03-28 00:00:00 UTC,70085.2450316483,NNN,Active
928479362,2092643025,1588752436,2024-01-19 00:00:00 UTC,2027-01-03 00:00:00 UTC,25250.023315829312,NNN,Active
162293791,1927196692,435680474,2024-01-19 00:00:00 UTC,2028-01-28 00:00:00 UTC,44730.476078740256,Full Service,Active
153014601,765188855,517836736,2024-01-19 00:00:00 UTC,2025-04-13 00:00:00 UTC,39434.607178019774,Full Service,Active
1784684269,1924416294,1750991474,2024-01-19 00:00:00 UTC,2027-04-03 00:00:00 UTC,70414.08723664374,Full Service,Active
1695502293,1590213420,697107275,2024-01-20 00:00:00 UTC,2026-06-08 00:00:00 UTC,40666.223154298554,Modified Gross,Active
1298858315,615452332,1706576573,2024-01-20 00:00:00 UTC,2028-01-29 00:00:00 UTC,78888.64999850404,Modified Gross,Active
998601356,779232560,1813979074,2024-01-20 00:00:00 UTC,2025-03-15 00:00:00 UTC,50112.1941392234,NNN,Active
138548459,1810721202,1999231533,2024-01-20 00:00:00 UTC,2025-05-14 00:00:00 UTC,94350.46844975952,Modified Gross,Active
1751577276,1443097112,392915071,2024-01-20 00:00:00 UTC,2028-09-25 00:00:00 UTC,72853.83891302906,NNN,Active
1027683430,1668361787,730690758,2024-01-20 00:00:00 UTC,2027-12-30 00:00:00 UTC,93331.39382671057,Full Service,Active
1328617890,913637729,901475151,2024-01-20 00:00:00 UTC,2026-03-10 00:00:00 UTC,43955.239845751734,NNN,Active
92647255,742199276,529537479,2024-01-20 00:00:00 UTC,2025-07-13 00:00:00 UTC,38255.276324782586,Modified Gross,Active
2104010736,2092643025,785623129,2024-01-20 00:00:00 UTC,2028-08-26 00:00:00 UTC,80949.1819640659,Modified Gross,Active
1816513652,1699530303,2072419389,2024-01-20 00:00:00 UTC,2028-06-27 00:00:00 UTC,24821.329021835358,Full Service,Active
1290099465,823624442,28124805,2024-01-20 00:00:00 UTC,2025-01-14 00:00:00 UTC,97100.48050459125,Modified Gross,Active
1735276740,1875906281,1122496138,2024-01-20 00:00:00 UTC,2028-03-29 00:00:00 UTC,37987.220068794726,NNN,Active
2072834177,704360868,546503651,2024-01-20 00:00:00 UTC,2027-10-31 00:00:00 UTC,88301.10327252586,Full Service,Active
993796962,2107576594,1487407403,2024-01-20 00:00:00 UTC,2026-04-09 00:00:00 UTC,13399.639761070266,Full Service,Active
433492379,842840263,1459877160,2024-01-21 00:00:00 UTC,2027-07-04 00:00:00 UTC,90094.37097067085,NNN,Active
1506923316,496934808,1479496215,2024-01-21 00:00:00 UTC,2027-01-05 00:00:00 UTC,95347.44292587032,Full Service,Active
70000679,1590213420,697107275,2024-01-21 00:00:00 UTC,2025-03-16 00:00:00 UTC,86485.47694541585,Modified Gross,Active
