 Transformer ID, Grid Asset ID
469755123,2123548157
769406144,402711722
1069315811,1776001856
1651871711,177133287
1269531419,1133923107
1448017024,125588628
1614930553,2111035828
59301306,1158919758
1271641340,679554910
1385549163,1029884231
435226562,1484003563
1518567596,1713947109
1353330776,1527934363
683324640,789357129
1586065362,1853519488
1873263714,712405819
1142489260,762672202
1787935033,2072979224
986296570,902396590
1033700028,932345605
319648787,531966183
1134314132,1972281969
2006060917,2113744436
49486195,434700718
49442729,268767385
1617212378,734494768
403501439,1189021730
645606944,1927309806
1443882361,1584816926
173870921,1986893654
1469432680,1448725726
2116638588,1000940290
1561564817,1496493643
1593591282,922060652
1645159387,1068338322
1802788439,781688364
1190017944,1816063390
237904894,691146382
452133742,2108401858
1527408296,1386758787
859083435,933608226
799820311,551049405
443213401,1781107534
2027836535,1608743906
958031209,1582890848
1515512257,1085388723
341126340,2139665538
874403024,1896107854
1347843783,1530060984
670010797,1220590412
1115036676,672176248
1258386073,1679701975
1224030728,2102867413
304450174,1018949097
919514652,817960692
1850572863,1887615689
1121661152,918045464
1907449681,1274780138
2121896729,1612266312
1835546563,697563807
897001027,1889833024
6632718,551473132
1798357302,1292284560
1224526778,1661954158
1566417546,590246188
909188150,1522871520
1433172979,143973640
1983267211,1978552582
1930065062,616108468
694276540,1080063418
1557345636,2046795964
139772028,10160783
1124987351,1339840032
1725868466,6548187
352217392,1404859082
384899196,12593687
1377238865,2053977304
1015354312,349552201
1659975368,1416695535
1146862794,337731748
413518161,1457674153
1088406011,272082873
273885541,1003584974
1202698691,959732628
1483938702,789985069
1269803157,1167719941
1367920782,255261300
761759786,420757121
2116047626,1876100783
1939560533,32434142
836504528,555034283
1760909869,995053748
1729764806,2128379318
452743196,1572138230
1094989378,206158523
582672473,131688580
2042420321,1652252271
254163716,144727679
2112078124,500699291
527945592,1694265847
1077416066,920017846
1487376159,1470214095
1936724406,1352182869
1917021929,605573982
2028331988,1106417883
1182474960,232358580
93368278,1302384760
234387371,402161880
331848158,54914469
1740335590,381335568
9336624,426859538
2106704288,1894762051
355457631,1630186017
1653729559,258228349
1660447968,2100305134
79873740,359711747
412392223,1419516794
165427139,1377275224
1330130648,1506123794
96695444,615039932
1780882529,1550048498
19633748,999272159
1435281237,1862612181
1094016193,30713795
1299086106,1974365736
1764624577,631789474
1973366609,107220190
1172104167,1231061622
209025258,28743508
2012751133,1221914365
221865702,588463073
1032224792,830064002
835670855,1526124077
872492349,1636477388
1305112577,1914460324
532164002,2085587553
1772096760,1826202240
545756008,126150585
314876897,548340609
1779398443,1388048762
234965278,1324939374
5202560,2018083338
1398981205,1611213762
1099073470,1413441074
677524029,481198253
2074501270,583332712
637932278,2083044288
1296180721,179352380
621112190,1797542825
705215272,1283092035
587796260,316352008
1874099727,1002322329
1599841055,417730944
1414400455,1912131949
1764728657,1274750554
765576093,879899354
63732417,1038432156
1071640913,1803096157
1415857783,323875067
1817182121,974230916
1277108758,318075718
1833932699,1661779441
1332610962,1301930799
1659735382,1203158189
436770001,1341183903
1992743316,112662911
2072732601,863734043
858663050,1068918209
1375150640,494890859
1594670112,1703732156
2046925044,1021282051
1884289666,1905899217
123682542,1552230475
105767082,972482646
1096509806,202596935
45035488,1460166092
1092286516,198253352
541057168,1344861289
1536878206,1314997083
773134929,2074747393
680806150,490021380
1656640782,1678052949
1711160214,1854803976
533699148,1438759561
552451563,883249199
1923772853,375538987
1753500440,1224740382
1476132966,2120460430
968369628,755779534
604064728,416862160
1767057360,1013836715
1570845396,1668732835
2124782046,677036901
1247801019,904241964
909749297,438990715
1871228422,347278301
686786345,1920911023
1225481177,749202943
842266181,38732796
217291960,1928457946
481720713,370404026
945264073,1850148401
913227812,1406711819
625209450,1320979618
539839602,749566947
466235940,457216318
2035394578,1344257060
687530351,1040788890
1131624885,478489270
877062831,1936260899
2002368560,77441435
1941019433,1988930225
1658671585,544873009
1706080216,207386051
1882561474,2000518393
1113122029,1629875109
1182385373,991416389
1767968098,1443111249
1883787872,1623068495
1082050950,981511440
898762082,1129815225
1764450812,420003293
1434617972,1843509969
404516227,1573131991
910345918,11503936
570217591,440953142
2028771777,398658199
1284792900,667177744
736344690,312453964
1053779749,998656738
1613327483,1993893006
1096883042,1648864816
1550042673,1427288262
1735520654,364931185
542526869,665769204
1239051357,1761195625
28911771,1001742823
2083037794,1941197815
1153813551,592714617
1761309976,707374656
1619031611,1927516097
1177684885,1980834664
999299729,2098811493
551714164,1869606441
2139484210,1591929314
620047849,2084730016
1482499050,1753724100
1214857668,646652344
1854899551,627770120
690442855,735918340
88303188,2126012057
1137859369,192802838
1842178259,878856789
259678155,1930314885
1947335307,1965018270
422321566,854361408
1978246188,1916814147
1212699060,675222961
2114748803,433469684
1190460074,208848069
1671078520,535057136
818086504,2044355092
1100837275,1082610211
1684181768,1716015104
712080625,297489238
416190660,639235162
763212992,820006015
2066942626,770506867
646558103,504967356
1923011960,1096703619
971267582,1223244658
211693707,1515637798
1900961055,1721767724
124949712,1032050254
1822949272,1756007285
49899093,599366597
2043395017,1208200866
2063690877,1303414436
761380129,707558850
1740460764,40197203
188554082,1906187330
1547227224,1753820188
1199588788,1820932710
1467375120,218705928
276562565,1673527210
1700244601,600429199
1280885797,2049265914
722753705,2053405732
832416209,1710185507
59814733,1058854706
692639132,1860542207
410635196,966351798
379479039,1825723377
1709241878,221037012
1393953484,1524809560
262240814,497234091
2020158547,1707280962
262898400,1792875473
1282038811,249265982
1965971154,767960930
1735160066,610878631
1970354825,10366369
613467960,1565397816
676727367,690566242
770682200,1388203153
831749685,1420434318
993097103,1814090924
1547882059,871372440
1904343532,1071770996
4765570,2101971636
379922183,1941475629
398128285,2087802720
1265673553,6573429
123096855,868213740
154372373,2004771850
1884535212,1485244026
72704737,1009711850
1679375382,744748488
678776644,1044426974
480746708,493773762
328130618,953569361
1124010535,1117891689
69531057,1982481705
1044183424,903127392
2074756236,1931862760
1852232592,938465869
612686216,540043311
377886966,646715265
1336980029,464712860
1472557253,1704298769
402214715,1454294075
1691467587,2026471169
24736084,1890518524
76545244,1386055580
980436952,268006986
373481063,1530211936
1209893829,5926675
1897142972,1962230659
435225372,1791720370
266387019,153791668
2107125252,132392146
1882375254,1039547336
618295234,1692078460
1325008117,439785608
582781361,1624331852
827930148,1403091924
346242455,1023311653
736202754,1520420075
350190699,418507980
1658656092,2043527301
937212993,778877003
1706652011,593257295
493779213,866416317
540306698,244210233
36861926,694449118
1716131808,1873514141
1857244147,888685432
2006537845,970907938
2052379785,595136112
1049896921,377607579
1053446215,1238696606
303915726,858194285
1841265254,1786552639
869349609,1040655886
1500901058,1571080018
1703490109,43906560
249305275,1380359500
1719248892,654402396
85841111,1577485957
80180429,85849300
255416353,981448427
1523188210,1806047199
22861856,1155560707
1164127038,287936852
743148196,1721564183
1681423650,2145997441
818090660,787119038
2123967189,1552312723
986194049,1986781551
1534142267,1877267938
1924369811,2097639483
1847908000,35633309
492115321,180323367
2088897218,845115210
1361426051,422449339
304323386,464412438
1812392327,113132938
1405398840,543216522
1732492947,1704561338
242515929,1936071761
401822549,1302493296
1468255218,1056828286
1070573215,2036995302
530744666,2074414340
1928813161,54027249
1864519310,1586319327
670099657,554824543
207723186,144038325
1227914172,1642761365
697646881,468795746
1804654669,776785449
1007974391,562268853
1312440613,1060532159
2139709166,503316588
852223602,32424410
1562753877,1152494836
731206823,1106486464
377715143,1066158001
1316046954,1305107765
436477814,1827142453
1015906563,915085936
1235131854,1411115308
48401815,1362538822
161975091,63601199
896450393,1343719183
1006986274,906500842
169530571,114131940
1843725800,912847708
643210974,648229673
1534250266,1815144130
913814317,1039670907
787796097,1417528839
769681339,2106804447
1852658029,964505498
1889703247,1922145029
597580525,807500737
1304895470,1479676483
1496838405,1785595731
85708755,1571811996
1575199027,1131699075
632933364,1993800156
590014403,577069268
1314469126,1710296523
1633465653,687391464
1253819450,499232111
1274954678,1078952954
780263172,1533170695
311270611,1427514533
895798498,2108735326
1033996622,1565884998
435756143,172391077
747602719,2120723038
1980972650,1918617280
1408637224,1828875763
1417980185,2024824756
430847429,1103387580
1324516443,1380292887
1069341312,1823347387
796945773,1564804476
312606909,611507323
850347346,1501392336
1701355119,140555463
196668148,2130625513
1614769561,1809069276
853835856,2038812087
1696698778,347418136
729304298,222881244
698674274,678273810
1585889314,1871776085
1228342084,538277193
1909088994,1441710422
939016334,1454717746
1168853528,2098285824
1828833476,2066883013
1235101400,2065780769
2100037620,2010492281
220832342,835401169
1931243273,1496273423
128172003,1759302062
496061020,1458319934
1931409048,319501998
627323234,612601212
407533693,381536486
1960768991,1804286296
687765489,1742613058
740097210,820006308
118666045,1857759384
1484922404,1852912346
1034563258,2147335166
956082015,277574712
1774697697,50238672
2056592240,1185094424
566723424,1613451423
34399754,1385620719
227958500,214269166
714204661,293063891
1432147277,1210001915
1125582456,903605407
1411732149,466324813
1110010125,1751480686
1228913682,964873291
133083902,6163352
2001913398,210881606
2001479957,1343257332
2082811336,1176293929
1145913362,1293179368
1197462379,1345113251
122452282,679312605
639754966,461529101
19262899,1577315902
2036895514,335826780
1636469126,1761070397
280675144,501611847
1459261394,1476054123
2038821476,1457582749
2044577316,76709182
1244088613,952720397
154172881,379265453
1101676184,1951430868
32592800,343080656
1262348799,1119849422
265184671,2040353642
1329057812,671006841
998657745,33143810
975456933,570361597
2094063584,1007402381
847852879,586539887
983611732,662341837
935107349,1356819718
1782527606,505244868
1430476244,1540593966
1615701499,151510396
1411314453,257842699
1221478832,692271591
628162118,66248452
247697947,1969031531
1577383587,1999792140
1671591938,333103179
1643783550,1385918539
1292600683,1425593690
831395999,736371516
2117601736,1081412908
283444857,548600731
1291672809,1867219892
782870456,916103834
1005280703,444069314
290299018,1511727784
783297300,250053563
575529309,2122615331
536934122,2010477459
1915386033,1165752269
1593110591,176245610
1592246834,913323576
1059092873,434047454
528495018,1449423361
157400581,701563261
1291805931,466330897
998892390,1287731288
746998262,1010351826
1694119754,1008580172
613038282,1871209497
1624424158,1245431447
1549660322,274992322
194728661,320882072
711728033,1827248940
1285762904,943949568
1634254987,203629698
1295704437,344834305
1911215828,1367749845
900176926,1231520636
1130144123,695006991
1993787731,1596045319
1298417407,462402716
891617460,245401050
1381007137,1124985390
1384465748,2088800736
1115818945,973239542
77114476,1309113001
1416031472,2092181393
1328254589,117374885
534009093,820869313
573907771,827419014
1735706334,2014834681
851728710,910400172
1356336698,1296673923
2131329222,1935312974
580126414,1023587408
1453099780,1092362453
1969935208,1659247450
1456534753,146278854
433851627,76658805
1183682374,1626079350
506387249,368205127
149977428,719166878
186995994,1002036926
282081806,969802704
1677600976,2050015747
825750209,2123153171
1091399170,686628342
136968334,1948372719
1418681009,1871524121
1524479293,1501978512
817698390,1015971657
759827109,1730588252
69946357,1266884705
647565866,652577343
796958622,203568273
653635821,1962670670
767010124,1492212213
743486753,482383862
706669749,1587971517
322456600,1795662113
914286283,1415225685
916906643,2068952707
986874837,1451920057
1092844593,714616234
441842532,2147343142
512636738,501244250
425117329,1234778102
1752340456,246695259
457708270,48198672
747534564,2064533325
1073805458,1427409978
1801745915,4418686
228387918,173019119
410369923,280040889
908238984,1338061873
619907840,2048986280
1235046124,484277532
1088504646,167836235
1419759671,229862062
131179996,1328392447
1609711621,1940234401
2005034269,1161024020
617301504,1381144598
1845063446,1005721121
1842403215,1168054233
1265077710,625697114
1935426386,423837832
991622063,210466982
635392327,1255763994
2023261378,1828173489
1999855150,2084754965
2073889048,386845248
64383584,185553508
1730242426,1234865974
998270482,2088769347
1161894149,803848112
248885491,1822659075
1032238288,1887068279
738958388,764420110
1501525214,123689778
742218520,1865388488
639106363,2015760343
1677068999,342191802
1728235058,446999659
429598602,1234768424
185435643,1748203833
1056642404,2036070254
1735222965,1075369451
1807476430,2047851169
1070823916,1313641534
1457379267,1011165357
1121831822,1086188258
2114764572,384238017
949211217,648160490
819363161,1235878843
1678896237,595334096
1087509225,1819705958
1145849069,1172517296
150351439,422496915
682402969,845391886
706153026,64462020
324465729,250082462
1898462642,1667941822
539289147,1321454172
1389235365,1539754969
1060728114,1155041387
1060912555,642391010
1246528992,1777596145
1061766652,635105314
2067594202,1324949068
573057149,973456910
832134839,636813664
563648808,405255417
1387461128,2086935732
116901147,1460887313
1775579251,507504751
420779048,951294138
669500648,495540337
1028197930,1324179928
1703674785,591712467
1714267672,264754904
1239612190,1922970160
1991140727,991777202
147234577,218967540
57322846,1180904871
1147539625,129858992
1441535461,1910619572
204718722,891316982
1378924629,2100252331
1175594869,622698626
1532175371,264970405
1155249700,690749283
2103908987,1572156529
2074886039,186131764
795607037,2036142196
1542392283,1518472016
1485914643,763316699
1759461912,797034582
1203135842,1751981469
2087331511,1380410073
271880338,1764751482
2003298029,587940290
1279055431,1978999203
1280411453,953386101
1623127013,2065907530
568501022,143088239
1783499368,1987635088
1919463510,107809098
2106349114,1936704656
259674897,955817820
881832007,1438438233
576497467,1548847305
458979270,288776371
1446793968,1411356564
1294622388,1404439822
1273396124,1028115175
1282146789,323417659
99935364,1872529550
115868919,1558518215
37534822,192698105
1931491830,1049812781
1002093307,1180142005
334441917,1668993149
1369574575,972911806
1932449132,321852993
2034401995,2072676416
1799922550,45389274
22454836,484082495
1224545054,1542663802
955898282,1152841390
1652692192,2062206651
416056238,2017514263
332748717,1444361935
685487689,509977009
1929407773,1714442861
769470387,2013427117
618881994,222405653
1766561712,402378526
1686743916,789882635
860296726,1757875504
1582098221,1932358457
1357895070,1162012986
407415915,1794730952
692241765,1117410223
945272177,348788586
1989917176,1665894921
68110360,591129059
120239369,940141099
1245060196,667564531
1550391056,1348310694
329714480,1534491337
24522913,21639726
118564529,1906342841
1788167302,2058935311
1381963209,197985895
654535853,2061053083
1371993233,1742992209
2048722929,1005497872
1250577724,2059276048
2097297030,1710596829
1563882946,686972401
41687249,327263568
444912684,1869283116
1661238730,700087678
986945755,905569316
368906732,45618787
82616190,1601758316
1683188249,1161618816
1555037887,1216598972
1734708515,989254580
1410614791,74227232
782473797,2001579708
249090042,249434898
1085792134,243216430
1231746876,1316362676
165303610,1236323108
203497327,1299921894
1816222984,791480896
1399850487,1480334855
1899446800,1041562373
1249952121,1816128780
383317658,1784462086
1053166863,755591115
972515539,1800525510
1676863779,578584208
2005217692,2086740117
723803502,985785121
1559696704,702058580
440745837,2066788734
355914541,1872766895
1527163498,1140511555
1401034292,199266724
892949090,411925125
131289620,1284897818
1758478798,118003258
820171870,1867455253
492962961,879151359
712764487,1801095270
403739166,1686037892
829008840,1617653062
497443988,1627464254
1102261193,619103312
1238233869,1082950239
791137485,1832246908
665477471,1700843660
1380965284,103225601
808801560,1370910879
521098244,967490831
1395137770,483133687
1843593134,955785134
2047025259,1048536082
1734212426,947525072
1653883198,1372222825
608450337,843097645
528769495,1882420989
16415313,1664797864
414154693,1220296754
1829643442,1698696579
160188117,842011130
824317214,1745863664
782257353,1545585667
2088130788,574090786
2033054660,56100008
1180771730,717650861
550433016,1655262764
2082437756,1265513411
1942587561,1775137430
958714405,344778056
427338447,44332778
2043577564,1201995764
943422150,1633921769
1123975137,731931803
761907945,1424905216
1019567536,1267430312
114491890,981265244
1325977074,830162062
350994437,451073825
1919839474,1815400441
1794002371,1698751296
56297509,848346365
263303882,1106717134
770209409,628165447
1515007557,1832302509
1212381436,1080075879
1456915070,2035767498
6045671,916070315
657137714,1826832225
363037,771385982
168347644,1659551025
1216244452,1384368130
825046866,1356459940
282159156,1712326250
2109746904,1768241651
1996063203,1579688735
436985998,125026578
1047756912,88474929
780786626,1390860021
1362613555,743051318
366508117,1784756338
854317707,1944681152
773140813,824870102
2074579641,1942276779
215755529,815274645
358386705,1372226180
530235201,464151367
1659558809,1914294404
1186426337,1276340031
1455805284,1136370802
1372189931,1132050592
723257506,1222049507
1510321797,461574660
397478980,492254183
607422087,1569505711
949221298,901020723
571245988,1583152684
1306441526,1332782263
2024750725,913101204
966311907,2139452330
639977641,804135603
615779151,77565325
915625097,1214580379
1697250217,1213304672
2008118935,1115933936
360445293,421708359
1096326888,947268233
1014870504,936462749
623458377,1367389982
1911730570,1775425818
2079520805,205383891
1297728319,1227246368
1063963951,1209677104
1185640942,1983583375
1404986223,2044930146
1171795343,659428410
434768844,306507956
1534126385,1796909842
924559652,966231981
1510469941,1277510511
81633903,52204638
1893440726,2058893837
1267042922,1614271169
1101279335,477491945
652425109,1130383556
1543762186,379393708
948923147,754083492
1109338415,1713969144
1688574925,2001734906
1446109960,1547465857
64927282,430054864
581836416,1215763121
513358033,1805128432
1782558368,1512076195
1833179136,599823675
1359208252,830184835
856224211,913862672
1064426194,1249532350
2142205369,566483513
1327665999,1818487183
625837721,401824524
398145644,1671187171
13463823,5124799
1497319278,1321488951
1028131074,855569760
1744247848,546732982
2063735608,1843040214
1369944171,252082291
994724061,1663806340
1936274877,636367097
402978710,1900331518
139969321,2045658257
1032146194,889965122
1557227048,1604074637
1993873006,1466775162
3540077,419400527
1012022176,1459084030
1503414818,393120003
2145664671,755517589
2057966697,344955337
1419532587,704520735
165034616,1045609926
595700920,1763167919
1210352998,269868687
356348171,1334569672
1642724680,941651838
549774805,169781708
765981595,177254229
66064527,944969923
33682955,1092786827
469466534,1945356003
227421260,181835413
2012285478,159709062
735296822,1513077359
1191521260,227624977
1924587292,1029384512
345075481,1184000041
2058250801,1056630555
1231367060,1182275617
316134752,1699658767
1972959851,1596658838
812977529,418165248
1609637627,1681349204
488845879,1149556122
556159002,1218317443
1474818802,179782376
210640646,1414996543
1416966687,1198505666
671338154,1424570335
1334952783,1774704434
1544885897,902075850
89998937,1190415340
744814318,358010202
643800150,1707357015
1845969454,1501260101
1087014384,1407789273
1520012750,1518538661
1782971175,1379036098
45376759,1361194249
1902966010,1739153356
557875876,824305569
756484498,1574798898
1526455827,1213977923
260287500,934262124
35685612,229989865
776173222,298260444
1926020440,1460535741
1613178303,1688630458
1929648394,1034610366
40778364,2130128292
1144561886,1852994342
1633313294,1982290934
954082363,666174123
1702062521,93513421
645496896,1614449955
1131005325,1149867
1976291167,319228340
117602798,1985842863
714718437,829822816
240980768,773149215
1372588078,2080629496
625938674,1144628249
2045738839,1922422063
1974982476,2140876494
371309767,599216261
1122561942,1173832160
960261382,1535095302
2090120133,1955607844
1764486661,1394838472
171796230,1516058319
218603503,526664035
348200393,516413081
787241091,289774258
936663393,1617638351
513802306,1437641650
905707359,664877401
1177473539,1099750240
1213670308,934843031
1806062571,1319038933
464323049,1064404446
1634299937,1877978576
1899833832,844729850
535152342,306390603
1406500186,2034241142
1087427540,1816264547
582861443,65852838
512196647,1642972126
1343776536,1585577740
983318321,1342109117
1686693629,197394892
1212727153,2052272076
679640000,604830466
609115881,1869900095
670991955,1138027107
1647923326,6429468
1458173588,1487653706
104061409,8179373
1000409238,707465004
1297315801,630544195
1254043721,1641138311
1282013946,1319180165
1486295951,878090197
1329854614,1324168302
2073693085,894376811
100342289,893891703
1969503322,104257146
1757974831,1659238812
1374401010,87985323
339705479,25994493
808259707,588856191
1041262986,2065845237
73007081,1418510019
1492139434,2029481765
550497228,844422033
1594085889,135314131
989415659,1586845071
574099171,1600680630
219316158,909026131
888745220,1376580746
1684883157,1287615679
1830791874,1344532089
1572794653,591693527
1691934619,1613723716
821773390,83658061
1382013921,62452063
500477995,414092443
2133378671,1577235757
354261455,1365970276
707838248,1669240577
1288585250,1796552649
620356796,1763445595
1055990690,1171371412
1976571745,727846438
1889064927,1313885866
2037296016,33924950
152546531,1081041123
2043110932,244725321
1242227508,255296335
1407185978,1699234562
548897541,72901281
844192213,634259034
399134004,1989448309
2065628218,1131021991
971182417,542893840
947694218,1507653871
1519620665,1684676143
386850198,196944420
1139773302,219186970
1314506216,345499923
1627036456,449144579
416517163,748764344
881826438,2074450233
1713955397,1886792469
691546810,605562653
687386202,277083033
1596995255,969364913
892972997,1711167305
1666411255,1334438922
409944935,1256026518
266492238,1673295626
1318461665,1916422958
137266004,1563386832
1069880479,1421095627
727210056,1895755053
1141248204,498534351
226585667,144006827
238893134,1556729970
1968205578,944023978
543463643,394712920
417288295,860885728
185585079,916687750
1468945885,1466784334
852438927,1263199944
746914817,899118869
1088365152,1616113683
908969256,115825693
623674744,1716244309
279096620,943277296
477921984,841207536
469375705,694732191
1630656581,509910732
2134037581,1946970043
1237814304,447729500
496458054,363093632
718819493,1244496104
2057123095,513556225
680813060,136836021
1899137953,1339954926
865302434,2029806446
1226350894,503820670
587699336,976626151
621417647,483789290
1030203582,1688616668
1093385143,1240279528
1838947906,2142269931
68891095,712705129
1917073804,1843688423
1343509118,1878083483
370608111,1758990252
403368628,1642147952
103984096,450787279
703560179,692896771
2031360490,481673054
61573597,1810915127
1606152794,1396707523
915038610,1988465258
452446715,1974880003
1532892132,618743009
68548413,187162734
558574477,249446352
1029068406,1907761225
986318674,954769818
1871564923,565923798
1164046735,790577471
1701440405,563302782
1986596573,1944012149
1608706762,105895959
2122953150,72203980
785249422,1290729830
378435520,828180107
210970058,1709923809
2066032831,142990
1523321689,311225473
987692073,1576426827
216172189,717798057
1813637436,1918398892
403146322,1460546089
1017944658,36408294
1398071071,180754384
117039192,874966304
1477319708,908860655
175561785,143959242
1158772695,1531402901
58475258,2137089780
1917555155,531365251
771522272,1346398466
1733975067,2077889018
734444947,1752601199
2092890184,2109858740
646955195,2041368314
1043431261,713467999
22158791,1457402715
239004981,1706185330
1447231045,14181296
1465756886,787708093
586984281,1543413173
132009661,476860982
1815798840,1887514318
1714401947,1773828131
22229063,431058169
2029171330,201864836
1386479482,2018860322
2069495359,1130955211
590833046,338212644
552598372,129864067
699413739,874700187
45334973,1764363368
863388459,1983593981
417111685,1719455312
1507733235,832112845
1019886619,1832440040
769484542,1923879338
1894404946,889706985
1639372564,386740154
973392048,177186137
1098431144,1031654955
1529299565,777658559
635074756,300436235
236350088,209860642
1156056797,1677644791
1571143662,195601551
1289029133,2104195991
951420456,1694354149
305795972,490854245
1282362702,1454506425
497431810,359770301
195754285,788123117
826283770,1488367082
1589678128,945124506
2079825045,1345608087
17998013,47982173
190040935,959073366
972304856,713800402
523264260,362321107
1294445961,484997038
130550803,297244211
1618408760,546474648
1410185747,916759599
411100684,1003102599
1178455168,700231024
2039894456,1249399811
1080766178,408611639
899682373,2008888594
1773221082,1344875872
1554391904,2008215919
97306252,1759462357
969464255,562437591
1976744554,1559016706
623545431,993592305
180590989,1603587209
1707343278,1569322421
1019660376,890075858
797615547,1855017583
387660260,647504430
1436353707,117402832
391825516,12262157
252304165,36532632
128275875,1766490720
1022803391,314594498
462581520,674046649
2015293,1489134286
647786479,1170924922
973613743,295065445
708482684,811068524
380343903,586098980
152890734,585771422
521466916,941307556
1404938970,21631526
1671268540,377919363
825001095,1042044042
1854531267,2044849926
386501618,1893939712
1015292823,2053242405
543764833,520550138
674598603,386567383
1938694410,112356858
1536297438,1373950794
415599187,181195865
137165939,436267808
1416621088,988545815
875181515,344563855
439530953,1387919759
1514012120,695887736
416228449,200912331
684058123,2026998904
1033949646,1735897602
1461444576,859733852
1502859873,648895626
969141937,76073961
756784328,761584903
88492441,246731515
1680530132,1563700433
1141511858,35591348
1545692898,2002366330
1978498902,1552949809
1978707575,457540168
197417257,1452602277
945864347,1553118324
1650145720,460000546
358148532,1515739040
1940549373,57720789
1264238980,531880111
1632800791,213632007
229520953,1776523578
640993805,1916993495
1476449453,1894355313
1232759239,708466608
1233543053,1148233458
1150376525,1971924697
1874383303,1042802261
258995410,617334508
1684355011,714271058
936152241,1211348160
962334282,911419123
1487944680,837293162
2036679870,1660479898
1468828628,1240014967
427826009,1039916485
1916297603,1558924316
934223448,335184864
313464436,363790033
1877161030,1021721886
1673842141,1049124907
1197830680,1083582764
68707314,1318526775
22226589,1123705563
989771513,1259250153
1654680610,996086533
1922714702,331795626
1347208775,138984244
103244108,1545084390
1535060509,1768278966
1131170475,665513515
664446474,1574059146
1248692005,1996163075
65730828,46530166
1316653327,1238250370
1874905706,120932483
1864490579,375871580
1796399419,1320873655
423974885,2108667826
1664339289,933305597
1193261311,2072281636
994196666,391951881
1692255301,1342052804
1421749651,1336428344
391980975,1583631746
959545624,1572494612
1412485888,1790233702
1613646769,1835366553
1681151163,227567579
992732344,929055404
330634187,123121046
283994510,1430094757
804707559,1047572068
496299040,1729926170
1063820049,1746811614
1824708308,504704560
197599411,99861729
1118412705,1652803845
813633018,353988617
8374738,147048712
1472883285,1210264462
601105003,903523091
79750182,1323998820
1013636718,489940301
1942152478,1680016329
196127937,1688093599
715818000,360167708
1092655374,449865652
1772153249,943976885
616210100,460672905
664760248,1642897856
1356354918,2063515827
2052236547,1620545935
1733663219,1812409634
