 ID, Account ID, Product ID, Type, Status, Value, Term, Start Date, End Date, Renewal Date, Payment Terms, Billing Frequency, Auto Renew, Discount Percent, Signed By, Signed At, Created At
2112163419,563759707,912324914,Upsell,Active,128225.65190973389,12,2024-12-22 14:06:25.276025 UTC,2025-12-17 14:06:25.276025 UTC,2025-09-18 14:06:25.276025 UTC,Monthly,Monthly,TRUE,3.6141157208270203,Customer Contact,2024-12-18 18:43:12.276025 UTC,2024-11-22 14:06:25.276025 UTC
2089053192,563759707,348697668,New,Active,22369.108737829665,24,2024-10-15 16:13:48.276241 UTC,2026-10-05 16:13:48.276241 UTC,2026-07-07 16:13:48.276241 UTC,Quarterly,Quarterly,FALSE,9.353712716797428,Customer Contact,2024-10-13 01:14:49.276241 UTC,2024-09-15 16:13:48.276241 UTC
1856507541,270791858,51805535,Upsell,In Review,400243.1552583745,24,2025-01-28 20:05:57.331961 UTC,2027-01-18 20:05:57.331961 UTC,,Annual,Annual,FALSE,2.5745923519488723,,,2024-12-29 20:05:57.331961 UTC
1354808907,270791858,51805535,New,Active,306895.0870864063,36,2024-08-15 08:50:32.33214 UTC,2027-07-31 08:50:32.33214 UTC,2027-05-02 08:50:32.33214 UTC,Monthly,Monthly,FALSE,16.401265815083697,Customer Contact,2024-08-12 07:24:02.33214 UTC,2024-07-16 08:50:32.33214 UTC
1420498242,1637559424,1983759340,Renewal,Active,284186.7670921407,12,2024-09-29 10:36:33.384522 UTC,2025-09-24 10:36:33.384522 UTC,2025-06-26 10:36:33.384522 UTC,Annual,Annual,FALSE,3.281939544196315,Customer Contact,2024-09-24 12:27:49.384522 UTC,2024-08-30 10:36:33.384522 UTC
2047079954,1677846115,1307960769,New,Draft,352838.7820267401,12,2025-02-13 09:26:21.437072 UTC,2026-02-08 09:26:21.437072 UTC,,Quarterly,Quarterly,FALSE,17.131728154387876,,,2025-01-14 09:26:21.437072 UTC
25804602,1677846115,324193528,New,In Review,243046.83603215014,36,2025-01-29 23:14:25.437254 UTC,2028-01-14 23:14:25.437254 UTC,,Quarterly,Quarterly,FALSE,10.763239692488542,,,2024-12-30 23:14:25.437254 UTC
1157652030,1677846115,51805535,Upsell,Draft,57278.28008696208,12,2025-02-21 07:43:45.437413 UTC,2026-02-16 07:43:45.437413 UTC,,Annual,Annual,TRUE,19.381828851610614,,,2025-01-22 07:43:45.437413 UTC
856462513,1852557348,912324914,New,Active,72478.01383528847,24,2024-08-09 19:17:13.512872 UTC,2026-07-30 19:17:13.512872 UTC,2026-05-01 19:17:13.512872 UTC,Quarterly,Quarterly,FALSE,17.7150227240741,Customer Contact,2024-08-06 17:05:34.512872 UTC,2024-07-10 19:17:13.512872 UTC
1153588788,1852557348,467373925,New,Active,43464.315474895695,12,2024-12-02 22:10:48.513104 UTC,2025-11-27 22:10:48.513104 UTC,2025-08-29 22:10:48.513104 UTC,Monthly,Monthly,FALSE,14.144539045423269,Customer Contact,2024-11-28 13:46:44.513104 UTC,2024-11-02 22:10:48.513104 UTC
1767577802,1511310562,1046421971,Amendment,Active,109357.66212672529,36,2024-12-14 18:36:00.56259 UTC,2027-11-29 18:36:00.56259 UTC,2027-08-31 18:36:00.56259 UTC,Annual,Annual,TRUE,18.260678457391343,Customer Contact,2024-12-11 14:07:51.56259 UTC,2024-11-14 18:36:00.56259 UTC
677271050,1511310562,110959036,New,Expired,89303.99352296907,12,2024-08-27 04:09:40.562807 UTC,2025-08-22 04:09:40.562807 UTC,,Quarterly,Quarterly,TRUE,8.031935730433478,Customer Contact,2024-08-24 15:35:53.562807 UTC,2024-07-28 04:09:40.562807 UTC
545215939,1583025854,912324914,Amendment,Active,265725.0180515656,12,2024-09-15 15:27:52.607749 UTC,2025-09-10 15:27:52.607749 UTC,2025-06-12 15:27:52.607749 UTC,Annual,Annual,FALSE,4.662587346010745,Customer Contact,2024-09-11 12:01:38.607749 UTC,2024-08-16 15:27:52.607749 UTC
87712027,1253479881,467373925,Renewal,Draft,132020.68073998936,36,2025-02-09 12:57:28.652839 UTC,2028-01-25 12:57:28.652839 UTC,,Annual,Annual,TRUE,15.803623026881635,,,2025-01-10 12:57:28.652839 UTC
1983328898,793965164,1220998082,Amendment,Active,158629.31162332874,24,2024-11-22 02:14:51.700148 UTC,2026-11-12 02:14:51.700148 UTC,2026-08-14 02:14:51.700148 UTC,Quarterly,Quarterly,FALSE,4.538715037900758,Customer Contact,2024-11-17 04:03:29.700148 UTC,2024-10-23 02:14:51.700148 UTC
2083866559,793965164,1402282145,Amendment,Active,122075.35282773348,36,2024-10-16 19:16:44.700378 UTC,2027-10-01 19:16:44.700378 UTC,2027-07-03 19:16:44.700378 UTC,Monthly,Monthly,FALSE,0.4619569960487846,Customer Contact,2024-10-13 21:29:31.700378 UTC,2024-09-16 19:16:44.700378 UTC
1813514385,793965164,1402282145,Amendment,Active,46192.800487323344,12,2024-12-24 21:06:20.70058 UTC,2025-12-19 21:06:20.70058 UTC,2025-09-20 21:06:20.70058 UTC,Quarterly,Quarterly,FALSE,8.357257619896263,Customer Contact,2024-12-23 04:41:00.70058 UTC,2024-11-24 21:06:20.70058 UTC
102828769,2101679943,467373925,New,Active,491802.69965318165,24,2024-10-19 15:19:25.748416 UTC,2026-10-09 15:19:25.748416 UTC,2026-07-11 15:19:25.748416 UTC,Quarterly,Quarterly,TRUE,7.876706592371196,Customer Contact,2024-10-17 04:18:26.748416 UTC,2024-09-19 15:19:25.748416 UTC
229057301,2101679943,1608660587,Renewal,Active,398253.66979966,12,2024-12-29 12:04:03.748624 UTC,2025-12-24 12:04:03.748624 UTC,2025-09-25 12:04:03.748624 UTC,Annual,Annual,TRUE,5.169080978597281,Customer Contact,2024-12-24 18:14:19.748624 UTC,2024-11-29 12:04:03.748624 UTC
540682863,2101679943,324193528,Upsell,Active,433879.4307644626,24,2024-11-05 17:44:10.748804 UTC,2026-10-26 17:44:10.748804 UTC,2026-07-28 17:44:10.748804 UTC,Annual,Annual,TRUE,9.54417314836736,Customer Contact,2024-11-02 00:56:36.748804 UTC,2024-10-06 17:44:10.748804 UTC
854755506,1874379640,1608660587,Renewal,Active,517062.12289033516,12,2024-10-21 02:26:25.792167 UTC,2025-10-16 02:26:25.792167 UTC,2025-07-18 02:26:25.792167 UTC,Monthly,Monthly,FALSE,18.450946898666917,Customer Contact,2024-10-20 02:08:24.792167 UTC,2024-09-21 02:26:25.792167 UTC
1404808223,1874379640,912324914,New,Expired,37204.04243756701,12,2024-10-07 15:07:08.792389 UTC,2025-10-02 15:07:08.792389 UTC,,Annual,Annual,FALSE,0.42250312916291,Customer Contact,2024-10-05 09:26:01.792389 UTC,2024-09-07 15:07:08.792389 UTC
867127358,1874379640,1983759340,Upsell,Active,64829.79938408904,12,2024-07-31 13:40:00.792566 UTC,2025-07-26 13:40:00.792566 UTC,2025-04-27 13:40:00.792566 UTC,Annual,Annual,FALSE,15.575430875203327,Customer Contact,2024-07-29 23:17:19.792566 UTC,2024-07-01 13:40:00.792566 UTC
1137750480,444360807,912324914,Amendment,Active,480371.3054356223,12,2024-12-26 07:03:26.857439 UTC,2025-12-21 07:03:26.857439 UTC,2025-09-22 07:03:26.857439 UTC,Monthly,Monthly,FALSE,13.590072653620396,Customer Contact,2024-12-24 03:40:13.857439 UTC,2024-11-26 07:03:26.857439 UTC
725871984,1570368304,912324914,Renewal,In Review,57022.005373479165,12,2025-01-31 08:57:55.91872 UTC,2026-01-26 08:57:55.91872 UTC,,Quarterly,Quarterly,FALSE,8.01955313286285,,,2025-01-01 08:57:55.91872 UTC
848796095,1570368304,1046421971,New,Active,485909.6993105708,12,2025-01-06 07:26:43.918944 UTC,2026-01-01 07:26:43.918944 UTC,2025-10-03 07:26:43.918944 UTC,Quarterly,Quarterly,FALSE,18.321925015370983,Customer Contact,2025-01-03 16:25:32.918944 UTC,2024-12-07 07:26:43.918944 UTC
1625079002,2108208643,348697668,Upsell,Terminated,571573.7032561875,24,2024-08-16 11:27:50.979984 UTC,2026-08-06 11:27:50.979984 UTC,,Quarterly,Quarterly,FALSE,9.497000948178819,,,2024-07-17 11:27:50.979984 UTC
1135415401,881963059,467373925,Upsell,Active,101544.79024428241,24,2024-09-24 02:26:50.039361 UTC,2026-09-14 02:26:50.039361 UTC,2026-06-16 02:26:50.039361 UTC,Quarterly,Quarterly,FALSE,13.11408483683875,Customer Contact,2024-09-22 09:13:56.039361 UTC,2024-08-25 02:26:50.039361 UTC
1141285924,881963059,1205925918,New,Active,230201.83416333073,12,2024-08-21 07:55:17.03962 UTC,2025-08-16 07:55:17.03962 UTC,2025-05-18 07:55:17.03962 UTC,Quarterly,Quarterly,FALSE,6.699917021008144,Customer Contact,2024-08-19 08:05:38.03962 UTC,2024-07-22 07:55:17.03962 UTC
1842573899,881963059,912324914,New,Draft,487446.397599703,12,2025-02-13 21:46:32.039824 UTC,2026-02-08 21:46:32.039824 UTC,,Annual,Annual,FALSE,2.7631828074768072,,,2025-01-14 21:46:32.039824 UTC
494131798,428679416,288391951,Amendment,Active,20060.716981536436,24,2024-10-11 22:53:37.112753 UTC,2026-10-01 22:53:37.112753 UTC,2026-07-03 22:53:37.112753 UTC,Monthly,Monthly,FALSE,19.828177490660536,Customer Contact,2024-10-10 01:36:17.112753 UTC,2024-09-11 22:53:37.112753 UTC
348375944,1073889550,324193528,New,Expired,103694.97893940579,12,2024-09-27 10:43:54.171413 UTC,2025-09-22 10:43:54.171413 UTC,,Annual,Annual,FALSE,1.3345877754390711,Customer Contact,2024-09-23 00:56:29.171413 UTC,2024-08-28 10:43:54.171413 UTC
1332312854,1073889550,2009265164,Renewal,Active,295859.9252551138,24,2024-09-02 10:10:01.171606 UTC,2026-08-23 10:10:01.171606 UTC,2026-05-25 10:10:01.171606 UTC,Annual,Annual,FALSE,12.935041690762576,Customer Contact,2024-08-31 21:40:18.171606 UTC,2024-08-03 10:10:01.171606 UTC
1623378507,438799507,467373925,Renewal,Active,121012.2801136657,12,2024-09-20 17:58:32.214242 UTC,2025-09-15 17:58:32.214242 UTC,2025-06-17 17:58:32.214242 UTC,Annual,Annual,FALSE,6.677106379783709,Customer Contact,2024-09-17 17:29:29.214242 UTC,2024-08-21 17:58:32.214242 UTC
1637227640,438799507,51805535,Renewal,Draft,431446.6803002755,36,2025-02-02 11:32:42.214471 UTC,2028-01-18 11:32:42.214471 UTC,,Quarterly,Quarterly,FALSE,0.2716869075815076,,,2025-01-03 11:32:42.214471 UTC
371740323,438799507,324193528,Renewal,Active,232830.03519754825,12,2025-01-08 00:09:37.214651 UTC,2026-01-03 00:09:37.214651 UTC,2025-10-05 00:09:37.214651 UTC,Annual,Annual,FALSE,1.083825060448127,Customer Contact,2025-01-05 05:15:38.214651 UTC,2024-12-09 00:09:37.214651 UTC
1586544287,503932121,467373925,Renewal,Active,434593.81946938945,12,2024-09-20 10:49:16.262978 UTC,2025-09-15 10:49:16.262978 UTC,2025-06-17 10:49:16.262978 UTC,Annual,Annual,FALSE,12.709637665714418,Customer Contact,2024-09-16 17:19:16.262978 UTC,2024-08-21 10:49:16.262978 UTC
1595528665,503932121,1983759340,New,Active,380650.33937153185,12,2024-11-08 15:52:28.263183 UTC,2025-11-03 15:52:28.263183 UTC,2025-08-05 15:52:28.263183 UTC,Quarterly,Quarterly,FALSE,11.5464667604768,Customer Contact,2024-11-04 07:10:49.263183 UTC,2024-10-09 15:52:28.263183 UTC
1570990240,39751956,1046421971,New,Active,136934.9961464632,12,2024-11-24 05:17:20.320883 UTC,2025-11-19 05:17:20.320883 UTC,2025-08-21 05:17:20.320883 UTC,Annual,Annual,TRUE,13.74910336464287,Customer Contact,2024-11-22 11:03:38.320883 UTC,2024-10-25 05:17:20.320883 UTC
1098157754,39751956,1205925918,Renewal,Active,56184.44057032896,24,2024-12-14 15:05:45.321089 UTC,2026-12-04 15:05:45.321089 UTC,2026-09-05 15:05:45.321089 UTC,Annual,Annual,FALSE,8.146033309394209,Customer Contact,2024-12-11 15:34:29.321089 UTC,2024-11-14 15:05:45.321089 UTC
1401016404,1419366440,1608660587,Renewal,In Review,445828.4015348022,12,2025-01-30 05:58:16.359172 UTC,2026-01-25 05:58:16.359172 UTC,,Annual,Annual,FALSE,2.818747078643813,,,2024-12-31 05:58:16.359172 UTC
1508003608,1419366440,110959036,New,Terminated,370297.7621373711,24,2024-09-27 22:19:21.359361 UTC,2026-09-17 22:19:21.359361 UTC,,Quarterly,Quarterly,FALSE,8.314420937911578,,,2024-08-28 22:19:21.359361 UTC
24367300,582002388,1983759340,New,In Review,63349.09075876887,24,2025-01-29 09:07:29.400285 UTC,2027-01-19 09:07:29.400285 UTC,,Monthly,Monthly,TRUE,5.486429561239106,,,2024-12-30 09:07:29.400285 UTC
1937195222,1671035102,51805535,Amendment,Active,285215.7737957276,36,2024-11-26 15:53:01.448455 UTC,2027-11-11 15:53:01.448455 UTC,2027-08-13 15:53:01.448455 UTC,Monthly,Monthly,FALSE,12.562054947068662,Customer Contact,2024-11-24 03:45:41.448455 UTC,2024-10-27 15:53:01.448455 UTC
1376455184,1671035102,1402282145,New,Active,41435.68298983451,12,2024-12-19 13:04:52.44866 UTC,2025-12-14 13:04:52.44866 UTC,2025-09-15 13:04:52.44866 UTC,Annual,Annual,TRUE,2.1198729452952914,Customer Contact,2024-12-17 17:24:10.44866 UTC,2024-11-19 13:04:52.44866 UTC
1103744673,1065314299,110959036,Renewal,Active,66126.10017046612,12,2024-10-30 02:44:35.517733 UTC,2025-10-25 02:44:35.517733 UTC,2025-07-27 02:44:35.517733 UTC,Quarterly,Quarterly,TRUE,18.918027206342217,Customer Contact,2024-10-26 19:49:28.517733 UTC,2024-09-30 02:44:35.517733 UTC
1319904825,1065314299,1205925918,New,Active,371051.8204743454,36,2025-01-11 05:11:33.517949 UTC,2027-12-27 05:11:33.517949 UTC,2027-09-28 05:11:33.517949 UTC,Quarterly,Quarterly,FALSE,12.306531241911848,Customer Contact,2025-01-06 06:10:34.517949 UTC,2024-12-12 05:11:33.517949 UTC
1933595841,285407040,1608660587,Renewal,Draft,479100.25169421727,12,2025-02-03 20:38:09.590565 UTC,2026-01-29 20:38:09.590565 UTC,,Annual,Annual,FALSE,12.055448160854741,,,2025-01-04 20:38:09.590565 UTC
2052417869,285407040,110959036,Renewal,In Review,359900.55689151457,24,2025-01-26 10:09:23.590792 UTC,2027-01-16 10:09:23.590792 UTC,,Quarterly,Quarterly,FALSE,9.242291184538685,,,2024-12-27 10:09:23.590792 UTC
1460250508,1743885787,912324914,Upsell,Draft,343197.61913412786,24,2025-02-03 08:37:33.658925 UTC,2027-01-24 08:37:33.658925 UTC,,Quarterly,Quarterly,FALSE,17.29884768115324,,,2025-01-04 08:37:33.658925 UTC
1322202668,1743885787,1220998082,Renewal,Active,47137.466741213175,12,2025-01-21 04:19:03.659111 UTC,2026-01-16 04:19:03.659111 UTC,2025-10-18 04:19:03.659111 UTC,Annual,Annual,FALSE,10.279230864709037,Customer Contact,2025-01-18 20:42:59.659111 UTC,2024-12-22 04:19:03.659111 UTC
62870411,1942384211,1608660587,Amendment,Active,19223.473679263392,24,2024-11-06 06:57:25.707833 UTC,2026-10-27 06:57:25.707833 UTC,2026-07-29 06:57:25.707833 UTC,Annual,Annual,TRUE,5.730715155354266,Customer Contact,2024-11-01 21:13:23.707833 UTC,2024-10-07 06:57:25.707833 UTC
1540131141,1942384211,1046421971,Upsell,Active,522860.7686085662,12,2024-08-07 23:44:51.708106 UTC,2025-08-02 23:44:51.708106 UTC,2025-05-04 23:44:51.708106 UTC,Annual,Annual,FALSE,5.952722868593554,Customer Contact,2024-08-03 08:43:14.708106 UTC,2024-07-08 23:44:51.708106 UTC
1257409875,1849818748,1046421971,New,Active,74112.95404117866,12,2024-09-05 21:15:58.762466 UTC,2025-08-31 21:15:58.762466 UTC,2025-06-02 21:15:58.762466 UTC,Annual,Annual,FALSE,9.415569500260503,Customer Contact,2024-09-01 17:13:36.762466 UTC,2024-08-06 21:15:58.762466 UTC
325027672,1849818748,1608660587,Renewal,Active,20140.45838471542,12,2024-09-18 23:24:55.762685 UTC,2025-09-13 23:24:55.762685 UTC,2025-06-15 23:24:55.762685 UTC,Annual,Annual,TRUE,9.633953746037491,Customer Contact,2024-09-16 20:00:10.762685 UTC,2024-08-19 23:24:55.762685 UTC
144974343,1260921297,51805535,Amendment,Active,23117.245663390102,12,2024-12-15 10:52:23.810587 UTC,2025-12-10 10:52:23.810587 UTC,2025-09-11 10:52:23.810587 UTC,Annual,Annual,TRUE,5.26922339168549,Customer Contact,2024-12-12 11:04:27.810587 UTC,2024-11-15 10:52:23.810587 UTC
1147212207,1260921297,1983759340,New,Active,238896.19405357286,12,2025-01-19 17:18:16.810798 UTC,2026-01-14 17:18:16.810798 UTC,2025-10-16 17:18:16.810798 UTC,Monthly,Monthly,FALSE,0.13918891475943607,Customer Contact,2025-01-17 08:42:28.810798 UTC,2024-12-20 17:18:16.810798 UTC
909766878,1260921297,324193528,Amendment,Active,306686.2345250989,24,2024-08-12 01:40:04.810963 UTC,2026-08-02 01:40:04.810963 UTC,2026-05-04 01:40:04.810963 UTC,Quarterly,Quarterly,FALSE,6.219729531375123,Customer Contact,2024-08-07 02:46:19.810963 UTC,2024-07-13 01:40:04.810963 UTC
534057434,2046184909,1307960769,Upsell,Active,361519.8504415543,12,2025-01-04 08:15:48.865914 UTC,2025-12-30 08:15:48.865914 UTC,2025-10-01 08:15:48.865914 UTC,Annual,Annual,FALSE,18.196443527087606,Customer Contact,2025-01-02 20:05:43.865914 UTC,2024-12-05 08:15:48.865914 UTC
2094482679,2046184909,1983759340,Renewal,Draft,352729.91114194423,36,2025-02-06 21:33:27.866111 UTC,2028-01-22 21:33:27.866111 UTC,,Annual,Annual,TRUE,1.4001800762999395e-2,,,2025-01-07 21:33:27.866111 UTC
1860412257,1301495411,110959036,Renewal,In Review,517187.4862223792,12,2025-01-28 19:47:07.91896 UTC,2026-01-23 19:47:07.91896 UTC,,Quarterly,Quarterly,FALSE,14.184382090677163,,,2024-12-29 19:47:07.91896 UTC
1702805307,1301495411,1402282145,New,Active,384768.71781503886,24,2024-07-31 04:38:10.919154 UTC,2026-07-21 04:38:10.919154 UTC,2026-04-22 04:38:10.919154 UTC,Annual,Annual,FALSE,13.500182341736142,Customer Contact,2024-07-27 18:19:07.919154 UTC,2024-07-01 04:38:10.919154 UTC
